avg_total_amount,bkt_tip_amount,tip_amount_start,tip_amount_end
15.641342040694717,293,547.8989466056744,550.5224924985266
15.641418130449638,0,-220.8,-218.1764541071479
15.640532380601757,112,73.0371399994387,75.66068589229081
15.641104478283065,113,75.66068589229081,78.28423178514294
15.641379824268647,155,185.84961339208036,188.47315928493248
15.640788602225266,198,298.662086784722,301.28563267757414
15.641309950787232,427,899.4540962478602,902.0776421407122
15.641342550835097,130,120.26096607077704,122.88451196362922
15.641404262108479,77,-18.786966250385888,-16.163420357533766
15.641292984394719,184,261.93244428479215,264.5559901776443
15.641168979323831,126,109.76678249936856,112.39032839222068
15.634614284390317,94,25.813313928100342,28.436859820952463
15.641328793064055,149,170.10833803496757,172.7318839278197
15.640532220405829,110,67.79004821373445,70.41359410658657
15.641261916895697,190,277.67371964190494,280.29726553475706
15.641404075070161,57,-71.25788410742854,-68.63433821457639
15.641382466643314,136,136.00224142788983,138.625787320742
26.26245575139851,84,-0.4221450004209828,2.2014008924311668
15.641327554880492,119,91.4019612494036,94.02550714225578
15.639932974802557,98,36.307497499508884,38.931043392361005
15.641297424280022,145,159.61415446355903,162.23770035641115
15.641261456304532,116,83.53132357084723,86.15486946369936
15.641268581511666,181,254.0618066062358,256.6853524990879
15.641295700711728,124,104.51969071366426,107.14323660651638
15.63426565331934,95,28.436859820952463,31.060405713804585
15.6413788982456,143,154.3670626778548,156.9906085707069
15.641400850492884,71,-34.52824160749867,-31.90469571464655
15.641252882210631,161,201.59088874919314,204.21443464204526
15.023634381297523,87,7.448492678135409,10.072038570987559
15.64119487314978,255,448.2042026772935,450.8277485701456
15.64005413209241,107,59.91941053517803,62.54295642803015
15.641242364054847,389,799.7593523194791,802.3828982123312
15.641407404297887,79,-13.539874464681645,-10.916328571829496
15.639261701624667,103,49.425226963769546,52.04877285662167
15.641315805023853,236,398.35683071310297,400.9803766059551
15.641314659872476,253,442.95711089158925,445.5806567844414
15.641360405415076,139,143.87287910644625,146.49642499929837
15.07290089102402,88,10.072038570987559,12.69558446383968
15.641251994810185,138,141.24933321359413,143.87287910644625
15.641356160254011,235,395.73328482025084,398.35683071310297
15.640946700830318,114,78.28423178514294,80.90777767799511
15.641254349986195,115,80.90777767799511,83.53132357084723
15.6413801818419,153,180.60252160637606,183.22606749922824
15.637753739994725,96,31.060405713804585,33.683951606656734
15.641291426658922,185,264.5559901776443,267.1795360704964
15.640772390824546,104,52.04877285662167,54.67231874947379
15.641238798285576,120,94.02550714225578,96.6490530351079
15.457424571351599,89,12.69558446383968,15.319130356691801
15.641305170307872,464,996.525294283389,999.148840176241
15.641292425824453,128,115.0138742850728,117.63742017792492
15.64127915914572,197,296.0385408918699,298.662086784722
15.03820974738704,85,2.2014008924311668,4.824946785283288
15.640815766602733,106,57.29586464232591,59.91941053517803
15.641195254261907,111,70.41359410658657,73.0371399994387
15.641317348210897,179,248.8147148205315,251.4382607133836
15.641383024090848,142,151.74351678500267,154.3670626778548
15.641253298005394,168,219.95570999915805,222.57925589201017
15.639770460390578,100,41.554589285213126,44.17813517806525
15.640560582313654,105,54.67231874947379,57.29586464232591
15.641374345272165,131,122.88451196362922,125.50805785648134
15.641054216861487,108,62.54295642803015,65.16650232088233
15.641373864840363,132,125.50805785648134,128.13160374933346
15.641341524080772,123,101.89614482081214,104.51969071366426
15.641301141887793,127,112.39032839222068,115.0138742850728
15.641361065425583,225,369.4978258917295,372.12137178458164
15.641355302202461,156,188.47315928493248,191.0967051777846
15.64128627269259,160,198.96734285634102,201.59088874919314
15.639823588049444,101,44.17813517806525,46.80168107091737
15.641603225065587,83,-3.045690893273104,-0.4221450004209828
15.64117041232124,141,149.1199708921505,151.74351678500267
15.641417604435105,80,-10.916328571829496,-8.292782678977375
15.641347998662441,154,183.22606749922824,185.84961339208036
15.64137807307655,162,204.21443464204526,206.83798053489738
15.641351667666962,164,209.4615264277495,212.08507232060168
15.64134454841505,134,130.7551496421856,133.3786955350377
15.640565306485765,102,46.80168107091737,49.425226963769546
15.641375001613977,175,238.32053124912295,240.94407714197513
15.6266135103256,92,20.56622214239607,23.189768035248193
15.641378027233825,163,206.83798053489738,209.4615264277495
15.641054992182282,118,88.77841535655148,91.4019612494036
15.641397281178318,75,-24.03405803609016,-21.410512143238037
15.641376010153927,172,230.4498935705666,233.0734394634187
15.641320877980265,125,107.14323660651638,109.76678249936856
15.64138346418101,140,146.49642499929837,149.1199708921505
15.641363572230807,137,138.625787320742,141.24933321359413
15.641375460041226,173,233.0734394634187,235.69698535627083
15.641383803417174,135,133.3786955350377,136.00224142788983
15.640771134378035,122,99.27259892796002,101.89614482081214
15.641305311544034,129,117.63742017792492,120.26096607077704
15.641403616642911,59,-66.01079232172427,-63.38724642887212
15.64139988321139,81,-8.292782678977375,-5.6692367861252535
15.64132732083912,180,251.4382607133836,254.0618066062358
15.641402424732062,82,-5.6692367861252535,-3.045690893273104
15.638170083045763,97,33.683951606656734,36.307497499508884
15.64130507359992,133,128.13160374933346,130.7551496421856
15.571982923823608,90,15.319130356691801,17.94267624954395
15.64137380603571,159,196.3437969634889,198.96734285634102
15.641199361227024,117,86.15486946369936,88.77841535655148
15.641346492940167,291,542.6518548199701,545.2754007128224
15.641210214992707,121,96.6490530351079,99.27259892796002
15.641354414563045,217,348.50945874891244,351.13300464176467
15.641401062286274,70,-37.15178750035082,-34.52824160749867
15.638717368850322,99,38.931043392361005,41.554589285213126
14.819309476779923,86,4.824946785283288,7.448492678135409
15.641072815739742,109,65.16650232088233,67.79004821373445
15.641403433272012,60,-63.38724642887212,-60.763700536019996
15.629241995117425,93,23.189768035248193,25.813313928100342
15.641301886135055,282,519.0399417843009,521.6634876771532
15.641321547405276,147,164.86124624926327,167.48479214211545
15.605595689082023,91,17.94267624954395,20.56622214239607
15.641317731697782,152,177.97897571352394,180.60252160637606
15.641326346101,148,167.48479214211545,170.10833803496757
15.641351530138788,273,495.4280287486319,498.051574641484
15.641366429024407,211,332.7681833917997,335.39172928465183
