avg_tip_amount,bkt_passenger_count,passenger_count_start,passenger_count_end
1.747623695798733,1,1.324890838664829,2.649781677329658
1.7369790142869979,0,0.0,1.324890838664829
1.7514297120965308,4,5.299563354659316,6.624454193324145
1.7530310108737523,3,3.974672515994487,5.299563354659316
1.7544888097216893,2,2.649781677329658,3.974672515994487
1.7506618895416535,5,6.624454193324145,7.949345031988974
1.7506534386613428,6,7.949345031988974,9.274235870653804
