avg_trip_distance,bkt_tip_amount,tip_amount_start,tip_amount_end
4.64819769418403,293,547.8989466056744,550.5224924985266
4.6481976639278315,0,-220.8,-218.1764541071479
4.648162176826688,112,73.0371399994387,75.66068589229081
4.648170125765816,113,75.66068589229081,78.28423178514294
4.648197740026755,155,185.84961339208036,188.47315928493248
4.648200283894784,198,298.662086784722,301.28563267757414
4.648197740026755,427,899.4540962478602,902.0776421407122
4.648194043689528,130,120.26096607077704,122.88451196362922
4.648197740026755,77,-18.786966250385888,-16.163420357533766
4.648197740026755,184,261.93244428479215,264.5559901776443
4.648193519017869,126,109.76678249936856,112.39032839222068
4.647390675425615,94,25.813313928100342,28.436859820952463
4.648187636290169,149,170.10833803496757,172.7318839278197
4.648155999562223,110,67.79004821373445,70.41359410658657
4.648178508836622,190,277.67371964190494,280.29726553475706
4.648197740026755,57,-71.25788410742854,-68.63433821457639
4.6481943018223815,136,136.00224142788983,138.625787320742
6.825318342001184,84,-0.4221450004209828,2.2014008924311668
4.648190247744927,119,91.4019612494036,94.02550714225578
4.648052132055888,98,36.307497499508884,38.931043392361005
4.648193552089755,145,159.61415446355903,162.23770035641115
4.648191801072873,116,83.53132357084723,86.15486946369936
4.648196937613753,181,254.0618066062358,256.6853524990879
4.648186738775221,124,104.51969071366426,107.14323660651638
4.647403031295274,95,28.436859820952463,31.060405713804585
4.6481962611404475,143,154.3670626778548,156.9906085707069
4.648197696017739,71,-34.52824160749867,-31.90469571464655
4.648176345059804,161,201.59088874919314,204.21443464204526
4.525019556532947,87,7.448492678135409,10.072038570987559
4.648199418126995,255,448.2042026772935,450.8277485701456
4.648130992223913,107,59.91941053517803,62.54295642803015
4.648198166198895,389,799.7593523194791,802.3828982123312
4.64819808093142,79,-13.539874464681645,-10.916328571829496
4.648074386789269,103,49.425226963769546,52.04877285662167
4.648198166198895,236,398.35683071310297,400.9803766059551
4.6481970283823575,253,442.95711089158925,445.5806567844414
4.648195204758591,139,143.87287910644625,146.49642499929837
4.52014594972469,88,10.072038570987559,12.69558446383968
4.648174039003113,138,141.24933321359413,143.87287910644625
4.648197740026755,235,395.73328482025084,398.35683071310297
4.648176343624778,114,78.28423178514294,80.90777767799511
4.6481982187322135,115,80.90777767799511,83.53132357084723
4.648197740026755,153,180.60252160637606,183.22606749922824
4.647784604576438,96,31.060405713804585,33.683951606656734
4.648181365005392,185,264.5559901776443,267.1795360704964
4.648136154492498,104,52.04877285662167,54.67231874947379
4.6481821888411075,120,94.02550714225578,96.6490530351079
4.611120041688108,89,12.69558446383968,15.319130356691801
4.648197648341305,464,996.525294283389,999.148840176241
4.648188455878394,128,115.0138742850728,117.63742017792492
4.64819773085821,197,296.0385408918699,298.662086784722
4.479917886391193,85,2.2014008924311668,4.824946785283288
4.648116868042057,106,57.29586464232591,59.91941053517803
4.648178430815352,111,70.41359410658657,73.0371399994387
4.648191523421626,179,248.8147148205315,251.4382607133836
4.648197740026755,142,151.74351678500267,154.3670626778548
4.648186379368092,168,219.95570999915805,222.57925589201017
4.64801337431697,100,41.554589285213126,44.17813517806525
4.648116994997536,105,54.67231874947379,57.29586464232591
4.6481981386932585,131,122.88451196362922,125.50805785648134
4.648178704867097,108,62.54295642803015,65.16650232088233
4.648195076398948,132,125.50805785648134,128.13160374933346
4.648195474734346,123,101.89614482081214,104.51969071366426
4.648193118748748,127,112.39032839222068,115.0138742850728
4.648197136736495,225,369.4978258917295,372.12137178458164
4.648194828848212,156,188.47315928493248,191.0967051777846
4.6481908224470345,160,198.96734285634102,201.59088874919314
4.6480546109285354,101,44.17813517806525,46.80168107091737
4.648239559956897,83,-3.045690893273104,-0.4221450004209828
4.648182890485758,141,149.1199708921505,151.74351678500267
4.648198585036277,80,-10.916328571829496,-8.292782678977375
4.648194219891204,154,183.22606749922824,185.84961339208036
4.648197740026755,162,204.21443464204526,206.83798053489738
4.648195053643072,164,209.4615264277495,212.08507232060168
4.6481908588678635,134,130.7551496421856,133.3786955350377
4.648153466347567,102,46.80168107091737,49.425226963769546
4.648197740026755,175,238.32053124912295,240.94407714197513
4.646281834772822,92,20.56622214239607,23.189768035248193
4.648197740026755,163,206.83798053489738,209.4615264277495
4.648188017714147,118,88.77841535655148,91.4019612494036
4.648197263262415,75,-24.03405803609016,-21.410512143238037
4.648193476653332,172,230.4498935705666,233.0734394634187
4.64818571531365,125,107.14323660651638,109.76678249936856
4.648197740026755,140,146.49642499929837,149.1199708921505
4.648194397926557,137,138.625787320742,141.24933321359413
4.6481968873520705,173,233.0734394634187,235.69698535627083
4.648197520898529,135,133.3786955350377,136.00224142788983
4.648179231723641,122,99.27259892796002,101.89614482081214
4.648193048073765,129,117.63742017792492,120.26096607077704
4.648197740026755,59,-66.01079232172427,-63.38724642887212
4.648197740026755,81,-8.292782678977375,-5.6692367861252535
4.648198026671784,180,251.4382607133836,254.0618066062358
4.648197740026755,82,-5.6692367861252535,-3.045690893273104
4.647825906211406,97,33.683951606656734,36.307497499508884
4.648187930852758,133,128.13160374933346,130.7551496421856
4.635653612017615,90,15.319130356691801,17.94267624954395
4.64819246352911,159,196.3437969634889,198.96734285634102
4.64818209265479,117,86.15486946369936,88.77841535655148
4.6481975841614895,291,542.6518548199701,545.2754007128224
4.648186306936553,121,96.6490530351079,99.27259892796002
4.648194580546149,217,348.50945874891244,351.13300464176467
4.64819766759525,70,-37.15178750035082,-34.52824160749867
4.647987319944401,99,38.931043392361005,41.554589285213126
4.512968725719871,86,4.824946785283288,7.448492678135409
4.6481691639710085,109,65.16650232088233,67.79004821373445
4.648197692350321,60,-63.38724642887212,-60.763700536019996
4.646744409318964,93,23.189768035248193,25.813313928100342
4.648187874672339,282,519.0399417843009,521.6634876771532
4.648195738202533,147,164.86124624926327,167.48479214211545
4.643451399363588,91,17.94267624954395,20.56622214239607
4.648192944214999,152,177.97897571352394,180.60252160637606
4.648188470461673,148,167.48479214211545,170.10833803496757
