avg_tip_amount,bkt_trip_distance,trip_distance_start,trip_distance_end
0.4371428569512708,0,0.0,2981.095465503512
1.7506634368345049,94,280222.97375733015,283204.06922283367
1.7506634368345049,212,631992.2386867446,634973.3341522481
1.7506634368345049,554,1651526.8878889456,1654507.9833544493
1.7506634368345049,818,2438536.090781873,2441517.1862473763
1.7506631562770283,1565,4665414.403512997,4668395.4989785
1.7506634368345049,2683,7998279.133945923,8001260.229411426
1.7506634368345049,470,1401114.8687866507,1404095.964252154
