avg_tip_percentage,bkt_tip_amount,tip_amount_start,tip_amount_end
0.10226887662620929,122,99.27259892796002,101.89614482081214
0.10227107653301362,129,117.63742017792492,120.26096607077704
0.10227178812191595,59,-66.01079232172427,-63.38724642887212
0.10227178812191595,81,-8.292782678977375,-5.6692367861252535
0.1022715440693589,180,251.4382607133836,254.0618066062358
0.10227178812191595,82,-5.6692367861252535,-3.045690893273104
0.10226447076687241,97,33.683951606656734,36.307497499508884
0.10227147998634878,133,128.13160374933346,130.7551496421856
0.10214997965755775,90,15.319130356691801,17.94267624954395
0.10227171730300712,159,196.3437969634889,198.96734285634102
0.10227100990749059,117,86.15486946369936,88.77841535655148
0.10227169805763625,291,542.6518548199701,545.2754007128224
0.10227163491790403,121,96.6490530351079,99.27259892796002
0.10227171953028744,217,348.50945874891244,351.13300464176467
0.10227178812191595,70,-37.15178750035082,-34.52824160749867
0.10226177009221034,99,38.931043392361005,41.554589285213126
0.09926513192780298,86,4.824946785283288,7.448492678135409
0.10227016411434338,109,65.16650232088233,67.79004821373445
0.10227178812191595,60,-63.38724642887212,-60.763700536019996
0.1022465801368501,93,23.189768035248193,25.813313928100342
0.10227174227919097,282,519.0399417843009,521.6634876771532
0.10227160892506106,147,164.86124624926327,167.48479214211545
0.10219190402967461,91,17.94267624954395,20.56622214239607
0.10227138333482146,152,177.97897571352394,180.60252160637606
0.10227169190133784,148,167.48479214211545,170.10833803496757
0.10227169704243831,273,495.4280287486319,498.051574641484
0.10227169747092178,211,332.7681833917997,335.39172928465183
