avg_tip_percentage,bkt_tip_amount,tip_amount_start,tip_amount_end
0.10227170446730832,293,547.8989466056744,550.5224924985266
0.10227178812191595,0,-220.8,-218.1764541071479
0.102269924023324,112,73.0371399994387,75.66068589229081
0.10227077157678224,113,75.66068589229081,78.28423178514294
0.10227169826344401,155,185.84961339208036,188.47315928493248
0.10227133955974364,198,298.662086784722,301.28563267757414
0.10227170151727177,427,899.4540962478602,902.0776421407122
0.10227151875812213,130,120.26096607077704,122.88451196362922
0.10227178812191595,77,-18.786966250385888,-16.163420357533766
0.10227176696621451,184,261.93244428479215,264.5559901776443
0.10227018586659425,126,109.76678249936856,112.39032839222068
0.10226049076641869,94,25.813313928100342,28.436859820952463
0.10227176696392394,149,170.10833803496757,172.7318839278197
0.10226821539889693,110,67.79004821373445,70.41359410658657
0.10227168475335631,190,277.67371964190494,280.29726553475706
0.10227178812191595,57,-71.25788410742854,-68.63433821457639
0.10227170996159908,136,136.00224142788983,138.625787320742
0.17757634653408555,84,-0.4221450004209828,2.2014008924311668
0.10227147896934449,119,91.4019612494036,94.02550714225578
0.1022680885697342,98,36.307497499508884,38.931043392361005
0.10227143731916644,145,159.61415446355903,162.23770035641115
0.10227081938236413,116,83.53132357084723,86.15486946369936
0.10227170038536791,181,254.0618066062358,256.6853524990879
0.10227145781474774,124,104.51969071366426,107.14323660651638
0.10225392674494839,95,28.436859820952463,31.060405713804585
0.1022717168921839,143,154.3670626778548,156.9906085707069
0.10227178812191595,71,-34.52824160749867,-31.90469571464655
0.10227175014469929,161,201.59088874919314,204.21443464204526
0.10088213487525363,87,7.448492678135409,10.072038570987559
0.10227137134057007,255,448.2042026772935,450.8277485701456
0.10226583943099724,107,59.91941053517803,62.54295642803015
0.10227162548100621,389,799.7593523194791,802.3828982123312
0.10227179749875172,79,-13.539874464681645,-10.916328571829496
0.10226032272126265,103,49.425226963769546,52.04877285662167
0.10227163553420915,236,398.35683071310297,400.9803766059551
0.10227161964861553,253,442.95711089158925,445.5806567844414
0.10227165859600758,139,143.87287910644625,146.49642499929837
0.10138224123488412,88,10.072038570987559,12.69558446383968
0.10227173332567716,138,141.24933321359413,143.87287910644625
0.1022717072229895,235,395.73328482025084,398.35683071310297
0.10226961491250806,114,78.28423178514294,80.90777767799511
0.10227053238713327,115,80.90777767799511,83.53132357084723
0.10227169830158755,153,180.60252160637606,183.22606749922824
0.10226475684555737,96,31.060405713804585,33.683951606656734
0.10227176696385734,185,264.5559901776443,267.1795360704964
0.10227048771436398,104,52.04877285662167,54.67231874947379
0.10227130777499116,120,94.02550714225578,96.6490530351079
0.10192650429036461,89,12.69558446383968,15.319130356691801
0.10227169705686229,464,996.525294283389,999.148840176241
0.10227129766648932,128,115.0138742850728,117.63742017792492
0.10227176696576021,197,296.0385408918699,298.662086784722
0.08491437109028416,85,2.2014008924311668,4.824946785283288
0.10227013741838212,106,57.29586464232591,59.91941053517803
0.1022707201093489,111,70.41359410658657,73.0371399994387
0.10227157416843928,179,248.8147148205315,251.4382607133836
0.10227169867269648,142,151.74351678500267,154.3670626778548
0.10227135394548868,168,219.95570999915805,222.57925589201017
0.10226814670942805,100,41.554589285213126,44.17813517806525
0.10226785100029266,105,54.67231874947379,57.29586464232591
0.10227162622974598,131,122.88451196362922,125.50805785648134
0.10226978769186874,108,62.54295642803015,65.16650232088233
0.10227162664299048,132,125.50805785648134,128.13160374933346
0.10227145240352281,123,101.89614482081214,104.51969071366426
0.10227167582779853,127,112.39032839222068,115.0138742850728
0.10227170230452033,225,369.4978258917295,372.12137178458164
0.10227164565787342,156,188.47315928493248,191.0967051777846
0.10227132257068151,160,198.96734285634102,201.59088874919314
0.10226692359863036,101,44.17813517806525,46.80168107091737
0.10227272581400443,83,-3.045690893273104,-0.4221450004209828
0.10227094432240313,141,149.1199708921505,151.74351678500267
0.1022718068755892,80,-10.916328571829496,-8.292782678977375
0.10227153892585569,154,183.22606749922824,185.84961339208036
0.10227169809711761,162,204.21443464204526,206.83798053489738
0.10227174907548085,164,209.4615264277495,212.08507232060168
0.1022716798266502,134,130.7551496421856,133.3786955350377
0.10226881110860489,102,46.80168107091737,49.425226963769546
0.10227169768004177,175,238.32053124912295,240.94407714197513
0.10224407790080367,92,20.56622214239607,23.189768035248193
0.10227169787518203,163,206.83798053489738,209.4615264277495
0.10227057799008038,118,88.77841535655148,91.4019612494036
0.10227906183427937,75,-24.03405803609016,-21.410512143238037
0.10227169655487166,172,230.4498935705666,233.0734394634187
0.10227175014472378,125,107.14323660651638,109.76678249936856
0.10227169904737617,140,146.49642499929837,149.1199708921505
0.1022716545082686,137,138.625787320742,141.24933321359413
0.1022716977061344,173,233.0734394634187,235.69698535627083
0.10227170409248115,135,133.3786955350377,136.00224142788983
