avg_trip_distance,bkt_passenger_count,passenger_count_start,passenger_count_end
4.7308396468608995,1,1.324890838664829,2.649781677329658
4.318120520117778,0,0.0,1.324890838664829
4.709477908940417,4,5.299563354659316,6.624454193324145
4.539195804870927,3,3.974672515994487,5.299563354659316
4.7180796473798905,2,2.649781677329658,3.974672515994487
4.6482014388222845,5,6.624454193324145,7.949345031988974
4.648200394652336,6,7.949345031988974,9.274235870653804
