avg_tip_percentage,bkt_trip_distance,trip_distance_start,trip_distance_end
0.023809523820610985,0,0.0,2981.095465503512
0.10227178812191595,94,280222.97375733015,283204.06922283367
0.10227178812191595,212,631992.2386867446,634973.3341522481
0.10227178812191595,554,1651526.8878889456,1654507.9833544493
0.10227178812191595,818,2438536.090781873,2441517.1862473763
0.10227177284100762,1565,4665414.403512997,4668395.4989785
0.10227178812191595,2683,7998279.133945923,8001260.229411426
0.10227178812191595,470,1401114.8687866507,1404095.964252154
