avg_passenger_count,bkt_tip_amount,tip_amount_start,tip_amount_end
1.670846850824839,293,547.8989466056744,550.5224924985266
1.670846850824839,0,-220.8,-218.1764541071479
1.6708482433591267,112,73.0371399994387,75.66068589229081
1.6708470109161804,113,75.66068589229081,78.28423178514294
1.670846484083039,155,185.84961339208036,188.47315928493248
1.6708470678238112,198,298.662086784722,301.28563267757414
1.670846850824839,427,899.4540962478602,902.0776421407122
1.6708464852327247,130,120.26096607077704,122.88451196362922
1.670846667453939,77,-18.786966250385888,-16.163420357533766
1.670846667453939,184,261.93244428479215,264.5559901776443
1.6708474089871168,126,109.76678249936856,112.39032839222068
1.6708606531109773,94,25.813313928100342,28.436859820952463
1.670846759139389,149,170.10833803496757,172.7318839278197
1.6708468772700888,110,67.79004821373445,70.41359410658657
1.6708467289608233,190,277.67371964190494,280.29726553475706
1.6708465757684892,57,-71.25788410742854,-68.63433821457639
1.670846850824839,136,136.00224142788983,138.625787320742
1.6695918637123945,84,-0.4221450004209828,2.2014008924311668
1.67084682179606,119,91.4019612494036,94.02550714225578
1.670850232310799,98,36.307497499508884,38.931043392361005
1.6708469134815436,145,159.61415446355903,162.23770035641115
1.6708470701235059,116,83.53132357084723,86.15486946369936
1.6708467289608233,181,254.0618066062358,256.6853524990879
1.6708470666739648,124,104.51969071366426,107.14323660651638
1.6708588481157693,95,28.436859820952463,31.060405713804585
1.670846850824839,143,154.3670626778548,156.9906085707069
1.670846850824839,71,-34.52824160749867,-31.90469571464655
1.6708467289608233,161,201.59088874919314,204.21443464204526
1.670540742318729,87,7.448492678135409,10.072038570987559
1.6708469134815436,255,448.2042026772935,450.8277485701456
1.670850104692154,107,59.91941053517803,62.54295642803015
1.67084691233174,389,799.7593523194791,802.3828982123312
1.67084691233174,79,-13.539874464681645,-10.916328571829496
1.670850091513278,103,49.425226963769546,52.04877285662167
1.67084691233174,236,398.35683071310297,400.9803766059551
1.670846453904448,253,442.95711089158925,445.5806567844414
1.6708468206462816,139,143.87287910644625,146.49642499929837
1.6704635396504204,88,10.072038570987559,12.69558446383968
1.6708465154113183,138,141.24933321359413,143.87287910644625
1.670846850824839,235,395.73328482025084,398.35683071310297
1.6708452757857264,114,78.28423178514294,80.90777767799511
1.6708471014519328,115,80.90777767799511,83.53132357084723
1.670846850824839,153,180.60252160637606,183.22606749922824
1.6708524170893264,96,31.060405713804585,33.683951606656734
1.670846759139389,185,264.5559901776443,267.1795360704964
1.6708478441370973,104,52.04877285662167,54.67231874947379
1.6708470678238112,120,94.02550714225578,96.6490530351079
1.6708314859343179,89,12.69558446383968,15.319130356691801
1.670846759139389,464,996.525294283389,999.148840176241
1.6708470364954133,128,115.0138742850728,117.63742017792492
1.670846850824839,197,296.0385408918699,298.662086784722
1.671963275116436,85,2.2014008924311668,4.824946785283288
1.670847508722529,106,57.29586464232591,59.91941053517803
1.6708472244659727,111,70.41359410658657,73.0371399994387
