pickup_zone,avg_tip_percentage,bkt_trip_distance,val_start,val_end
69,0.07278238360000965,0,0E-12,2981.0954655035120
13,0.07261027829426413,0,0E-12,2981.0954655035120
72,0.07222034552808893,0,0E-12,2981.0954655035120
71,0.07186220313455781,0,0E-12,2981.0954655035120
4,0.0718598035985,0,0E-12,2981.0954655035120
224,0.07183908045983334,0,0E-12,2981.0954655035120
143,0.07155161192701018,0,0E-12,2981.0954655035120
257,0.0713749009733387,0,0E-12,2981.0954655035120
6,0.06993889063089614,0,0E-12,2981.0954655035120
208,0.06984152069774287,0,0E-12,2981.0954655035120
35,0.06943262604569811,0,0E-12,2981.0954655035120
77,0.06931547330215,0,0E-12,2981.0954655035120
201,0.06907986264915954,0,0E-12,2981.0954655035120
63,0.06890515810267542,0,0E-12,2981.0954655035120
18,0.06837118913770536,0,0E-12,2981.0954655035120
9,0.06810245610888424,0,0E-12,2981.0954655035120
142,0.06801323613608333,0,0E-12,2981.0954655035120
133,0.06764150696009714,0,0E-12,2981.0954655035120
227,0.06751147865549859,0,0E-12,2981.0954655035120
94,0.0669811404895526,0,0E-12,2981.0954655035120
70,0.06633625926797582,0,0E-12,2981.0954655035120
28,0.06501866218462307,0,0E-12,2981.0954655035120
178,0.06493449905980153,0,0E-12,2981.0954655035120
150,0.06481866530629195,0,0E-12,2981.0954655035120
99,0.06479942221700193,0,0E-12,2981.0954655035120
198,0.06475015494590444,0,0E-12,2981.0954655035120
126,0.0639774822496183,0,0E-12,2981.0954655035120
7,0.06394446610563455,0,0E-12,2981.0954655035120
103,0.0637590325271287,0,0E-12,2981.0954655035120
97,0.06293539240682353,0,0E-12,2981.0954655035120
212,0.061699197714267386,0,0E-12,2981.0954655035120
129,0.06167809413502314,0,0E-12,2981.0954655035120
52,0.06037886604699919,0,0E-12,2981.0954655035120
55,0.06037558864737341,0,0E-12,2981.0954655035120
58,0.059600672707296194,0,0E-12,2981.0954655035120
159,0.05956217856963529,0,0E-12,2981.0954655035120
152,0.059508840529853425,0,0E-12,2981.0954655035120
67,0.05837779553505,0,0E-12,2981.0954655035120
95,0.05836401728314695,0,0E-12,2981.0954655035120
203,0.05649270685678971,0,0E-12,2981.0954655035120
156,0.05630711052913043,0,0E-12,2981.0954655035120
222,0.056246602349219514,0,0E-12,2981.0954655035120
98,0.055555555555666665,0,0E-12,2981.0954655035120
258,0.0553709856035,0,0E-12,2981.0954655035120
256,0.05497460629932647,0,0E-12,2981.0954655035120
50,0.053995974510595554,0,0E-12,2981.0954655035120
90,0.05378705915978571,0,0E-12,2981.0954655035120
175,0.05367235201904423,0,0E-12,2981.0954655035120
26,0.05172263742439424,0,0E-12,2981.0954655035120
188,0.05145797665145712,0,0E-12,2981.0954655035120
134,0.0511193092485897,0,0E-12,2981.0954655035120
120,0.05078097184568571,0,0E-12,2981.0954655035120
48,0.049635324974,0,0E-12,2981.0954655035120
38,0.0494219314413,0,0E-12,2981.0954655035120
130,0.04931030344993441,0,0E-12,2981.0954655035120
147,0.049296384024285184,0,0E-12,2981.0954655035120
155,0.048805507786962125,0,0E-12,2981.0954655035120
91,0.04872044928045472,0,0E-12,2981.0954655035120
194,0.048370486302580305,0,0E-12,2981.0954655035120
259,0.04696269053771889,0,0E-12,2981.0954655035120
93,0.04637292023281365,0,0E-12,2981.0954655035120
125,0.046223316913,0,0E-12,2981.0954655035120
162,0.04532867212339464,0,0E-12,2981.0954655035120
73,0.04476741773000001,0,0E-12,2981.0954655035120
247,0.04414425230134329,0,0E-12,2981.0954655035120
23,0.04392557017305191,0,0E-12,2981.0954655035120
118,0.04352097885867336,0,0E-12,2981.0954655035120
0,0.04339245451469849,0,0E-12,2981.0954655035120
237,0.04314038848211722,0,0E-12,2981.0954655035120
29,0.04281407547923809,0,0E-12,2981.0954655035120
20,0.042427263669703445,0,0E-12,2981.0954655035120
57,0.04227140806731081,0,0E-12,2981.0954655035120
242,0.04222875646334501,0,0E-12,2981.0954655035120
249,0.04222080615009681,0,0E-12,2981.0954655035120
184,0.04195380412435,0,0E-12,2981.0954655035120
146,0.04166666666675,0,0E-12,2981.0954655035120
46,0.041347085589871,0,0E-12,2981.0954655035120
47,0.04132231903738334,0,0E-12,2981.0954655035120
177,0.040768088763925,0,0E-12,2981.0954655035120
135,0.03957395846809907,0,0E-12,2981.0954655035120
56,0.03911716798868164,0,0E-12,2981.0954655035120
79,0.03893260460267132,0,0E-12,2981.0954655035120
161,0.038707865387229215,0,0E-12,2981.0954655035120
127,0.03849755895665437,0,0E-12,2981.0954655035120
181,0.037298233334859224,0,0E-12,2981.0954655035120
230,0.03574915252565454,0,0E-12,2981.0954655035120
216,0.03435191630750328,0,0E-12,2981.0954655035120
144,0.03423691718991976,0,0E-12,2981.0954655035120
54,0.0333289323123,0,0E-12,2981.0954655035120
59,0.0333102971666,0,0E-12,2981.0954655035120
238,0.03205289645902451,0,0E-12,2981.0954655035120
160,0.030483571435245885,0,0E-12,2981.0954655035120
37,0.030303940000374997,0,0E-12,2981.0954655035120
151,0.02902736978938865,0,0E-12,2981.0954655035120
66,0.028490028490033334,0,0E-12,2981.0954655035120
244,0.028485448254260026,0,0E-12,2981.0954655035120
163,0.027594123449677276,0,0E-12,2981.0954655035120
182,0.026093318623151514,0,0E-12,2981.0954655035120
195,0.025227775962833335,0,0E-12,2981.0954655035120
158,0.02465442982076856,0,0E-12,2981.0954655035120
121,0.02439066254724,0,0E-12,2981.0954655035120
12,0.022079262263773332,0,0E-12,2981.0954655035120
252,0.019623175518002443,0,0E-12,2981.0954655035120
148,0.018998885398725,0,0E-12,2981.0954655035120
234,0.018659396492704164,0,0E-12,2981.0954655035120
89,0.0182326268260545,0,0E-12,2981.0954655035120
115,0.004675081813933333,0,0E-12,2981.0954655035120
107,0.002765486725665,0,0E-12,2981.0954655035120
225,0.0,0,0E-12,2981.0954655035120
143,0.0,94,280222.973757330128,283204.0692228336400
189,0.0,0,0E-12,2981.0954655035120
80,0.0,0,0E-12,2981.0954655035120
205,0.0,0,0E-12,2981.0954655035120
143,0.0,554,1651526.887888945648,1654507.9833544491600
200,0.0,0,0E-12,2981.0954655035120
207,0.0,0,0E-12,2981.0954655035120
81,0.0,0,0E-12,2981.0954655035120
143,0.0,470,1401114.868786650640,1404095.9642521541520
246,0.0,0,0E-12,2981.0954655035120
211,0.0,0,0E-12,2981.0954655035120
116,0.0,818,2438536.090781872816,2441517.1862473763280
24,0.0,0,0E-12,2981.0954655035120
169,0.0,0,0E-12,2981.0954655035120
167,0.0,0,0E-12,2981.0954655035120
176,0.0,0,0E-12,2981.0954655035120
140,0.0,0,0E-12,2981.0954655035120
248,0.0,2683,7998279.133945922696,8001260.2294114262080
41,0.0,212,631992.238686744544,634973.3341522480560
