pickup_zone,avg_tip_percentage,bkt_passenger_count,val_start,val_end
172,0.10368688976539728,2,2.649781677329658,3.9746725159944870
114,0.10362941568841967,2,2.649781677329658,3.9746725159944870
145,0.10359695748815992,3,3.974672515994487,5.2995633546593160
203,0.10354020046933332,2,2.649781677329658,3.9746725159944870
78,0.10351385645413999,1,1.324890838664829,2.6497816773296580
215,0.1035119113844084,1,1.324890838664829,2.6497816773296580
220,0.10340399575221633,0,0E-15,1.3248908386648290
30,0.1033736550619596,1,1.324890838664829,2.6497816773296580
164,0.10336781539613861,1,1.324890838664829,2.6497816773296580
243,0.1030979710442,4,5.299563354659316,6.6244541933241450
255,0.10303408226482,4,5.299563354659316,6.6244541933241450
22,0.10302668064404624,1,1.324890838664829,2.6497816773296580
113,0.10292903491981967,0,0E-15,1.3248908386648290
253,0.10276589512940144,0,0E-15,1.3248908386648290
8,0.1027276378375759,2,2.649781677329658,3.9746725159944870
191,0.10269071006777361,4,5.299563354659316,6.6244541933241450
85,0.10268673516361917,1,1.324890838664829,2.6497816773296580
253,0.10263835161341121,4,5.299563354659316,6.6244541933241450
180,0.1026157462590212,2,2.649781677329658,3.9746725159944870
253,0.10254431214595482,3,3.974672515994487,5.2995633546593160
-1,0.10254100385519022,0,0E-15,1.3248908386648290
240,0.10249708158095,6,7.949345031988974,9.2742358706538030
36,0.10246270309263743,4,5.299563354659316,6.6244541933241450
226,0.10231355900396372,4,5.299563354659316,6.6244541933241450
64,0.1022699859191619,1,1.324890838664829,2.6497816773296580
220,0.1021804209615677,1,1.324890838664829,2.6497816773296580
154,0.10191510600425607,4,5.299563354659316,6.6244541933241450
41,0.10190517523238196,1,1.324890838664829,2.6497816773296580
180,0.10172826177167066,1,1.324890838664829,2.6497816773296580
41,0.1015699522341173,3,3.974672515994487,5.2995633546593160
119,0.10154464359226617,0,0E-15,1.3248908386648290
153,0.10141870684244443,0,0E-15,1.3248908386648290
164,0.10137131299440305,2,2.649781677329658,3.9746725159944870
180,0.10136779518128224,0,0E-15,1.3248908386648290
226,0.10128777986742654,3,3.974672515994487,5.2995633546593160
85,0.10128160221063172,3,3.974672515994487,5.2995633546593160
49,0.10113759354664298,1,1.324890838664829,2.6497816773296580
30,0.10109525534191317,4,5.299563354659316,6.6244541933241450
139,0.10079107384772729,0,0E-15,1.3248908386648290
92,0.100450207793712,2,2.649781677329658,3.9746725159944870
240,0.10027395051218889,4,5.299563354659316,6.6244541933241450
22,0.1002123172538491,3,3.974672515994487,5.2995633546593160
240,0.10019531707570853,0,0E-15,1.3248908386648290
220,0.10018760796953563,4,5.299563354659316,6.6244541933241450
215,0.10003152398739991,2,2.649781677329658,3.9746725159944870
17,0.10003041362525,4,5.299563354659316,6.6244541933241450
248,0.1,5,6.624454193324145,7.9493450319889740
60,0.1,3,3.974672515994487,5.2995633546593160
19,0.09999999999999999,3,3.974672515994487,5.2995633546593160
183,0.09999165558800001,0,0E-15,1.3248908386648290
84,0.0998168515298,1,1.324890838664829,2.6497816773296580
117,0.0997735301770314,0,0E-15,1.3248908386648290
22,0.09973444493415307,0,0E-15,1.3248908386648290
113,0.09972721304143715,4,5.299563354659316,6.6244541933241450
78,0.09964463397300001,2,2.649781677329658,3.9746725159944870
226,0.09937764698405709,2,2.649781677329658,3.9746725159944870
95,0.099358974359,4,5.299563354659316,6.6244541933241450
196,0.09926638342192308,4,5.299563354659316,6.6244541933241450
197,0.09914155999988922,1,1.324890838664829,2.6497816773296580
117,0.09906442240169024,4,5.299563354659316,6.6244541933241450
22,0.09899541893443767,2,2.649781677329658,3.9746725159944870
31,0.09891270580931,4,5.299563354659316,6.6244541933241450
92,0.09888884163344387,1,1.324890838664829,2.6497816773296580
76,0.0988593155894,0,0E-15,1.3248908386648290
239,0.098846997045894,0,0E-15,1.3248908386648290
212,0.09880156514834783,3,3.974672515994487,5.2995633546593160
105,0.098782885573782,1,1.324890838664829,2.6497816773296580
223,0.0987206085755,1,1.324890838664829,2.6497816773296580
41,0.09861617786120838,2,2.649781677329658,3.9746725159944870
154,0.09856955993663206,3,3.974672515994487,5.2995633546593160
240,0.09852911920345801,1,1.324890838664829,2.6497816773296580
157,0.09845483473850138,1,1.324890838664829,2.6497816773296580
157,0.09841133907645322,3,3.974672515994487,5.2995633546593160
141,0.09832461305690156,4,5.299563354659316,6.6244541933241450
180,0.09829050210335681,3,3.974672515994487,5.2995633546593160
25,0.09828362506453044,2,2.649781677329658,3.9746725159944870
181,0.09807819360020001,4,5.299563354659316,6.6244541933241450
157,0.09801609998251555,0,0E-15,1.3248908386648290
191,0.09797916258119718,0,0E-15,1.3248908386648290
239,0.09784867557480652,4,5.299563354659316,6.6244541933241450
33,0.09783730376092924,3,3.974672515994487,5.2995633546593160
240,0.09782650212120032,3,3.974672515994487,5.2995633546593160
105,0.09771983380352009,2,2.649781677329658,3.9746725159944870
85,0.09771858104459648,2,2.649781677329658,3.9746725159944870
240,0.09750924736518517,2,2.649781677329658,3.9746725159944870
154,0.09748708614074134,1,1.324890838664829,2.6497816773296580
105,0.09732000613548145,0,0E-15,1.3248908386648290
45,0.09726465568510267,0,0E-15,1.3248908386648290
141,0.09708167867529216,0,0E-15,1.3248908386648290
239,0.09697450854909904,3,3.974672515994487,5.2995633546593160
239,0.09657530476179445,1,1.324890838664829,2.6497816773296580
92,0.09654587505562962,4,5.299563354659316,6.6244541933241450
239,0.09653861183768701,2,2.649781677329658,3.9746725159944870
60,0.09651691536022222,0,0E-15,1.3248908386648290
219,0.09645780878323049,2,2.649781677329658,3.9746725159944870
68,0.09641756571514463,0,0E-15,1.3248908386648290
119,0.09638878425648183,1,1.324890838664829,2.6497816773296580
-1,0.09634829735041851,1,1.324890838664829,2.6497816773296580
219,0.09633509009457938,3,3.974672515994487,5.2995633546593160
157,0.0962949251114501,2,2.649781677329658,3.9746725159944870
33,0.09612599399066549,0,0E-15,1.3248908386648290
157,0.0959898621216882,4,5.299563354659316,6.6244541933241450
212,0.095971389969035,4,5.299563354659316,6.6244541933241450
229,0.09590380062518619,0,0E-15,1.3248908386648290
45,0.09584623875913977,4,5.299563354659316,6.6244541933241450
105,0.09573023739118915,3,3.974672515994487,5.2995633546593160
255,0.09560208868208109,1,1.324890838664829,2.6497816773296580
68,0.09535646774664677,4,5.299563354659316,6.6244541933241450
-1,0.09521059989974087,3,3.974672515994487,5.2995633546593160
154,0.095120387528075,2,2.649781677329658,3.9746725159944870
131,0.09507585629828227,4,5.299563354659316,6.6244541933241450
117,0.0950291212206849,3,3.974672515994487,5.2995633546593160
141,0.09496766341770416,1,1.324890838664829,2.6497816773296580
113,0.09493516321011658,2,2.649781677329658,3.9746725159944870
39,0.09479706978457408,0,0E-15,1.3248908386648290
39,0.09478501438704481,4,5.299563354659316,6.6244541933241450
133,0.09473479729296669,4,5.299563354659316,6.6244541933241450
117,0.09467980052838527,1,1.324890838664829,2.6497816773296580
197,0.09461175158767453,0,0E-15,1.3248908386648290
192,0.09452187625228235,4,5.299563354659316,6.6244541933241450
192,0.094409213632075,2,2.649781677329658,3.9746725159944870
131,0.09415054158254856,0,0E-15,1.3248908386648290
62,0.09401709401716667,2,2.649781677329658,3.9746725159944870
43,0.09396386249074676,1,1.324890838664829,2.6497816773296580
255,0.09373310066580137,0,0E-15,1.3248908386648290
62,0.09372671944967391,0,0E-15,1.3248908386648290
43,0.09355067140451687,0,0E-15,1.3248908386648290
49,0.09292010889293958,2,2.649781677329658,3.9746725159944870
33,0.09285156749319365,1,1.324890838664829,2.6497816773296580
206,0.092766726147534,1,1.324890838664829,2.6497816773296580
206,0.09261167591574783,2,2.649781677329658,3.9746725159944870
229,0.0925524885298419,4,5.299563354659316,6.6244541933241450
33,0.09228352346822107,2,2.649781677329658,3.9746725159944870
191,0.09219874628678844,3,3.974672515994487,5.2995633546593160
117,0.0919348584747667,2,2.649781677329658,3.9746725159944870
68,0.09188380440935272,3,3.974672515994487,5.2995633546593160
188,0.09187699504182105,4,5.299563354659316,6.6244541933241450
228,0.09173201988200626,2,2.649781677329658,3.9746725159944870
165,0.0917146908166988,0,0E-15,1.3248908386648290
-1,0.09167330068010561,2,2.649781677329658,3.9746725159944870
18,0.09166666666675,2,2.649781677329658,3.9746725159944870
152,0.09159699271477778,3,3.974672515994487,5.2995633546593160
154,0.09158911590614285,6,7.949345031988974,9.2742358706538030
68,0.09117309624834727,1,1.324890838664829,2.6497816773296580
131,0.09115798351583294,3,3.974672515994487,5.2995633546593160
77,0.0909090909091,1,1.324890838664829,2.6497816773296580
49,0.09080289067382322,0,0E-15,1.3248908386648290
39,0.09013810738150127,1,1.324890838664829,2.6497816773296580
31,0.09011782349879856,0,0E-15,1.3248908386648290
193,0.09009394968895149,2,2.649781677329658,3.9746725159944870
43,0.08973319782558294,4,5.299563354659316,6.6244541933241450
228,0.08973027576220027,1,1.324890838664829,2.6497816773296580
228,0.08961222366300492,0,0E-15,1.3248908386648290
236,0.08957698401359568,2,2.649781677329658,3.9746725159944870
49,0.08930839536606577,4,5.299563354659316,6.6244541933241450
34,0.08929765299045386,0,0E-15,1.3248908386648290
61,0.08923605873406375,0,0E-15,1.3248908386648290
243,0.08913504302480128,0,0E-15,1.3248908386648290
221,0.08912590636727999,4,5.299563354659316,6.6244541933241450
96,0.0890727066061206,1,1.324890838664829,2.6497816773296580
34,0.08903780381671429,1,1.324890838664829,2.6497816773296580
213,0.08895944355780001,0,0E-15,1.3248908386648290
39,0.08891493291169368,3,3.974672515994487,5.2995633546593160
219,0.08861036238154484,0,0E-15,1.3248908386648290
68,0.0884619389233131,2,2.649781677329658,3.9746725159944870
141,0.08842438935293484,3,3.974672515994487,5.2995633546593160
45,0.08831027838768318,1,1.324890838664829,2.6497816773296580
43,0.08821841798029449,3,3.974672515994487,5.2995633546593160
84,0.0882035184532941,0,0E-15,1.3248908386648290
86,0.08802825786583293,2,2.649781677329658,3.9746725159944870
152,0.08791666666674999,2,2.649781677329658,3.9746725159944870
131,0.0878084586911907,1,1.324890838664829,2.6497816773296580
15,0.08780344297232152,1,1.324890838664829,2.6497816773296580
192,0.08760226967746078,0,0E-15,1.3248908386648290
199,0.08751512764709278,3,3.974672515994487,5.2995633546593160
219,0.0874950310211479,1,1.324890838664829,2.6497816773296580
45,0.08742412963364136,3,3.974672515994487,5.2995633546593160
236,0.08741744525948239,0,0E-15,1.3248908386648290
96,0.08722621515651259,0,0E-15,1.3248908386648290
192,0.08719558659159604,1,1.324890838664829,2.6497816773296580
39,0.08713610760496532,2,2.649781677329658,3.9746725159944870
141,0.08707085796490219,2,2.649781677329658,3.9746725159944870
43,0.08692863624940954,2,2.649781677329658,3.9746725159944870
49,0.08690821558377798,3,3.974672515994487,5.2995633546593160
86,0.08690768818914253,1,1.324890838664829,2.6497816773296580
128,0.08686995843047905,0,0E-15,1.3248908386648290
61,0.08674200608441104,1,1.324890838664829,2.6497816773296580
15,0.08618605210764865,4,5.299563354659316,6.6244541933241450
122,0.0860089248056923,0,0E-15,1.3248908386648290
33,0.08585770787468033,4,5.299563354659316,6.6244541933241450
229,0.08580960049909261,1,1.324890838664829,2.6497816773296580
142,0.085744908896,2,2.649781677329658,3.9746725159944870
229,0.08558242333542737,3,3.974672515994487,5.2995633546593160
25,0.0854794366957702,0,0E-15,1.3248908386648290
128,0.085423013674882,4,5.299563354659316,6.6244541933241450
45,0.08514746992314155,2,2.649781677329658,3.9746725159944870
10,0.08474263475117777,0,0E-15,1.3248908386648290
96,0.08460712628270697,3,3.974672515994487,5.2995633546593160
243,0.08458635456886097,1,1.324890838664829,2.6497816773296580
61,0.08448012954208453,3,3.974672515994487,5.2995633546593160
197,0.08437262258103685,4,5.299563354659316,6.6244541933241450
236,0.08414237325620562,1,1.324890838664829,2.6497816773296580
192,0.08368526614999129,3,3.974672515994487,5.2995633546593160
201,0.08366666919207143,4,5.299563354659316,6.6244541933241450
88,0.08360239692360952,1,1.324890838664829,2.6497816773296580
204,0.083373727581,0,0E-15,1.3248908386648290
95,0.083353264769,2,2.649781677329658,3.9746725159944870
174,0.083347848807,2,2.649781677329658,3.9746725159944870
213,0.0833333333335,3,3.974672515994487,5.2995633546593160
7,0.0833333333335,4,5.299563354659316,6.6244541933241450
20,0.0833333333335,1,1.324890838664829,2.6497816773296580
251,0.0833333333335,3,3.974672515994487,5.2995633546593160
99,0.0833333333335,2,2.649781677329658,3.9746725159944870
14,0.083310274857,0,0E-15,1.3248908386648290
156,0.08329146780550001,2,2.649781677329658,3.9746725159944870
174,0.08328861567550001,1,1.324890838664829,2.6497816773296580
15,0.08325454416570581,3,3.974672515994487,5.2995633546593160
13,0.0832127351665,2,2.649781677329658,3.9746725159944870
240,0.0831723545825,5,6.624454193324145,7.9493450319889740
131,0.0831564941882294,2,2.649781677329658,3.9746725159944870
128,0.08313156725758375,1,1.324890838664829,2.6497816773296580
193,0.08292544644340058,1,1.324890838664829,2.6497816773296580
63,0.08289132129479411,3,3.974672515994487,5.2995633546593160
236,0.08271986001060666,4,5.299563354659316,6.6244541933241450
228,0.08264557487119999,4,5.299563354659316,6.6244541933241450
74,0.08263813735586795,0,0E-15,1.3248908386648290
61,0.08252289420592734,4,5.299563354659316,6.6244541933241450
88,0.08250006771362697,0,0E-15,1.3248908386648290
74,0.08242077515744285,1,1.324890838664829,2.6497816773296580
251,0.08238357762784654,0,0E-15,1.3248908386648290
15,0.08233058396934727,0,0E-15,1.3248908386648290
236,0.08188366927333789,3,3.974672515994487,5.2995633546593160
229,0.08151068045909524,2,2.649781677329658,3.9746725159944870
46,0.08148932831144445,2,2.649781677329658,3.9746725159944870
17,0.08142373125127857,0,0E-15,1.3248908386648290
19,0.08135375307227852,0,0E-15,1.3248908386648290
142,0.08115710274855555,0,0E-15,1.3248908386648290
28,0.08115308261501111,0,0E-15,1.3248908386648290
31,0.08086765013323846,3,3.974672515994487,5.2995633546593160
256,0.08061795411194285,3,3.974672515994487,5.2995633546593160
196,0.08057158139637778,2,2.649781677329658,3.9746725159944870
96,0.08029384322661118,4,5.299563354659316,6.6244541933241450
128,0.08027128849524501,3,3.974672515994487,5.2995633546593160
201,0.0801924861552689,3,3.974672515994487,5.2995633546593160
208,0.07979997604994546,0,0E-15,1.3248908386648290
97,0.0797435897436,4,5.299563354659316,6.6244541933241450
53,0.07938017130495659,0,0E-15,1.3248908386648290
96,0.07932253281835575,2,2.649781677329658,3.9746725159944870
74,0.07917040429869013,2,2.649781677329658,3.9746725159944870
97,0.07907532881625,3,3.974672515994487,5.2995633546593160
206,0.07893307770938995,0,0E-15,1.3248908386648290
245,0.07856993490182398,4,5.299563354659316,6.6244541933241450
23,0.0785117566623923,2,2.649781677329658,3.9746725159944870
92,0.07840489810161999,3,3.974672515994487,5.2995633546593160
252,0.0783680172525,1,1.324890838664829,2.6497816773296580
257,0.07832290018313275,0,0E-15,1.3248908386648290
71,0.0781141242004327,1,1.324890838664829,2.6497816773296580
15,0.07806507079276007,2,2.649781677329658,3.9746725159944870
122,0.07780789632687998,3,3.974672515994487,5.2995633546593160
255,0.07773139666988889,2,2.649781677329658,3.9746725159944870
103,0.07759747421532637,0,0E-15,1.3248908386648290
65,0.07747026470481073,1,1.324890838664829,2.6497816773296580
178,0.07745501126758667,2,2.649781677329658,3.9746725159944870
132,0.07728337768608143,3,3.974672515994487,5.2995633546593160
243,0.07727330609676297,3,3.974672515994487,5.2995633546593160
63,0.076923076923,4,5.299563354659316,6.6244541933241450
130,0.076923076923,2,2.649781677329658,3.9746725159944870
67,0.076923076923,3,3.974672515994487,5.2995633546593160
65,0.0769023330667865,0,0E-15,1.3248908386648290
197,0.076829149553628,3,3.974672515994487,5.2995633546593160
71,0.07669613233880157,3,3.974672515994487,5.2995633546593160
193,0.0766153790341466,0,0E-15,1.3248908386648290
65,0.07641497968654476,3,3.974672515994487,5.2995633546593160
63,0.0763929054965453,0,0E-15,1.3248908386648290
109,0.07634500102538762,0,0E-15,1.3248908386648290
228,0.07630251110871875,3,3.974672515994487,5.2995633546593160
245,0.07607213216878034,1,1.324890838664829,2.6497816773296580
221,0.07604170514792381,3,3.974672515994487,5.2995633546593160
74,0.07583020618846155,4,5.299563354659316,6.6244541933241450
193,0.07581298127915835,4,5.299563354659316,6.6244541933241450
245,0.07568360235323421,0,0E-15,1.3248908386648290
132,0.07530780957525975,0,0E-15,1.3248908386648290
128,0.07512395480181396,2,2.649781677329658,3.9746725159944870
143,0.0750661226192859,2,2.649781677329658,3.9746725159944870
245,0.07492185473527378,3,3.974672515994487,5.2995633546593160
12,0.0746268656716,4,5.299563354659316,6.6244541933241450
35,0.07435239629149609,0,0E-15,1.3248908386648290
61,0.07425906655189618,2,2.649781677329658,3.9746725159944870
199,0.07418395759204295,0,0E-15,1.3248908386648290
109,0.07397076921049474,3,3.974672515994487,5.2995633546593160
221,0.07394486348352938,0,0E-15,1.3248908386648290
