pickup_zone,avg_tip_percentage,bkt_total_amount,val_start,val_end
26,0.166683772965,31,170.3969141941203,206.80971787780160
174,0.166683134078,29,97.5713068267577,133.98411051043900
124,0.166682969774,29,97.5713068267577,133.98411051043900
10,0.166678920668,30,133.9841105104390,170.39691419412030
255,0.16667856972849998,28,61.1585031430764,97.57130682675770
178,0.16667774749,30,133.9841105104390,170.39691419412030
247,0.166676157394,31,170.3969141941203,206.80971787780160
196,0.16667605490100001,31,170.3969141941203,206.80971787780160
71,0.1666737612805,29,97.5713068267577,133.98411051043900
25,0.166673430461,33,243.2225215614829,279.63532524516420
251,0.166672191467,34,279.6353252451642,316.04812892884550
128,0.166671306478,36,352.4609326125268,388.87373629620810
219,0.16667032798,38,425.2865399798894,461.69934366357070
137,0.166670136359,39,461.6993436635707,498.11214734725200
163,0.166666666667,28,61.1585031430764,97.57130682675770
74,0.166666666667,31,170.3969141941203,206.80971787780160
183,0.166666666667,34,279.6353252451642,316.04812892884550
87,0.166666666667,33,243.2225215614829,279.63532524516420
18,0.166666666667,28,61.1585031430764,97.57130682675770
109,0.166666666667,38,425.2865399798894,461.69934366357070
123,0.166666666667,26,-11.6671042242862,24.74569945939510
54,0.166666666667,27,24.7456994593951,61.15850314307640
39,0.166666666667,30,133.9841105104390,170.39691419412030
232,0.166666666667,27,24.7456994593951,61.15850314307640
15,0.166666666667,37,388.8737362962081,425.28653997988940
234,0.166666666667,29,97.5713068267577,133.98411051043900
146,0.166666666667,27,24.7456994593951,61.15850314307640
154,0.166666666667,37,388.8737362962081,425.28653997988940
92,0.166666666667,35,316.0481289288455,352.46093261252680
105,0.166666666667,29,97.5713068267577,133.98411051043900
239,0.166666666667,34,279.6353252451642,316.04812892884550
92,0.166666666667,34,279.6353252451642,316.04812892884550
183,0.166666666667,28,61.1585031430764,97.57130682675770
1,0.166666666667,30,133.9841105104390,170.39691419412030
128,0.166666666667,37,388.8737362962081,425.28653997988940
133,0.166666666667,30,133.9841105104390,170.39691419412030
31,0.1666666666665,30,133.9841105104390,170.39691419412030
191,0.166654689184,30,133.9841105104390,170.39691419412030
61,0.166643541002,36,352.4609326125268,388.87373629620810
183,0.166641890887,35,316.0481289288455,352.46093261252680
248,0.166633722079,33,243.2225215614829,279.63532524516420
122,0.166631995007,32,206.8097178778016,243.22252156148290
54,0.166622656456,31,170.3969141941203,206.80971787780160
71,0.166619629638,38,425.2865399798894,461.69934366357070
10,0.166608695652,29,97.5713068267577,133.98411051043900
144,0.166603572152175,28,61.1585031430764,97.57130682675770
67,0.166597424179,29,97.5713068267577,133.98411051043900
181,0.166596726815,29,97.5713068267577,133.98411051043900
58,0.166591399468,31,170.3969141941203,206.80971787780160
62,0.16658017644,28,61.1585031430764,97.57130682675770
234,0.166570605187,28,61.1585031430764,97.57130682675770
32,0.166563702894,32,206.8097178778016,243.22252156148290
59,0.166551485833,28,61.1585031430764,97.57130682675770
103,0.166452350336,28,61.1585031430764,97.57130682675770
29,0.16644993498,28,61.1585031430764,97.57130682675770
168,0.16635918566994,26,-11.6671042242862,24.74569945939510
124,0.166240409207,28,61.1585031430764,97.57130682675770
191,0.165816371907,28,61.1585031430764,97.57130682675770
240,0.1657692284661781,29,97.5713068267577,133.98411051043900
204,0.165562913907,26,-11.6671042242862,24.74569945939510
155,0.16543858772606002,28,61.1585031430764,97.57130682675770
30,0.1649371724396795,28,61.1585031430764,97.57130682675770
106,0.16492501124775,31,170.3969141941203,206.80971787780160
87,0.1647622612663667,29,97.5713068267577,133.98411051043900
113,0.1639586845671009,28,61.1585031430764,97.57130682675770
136,0.16346697532246968,29,97.5713068267577,133.98411051043900
119,0.1633163304245,28,61.1585031430764,97.57130682675770
142,0.1632317667266,28,61.1585031430764,97.57130682675770
92,0.1628213773878249,28,61.1585031430764,97.57130682675770
172,0.162696753850816,28,61.1585031430764,97.57130682675770
133,0.16199467152230196,28,61.1585031430764,97.57130682675770
137,0.16145748990972691,28,61.1585031430764,97.57130682675770
206,0.16144948539245002,28,61.1585031430764,97.57130682675770
72,0.160911907924,31,170.3969141941203,206.80971787780160
229,0.16073496132662224,31,170.3969141941203,206.80971787780160
36,0.16054851530060107,28,61.1585031430764,97.57130682675770
226,0.1600914096333158,29,97.5713068267577,133.98411051043900
198,0.1599684321067487,28,61.1585031430764,97.57130682675770
141,0.15996144692744935,28,61.1585031430764,97.57130682675770
93,0.15910898965783335,28,61.1585031430764,97.57130682675770
45,0.15894689580388205,28,61.1585031430764,97.57130682675770
64,0.15863661239228571,28,61.1585031430764,97.57130682675770
219,0.15857076254294816,28,61.1585031430764,97.57130682675770
8,0.15847817988795718,28,61.1585031430764,97.57130682675770
154,0.1584106393474071,29,97.5713068267577,133.98411051043900
20,0.158227848101,33,243.2225215614829,279.63532524516420
25,0.15802351390068448,28,61.1585031430764,97.57130682675770
143,0.15786078552724425,28,61.1585031430764,97.57130682675770
221,0.15764558231167244,28,61.1585031430764,97.57130682675770
41,0.15753285714377657,29,97.5713068267577,133.98411051043900
8,0.15748316721257916,29,97.5713068267577,133.98411051043900
171,0.15731210231079623,28,61.1585031430764,97.57130682675770
128,0.1572965165897098,28,61.1585031430764,97.57130682675770
85,0.1567407514965825,29,97.5713068267577,133.98411051043900
150,0.15662558604970528,28,61.1585031430764,97.57130682675770
-1,0.1564945974934762,35,316.0481289288455,352.46093261252680
145,0.1564114415268353,28,61.1585031430764,97.57130682675770
161,0.156197888623625,29,97.5713068267577,133.98411051043900
25,0.1559333546420222,29,97.5713068267577,133.98411051043900
75,0.15518387672917935,28,61.1585031430764,97.57130682675770
22,0.15500934272322192,28,61.1585031430764,97.57130682675770
58,0.15479268518528433,28,61.1585031430764,97.57130682675770
85,0.1546915166522355,28,61.1585031430764,97.57130682675770
164,0.15460183029408658,29,97.5713068267577,133.98411051043900
39,0.1544914499861443,28,61.1585031430764,97.57130682675770
236,0.15438023803018333,28,61.1585031430764,97.57130682675770
235,0.15427106953108058,28,61.1585031430764,97.57130682675770
157,0.15364953342562465,28,61.1585031430764,97.57130682675770
199,0.15357323923188126,28,61.1585031430764,97.57130682675770
229,0.15357024130945776,29,97.5713068267577,133.98411051043900
70,0.15356297228010002,28,61.1585031430764,97.57130682675770
68,0.1531025368354895,28,61.1585031430764,97.57130682675770
164,0.15305280562437368,28,61.1585031430764,97.57130682675770
91,0.152702869241412,28,61.1585031430764,97.57130682675770
208,0.1526622296175,31,170.3969141941203,206.80971787780160
228,0.15265148725533126,28,61.1585031430764,97.57130682675770
131,0.15247668939655853,28,61.1585031430764,97.57130682675770
193,0.15244489031831426,28,61.1585031430764,97.57130682675770
196,0.15228260545656006,28,61.1585031430764,97.57130682675770
114,0.15198385037742015,28,61.1585031430764,97.57130682675770
144,0.151975683891,32,206.8097178778016,243.22252156148290
227,0.15191580093799997,30,133.9841105104390,170.39691419412030
226,0.15170548399421185,28,61.1585031430764,97.57130682675770
159,0.151691893147,28,61.1585031430764,97.57130682675770
230,0.1513448478251,28,61.1585031430764,97.57130682675770
152,0.15128987478768333,28,61.1585031430764,97.57130682675770
39,0.151002385791858,29,97.5713068267577,133.98411051043900
227,0.15087345423211612,28,61.1585031430764,97.57130682675770
94,0.1508537147711821,28,61.1585031430764,97.57130682675770
239,0.15085325950985784,29,97.5713068267577,133.98411051043900
251,0.15071929974525,30,133.9841105104390,170.39691419412030
239,0.1503928555975932,28,61.1585031430764,97.57130682675770
68,0.15027780758664286,30,133.9841105104390,170.39691419412030
88,0.1502244015694143,28,61.1585031430764,97.57130682675770
237,0.1502236193975,28,61.1585031430764,97.57130682675770
126,0.14954658208407348,28,61.1585031430764,97.57130682675770
136,0.14944642189810642,28,61.1585031430764,97.57130682675770
93,0.14903826057308572,27,24.7456994593951,61.15850314307640
240,0.14897558522418816,28,61.1585031430764,97.57130682675770
72,0.14893731589447382,29,97.5713068267577,133.98411051043900
106,0.14866841732256383,28,61.1585031430764,97.57130682675770
253,0.14860273685394454,28,61.1585031430764,97.57130682675770
154,0.14859461816027145,30,133.9841105104390,170.39691419412030
232,0.14834945617837503,26,-11.6671042242862,24.74569945939510
25,0.14827170554500002,31,170.3969141941203,206.80971787780160
65,0.14796556198657845,28,61.1585031430764,97.57130682675770
41,0.1479095801988967,31,170.3969141941203,206.80971787780160
87,0.1478542667536386,28,61.1585031430764,97.57130682675770
215,0.14731393590054281,28,61.1585031430764,97.57130682675770
129,0.14711188244746667,28,61.1585031430764,97.57130682675770
6,0.14711070162322093,28,61.1585031430764,97.57130682675770
229,0.14706458681382273,30,133.9841105104390,170.39691419412030
79,0.14695351636402015,28,61.1585031430764,97.57130682675770
248,0.14673164098404295,28,61.1585031430764,97.57130682675770
235,0.14634830474375002,30,133.9841105104390,170.39691419412030
245,0.14624426254312256,28,61.1585031430764,97.57130682675770
154,0.14617457024332822,28,61.1585031430764,97.57130682675770
73,0.14544560974908335,27,24.7456994593951,61.15850314307640
239,0.1452935835125,31,170.3969141941203,206.80971787780160
172,0.14494061043466666,30,133.9841105104390,170.39691419412030
18,0.14477009081201175,27,24.7456994593951,61.15850314307640
122,0.14469417347492222,28,61.1585031430764,97.57130682675770
245,0.14455836230558572,29,97.5713068267577,133.98411051043900
175,0.14449137978564375,27,24.7456994593951,61.15850314307640
255,0.14424433187075714,27,24.7456994593951,61.15850314307640
116,0.14395237838396666,29,97.5713068267577,133.98411051043900
95,0.143581161979,28,61.1585031430764,97.57130682675770
172,0.1431161738981,31,170.3969141941203,206.80971787780160
156,0.14288268955666666,27,24.7456994593951,61.15850314307640
245,0.1428617219055,34,279.6353252451642,316.04812892884550
161,0.142566116662,30,133.9841105104390,170.39691419412030
72,0.14246377755953116,28,61.1585031430764,97.57130682675770
19,0.1423888976287645,27,24.7456994593951,61.15850314307640
117,0.14234471959774506,29,97.5713068267577,133.98411051043900
116,0.1423176371783881,28,61.1585031430764,97.57130682675770
41,0.1420787063615914,28,61.1585031430764,97.57130682675770
43,0.1420409529216749,28,61.1585031430764,97.57130682675770
178,0.142,35,316.0481289288455,352.46093261252680
210,0.1418837649627,26,-11.6671042242862,24.74569945939510
145,0.14101851973575,34,279.6353252451642,316.04812892884550
41,0.14064393012001428,33,243.2225215614829,279.63532524516420
2,0.140597539543,29,97.5713068267577,133.98411051043900
220,0.14050415346984788,27,24.7456994593951,61.15850314307640
-1,0.14022786178285265,28,61.1585031430764,97.57130682675770
143,0.140010487677,31,170.3969141941203,206.80971787780160
112,0.14000000000020002,27,24.7456994593951,61.15850314307640
156,0.13994976136660003,28,61.1585031430764,97.57130682675770
23,0.13986024200322,28,61.1585031430764,97.57130682675770
171,0.1395620701168558,29,97.5713068267577,133.98411051043900
229,0.13945301571647317,28,61.1585031430764,97.57130682675770
86,0.139194139194,30,133.9841105104390,170.39691419412030
197,0.13830326875495264,28,61.1585031430764,97.57130682675770
213,0.1382783882785,27,24.7456994593951,61.15850314307640
8,0.13767789272848918,27,24.7456994593951,61.15850314307640
-1,0.13766609956429285,36,352.4609326125268,388.87373629620810
97,0.13762328088148332,28,61.1585031430764,97.57130682675770
63,0.137603882197225,28,61.1585031430764,97.57130682675770
194,0.13751144602046667,28,61.1585031430764,97.57130682675770
86,0.13726037892972,28,61.1585031430764,97.57130682675770
259,0.13709434371115,28,61.1585031430764,97.57130682675770
248,0.13701403133915455,31,170.3969141941203,206.80971787780160
103,0.13699811436252177,27,24.7456994593951,61.15850314307640
253,0.136805812092,33,243.2225215614829,279.63532524516420
239,0.136705817624595,30,133.9841105104390,170.39691419412030
51,0.13637486852893765,27,24.7456994593951,61.15850314307640
55,0.13567724567747366,28,61.1585031430764,97.57130682675770
171,0.13563457219923475,27,24.7456994593951,61.15850314307640
36,0.13563455593631163,27,24.7456994593951,61.15850314307640
20,0.13506790680535,28,61.1585031430764,97.57130682675770
127,0.13503341147973333,30,133.9841105104390,170.39691419412030
105,0.13448751227310415,27,24.7456994593951,61.15850314307640
117,0.13404614230623213,28,61.1585031430764,97.57130682675770
202,0.133965217912,27,24.7456994593951,61.15850314307640
30,0.13381578816997755,27,24.7456994593951,61.15850314307640
137,0.13348109421803314,31,170.3969141941203,206.80971787780160
154,0.13331198423833332,36,352.4609326125268,388.87373629620810
222,0.13241385923466667,28,61.1585031430764,97.57130682675770
87,0.13189993350504067,27,24.7456994593951,61.15850314307640
113,0.13160657782314705,27,24.7456994593951,61.15850314307640
85,0.1312589180951346,27,24.7456994593951,61.15850314307640
131,0.1309912931446,39,461.6993436635707,498.11214734725200
162,0.13085673567594583,27,24.7456994593951,61.15850314307640
145,0.13075647879261273,29,97.5713068267577,133.98411051043900
64,0.1305326326520911,27,24.7456994593951,61.15850314307640
153,0.13039548022599998,26,-11.6671042242862,24.74569945939510
-1,0.1303266515494073,34,279.6353252451642,316.04812892884550
219,0.1302701007516691,30,133.9841105104390,170.39691419412030
235,0.12970399170735103,27,24.7456994593951,61.15850314307640
22,0.12941165299658794,27,24.7456994593951,61.15850314307640
43,0.1292708947140625,29,97.5713068267577,133.98411051043900
172,0.12924491119740622,27,24.7456994593951,61.15850314307640
215,0.1287870112731133,27,24.7456994593951,61.15850314307640
77,0.12832428312625,28,61.1585031430764,97.57130682675770
157,0.12828626040987587,29,97.5713068267577,133.98411051043900
33,0.12813945654406617,27,24.7456994593951,61.15850314307640
61,0.12783938748208806,27,24.7456994593951,61.15850314307640
105,0.12778941412431002,28,61.1585031430764,97.57130682675770
55,0.127768313458,32,206.8097178778016,243.22252156148290
193,0.12763471332867812,27,24.7456994593951,61.15850314307640
215,0.1276194981738,31,170.3969141941203,206.80971787780160
227,0.1273026385661143,29,97.5713068267577,133.98411051043900
212,0.12678615588541667,28,61.1585031430764,97.57130682675770
134,0.12663633899107776,28,61.1585031430764,97.57130682675770
106,0.12650850914941775,27,24.7456994593951,61.15850314307640
253,0.12634167691111922,27,24.7456994593951,61.15850314307640
41,0.12633354314333972,30,133.9841105104390,170.39691419412030
75,0.12630301682837097,27,24.7456994593951,61.15850314307640
88,0.12608270163016103,27,24.7456994593951,61.15850314307640
85,0.12607124706063655,30,133.9841105104390,170.39691419412030
180,0.1259082706709361,27,24.7456994593951,61.15850314307640
35,0.1257372662591364,28,61.1585031430764,97.57130682675770
137,0.12560185617072794,27,24.7456994593951,61.15850314307640
157,0.12557626980943024,27,24.7456994593951,61.15850314307640
248,0.12552735646725194,27,24.7456994593951,61.15850314307640
159,0.12424242424254545,27,24.7456994593951,61.15850314307640
137,0.12421827308257964,30,133.9841105104390,170.39691419412030
240,0.12418863037236441,27,24.7456994593951,61.15850314307640
154,0.12416103657966,31,170.3969141941203,206.80971787780160
234,0.12396181976,30,133.9841105104390,170.39691419412030
83,0.123619581342,29,97.5713068267577,133.98411051043900
91,0.12350752740200001,29,97.5713068267577,133.98411051043900
239,0.12330770767810284,27,24.7456994593951,61.15850314307640
15,0.12325410041550132,27,24.7456994593951,61.15850314307640
141,0.12306803163578739,27,24.7456994593951,61.15850314307640
145,0.122982518374324,27,24.7456994593951,61.15850314307640
114,0.12297548254263445,27,24.7456994593951,61.15850314307640
164,0.12274856354871429,31,170.3969141941203,206.80971787780160
137,0.12270229548568119,29,97.5713068267577,133.98411051043900
253,0.12264349677095,30,133.9841105104390,170.39691419412030
6,0.122579063496,34,279.6353252451642,316.04812892884550
41,0.12247017242775589,27,24.7456994593951,61.15850314307640
6,0.12234735546225001,33,243.2225215614829,279.63532524516420
137,0.12219672671066666,36,352.4609326125268,388.87373629620810
196,0.12218236003166667,32,206.8097178778016,243.22252156148290
60,0.12215794100122222,26,-11.6671042242862,24.74569945939510
149,0.122129946263,28,61.1585031430764,97.57130682675770
