pickup_zone,avg_passenger_count,bkt_trip_distance,val_start,val_end
196,1.6334745762711864,0,0E-12,2981.0954655035120
122,1.6329113924050633,0,0E-12,2981.0954655035120
178,1.6307053941908713,0,0E-12,2981.0954655035120
6,1.6287352259787176,0,0E-12,2981.0954655035120
93,1.6266233766233766,0,0E-12,2981.0954655035120
79,1.6244725738396624,0,0E-12,2981.0954655035120
199,1.6228813559322033,0,0E-12,2981.0954655035120
135,1.6223776223776223,0,0E-12,2981.0954655035120
252,1.6222222222222222,0,0E-12,2981.0954655035120
96,1.6216167610826364,0,0E-12,2981.0954655035120
113,1.621491129575567,0,0E-12,2981.0954655035120
109,1.6173285198555956,0,0E-12,2981.0954655035120
68,1.6161584208528408,0,0E-12,2981.0954655035120
193,1.6043449637919684,0,0E-12,2981.0954655035120
133,1.603658536585366,0,0E-12,2981.0954655035120
203,1.6029411764705883,0,0E-12,2981.0954655035120
205,1.6,0,0E-12,2981.0954655035120
170,1.6,0,0E-12,2981.0954655035120
184,1.6,0,0E-12,2981.0954655035120
50,1.6,0,0E-12,2981.0954655035120
238,1.5980392156862746,0,0E-12,2981.0954655035120
130,1.5974025974025974,0,0E-12,2981.0954655035120
128,1.5967678360268034,0,0E-12,2981.0954655035120
188,1.5932721712538227,0,0E-12,2981.0954655035120
74,1.5919220055710306,0,0E-12,2981.0954655035120
105,1.5878136200716846,0,0E-12,2981.0954655035120
165,1.5856353591160222,0,0E-12,2981.0954655035120
91,1.583741429970617,0,0E-12,2981.0954655035120
143,1.5776871040481049,0,0E-12,2981.0954655035120
161,1.5765333333333333,0,0E-12,2981.0954655035120
242,1.575,0,0E-12,2981.0954655035120
129,1.5740740740740742,0,0E-12,2981.0954655035120
52,1.5725806451612903,0,0E-12,2981.0954655035120
210,1.5714285714285714,0,0E-12,2981.0954655035120
4,1.5714285714285714,0,0E-12,2981.0954655035120
134,1.5687022900763359,0,0E-12,2981.0954655035120
9,1.5672371638141809,0,0E-12,2981.0954655035120
22,1.5671700590938937,0,0E-12,2981.0954655035120
132,1.5639165911151405,0,0E-12,2981.0954655035120
216,1.553921568627451,0,0E-12,2981.0954655035120
162,1.5535714285714286,0,0E-12,2981.0954655035120
256,1.5529411764705883,0,0E-12,2981.0954655035120
31,1.541860465116279,0,0E-12,2981.0954655035120
57,1.5405405405405406,0,0E-12,2981.0954655035120
88,1.5374449339207048,0,0E-12,2981.0954655035120
35,1.528813559322034,0,0E-12,2981.0954655035120
71,1.5277067348678601,0,0E-12,2981.0954655035120
94,1.5262576008844666,0,0E-12,2981.0954655035120
69,1.5180722891566265,0,0E-12,2981.0954655035120
62,1.5142857142857142,0,0E-12,2981.0954655035120
158,1.5116279069767442,0,0E-12,2981.0954655035120
19,1.5064102564102564,0,0E-12,2981.0954655035120
23,1.505175983436853,0,0E-12,2981.0954655035120
103,1.5,0,0E-12,2981.0954655035120
123,1.5,0,0E-12,2981.0954655035120
152,1.4857142857142858,0,0E-12,2981.0954655035120
99,1.4807692307692308,0,0E-12,2981.0954655035120
63,1.4787234042553192,0,0E-12,2981.0954655035120
-1,1.4721255711061951,0,0E-12,2981.0954655035120
55,1.4665090622537431,0,0E-12,2981.0954655035120
247,1.462686567164179,0,0E-12,2981.0954655035120
208,1.457142857142857,0,0E-12,2981.0954655035120
241,1.4545454545454546,0,0E-12,2981.0954655035120
182,1.4545454545454546,0,0E-12,2981.0954655035120
234,1.4444444444444444,0,0E-12,2981.0954655035120
159,1.4313725490196079,0,0E-12,2981.0954655035120
77,1.4285714285714286,0,0E-12,2981.0954655035120
155,1.4279379157427938,0,0E-12,2981.0954655035120
7,1.4181818181818182,0,0E-12,2981.0954655035120
177,1.4166666666666667,0,0E-12,2981.0954655035120
20,1.4137931034482758,0,0E-12,2981.0954655035120
194,1.4036697247706422,0,0E-12,2981.0954655035120
121,1.4,0,0E-12,2981.0954655035120
81,1.4,0,0E-12,2981.0954655035120
12,1.4,0,0E-12,2981.0954655035120
90,1.380952380952381,0,0E-12,2981.0954655035120
13,1.3529411764705883,0,0E-12,2981.0954655035120
213,1.3478260869565217,0,0E-12,2981.0954655035120
230,1.3454545454545455,0,0E-12,2981.0954655035120
174,1.3421052631578947,0,0E-12,2981.0954655035120
142,1.3333333333333333,0,0E-12,2981.0954655035120
251,1.318840579710145,0,0E-12,2981.0954655035120
37,1.3,0,0E-12,2981.0954655035120
119,1.2990867579908676,0,0E-12,2981.0954655035120
47,1.2777777777777777,0,0E-12,2981.0954655035120
202,1.2777777777777777,0,0E-12,2981.0954655035120
257,1.25,0,0E-12,2981.0954655035120
246,1.25,0,0E-12,2981.0954655035120
148,1.25,0,0E-12,2981.0954655035120
59,1.2,0,0E-12,2981.0954655035120
84,1.175,0,0E-12,2981.0954655035120
183,1.1666666666666667,0,0E-12,2981.0954655035120
89,1.15,0,0E-12,2981.0954655035120
186,1.125,0,0E-12,2981.0954655035120
139,1.0434782608695652,0,0E-12,2981.0954655035120
143,1.0,94,280222.973757330128,283204.0692228336400
179,1.0,0,0E-12,2981.0954655035120
80,1.0,0,0E-12,2981.0954655035120
1,1.0,0,0E-12,2981.0954655035120
248,1.0,1565,4665414.403512996280,4668395.4989784997920
120,1.0,0,0E-12,2981.0954655035120
200,1.0,0,0E-12,2981.0954655035120
207,1.0,0,0E-12,2981.0954655035120
21,1.0,0,0E-12,2981.0954655035120
98,1.0,0,0E-12,2981.0954655035120
143,1.0,470,1401114.868786650640,1404095.9642521541520
168,1.0,0,0E-12,2981.0954655035120
115,1.0,0,0E-12,2981.0954655035120
190,1.0,0,0E-12,2981.0954655035120
124,1.0,0,0E-12,2981.0954655035120
211,1.0,0,0E-12,2981.0954655035120
10,1.0,0,0E-12,2981.0954655035120
66,1.0,0,0E-12,2981.0954655035120
24,1.0,0,0E-12,2981.0954655035120
169,1.0,0,0E-12,2981.0954655035120
153,1.0,0,0E-12,2981.0954655035120
149,1.0,0,0E-12,2981.0954655035120
32,1.0,0,0E-12,2981.0954655035120
176,1.0,0,0E-12,2981.0954655035120
140,1.0,0,0E-12,2981.0954655035120
248,1.0,2683,7998279.133945922696,8001260.2294114262080
41,1.0,212,631992.238686744544,634973.3341522480560
217,1.0,0,0E-12,2981.0954655035120
258,1.0,0,0E-12,2981.0954655035120
