pickup_zone,avg_trip_distance,bkt_passenger_count,val_start,val_end
181,4.8623076923076916,1,1.324890838664829,2.6497816773296580
103,4.86,4,5.299563354659316,6.6244541933241450
234,4.8375,2,2.649781677329658,3.9746725159944870
71,4.83622641509434,1,1.324890838664829,2.6497816773296580
156,4.833333333333333,3,3.974672515994487,5.2995633546593160
73,4.8066666666666675,1,1.324890838664829,2.6497816773296580
91,4.803249001331556,0,0E-15,1.3248908386648290
241,4.745384615384616,0,0E-15,1.3248908386648290
198,4.72326530612245,4,5.299563354659316,6.6244541933241450
249,4.706250000000001,3,3.974672515994487,5.2995633546593160
129,4.702560975609756,0,0E-15,1.3248908386648290
89,4.701764705882353,0,0E-15,1.3248908386648290
59,4.7,1,1.324890838664829,2.6497816773296580
2,4.7,2,2.649781677329658,3.9746725159944870
198,4.698597560975609,1,1.324890838664829,2.6497816773296580
252,4.6875,3,3.974672515994487,5.2995633546593160
35,4.6691666666666665,3,3.974672515994487,5.2995633546593160
162,4.66,4,5.299563354659316,6.6244541933241450
256,4.658571428571428,3,3.974672515994487,5.2995633546593160
252,4.657647058823531,0,0E-15,1.3248908386648290
13,4.655,3,3.974672515994487,5.2995633546593160
53,4.650454545454545,4,5.299563354659316,6.6244541933241450
97,4.647430555555555,0,0E-15,1.3248908386648290
53,4.641111111111111,3,3.974672515994487,5.2995633546593160
194,4.634,3,3.974672515994487,5.2995633546593160
28,4.626,3,3.974672515994487,5.2995633546593160
228,4.613021148036252,1,1.324890838664829,2.6497816773296580
228,4.597777777777778,3,3.974672515994487,5.2995633546593160
121,4.58,3,3.974672515994487,5.2995633546593160
95,4.5649999999999995,3,3.974672515994487,5.2995633546593160
244,4.5320833333333335,0,0E-15,1.3248908386648290
212,4.529846153846154,0,0E-15,1.3248908386648290
163,4.519,4,5.299563354659316,6.6244541933241450
150,4.514918918918919,1,1.324890838664829,2.6497816773296580
191,4.5027058823529424,2,2.649781677329658,3.9746725159944870
129,4.484999999999999,3,3.974672515994487,5.2995633546593160
147,4.484,4,5.299563354659316,6.6244541933241450
63,4.4796774193548385,0,0E-15,1.3248908386648290
198,4.473531960996753,0,0E-15,1.3248908386648290
132,4.4665,2,2.649781677329658,3.9746725159944870
238,4.462000000000001,2,2.649781677329658,3.9746725159944870
95,4.45,1,1.324890838664829,2.6497816773296580
58,4.445862068965518,2,2.649781677329658,3.9746725159944870
177,4.43,2,2.649781677329658,3.9746725159944870
210,4.426666666666666,1,1.324890838664829,2.6497816773296580
94,4.421572052401746,1,1.324890838664829,2.6497816773296580
103,4.42,2,2.649781677329658,3.9746725159944870
58,4.406036269430052,0,0E-15,1.3248908386648290
84,4.404,1,1.324890838664829,2.6497816773296580
130,4.392727272727273,1,1.324890838664829,2.6497816773296580
85,4.3912542030934745,4,5.299563354659316,6.6244541933241450
85,4.386109464246976,3,3.974672515994487,5.2995633546593160
242,4.378709677419355,0,0E-15,1.3248908386648290
222,4.377692307692308,0,0E-15,1.3248908386648290
23,4.372307692307691,2,2.649781677329658,3.9746725159944870
85,4.370307285708633,1,1.324890838664829,2.6497816773296580
150,4.362475247524753,3,3.974672515994487,5.2995633546593160
200,4.36,0,0E-15,1.3248908386648290
198,4.35875,3,3.974672515994487,5.2995633546593160
9,4.357777777777778,1,1.324890838664829,2.6497816773296580
73,4.338333333333334,2,2.649781677329658,3.9746725159944870
197,4.327567567567567,2,2.649781677329658,3.9746725159944870
126,4.324890829694324,1,1.324890838664829,2.6497816773296580
125,4.32,4,5.299563354659316,6.6244541933241450
150,4.315545851528384,0,0E-15,1.3248908386648290
58,4.311123595505618,1,1.324890838664829,2.6497816773296580
135,4.284590163934426,1,1.324890838664829,2.6497816773296580
112,4.2775,3,3.974672515994487,5.2995633546593160
93,4.2765,3,3.974672515994487,5.2995633546593160
245,4.2722456140350875,3,3.974672515994487,5.2995633546593160
85,4.266195661581305,0,0E-15,1.3248908386648290
126,4.261066666666667,2,2.649781677329658,3.9746725159944870
63,4.25970588235294,1,1.324890838664829,2.6497816773296580
144,4.258571428571428,4,5.299563354659316,6.6244541933241450
197,4.2472,3,3.974672515994487,5.2995633546593160
202,4.242857142857143,0,0E-15,1.3248908386648290
35,4.241126760563381,0,0E-15,1.3248908386648290
228,4.24,4,5.299563354659316,6.6244541933241450
160,4.24,2,2.649781677329658,3.9746725159944870
247,4.2378,0,0E-15,1.3248908386648290
93,4.23625,1,1.324890838664829,2.6497816773296580
132,4.233666666666667,4,5.299563354659316,6.6244541933241450
201,4.2335714285714285,4,5.299563354659316,6.6244541933241450
175,4.2225,3,3.974672515994487,5.2995633546593160
251,4.216666666666667,1,1.324890838664829,2.6497816773296580
181,4.214285714285714,3,3.974672515994487,5.2995633546593160
85,4.207349074322512,2,2.649781677329658,3.9746725159944870
26,4.206666666666667,4,5.299563354659316,6.6244541933241450
94,4.204423076923076,2,2.649781677329658,3.9746725159944870
122,4.2,2,2.649781677329658,3.9746725159944870
168,4.191666666666667,0,0E-15,1.3248908386648290
175,4.191308411214952,0,0E-15,1.3248908386648290
94,4.190507246376813,0,0E-15,1.3248908386648290
181,4.189370629370629,0,0E-15,1.3248908386648290
154,4.177142857142857,6,7.949345031988974,9.2742358706538030
94,4.176907216494845,3,3.974672515994487,5.2995633546593160
60,4.174444444444444,0,0E-15,1.3248908386648290
155,4.169473684210526,3,3.974672515994487,5.2995633546593160
23,4.157777777777778,1,1.324890838664829,2.6497816773296580
228,4.154974508375819,0,0E-15,1.3248908386648290
28,4.137777777777777,0,0E-15,1.3248908386648290
7,4.123260869565217,0,0E-15,1.3248908386648290
51,4.121489361702128,4,5.299563354659316,6.6244541933241450
245,4.120198412698414,1,1.324890838664829,2.6497816773296580
26,4.12,1,1.324890838664829,2.6497816773296580
184,4.12,2,2.649781677329658,3.9746725159944870
255,4.119459459459459,3,3.974672515994487,5.2995633546593160
47,4.118888888888889,0,0E-15,1.3248908386648290
64,4.106782608695652,2,2.649781677329658,3.9746725159944870
197,4.105789473684211,4,5.299563354659316,6.6244541933241450
147,4.100588235294118,1,1.324890838664829,2.6497816773296580
256,4.100472440944881,0,0E-15,1.3248908386648290
30,4.09329207920792,2,2.649781677329658,3.9746725159944870
201,4.091111111111112,3,3.974672515994487,5.2995633546593160
126,4.0890492653414,0,0E-15,1.3248908386648290
134,4.08341836734694,0,0E-15,1.3248908386648290
206,4.079130434782608,2,2.649781677329658,3.9746725159944870
132,4.076201550387596,1,1.324890838664829,2.6497816773296580
160,4.074761904761904,1,1.324890838664829,2.6497816773296580
109,4.050990099009901,0,0E-15,1.3248908386648290
126,4.040487804878048,4,5.299563354659316,6.6244541933241450
9,4.0404276315789485,0,0E-15,1.3248908386648290
55,4.040285714285714,2,2.649781677329658,3.9746725159944870
54,4.04,1,1.324890838664829,2.6497816773296580
30,4.033961117861483,3,3.974672515994487,5.2995633546593160
206,4.019302325581395,3,3.974672515994487,5.2995633546593160
8,4.014914994247733,3,3.974672515994487,5.2995633546593160
255,4.013333333333334,2,2.649781677329658,3.9746725159944870
8,4.006748835542822,1,1.324890838664829,2.6497816773296580
86,3.9961876832844596,1,1.324890838664829,2.6497816773296580
245,3.9922056364939134,0,0E-15,1.3248908386648290
8,3.99,5,6.624454193324145,7.9493450319889740
86,3.9875294117647053,2,2.649781677329658,3.9746725159944870
125,3.983076923076923,0,0E-15,1.3248908386648290
30,3.9809816639640743,0,0E-15,1.3248908386648290
146,3.97,1,1.324890838664829,2.6497816773296580
64,3.95795238095238,1,1.324890838664829,2.6497816773296580
8,3.951659943977593,0,0E-15,1.3248908386648290
203,3.95,0,0E-15,1.3248908386648290
84,3.9476470588235295,0,0E-15,1.3248908386648290
19,3.946,4,5.299563354659316,6.6244541933241450
86,3.9442175273865394,0,0E-15,1.3248908386648290
243,3.928000000000001,4,5.299563354659316,6.6244541933241450
245,3.9105895691609986,4,5.299563354659316,6.6244541933241450
30,3.9079904306220095,4,5.299563354659316,6.6244541933241450
58,3.8968421052631577,4,5.299563354659316,6.6244541933241450
134,3.8955555555555557,4,5.299563354659316,6.6244541933241450
31,3.895,3,3.974672515994487,5.2995633546593160
152,3.8899999999999997,3,3.974672515994487,5.2995633546593160
243,3.8850000000000002,2,2.649781677329658,3.9746725159944870
68,3.8820576923076917,4,5.299563354659316,6.6244541933241450
95,3.8816129032258067,0,0E-15,1.3248908386648290
8,3.879829922167775,4,5.299563354659316,6.6244541933241450
197,3.873440860215055,0,0E-15,1.3248908386648290
206,3.8729284164859,0,0E-15,1.3248908386648290
152,3.8727272727272735,1,1.324890838664829,2.6497816773296580
26,3.870563380281691,0,0E-15,1.3248908386648290
89,3.8699999999999997,1,1.324890838664829,2.6497816773296580
68,3.868267374517377,1,1.324890838664829,2.6497816773296580
191,3.8653932584269666,4,5.299563354659316,6.6244541933241450
18,3.86125,2,2.649781677329658,3.9746725159944870
68,3.859065711078494,0,0E-15,1.3248908386648290
191,3.8541596638655458,1,1.324890838664829,2.6497816773296580
245,3.8486498855835243,2,2.649781677329658,3.9746725159944870
54,3.847142857142857,0,0E-15,1.3248908386648290
109,3.8410526315789477,3,3.974672515994487,5.2995633546593160
68,3.835355285961873,2,2.649781677329658,3.9746725159944870
118,3.8273333333333337,1,1.324890838664829,2.6497816773296580
8,3.8253411259541936,2,2.649781677329658,3.9746725159944870
194,3.82,4,5.299563354659316,6.6244541933241450
64,3.819879832810868,0,0E-15,1.3248908386648290
206,3.8189690721649483,1,1.324890838664829,2.6497816773296580
68,3.8189583333333332,3,3.974672515994487,5.2995633546593160
73,3.8181395348837204,0,0E-15,1.3248908386648290
243,3.815853658536585,1,1.324890838664829,2.6497816773296580
135,3.813042071197413,0,0E-15,1.3248908386648290
103,3.8010000000000006,1,1.324890838664829,2.6497816773296580
152,3.8000000000000003,2,2.649781677329658,3.9746725159944870
255,3.7981081081081074,1,1.324890838664829,2.6497816773296580
17,3.787142857142857,3,3.974672515994487,5.2995633546593160
64,3.7865040650406505,3,3.974672515994487,5.2995633546593160
121,3.7799999999999994,0,0E-15,1.3248908386648290
118,3.778571428571429,2,2.649781677329658,3.9746725159944870
30,3.7766055045871574,1,1.324890838664829,2.6497816773296580
135,3.775,3,3.974672515994487,5.2995633546593160
192,3.771176470588236,4,5.299563354659316,6.6244541933241450
216,3.7608571428571427,1,1.324890838664829,2.6497816773296580
249,3.753333333333334,2,2.649781677329658,3.9746725159944870
201,3.7503278688524593,1,1.324890838664829,2.6497816773296580
126,3.748225806451613,3,3.974672515994487,5.2995633546593160
191,3.746377777777777,3,3.974672515994487,5.2995633546593160
51,3.745982946470867,0,0E-15,1.3248908386648290
103,3.731666666666667,3,3.974672515994487,5.2995633546593160
36,3.723952095808383,4,5.299563354659316,6.6244541933241450
51,3.7174278846153848,3,3.974672515994487,5.2995633546593160
71,3.7139393939393934,4,5.299563354659316,6.6244541933241450
73,3.705,3,3.974672515994487,5.2995633546593160
55,3.701272727272727,3,3.974672515994487,5.2995633546593160
215,3.7,5,6.624454193324145,7.9493450319889740
29,3.6979310344827585,0,0E-15,1.3248908386648290
238,3.6964935064935074,0,0E-15,1.3248908386648290
99,3.6960000000000006,0,0E-15,1.3248908386648290
0,3.6933333333333334,3,3.974672515994487,5.2995633546593160
18,3.688103448275862,0,0E-15,1.3248908386648290
182,3.67,2,2.649781677329658,3.9746725159944870
79,3.662218543046357,3,3.974672515994487,5.2995633546593160
29,3.6566666666666667,1,1.324890838664829,2.6497816773296580
247,3.6466666666666665,1,1.324890838664829,2.6497816773296580
51,3.6438124999999997,1,1.324890838664829,2.6497816773296580
220,3.641976047904192,3,3.974672515994487,5.2995633546593160
237,3.6327884615384614,0,0E-15,1.3248908386648290
52,3.63,4,5.299563354659316,6.6244541933241450
203,3.6233333333333335,2,2.649781677329658,3.9746725159944870
86,3.623306451612903,3,3.974672515994487,5.2995633546593160
182,3.62,3,3.974672515994487,5.2995633546593160
51,3.6134210526315784,2,2.649781677329658,3.9746725159944870
184,3.6,1,1.324890838664829,2.6497816773296580
191,3.594770793950854,0,0E-15,1.3248908386648290
151,3.591030927835052,0,0E-15,1.3248908386648290
50,3.5883870967741935,0,0E-15,1.3248908386648290
227,3.587875210792579,2,2.649781677329658,3.9746725159944870
26,3.585,2,2.649781677329658,3.9746725159944870
36,3.577343816404591,0,0E-15,1.3248908386648290
181,3.5763636363636366,2,2.649781677329658,3.9746725159944870
237,3.5641666666666665,1,1.324890838664829,2.6497816773296580
193,3.561875,4,5.299563354659316,6.6244541933241450
175,3.5603846153846153,1,1.324890838664829,2.6497816773296580
132,3.55767386091127,0,0E-15,1.3248908386648290
64,3.5569148936170207,4,5.299563354659316,6.6244541933241450
220,3.5517241379310347,2,2.649781677329658,3.9746725159944870
174,3.547241379310345,0,0E-15,1.3248908386648290
132,3.540428571428572,3,3.974672515994487,5.2995633546593160
223,3.5049999999999994,0,0E-15,1.3248908386648290
198,3.498125,2,2.649781677329658,3.9746725159944870
206,3.4904761904761905,4,5.299563354659316,6.6244541933241450
71,3.4882785956964897,0,0E-15,1.3248908386648290
162,3.4825757575757583,0,0E-15,1.3248908386648290
91,3.4812903225806453,4,5.299563354659316,6.6244541933241450
129,3.4800000000000004,2,2.649781677329658,3.9746725159944870
152,3.478740740740741,0,0E-15,1.3248908386648290
220,3.478025889967636,1,1.324890838664829,2.6497816773296580
