pickup_zone,avg_total_amount,bkt_passenger_count,val_start,val_end
38,31.31,0,0E-15,1.3248908386648290
246,31.299999999999997,0,0E-15,1.3248908386648290
89,31.156666666666666,1,1.324890838664829,2.6497816773296580
88,30.74571428571429,1,1.324890838664829,2.6497816773296580
77,30.58,1,1.324890838664829,2.6497816773296580
156,30.275454545454544,0,0E-15,1.3248908386648290
179,29.922222222222224,0,0E-15,1.3248908386648290
28,29.6,1,1.324890838664829,2.6497816773296580
70,29.59207269155203,1,1.324890838664829,2.6497816773296580
35,29.554285714285715,4,5.299563354659316,6.6244541933241450
57,29.5409375,0,0E-15,1.3248908386648290
150,29.528054054054046,1,1.324890838664829,2.6497816773296580
133,29.282222222222224,4,5.299563354659316,6.6244541933241450
252,29.2725,1,1.324890838664829,2.6497816773296580
199,29.256867469879513,3,3.974672515994487,5.2995633546593160
216,29.1975,2,2.649781677329658,3.9746725159944870
238,29.17,1,1.324890838664829,2.6497816773296580
7,29.090000000000003,3,3.974672515994487,5.2995633546593160
175,29.057500000000005,4,5.299563354659316,6.6244541933241450
238,29.05,2,2.649781677329658,3.9746725159944870
223,28.971071428571435,0,0E-15,1.3248908386648290
169,28.8,0,0E-15,1.3248908386648290
37,28.73470588235294,0,0E-15,1.3248908386648290
99,28.636999999999993,0,0E-15,1.3248908386648290
208,28.62,3,3.974672515994487,5.2995633546593160
58,28.489655172413794,2,2.649781677329658,3.9746725159944870
251,28.03,3,3.974672515994487,5.2995633546593160
242,27.916666666666668,2,2.649781677329658,3.9746725159944870
175,27.877142857142854,2,2.649781677329658,3.9746725159944870
70,27.80738911988943,0,0E-15,1.3248908386648290
28,27.799999999999997,4,5.299563354659316,6.6244541933241450
52,27.709999999999997,1,1.324890838664829,2.6497816773296580
67,27.41333333333333,3,3.974672515994487,5.2995633546593160
52,27.383333333333333,3,3.974672515994487,5.2995633546593160
12,27.383076923076924,0,0E-15,1.3248908386648290
240,27.345000000000002,5,6.624454193324145,7.9493450319889740
194,27.294999999999998,1,1.324890838664829,2.6497816773296580
177,27.294999999999998,0,0E-15,1.3248908386648290
29,27.101034482758624,0,0E-15,1.3248908386648290
63,26.91,4,5.299563354659316,6.6244541933241450
203,26.9,1,1.324890838664829,2.6497816773296580
12,26.8,4,5.299563354659316,6.6244541933241450
182,26.799999999999997,1,1.324890838664829,2.6497816773296580
19,26.704444444444444,1,1.324890838664829,2.6497816773296580
224,26.65,0,0E-15,1.3248908386648290
244,26.60041666666667,0,0E-15,1.3248908386648290
184,26.54125,0,0E-15,1.3248908386648290
74,26.49345454545455,3,3.974672515994487,5.2995633546593160
63,26.408235294117645,3,3.974672515994487,5.2995633546593160
58,26.399775280898872,1,1.324890838664829,2.6497816773296580
71,26.36798742138363,1,1.324890838664829,2.6497816773296580
58,26.346071428571435,3,3.974672515994487,5.2995633546593160
230,26.232857142857142,1,1.324890838664829,2.6497816773296580
74,26.042307692307695,4,5.299563354659316,6.6244541933241450
103,25.937252747252735,0,0E-15,1.3248908386648290
63,25.89882352941177,1,1.324890838664829,2.6497816773296580
47,25.88875,1,1.324890838664829,2.6497816773296580
58,25.873290155440447,0,0E-15,1.3248908386648290
133,25.76379310344828,3,3.974672515994487,5.2995633546593160
26,25.630909090909096,3,3.974672515994487,5.2995633546593160
208,25.592,2,2.649781677329658,3.9746725159944870
59,25.562499999999996,0,0E-15,1.3248908386648290
133,25.500666666666667,2,2.649781677329658,3.9746725159944870
20,25.466666666666665,3,3.974672515994487,5.2995633546593160
31,25.386000000000003,4,5.299563354659316,6.6244541933241450
95,25.305,2,2.649781677329658,3.9746725159944870
57,25.3,4,5.299563354659316,6.6244541933241450
89,25.24411764705882,0,0E-15,1.3248908386648290
230,25.215000000000003,2,2.649781677329658,3.9746725159944870
109,25.1,4,5.299563354659316,6.6244541933241450
28,25.095000000000002,0,0E-15,1.3248908386648290
133,25.09223880597014,1,1.324890838664829,2.6497816773296580
251,25.07,2,2.649781677329658,3.9746725159944870
44,24.966666666666665,1,1.324890838664829,2.6497816773296580
212,24.962727272727275,2,2.649781677329658,3.9746725159944870
238,24.932,4,5.299563354659316,6.6244541933241450
150,24.88501091703061,0,0E-15,1.3248908386648290
91,24.821388888888894,2,2.649781677329658,3.9746725159944870
52,24.748749999999998,2,2.649781677329658,3.9746725159944870
99,24.675,1,1.324890838664829,2.6497816773296580
95,24.6375,4,5.299563354659316,6.6244541933241450
91,24.549440745672495,0,0E-15,1.3248908386648290
223,24.5375,1,1.324890838664829,2.6497816773296580
91,24.513687943262394,1,1.324890838664829,2.6497816773296580
24,24.466666666666665,0,0E-15,1.3248908386648290
9,24.385185185185183,1,1.324890838664829,2.6497816773296580
86,24.35635294117646,2,2.649781677329658,3.9746725159944870
133,24.32988980716257,0,0E-15,1.3248908386648290
63,24.27622119815667,0,0E-15,1.3248908386648290
120,24.192857142857143,0,0E-15,1.3248908386648290
150,24.07333333333333,2,2.649781677329658,3.9746725159944870
251,24.05666666666667,1,1.324890838664829,2.6497816773296580
74,23.994943181818233,0,0E-15,1.3248908386648290
26,23.60928571428571,1,1.324890838664829,2.6497816773296580
257,23.466666666666665,2,2.649781677329658,3.9746725159944870
26,23.316478873239436,0,0E-15,1.3248908386648290
238,23.31,3,3.974672515994487,5.2995633546593160
256,23.30666666666667,2,2.649781677329658,3.9746725159944870
37,23.299999999999997,1,1.324890838664829,2.6497816773296580
159,23.299534883720927,0,0E-15,1.3248908386648290
150,23.298118811881185,3,3.974672515994487,5.2995633546593160
88,23.280693641618477,0,0E-15,1.3248908386648290
125,23.265,1,1.324890838664829,2.6497816773296580
0,23.195,1,1.324890838664829,2.6497816773296580
91,23.127741935483872,3,3.974672515994487,5.2995633546593160
58,23.123684210526317,4,5.299563354659316,6.6244541933241450
50,23.112903225806452,0,0E-15,1.3248908386648290
191,22.990666666666687,2,2.649781677329658,3.9746725159944870
70,22.961976744186035,4,5.299563354659316,6.6244541933241450
94,22.89176470588236,4,5.299563354659316,6.6244541933241450
70,22.838325203252086,3,3.974672515994487,5.2995633546593160
97,22.780763888888877,0,0E-15,1.3248908386648290
202,22.767142857142858,0,0E-15,1.3248908386648290
175,22.646448598130835,0,0E-15,1.3248908386648290
66,22.636666666666667,0,0E-15,1.3248908386648290
9,22.55,3,3.974672515994487,5.2995633546593160
244,22.549999999999997,3,3.974672515994487,5.2995633546593160
228,22.516041666666652,2,2.649781677329658,3.9746725159944870
249,22.466666666666665,4,5.299563354659316,6.6244541933241450
35,22.39276595744681,1,1.324890838664829,2.6497816773296580
234,22.307407407407407,0,0E-15,1.3248908386648290
76,22.3,2,2.649781677329658,3.9746725159944870
134,22.237602040816345,0,0E-15,1.3248908386648290
35,22.23333333333333,3,3.974672515994487,5.2995633546593160
198,22.206326530612248,4,5.299563354659316,6.6244541933241450
198,22.041341463414614,1,1.324890838664829,2.6497816773296580
152,21.945555555555554,3,3.974672515994487,5.2995633546593160
230,21.939767441860468,0,0E-15,1.3248908386648290
109,21.92252475247524,0,0E-15,1.3248908386648290
9,21.911677631578957,0,0E-15,1.3248908386648290
99,21.88,2,2.649781677329658,3.9746725159944870
125,21.873846153846156,0,0E-15,1.3248908386648290
35,21.817652582159603,0,0E-15,1.3248908386648290
52,21.76186813186812,0,0E-15,1.3248908386648290
222,21.68846153846154,0,0E-15,1.3248908386648290
69,21.63333333333333,2,2.649781677329658,3.9746725159944870
53,21.590512820512807,1,1.324890838664829,2.6497816773296580
234,21.550909090909094,1,1.324890838664829,2.6497816773296580
29,21.503333333333334,1,1.324890838664829,2.6497816773296580
197,21.488725490196074,1,1.324890838664829,2.6497816773296580
94,21.4259793814433,3,3.974672515994487,5.2995633546593160
212,21.375999999999998,1,1.324890838664829,2.6497816773296580
184,21.36,2,2.649781677329658,3.9746725159944870
90,21.3,3,3.974672515994487,5.2995633546593160
97,21.134999999999998,4,5.299563354659316,6.6244541933241450
206,21.088865979381442,1,1.324890838664829,2.6497816773296580
23,21.088461538461537,2,2.649781677329658,3.9746725159944870
53,21.04684210526316,2,2.649781677329658,3.9746725159944870
212,20.99599999999998,0,0E-15,1.3248908386648290
129,20.979000000000003,1,1.324890838664829,2.6497816773296580
53,20.945761421319833,0,0E-15,1.3248908386648290
181,20.923846153846153,1,1.324890838664829,2.6497816773296580
29,20.863999999999997,3,3.974672515994487,5.2995633546593160
73,20.853333333333335,1,1.324890838664829,2.6497816773296580
222,20.848888888888887,3,3.974672515994487,5.2995633546593160
94,20.846812227074224,1,1.324890838664829,2.6497816773296580
162,20.834999999999997,4,5.299563354659316,6.6244541933241450
198,20.8302816901409,0,0E-15,1.3248908386648290
129,20.830000000000002,0,0E-15,1.3248908386648290
9,20.804285714285715,4,5.299563354659316,6.6244541933241450
77,20.8,4,5.299563354659316,6.6244541933241450
97,20.699166666666667,3,3.974672515994487,5.2995633546593160
177,20.653333333333332,1,1.324890838664829,2.6497816773296580
147,20.642500000000002,3,3.974672515994487,5.2995633546593160
174,20.597241379310347,0,0E-15,1.3248908386648290
53,20.58545454545455,4,5.299563354659316,6.6244541933241450
228,20.554712990936583,1,1.324890838664829,2.6497816773296580
94,20.509038461538463,2,2.649781677329658,3.9746725159944870
255,20.496666666666666,4,5.299563354659316,6.6244541933241450
161,20.48945205479452,2,2.649781677329658,3.9746725159944870
-1,20.398095458758515,2,2.649781677329658,3.9746725159944870
247,20.390200000000004,0,0E-15,1.3248908386648290
194,20.375999999999998,3,3.974672515994487,5.2995633546593160
60,20.353333333333335,0,0E-15,1.3248908386648290
212,20.331,4,5.299563354659316,6.6244541933241450
103,20.32,2,2.649781677329658,3.9746725159944870
122,20.3,4,5.299563354659316,6.6244541933241450
34,20.3,4,5.299563354659316,6.6244541933241450
126,20.25270742358077,1,1.324890838664829,2.6497816773296580
-1,20.21744494425813,1,1.324890838664829,2.6497816773296580
228,20.200466132556407,0,0E-15,1.3248908386648290
85,20.197783913848365,1,1.324890838664829,2.6497816773296580
249,20.0511320754717,0,0E-15,1.3248908386648290
51,20.049063829787222,4,5.299563354659316,6.6244541933241450
134,20.043333333333337,1,1.324890838664829,2.6497816773296580
197,20.03190860215056,0,0E-15,1.3248908386648290
85,20.02922326832554,4,5.299563354659316,6.6244541933241450
23,20.01155555555556,1,1.324890838664829,2.6497816773296580
168,20.003333333333334,0,0E-15,1.3248908386648290
85,19.960505386451565,3,3.974672515994487,5.2995633546593160
255,19.946666666666665,2,2.649781677329658,3.9746725159944870
85,19.912140412448366,0,0E-15,1.3248908386648290
134,19.887857142857143,3,3.974672515994487,5.2995633546593160
228,19.843777777777778,4,5.299563354659316,6.6244541933241450
234,19.8,2,2.649781677329658,3.9746725159944870
245,19.770634920634865,1,1.324890838664829,2.6497816773296580
94,19.744420289855064,0,0E-15,1.3248908386648290
118,19.721764705882354,3,3.974672515994487,5.2995633546593160
86,19.68697947214077,1,1.324890838664829,2.6497816773296580
132,19.607500000000005,2,2.649781677329658,3.9746725159944870
245,19.594959064327547,3,3.974672515994487,5.2995633546593160
197,19.560000000000002,2,2.649781677329658,3.9746725159944870
216,19.55,4,5.299563354659316,6.6244541933241450
85,19.53844915481657,2,2.649781677329658,3.9746725159944870
249,19.5125,3,3.974672515994487,5.2995633546593160
198,19.409687499999993,3,3.974672515994487,5.2995633546593160
17,19.4075,4,5.299563354659316,6.6244541933241450
213,19.400476190476194,0,0E-15,1.3248908386648290
256,19.348661417322834,0,0E-15,1.3248908386648290
95,19.302,1,1.324890838664829,2.6497816773296580
7,19.298043478260873,0,0E-15,1.3248908386648290
245,19.289130434782642,2,2.649781677329658,3.9746725159944870
158,19.28125,2,2.649781677329658,3.9746725159944870
201,19.27918032786885,1,1.324890838664829,2.6497816773296580
206,19.237245119305875,0,0E-15,1.3248908386648290
134,19.175555555555555,4,5.299563354659316,6.6244541933241450
155,19.159322033898302,1,1.324890838664829,2.6497816773296580
228,19.13902777777777,3,3.974672515994487,5.2995633546593160
31,19.133869969040266,0,0E-15,1.3248908386648290
201,19.126888888888892,3,3.974672515994487,5.2995633546593160
237,19.11642857142857,3,3.974672515994487,5.2995633546593160
73,19.093333333333334,2,2.649781677329658,3.9746725159944870
53,19.09253968253968,3,3.974672515994487,5.2995633546593160
126,19.06535868625756,0,0E-15,1.3248908386648290
255,19.063243243243242,3,3.974672515994487,5.2995633546593160
160,19.053333333333335,1,1.324890838664829,2.6497816773296580
8,18.999957721247707,1,1.324890838664829,2.6497816773296580
86,18.98725352112676,0,0E-15,1.3248908386648290
132,18.965891472868215,1,1.324890838664829,2.6497816773296580
194,18.96,4,5.299563354659316,6.6244541933241450
126,18.937599999999996,2,2.649781677329658,3.9746725159944870
118,18.931696969696954,0,0E-15,1.3248908386648290
256,18.897142857142857,3,3.974672515994487,5.2995633546593160
95,18.845806451612905,0,0E-15,1.3248908386648290
8,18.841255272913504,3,3.974672515994487,5.2995633546593160
201,18.834285714285716,4,5.299563354659316,6.6244541933241450
8,18.831616666665468,0,0E-15,1.3248908386648290
30,18.814504950495063,2,2.649781677329658,3.9746725159944870
64,18.771913043478254,2,2.649781677329658,3.9746725159944870
206,18.742173913043477,2,2.649781677329658,3.9746725159944870
-1,18.675729726164146,0,0E-15,1.3248908386648290
30,18.610583232077808,3,3.974672515994487,5.2995633546593160
139,18.597727272727273,0,0E-15,1.3248908386648290
17,18.586666666666666,2,2.649781677329658,3.9746725159944870
163,18.556,4,5.299563354659316,6.6244541933241450
30,18.53294374454328,0,0E-15,1.3248908386648290
129,18.525000000000002,3,3.974672515994487,5.2995633546593160
197,18.504200000000004,3,3.974672515994487,5.2995633546593160
245,18.47061858132366,0,0E-15,1.3248908386648290
197,18.470526315789474,4,5.299563354659316,6.6244541933241450
242,18.465806451612906,0,0E-15,1.3248908386648290
69,18.463,1,1.324890838664829,2.6497816773296580
103,18.453333333333333,4,5.299563354659316,6.6244541933241450
153,18.427777777777777,0,0E-15,1.3248908386648290
160,18.423846153846153,2,2.649781677329658,3.9746725159944870
143,18.410234321157592,1,1.324890838664829,2.6497816773296580
84,18.409411764705883,0,0E-15,1.3248908386648290
191,18.372773109243745,1,1.324890838664829,2.6497816773296580
8,18.352822138944738,4,5.299563354659316,6.6244541933241450
161,18.314721189591054,1,1.324890838664829,2.6497816773296580
216,18.30071428571429,3,3.974672515994487,5.2995633546593160
130,18.299999999999997,1,1.324890838664829,2.6497816773296580
135,18.222459016393437,1,1.324890838664829,2.6497816773296580
36,18.21502994011975,4,5.299563354659316,6.6244541933241450
8,18.20972089694634,2,2.649781677329658,3.9746725159944870
117,18.17,5,6.624454193324145,7.9493450319889740
152,18.14,2,2.649781677329658,3.9746725159944870
206,18.135348837209307,3,3.974672515994487,5.2995633546593160
203,18.135192307692304,0,0E-15,1.3248908386648290
255,18.085945945945948,1,1.324890838664829,2.6497816773296580
165,18.085,3,3.974672515994487,5.2995633546593160
68,18.068204633204513,1,1.324890838664829,2.6497816773296580
73,18.06744186046512,0,0E-15,1.3248908386648290
112,18.05,3,3.974672515994487,5.2995633546593160
144,18.041428571428572,4,5.299563354659316,6.6244541933241450
63,18.04090909090909,2,2.649781677329658,3.9746725159944870
143,18.006594005449656,2,2.649781677329658,3.9746725159944870
64,17.999869383489997,0,0E-15,1.3248908386648290
19,17.978571428571428,3,3.974672515994487,5.2995633546593160
109,17.978421052631578,3,3.974672515994487,5.2995633546593160
30,17.97803827751197,4,5.299563354659316,6.6244541933241450
0,17.96666666666667,3,3.974672515994487,5.2995633546593160
51,17.954346281383003,0,0E-15,1.3248908386648290
245,17.9188888888889,4,5.299563354659316,6.6244541933241450
161,17.91673469387755,3,3.974672515994487,5.2995633546593160
132,17.88666666666667,4,5.299563354659316,6.6244541933241450
252,17.880294117647065,0,0E-15,1.3248908386648290
18,17.871249999999996,2,2.649781677329658,3.9746725159944870
191,17.847808988764033,4,5.299563354659316,6.6244541933241450
146,17.8,1,1.324890838664829,2.6497816773296580
223,17.7725,3,3.974672515994487,5.2995633546593160
155,17.765789473684215,3,3.974672515994487,5.2995633546593160
31,17.75846153846154,3,3.974672515994487,5.2995633546593160
64,17.754796747967465,3,3.974672515994487,5.2995633546593160
68,17.74429064847671,0,0E-15,1.3248908386648290
64,17.71114285714287,1,1.324890838664829,2.6497816773296580
28,17.708,3,3.974672515994487,5.2995633546593160
36,17.681726873495055,0,0E-15,1.3248908386648290
71,17.66636363636364,4,5.299563354659316,6.6244541933241450
51,17.663125,3,3.974672515994487,5.2995633546593160
30,17.660740498034045,1,1.324890838664829,2.6497816773296580
71,17.653952434881155,0,0E-15,1.3248908386648290
212,17.650000000000002,3,3.974672515994487,5.2995633546593160
220,17.568505747126437,2,2.649781677329658,3.9746725159944870
192,17.564117647058826,4,5.299563354659316,6.6244541933241450
220,17.530898203592805,3,3.974672515994487,5.2995633546593160
-1,17.521186668158354,3,3.974672515994487,5.2995633546593160
79,17.513658536585357,2,2.649781677329658,3.9746725159944870
121,17.511111111111113,0,0E-15,1.3248908386648290
51,17.505850000000038,1,1.324890838664829,2.6497816773296580
19,17.492,4,5.299563354659316,6.6244541933241450
243,17.479,2,2.649781677329658,3.9746725159944870
68,17.474019230769255,4,5.299563354659316,6.6244541933241450
68,17.451178509532095,2,2.649781677329658,3.9746725159944870
191,17.440955555555565,3,3.974672515994487,5.2995633546593160
47,17.394444444444446,0,0E-15,1.3248908386648290
51,17.38346491228069,2,2.649781677329658,3.9746725159944870
79,17.36748344370859,3,3.974672515994487,5.2995633546593160
71,17.362698412698414,3,3.974672515994487,5.2995633546593160
126,17.36146341463415,4,5.299563354659316,6.6244541933241450
152,17.35909090909091,1,1.324890838664829,2.6497816773296580
