pickup_zone,avg_trip_distance,bkt_tip_amount,val_start,val_end
87,16.003300970873784,90,15.3191303566918260,17.94267624954395740
171,15.986666666666666,93,23.1897680352482202,25.81331392810035160
117,15.977537154989385,90,15.3191303566918260,17.94267624954395740
43,15.924666666666667,90,15.3191303566918260,17.94267624954395740
41,15.918434163701068,90,15.3191303566918260,17.94267624954395740
17,15.9,95,28.4368598209524830,31.06040571380461440
33,15.9,90,15.3191303566918260,17.94267624954395740
229,15.896772908366527,91,17.9426762495439574,20.56622214239608880
221,15.875,87,7.4484926781354318,10.07203857098756320
219,15.87407894736842,87,7.4484926781354318,10.07203857098756320
229,15.84,110,67.7900482137344540,70.41359410658658540
116,15.83,104,52.0487728566216656,54.67231874947379700
85,15.8275,98,36.3074974995088772,38.93104339236100860
235,15.814634146341465,89,12.6955844638396946,15.31913035669182600
39,15.813163481953294,88,10.0720385709875632,12.69558446383969460
136,15.8125,94,25.8133139281003516,28.43685982095248300
117,15.8075,100,41.5545892852131400,44.17813517806527140
94,15.8,103,49.4252269637695342,52.04877285662166560
240,15.773764078245412,88,10.0720385709875632,12.69558446383969460
226,15.763,89,12.6955844638396946,15.31913035669182600
164,15.757777777777777,94,25.8133139281003516,28.43685982095248300
30,15.74,93,23.1897680352482202,25.81331392810035160
154,15.704285714285716,110,67.7900482137344540,70.41359410658658540
136,15.70142857142857,95,28.4368598209524830,31.06040571380461440
226,15.700000000000001,90,15.3191303566918260,17.94267624954395740
90,15.698666666666666,84,-0.4221450004209624,2.20140089243116900
45,15.68,92,20.5662221423960888,23.18976803524822020
75,15.678074534161489,90,15.3191303566918260,17.94267624954395740
36,15.668225806451613,88,10.0720385709875632,12.69558446383969460
55,15.656666666666666,89,12.6955844638396946,15.31913035669182600
113,15.656,90,15.3191303566918260,17.94267624954395740
219,15.65229857819905,88,10.0720385709875632,12.69558446383969460
137,15.65,116,83.5313235708472424,86.15486946369937380
85,15.626666666666669,92,20.5662221423960888,23.18976803524822020
70,15.614408602150542,89,12.6955844638396946,15.31913035669182600
39,15.6,101,44.1781351780652714,46.80168107091740280
178,15.5975,90,15.3191303566918260,17.94267624954395740
164,15.578954703832748,90,15.3191303566918260,17.94267624954395740
157,15.56670731707317,89,12.6955844638396946,15.31913035669182600
239,15.558571428571428,96,31.0604057138046144,33.68395160665674580
35,15.557142857142859,88,10.0720385709875632,12.69558446383969460
8,15.5486,91,17.9426762495439574,20.56622214239608880
131,15.54035641547864,86,4.8249467852833004,7.44849267813543180
154,15.539333333333333,99,38.9310433923610086,41.55458928521314000
51,15.53,88,10.0720385709875632,12.69558446383969460
141,15.52,89,12.6955844638396946,15.31913035669182600
70,15.516666666666666,103,49.4252269637695342,52.04877285662166560
239,15.516182405165459,89,12.6955844638396946,15.31913035669182600
6,15.507894736842104,91,17.9426762495439574,20.56622214239608880
240,15.5,113,75.6606858922908482,78.28423178514297960
131,15.487500000000002,110,67.7900482137344540,70.41359410658658540
9,15.48,89,12.6955844638396946,15.31913035669182600
240,15.45166666666667,103,49.4252269637695342,52.04877285662166560
235,15.44048867699643,88,10.0720385709875632,12.69558446383969460
128,15.420074626865672,89,12.6955844638396946,15.31913035669182600
83,15.42,89,12.6955844638396946,15.31913035669182600
128,15.4,107,59.9194105351780598,62.54295642803019120
119,15.393333333333333,87,7.4484926781354318,10.07203857098756320
212,15.36,89,12.6955844638396946,15.31913035669182600
240,15.348055555555554,91,17.9426762495439574,20.56622214239608880
239,15.321475988700572,88,10.0720385709875632,12.69558446383969460
116,15.301111111111112,92,20.5662221423960888,23.18976803524822020
91,15.3,119,91.4019612494036366,94.02550714225576800
56,15.3,89,12.6955844638396946,15.31913035669182600
219,15.293057851239672,89,12.6955844638396946,15.31913035669182600
229,15.288571428571428,100,41.5545892852131400,44.17813517806527140
226,15.239285714285714,91,17.9426762495439574,20.56622214239608880
235,15.235000000000001,98,36.3074974995088772,38.93104339236100860
53,15.228333333333332,88,10.0720385709875632,12.69558446383969460
22,15.224814814814815,88,10.0720385709875632,12.69558446383969460
164,15.219316239316242,91,17.9426762495439574,20.56622214239608880
105,15.202000000000002,89,12.6955844638396946,15.31913035669182600
171,15.193548387096774,89,12.6955844638396946,15.31913035669182600
85,15.19061224489796,91,17.9426762495439574,20.56622214239608880
41,15.176486486486489,95,28.4368598209524830,31.06040571380461440
215,15.165714285714285,94,25.8133139281003516,28.43685982095248300
137,15.149611360239163,90,15.3191303566918260,17.94267624954395740
117,15.148333333333333,97,33.6839516066567458,36.30749749950887720
72,15.146666666666668,90,15.3191303566918260,17.94267624954395740
180,15.143846153846154,89,12.6955844638396946,15.31913035669182600
43,15.116136363636361,89,12.6955844638396946,15.31913035669182600
215,15.113356643356648,90,15.3191303566918260,17.94267624954395740
106,15.106800000000003,92,20.5662221423960888,23.18976803524822020
114,15.087499999999997,90,15.3191303566918260,17.94267624954395740
248,15.086893755068937,88,10.0720385709875632,12.69558446383969460
128,15.08205882352941,90,15.3191303566918260,17.94267624954395740
70,15.063714285714287,90,15.3191303566918260,17.94267624954395740
86,15.032857142857141,88,10.0720385709875632,12.69558446383969460
55,15.025384615384617,88,10.0720385709875632,12.69558446383969460
117,15.012500000000001,101,44.1781351780652714,46.80168107091740280
175,15.0,89,12.6955844638396946,15.31913035669182600
92,14.963333333333333,92,20.5662221423960888,23.18976803524822020
255,14.96,89,12.6955844638396946,15.31913035669182600
154,14.943744889615703,89,12.6955844638396946,15.31913035669182600
68,14.921882352941179,88,10.0720385709875632,12.69558446383969460
228,14.903333333333334,91,17.9426762495439574,20.56622214239608880
164,14.9,100,41.5545892852131400,44.17813517806527140
186,14.9,87,7.4484926781354318,10.07203857098756320
154,14.895000000000001,105,54.6723187494737970,57.29586464232592840
215,14.88,97,33.6839516066567458,36.30749749950887720
117,14.876742268041234,89,12.6955844638396946,15.31913035669182600
240,14.855454545454545,92,20.5662221423960888,23.18976803524822020
57,14.83,87,7.4484926781354318,10.07203857098756320
49,14.825,90,15.3191303566918260,17.94267624954395740
193,14.8025,89,12.6955844638396946,15.31913035669182600
247,14.8,88,10.0720385709875632,12.69558446383969460
177,14.8,87,7.4484926781354318,10.07203857098756320
154,14.8,116,83.5313235708472424,86.15486946369937380
72,14.759090909090911,93,23.1897680352482202,25.81331392810035160
171,14.758108108108107,90,15.3191303566918260,17.94267624954395740
239,14.745645756457566,91,17.9426762495439574,20.56622214239608880
229,14.74439830508475,89,12.6955844638396946,15.31913035669182600
14,14.736,84,-0.4221450004209624,2.20140089243116900
128,14.73,109,65.1665023208823226,67.79004821373445400
160,14.725,86,4.8249467852833004,7.44849267813543180
141,14.715714285714284,88,10.0720385709875632,12.69558446383969460
161,14.700000000000001,89,12.6955844638396946,15.31913035669182600
87,14.7,97,33.6839516066567458,36.30749749950887720
23,14.675,91,17.9426762495439574,20.56622214239608880
137,14.636666666666668,102,46.8016810709174028,49.42522696376953420
122,14.633333333333335,88,10.0720385709875632,12.69558446383969460
45,14.631544715447157,88,10.0720385709875632,12.69558446383969460
151,14.63,88,10.0720385709875632,12.69558446383969460
45,14.620697674418603,89,12.6955844638396946,15.31913035669182600
235,14.582727272727276,92,20.5662221423960888,23.18976803524822020
92,14.58,94,25.8133139281003516,28.43685982095248300
248,14.569039855072461,89,12.6955844638396946,15.31913035669182600
72,14.556363636363637,92,20.5662221423960888,23.18976803524822020
117,14.546470588235294,95,28.4368598209524830,31.06040571380461440
106,14.528181818181816,89,12.6955844638396946,15.31913035669182600
65,14.504999999999999,91,17.9426762495439574,20.56622214239608880
128,14.504482758620691,87,7.4484926781354318,10.07203857098756320
74,14.502,89,12.6955844638396946,15.31913035669182600
245,14.5,103,49.4252269637695342,52.04877285662166560
117,14.5,126,109.7667824993685564,112.39032839222068780
192,14.496666666666664,88,10.0720385709875632,12.69558446383969460
46,14.49,89,12.6955844638396946,15.31913035669182600
227,14.47,93,23.1897680352482202,25.81331392810035160
92,14.465,93,23.1897680352482202,25.81331392810035160
39,14.463333333333333,95,28.4368598209524830,31.06040571380461440
143,14.459999999999999,93,23.1897680352482202,25.81331392810035160
75,14.435555555555549,89,12.6955844638396946,15.31913035669182600
43,14.435,95,28.4368598209524830,31.06040571380461440
145,14.401643835616438,90,15.3191303566918260,17.94267624954395740
230,14.4,90,15.3191303566918260,17.94267624954395740
157,14.378185185185185,88,10.0720385709875632,12.69558446383969460
219,14.378124999999999,90,15.3191303566918260,17.94267624954395740
215,14.36277777777778,88,10.0720385709875632,12.69558446383969460
75,14.36,99,38.9310433923610086,41.55458928521314000
75,14.354015151515151,88,10.0720385709875632,12.69558446383969460
136,14.345250000000002,90,15.3191303566918260,17.94267624954395740
251,14.34,91,17.9426762495439574,20.56622214239608880
240,14.333333333333334,102,46.8016810709174028,49.42522696376953420
68,14.321071428571427,89,12.6955844638396946,15.31913035669182600
114,14.3,104,52.0487728566216656,54.67231874947379700
229,14.294393316899477,88,10.0720385709875632,12.69558446383969460
248,14.282,97,33.6839516066567458,36.30749749950887720
137,14.28,133,128.1316037493334762,130.75514964218560760
154,14.275522853185597,88,10.0720385709875632,12.69558446383969460
52,14.25,87,7.4484926781354318,10.07203857098756320
68,14.24125,90,15.3191303566918260,17.94267624954395740
215,14.236481012658228,89,12.6955844638396946,15.31913035669182600
78,14.226666666666667,91,17.9426762495439574,20.56622214239608880
41,14.21112816577129,89,12.6955844638396946,15.31913035669182600
242,14.2,88,10.0720385709875632,12.69558446383969460
172,14.195833333333333,89,12.6955844638396946,15.31913035669182600
248,14.192499999999999,96,31.0604057138046144,33.68395160665674580
114,14.191487039563441,88,10.0720385709875632,12.69558446383969460
117,14.134521739130435,91,17.9426762495439574,20.56622214239608880
131,14.111739667110296,84,-0.4221450004209624,2.20140089243116900
96,14.104545454545455,89,12.6955844638396946,15.31913035669182600
96,14.1,106,57.2958646423259284,59.91941053517805980
49,14.1,104,52.0487728566216656,54.67231874947379700
87,14.09704707560628,88,10.0720385709875632,12.69558446383969460
117,14.082193308550178,88,10.0720385709875632,12.69558446383969460
128,14.070068259385664,88,10.0720385709875632,12.69558446383969460
191,14.063000000000002,89,12.6955844638396946,15.31913035669182600
114,14.054962406015033,89,12.6955844638396946,15.31913035669182600
219,14.05321428571429,86,4.8249467852833004,7.44849267813543180
106,14.03906214689266,88,10.0720385709875632,12.69558446383969460
114,13.99470588235294,93,23.1897680352482202,25.81331392810035160
136,13.988376068376072,89,12.6955844638396946,15.31913035669182600
30,13.985,91,17.9426762495439574,20.56622214239608880
172,13.984545454545456,90,15.3191303566918260,17.94267624954395740
114,13.983333333333333,101,44.1781351780652714,46.80168107091740280
136,13.97367802585194,88,10.0720385709875632,12.69558446383969460
87,13.928820754716982,89,12.6955844638396946,15.31913035669182600
164,13.926806201550383,89,12.6955844638396946,15.31913035669182600
117,13.924615384615386,99,38.9310433923610086,41.55458928521314000
30,13.916,90,15.3191303566918260,17.94267624954395740
221,13.887142857142857,86,4.8249467852833004,7.44849267813543180
25,13.860384615384616,87,7.4484926781354318,10.07203857098756320
208,13.84,90,15.3191303566918260,17.94267624954395740
134,13.84,90,15.3191303566918260,17.94267624954395740
116,13.8209375,90,15.3191303566918260,17.94267624954395740
41,13.820925266903913,91,17.9426762495439574,20.56622214239608880
13,13.82,92,20.5662221423960888,23.18976803524822020
41,13.815349045346066,88,10.0720385709875632,12.69558446383969460
83,13.8,88,10.0720385709875632,12.69558446383969460
239,13.8,109,65.1665023208823226,67.79004821373445400
58,13.8,92,20.5662221423960888,23.18976803524822020
41,13.8,124,104.5196907136642936,107.14323660651642500
136,13.765555555555558,93,23.1897680352482202,25.81331392810035160
226,13.757142857142858,88,10.0720385709875632,12.69558446383969460
220,13.71,91,17.9426762495439574,20.56622214239608880
171,13.708409090909093,88,10.0720385709875632,12.69558446383969460
239,13.700000000000001,97,33.6839516066567458,36.30749749950887720
155,13.666666666666666,89,12.6955844638396946,15.31913035669182600
171,13.633333333333333,91,17.9426762495439574,20.56622214239608880
164,13.589876604146095,88,10.0720385709875632,12.69558446383969460
210,13.57,87,7.4484926781354318,10.07203857098756320
245,13.56393939393939,89,12.6955844638396946,15.31913035669182600
245,13.561428571428573,90,15.3191303566918260,17.94267624954395740
180,13.55575,88,10.0720385709875632,12.69558446383969460
43,13.502857142857144,88,10.0720385709875632,12.69558446383969460
15,13.5,102,46.8016810709174028,49.42522696376953420
45,13.5,106,57.2958646423259284,59.91941053517805980
54,13.5,96,31.0604057138046144,33.68395160665674580
172,13.49971631205674,88,10.0720385709875632,12.69558446383969460
22,13.49923076923077,89,12.6955844638396946,15.31913035669182600
114,13.487222222222218,91,17.9426762495439574,20.56622214239608880
4,13.47,85,2.2014008924311690,4.82494678528330040
92,13.457000000000003,91,17.9426762495439574,20.56622214239608880
194,13.455,87,7.4484926781354318,10.07203857098756320
39,13.431063829787234,91,17.9426762495439574,20.56622214239608880
20,13.425,86,4.8249467852833004,7.44849267813543180
228,13.399285714285714,88,10.0720385709875632,12.69558446383969460
259,13.38,93,23.1897680352482202,25.81331392810035160
145,13.375909797822711,88,10.0720385709875632,12.69558446383969460
86,13.375,91,17.9426762495439574,20.56622214239608880
131,13.37,113,75.6606858922908482,78.28423178514297960
137,13.366765945490291,89,12.6955844638396946,15.31913035669182600
114,13.346666666666666,94,25.8133139281003516,28.43685982095248300
240,13.340943396226415,93,23.1897680352482202,25.81331392810035160
105,13.336363636363636,88,10.0720385709875632,12.69558446383969460
77,13.33,90,15.3191303566918260,17.94267624954395740
96,13.300256410256411,88,10.0720385709875632,12.69558446383969460
66,13.3,85,2.2014008924311690,4.82494678528330040
122,13.3,106,57.2958646423259284,59.91941053517805980
143,13.299999999999999,91,17.9426762495439574,20.56622214239608880
240,13.299999999999999,108,62.5429564280301912,65.16650232088232260
248,13.264495412844038,91,17.9426762495439574,20.56622214239608880
34,13.2,94,25.8133139281003516,28.43685982095248300
248,13.199655172413792,92,20.5662221423960888,23.18976803524822020
176,13.19,84,-0.4221450004209624,2.20140089243116900
229,13.184999999999999,107,59.9194105351780598,62.54295642803019120
197,13.181999999999999,88,10.0720385709875632,12.69558446383969460
228,13.172,89,12.6955844638396946,15.31913035669182600
239,13.165000000000001,95,28.4368598209524830,31.06040571380461440
137,13.151666666666666,105,54.6723187494737970,57.29586464232592840
106,13.135,94,25.8133139281003516,28.43685982095248300
114,13.131874999999999,92,20.5662221423960888,23.18976803524822020
75,13.114444444444445,94,25.8133139281003516,28.43685982095248300
72,13.100497382198954,88,10.0720385709875632,12.69558446383969460
7,13.1,87,7.4484926781354318,10.07203857098756320
96,13.1,103,49.4252269637695342,52.04877285662166560
240,13.047999999999998,100,41.5545892852131400,44.17813517806527140
235,13.0425,95,28.4368598209524830,31.06040571380461440
199,13.02333333333333,88,10.0720385709875632,12.69558446383969460
99,13.015,89,12.6955844638396946,15.31913035669182600
41,12.993636363636362,99,38.9310433923610086,41.55458928521314000
248,12.99,111,70.4135941065865854,73.03713999943871680
128,12.979729729729724,86,4.8249467852833004,7.44849267813543180
235,12.963750000000001,94,25.8133139281003516,28.43685982095248300
199,12.950909090909091,87,7.4484926781354318,10.07203857098756320
128,12.93125,95,28.4368598209524830,31.06040571380461440
164,12.924285714285714,95,28.4368598209524830,31.06040571380461440
145,12.923054187192118,89,12.6955844638396946,15.31913035669182600
45,12.911111111111111,90,15.3191303566918260,17.94267624954395740
240,12.89846153846154,97,33.6839516066567458,36.30749749950887720
248,12.878823529411765,93,23.1897680352482202,25.81331392810035160
99,12.86,88,10.0720385709875632,12.69558446383969460
34,12.83,88,10.0720385709875632,12.69558446383969460
39,12.816666666666668,93,23.1897680352482202,25.81331392810035160
106,12.814117647058824,91,17.9426762495439574,20.56622214239608880
238,12.81,92,20.5662221423960888,23.18976803524822020
141,12.805,92,20.5662221423960888,23.18976803524822020
252,12.8,87,7.4484926781354318,10.07203857098756320
8,12.779473684210526,92,20.5662221423960888,23.18976803524822020
136,12.761666666666668,92,20.5662221423960888,23.18976803524822020
181,12.75,89,12.6955844638396946,15.31913035669182600
157,12.74,91,17.9426762495439574,20.56622214239608880
243,12.735,90,15.3191303566918260,17.94267624954395740
253,12.732000000000001,92,20.5662221423960888,23.18976803524822020
259,12.71,95,28.4368598209524830,31.06040571380461440
239,12.71,98,36.3074974995088772,38.93104339236100860
145,12.709999999999999,94,25.8133139281003516,28.43685982095248300
215,12.7,118,88.7784153565515052,91.40196124940363660
191,12.698000000000002,88,10.0720385709875632,12.69558446383969460
259,12.666666666666664,92,20.5662221423960888,23.18976803524822020
64,12.646,88,10.0720385709875632,12.69558446383969460
235,12.635846153846153,91,17.9426762495439574,20.56622214239608880
87,12.601914893617018,91,17.9426762495439574,20.56622214239608880
4,12.6,87,7.4484926781354318,10.07203857098756320
72,12.6,98,36.3074974995088772,38.93104339236100860
88,12.578,88,10.0720385709875632,12.69558446383969460
215,12.574999999999998,93,23.1897680352482202,25.81331392810035160
71,12.549999999999999,89,12.6955844638396946,15.31913035669182600
25,12.549523809523814,86,4.8249467852833004,7.44849267813543180
240,12.546000000000001,101,44.1781351780652714,46.80168107091740280
154,12.545,100,41.5545892852131400,44.17813517806527140
220,12.525263157894736,88,10.0720385709875632,12.69558446383969460
215,12.513684210526318,91,17.9426762495439574,20.56622214239608880
152,12.5,93,23.1897680352482202,25.81331392810035160
86,12.5,90,15.3191303566918260,17.94267624954395740
1,12.5,86,4.8249467852833004,7.44849267813543180
67,12.49,87,7.4484926781354318,10.07203857098756320
175,12.48,91,17.9426762495439574,20.56622214239608880
245,12.4625,92,20.5662221423960888,23.18976803524822020
25,12.453870967741937,88,10.0720385709875632,12.69558446383969460
145,12.44818181818182,95,28.4368598209524830,31.06040571380461440
94,12.431666666666667,89,12.6955844638396946,15.31913035669182600
116,12.41391025641026,88,10.0720385709875632,12.69558446383969460
106,12.4,101,44.1781351780652714,46.80168107091740280
202,12.4,87,7.4484926781354318,10.07203857098756320
70,12.4,117,86.1548694636993738,88.77841535655150520
25,12.389999999999999,90,15.3191303566918260,17.94267624954395740
8,12.385525824517726,87,7.4484926781354318,10.07203857098756320
147,12.38,87,7.4484926781354318,10.07203857098756320
133,12.344999999999999,94,25.8133139281003516,28.43685982095248300
191,12.34,108,62.5429564280301912,65.16650232088232260
25,12.318499999999998,89,12.6955844638396946,15.31913035669182600
71,12.30375,88,10.0720385709875632,12.69558446383969460
43,12.3,103,49.4252269637695342,52.04877285662166560
88,12.25,91,17.9426762495439574,20.56622214239608880
193,12.246666666666664,88,10.0720385709875632,12.69558446383969460
150,12.225000000000001,92,20.5662221423960888,23.18976803524822020
79,12.203333333333333,91,17.9426762495439574,20.56622214239608880
91,12.182666666666666,88,10.0720385709875632,12.69558446383969460
74,12.15,93,23.1897680352482202,25.81331392810035160
243,12.133333333333333,87,7.4484926781354318,10.07203857098756320
180,12.113333333333335,90,15.3191303566918260,17.94267624954395740
175,12.11,87,7.4484926781354318,10.07203857098756320
73,12.100000000000001,87,7.4484926781354318,10.07203857098756320
259,12.1,101,44.1781351780652714,46.80168107091740280
143,12.098333333333334,92,20.5662221423960888,23.18976803524822020
85,12.0975,96,31.0604057138046144,33.68395160665674580
175,12.09,92,20.5662221423960888,23.18976803524822020
215,12.09,99,38.9310433923610086,41.55458928521314000
154,12.09,101,44.1781351780652714,46.80168107091740280
240,12.073333333333332,96,31.0604057138046144,33.68395160665674580
168,12.07,86,4.8249467852833004,7.44849267813543180
137,12.068156077785535,88,10.0720385709875632,12.69558446383969460
87,12.05818181818182,92,20.5662221423960888,23.18976803524822020
236,12.051428571428572,88,10.0720385709875632,12.69558446383969460
178,12.04,92,20.5662221423960888,23.18976803524822020
71,12.025,97,33.6839516066567458,36.30749749950887720
141,12.0,93,23.1897680352482202,25.81331392810035160
49,11.99,93,23.1897680352482202,25.81331392810035160
85,11.970935475511787,87,7.4484926781354318,10.07203857098756320
91,11.96142857142857,89,12.6955844638396946,15.31913035669182600
253,11.950535714285717,88,10.0720385709875632,12.69558446383969460
95,11.95,87,7.4484926781354318,10.07203857098756320
74,11.95,90,15.3191303566918260,17.94267624954395740
161,11.9475,91,17.9426762495439574,20.56622214239608880
208,11.934999999999999,88,10.0720385709875632,12.69558446383969460
7,11.926666666666668,86,4.8249467852833004,7.44849267813543180
135,11.9,98,36.3074974995088772,38.93104339236100860
133,11.9,91,17.9426762495439574,20.56622214239608880
13,11.89,87,7.4484926781354318,10.07203857098756320
259,11.862592592592593,88,10.0720385709875632,12.69558446383969460
248,11.815,101,44.1781351780652714,46.80168107091740280
68,11.77818181818182,91,17.9426762495439574,20.56622214239608880
134,11.739999999999998,88,10.0720385709875632,12.69558446383969460
236,11.73,87,7.4484926781354318,10.07203857098756320
116,11.70888888888889,93,23.1897680352482202,25.81331392810035160
75,11.705,110,67.7900482137344540,70.41359410658658540
67,11.7,86,4.8249467852833004,7.44849267813543180
220,11.7,97,33.6839516066567458,36.30749749950887720
119,11.67,89,12.6955844638396946,15.31913035669182600
74,11.67,95,28.4368598209524830,31.06040571380461440
70,11.667832512315274,88,10.0720385709875632,12.69558446383969460
130,11.65,87,7.4484926781354318,10.07203857098756320
17,11.645000000000001,87,7.4484926781354318,10.07203857098756320
65,11.64,90,15.3191303566918260,17.94267624954395740
39,11.63,96,31.0604057138046144,33.68395160665674580
75,11.613333333333332,92,20.5662221423960888,23.18976803524822020
212,11.595,88,10.0720385709875632,12.69558446383969460
-1,11.588,106,57.2958646423259284,59.91941053517805980
157,11.586000000000002,95,28.4368598209524830,31.06040571380461440
93,11.57,88,10.0720385709875632,12.69558446383969460
203,11.55,87,7.4484926781354318,10.07203857098756320
248,11.549333333333333,95,28.4368598209524830,31.06040571380461440
0,11.545,95,28.4368598209524830,31.06040571380461440
49,11.540697674418604,87,7.4484926781354318,10.07203857098756320
116,11.524193548387096,89,12.6955844638396946,15.31913035669182600
72,11.514705882352942,89,12.6955844638396946,15.31913035669182600
184,11.5,88,10.0720385709875632,12.69558446383969460
49,11.5,99,38.9310433923610086,41.55458928521314000
188,11.485,88,10.0720385709875632,12.69558446383969460
150,11.48,93,23.1897680352482202,25.81331392810035160
240,11.464166666666666,99,38.9310433923610086,41.55458928521314000
154,11.45,120,94.0255071422557680,96.64905303510789940
228,11.405735294117644,87,7.4484926781354318,10.07203857098756320
33,11.4,105,54.6723187494737970,57.29586464232592840
131,11.330939465408811,85,2.2014008924311690,4.82494678528330040
253,11.329795918367346,89,12.6955844638396946,15.31913035669182600
199,11.306666666666667,89,12.6955844638396946,15.31913035669182600
82,11.3,86,4.8249467852833004,7.44849267813543180
68,11.294170616113744,87,7.4484926781354318,10.07203857098756320
63,11.29375,87,7.4484926781354318,10.07203857098756320
134,11.2625,87,7.4484926781354318,10.07203857098756320
64,11.253823529411765,87,7.4484926781354318,10.07203857098756320
212,11.239999999999998,87,7.4484926781354318,10.07203857098756320
202,11.2,88,10.0720385709875632,12.69558446383969460
226,11.174877300613494,87,7.4484926781354318,10.07203857098756320
41,11.16,98,36.3074974995088772,38.93104339236100860
49,11.147,88,10.0720385709875632,12.69558446383969460
141,11.108987341772153,87,7.4484926781354318,10.07203857098756320
172,11.103333333333333,92,20.5662221423960888,23.18976803524822020
33,11.086363636363636,89,12.6955844638396946,15.31913035669182600
43,11.085999999999999,91,17.9426762495439574,20.56622214239608880
150,11.081428571428573,90,15.3191303566918260,17.94267624954395740
117,11.075999999999999,107,59.9194105351780598,62.54295642803019120
30,11.051162790697676,87,7.4484926781354318,10.07203857098756320
146,11.05,86,4.8249467852833004,7.44849267813543180
55,11.047333333333333,87,7.4484926781354318,10.07203857098756320
94,11.036071428571429,88,10.0720385709875632,12.69558446383969460
114,11.02,122,99.2725989279600308,101.89614482081216220
239,11.015,99,38.9310433923610086,41.55458928521314000
63,11.008,88,10.0720385709875632,12.69558446383969460
136,11.005581395348836,91,17.9426762495439574,20.56622214239608880
249,10.95,87,7.4484926781354318,10.07203857098756320
15,10.94,97,33.6839516066567458,36.30749749950887720
106,10.94,99,38.9310433923610086,41.55458928521314000
86,10.936491228070173,87,7.4484926781354318,10.07203857098756320
235,10.92375,103,49.4252269637695342,52.04877285662166560
96,10.909345794392523,87,7.4484926781354318,10.07203857098756320
237,10.9,89,12.6955844638396946,15.31913035669182600
229,10.879458369345997,87,7.4484926781354318,10.07203857098756320
33,10.837391304347827,88,10.0720385709875632,12.69558446383969460
178,10.831428571428573,89,12.6955844638396946,15.31913035669182600
113,10.823793103448276,88,10.0720385709875632,12.69558446383969460
215,10.819999999999999,110,67.7900482137344540,70.41359410658658540
136,10.805,103,49.4252269637695342,52.04877285662166560
23,10.8,87,7.4484926781354318,10.07203857098756320
60,10.8,88,10.0720385709875632,12.69558446383969460
137,10.787971243338433,87,7.4484926781354318,10.07203857098756320
240,10.777857142857142,95,28.4368598209524830,31.06040571380461440
222,10.776666666666666,86,4.8249467852833004,7.44849267813543180
127,10.77,93,23.1897680352482202,25.81331392810035160
220,10.764107142857142,87,7.4484926781354318,10.07203857098756320
245,10.761018518518517,88,10.0720385709875632,12.69558446383969460
235,10.756943308007019,87,7.4484926781354318,10.07203857098756320
6,10.756666666666666,94,25.8133139281003516,28.43685982095248300
92,10.719166666666666,89,12.6955844638396946,15.31913035669182600
109,10.714999999999998,87,7.4484926781354318,10.07203857098756320
92,10.713846153846156,90,15.3191303566918260,17.94267624954395740
7,10.7,88,10.0720385709875632,12.69558446383969460
240,10.695471337579617,87,7.4484926781354318,10.07203857098756320
133,10.693928571428572,88,10.0720385709875632,12.69558446383969460
219,10.692865497076022,84,-0.4221450004209624,2.20140089243116900
113,10.6875,89,12.6955844638396946,15.31913035669182600
65,10.681333333333333,89,12.6955844638396946,15.31913035669182600
117,10.674093244529015,87,7.4484926781354318,10.07203857098756320
154,10.66242170712749,87,7.4484926781354318,10.07203857098756320
201,10.65,92,20.5662221423960888,23.18976803524822020
92,10.642245989304813,88,10.0720385709875632,12.69558446383969460
92,10.642166666666666,87,7.4484926781354318,10.07203857098756320
70,10.633873239436614,87,7.4484926781354318,10.07203857098756320
122,10.618,87,7.4484926781354318,10.07203857098756320
180,10.611955307262567,87,7.4484926781354318,10.07203857098756320
6,10.611118210862617,87,7.4484926781354318,10.07203857098756320
135,10.6,91,17.9426762495439574,20.56622214239608880
61,10.583125,88,10.0720385709875632,12.69558446383969460
72,10.579374999999999,91,17.9426762495439574,20.56622214239608880
18,10.575,87,7.4484926781354318,10.07203857098756320
145,10.570384615384615,91,17.9426762495439574,20.56622214239608880
-1,10.566666666666666,145,159.6141544635590530,162.23770035641118440
58,10.551111111111112,89,12.6955844638396946,15.31913035669182600
22,10.514901960784314,87,7.4484926781354318,10.07203857098756320
84,10.503333333333334,87,7.4484926781354318,10.07203857098756320
130,10.5,100,41.5545892852131400,44.17813517806527140
8,10.5,100,41.5545892852131400,44.17813517806527140
191,10.498155339805825,87,7.4484926781354318,10.07203857098756320
199,10.496153846153844,86,4.8249467852833004,7.44849267813543180
163,10.49,87,7.4484926781354318,10.07203857098756320
106,10.466356487549145,87,7.4484926781354318,10.07203857098756320
92,10.46267857142857,86,4.8249467852833004,7.44849267813543180
192,10.44875,87,7.4484926781354318,10.07203857098756320
75,10.415631067961167,91,17.9426762495439574,20.56622214239608880
136,10.411413210445465,87,7.4484926781354318,10.07203857098756320
132,10.410588235294119,87,7.4484926781354318,10.07203857098756320
164,10.408762886597936,87,7.4484926781354318,10.07203857098756320
31,10.4,89,12.6955844638396946,15.31913035669182600
235,10.4,100,41.5545892852131400,44.17813517806527140
215,10.376740890688263,87,7.4484926781354318,10.07203857098756320
75,10.376105442176874,87,7.4484926781354318,10.07203857098756320
75,10.37,147,164.8612462492633158,167.48479214211544720
109,10.36,89,12.6955844638396946,15.31913035669182600
239,10.356673029724574,87,7.4484926781354318,10.07203857098756320
