pickup_zone,avg_passenger_count,bkt_tip_amount,val_start,val_end
229,1.8286852589641434,91,17.9426762495439574,20.56622214239608880
95,1.8285714285714285,84,-0.4221450004209624,2.20140089243116900
86,1.8245614035087718,87,7.4484926781354318,10.07203857098756320
125,1.8235294117647058,84,-0.4221450004209624,2.20140089243116900
132,1.8235294117647058,87,7.4484926781354318,10.07203857098756320
151,1.821705426356589,84,-0.4221450004209624,2.20140089243116900
253,1.8214285714285714,88,10.0720385709875632,12.69558446383969460
199,1.8181818181818181,85,2.2014008924311690,4.82494678528330040
68,1.8181818181818181,91,17.9426762495439574,20.56622214239608880
151,1.8181818181818181,85,2.2014008924311690,4.82494678528330040
244,1.8181818181818181,84,-0.4221450004209624,2.20140089243116900
41,1.8167259786476868,90,15.3191303566918260,17.94267624954395740
259,1.8148148148148149,88,10.0720385709875632,12.69558446383969460
106,1.8146853146853146,89,12.6955844638396946,15.31913035669182600
92,1.813868613138686,84,-0.4221450004209624,2.20140089243116900
136,1.8125,90,15.3191303566918260,17.94267624954395740
61,1.8125,88,10.0720385709875632,12.69558446383969460
196,1.8125,89,12.6955844638396946,15.31913035669182600
157,1.8111111111111111,88,10.0720385709875632,12.69558446383969460
150,1.8082191780821917,86,4.8249467852833004,7.44849267813543180
255,1.8064516129032258,85,2.2014008924311690,4.82494678528330040
58,1.8018867924528301,84,-0.4221450004209624,2.20140089243116900
206,1.8,89,12.6955844638396946,15.31913035669182600
122,1.8,87,7.4484926781354318,10.07203857098756320
105,1.8,89,12.6955844638396946,15.31913035669182600
117,1.8,107,59.9194105351780598,62.54295642803019120
224,1.8,84,-0.4221450004209624,2.20140089243116900
41,1.8,122,99.2725989279600308,101.89614482081216220
229,1.8,99,38.9310433923610086,41.55458928521314000
-1,1.8,106,57.2958646423259284,59.91941053517805980
29,1.8,85,2.2014008924311690,4.82494678528330040
75,1.8,93,23.1897680352482202,25.81331392810035160
131,1.8,109,65.1665023208823226,67.79004821373445400
88,1.8,88,10.0720385709875632,12.69558446383969460
248,1.8,95,28.4368598209524830,31.06040571380461440
137,1.8,106,57.2958646423259284,59.91941053517805980
213,1.8,85,2.2014008924311690,4.82494678528330040
131,1.8,96,31.0604057138046144,33.68395160665674580
87,1.8,94,25.8133139281003516,28.43685982095248300
192,1.7983870967741935,85,2.2014008924311690,4.82494678528330040
64,1.7972350230414746,86,4.8249467852833004,7.44849267813543180
53,1.7966101694915255,85,2.2014008924311690,4.82494678528330040
197,1.7962466487935658,84,-0.4221450004209624,2.20140089243116900
248,1.793103448275862,92,20.5662221423960888,23.18976803524822020
34,1.7906976744186047,84,-0.4221450004209624,2.20140089243116900
178,1.7894736842105263,85,2.2014008924311690,4.82494678528330040
219,1.7890995260663507,88,10.0720385709875632,12.69558446383969460
164,1.7884615384615385,92,20.5662221423960888,23.18976803524822020
229,1.7872696817420435,90,15.3191303566918260,17.94267624954395740
91,1.7866666666666666,85,2.2014008924311690,4.82494678528330040
133,1.7857142857142858,87,7.4484926781354318,10.07203857098756320
133,1.7857142857142858,85,2.2014008924311690,4.82494678528330040
35,1.7857142857142858,86,4.8249467852833004,7.44849267813543180
228,1.7857142857142858,88,10.0720385709875632,12.69558446383969460
229,1.7786907696521501,88,10.0720385709875632,12.69558446383969460
157,1.7777777777777777,91,17.9426762495439574,20.56622214239608880
255,1.7777777777777777,86,4.8249467852833004,7.44849267813543180
199,1.7777777777777777,88,10.0720385709875632,12.69558446383969460
255,1.7777777777777777,88,10.0720385709875632,12.69558446383969460
122,1.7777777777777777,85,2.2014008924311690,4.82494678528330040
87,1.7777777777777777,93,23.1897680352482202,25.81331392810035160
175,1.7777777777777777,86,4.8249467852833004,7.44849267813543180
45,1.7777777777777777,90,15.3191303566918260,17.94267624954395740
39,1.7772805507745266,86,4.8249467852833004,7.44849267813543180
191,1.7766990291262137,87,7.4484926781354318,10.07203857098756320
160,1.7730061349693251,84,-0.4221450004209624,2.20140089243116900
105,1.7714285714285714,86,4.8249467852833004,7.44849267813543180
137,1.7711501509744716,84,-0.4221450004209624,2.20140089243116900
259,1.7704918032786885,87,7.4484926781354318,10.07203857098756320
157,1.7659574468085106,87,7.4484926781354318,10.07203857098756320
106,1.7649717514124295,88,10.0720385709875632,12.69558446383969460
109,1.7647058823529411,85,2.2014008924311690,4.82494678528330040
248,1.7647058823529411,93,23.1897680352482202,25.81331392810035160
8,1.7647058823529411,94,25.8133139281003516,28.43685982095248300
39,1.7643312101910829,88,10.0720385709875632,12.69558446383969460
39,1.7628702590447043,84,-0.4221450004209624,2.20140089243116900
150,1.7628336755646816,84,-0.4221450004209624,2.20140089243116900
39,1.7584403820816865,85,2.2014008924311690,4.82494678528330040
245,1.7575757575757576,89,12.6955844638396946,15.31913035669182600
253,1.756021756021756,86,4.8249467852833004,7.44849267813543180
118,1.755980861244019,84,-0.4221450004209624,2.20140089243116900
64,1.7537220843672456,84,-0.4221450004209624,2.20140089243116900
39,1.7530413625304135,87,7.4484926781354318,10.07203857098756320
87,1.7517831669044222,88,10.0720385709875632,12.69558446383969460
229,1.7513684817055604,87,7.4484926781354318,10.07203857098756320
45,1.7509727626459144,87,7.4484926781354318,10.07203857098756320
86,1.75,89,12.6955844638396946,15.31913035669182600
113,1.75,89,12.6955844638396946,15.31913035669182600
225,1.75,84,-0.4221450004209624,2.20140089243116900
70,1.75,85,2.2014008924311690,4.82494678528330040
170,1.75,84,-0.4221450004209624,2.20140089243116900
44,1.75,84,-0.4221450004209624,2.20140089243116900
235,1.75,105,54.6723187494737970,57.29586464232592840
58,1.75,90,15.3191303566918260,17.94267624954395740
136,1.75,92,20.5662221423960888,23.18976803524822020
26,1.75,86,4.8249467852833004,7.44849267813543180
51,1.75,90,15.3191303566918260,17.94267624954395740
79,1.75,87,7.4484926781354318,10.07203857098756320
141,1.74945295404814,84,-0.4221450004209624,2.20140089243116900
65,1.7483146067415731,86,4.8249467852833004,7.44849267813543180
141,1.7463768115942029,85,2.2014008924311690,4.82494678528330040
144,1.7454128440366972,84,-0.4221450004209624,2.20140089243116900
116,1.7452991452991453,87,7.4484926781354318,10.07203857098756320
136,1.7450076804915515,87,7.4484926781354318,10.07203857098756320
31,1.7446808510638299,85,2.2014008924311690,4.82494678528330040
65,1.7428571428571429,88,10.0720385709875632,12.69558446383969460
29,1.7428571428571429,84,-0.4221450004209624,2.20140089243116900
229,1.740677966101695,89,12.6955844638396946,15.31913035669182600
25,1.7380952380952381,86,4.8249467852833004,7.44849267813543180
240,1.7375231053604436,90,15.3191303566918260,17.94267624954395740
6,1.736842105263158,91,17.9426762495439574,20.56622214239608880
220,1.736842105263158,88,10.0720385709875632,12.69558446383969460
117,1.7367303609341826,90,15.3191303566918260,17.94267624954395740
221,1.7352941176470589,88,10.0720385709875632,12.69558446383969460
128,1.7351351351351352,86,4.8249467852833004,7.44849267813543180
106,1.7327586206896552,90,15.3191303566918260,17.94267624954395740
228,1.732620320855615,86,4.8249467852833004,7.44849267813543180
8,1.7315436241610738,90,15.3191303566918260,17.94267624954395740
137,1.7313612465952999,88,10.0720385709875632,12.69558446383969460
85,1.7299168975069252,89,12.6955844638396946,15.31913035669182600
240,1.7294832826747721,89,12.6955844638396946,15.31913035669182600
196,1.7281553398058251,88,10.0720385709875632,12.69558446383969460
33,1.7272727272727273,89,12.6955844638396946,15.31913035669182600
210,1.7272727272727273,84,-0.4221450004209624,2.20140089243116900
92,1.7272727272727273,88,10.0720385709875632,12.69558446383969460
193,1.7272727272727273,87,7.4484926781354318,10.07203857098756320
67,1.7272727272727273,84,-0.4221450004209624,2.20140089243116900
117,1.7272727272727273,94,25.8133139281003516,28.43685982095248300
220,1.7270693512304252,85,2.2014008924311690,4.82494678528330040
126,1.726829268292683,85,2.2014008924311690,4.82494678528330040
145,1.726027397260274,90,15.3191303566918260,17.94267624954395740
41,1.7252494244052188,89,12.6955844638396946,15.31913035669182600
145,1.7248423390391585,85,2.2014008924311690,4.82494678528330040
74,1.7246376811594204,86,4.8249467852833004,7.44849267813543180
43,1.7241379310344827,87,7.4484926781354318,10.07203857098756320
131,1.7234276456633686,84,-0.4221450004209624,2.20140089243116900
237,1.7230769230769232,84,-0.4221450004209624,2.20140089243116900
219,1.7230769230769232,85,2.2014008924311690,4.82494678528330040
203,1.7222222222222223,84,-0.4221450004209624,2.20140089243116900
17,1.7222222222222223,84,-0.4221450004209624,2.20140089243116900
117,1.7216494845360826,89,12.6955844638396946,15.31913035669182600
145,1.7212145110410095,86,4.8249467852833004,7.44849267813543180
215,1.7202797202797202,90,15.3191303566918260,17.94267624954395740
145,1.7200836711135028,84,-0.4221450004209624,2.20140089243116900
172,1.7195121951219512,86,4.8249467852833004,7.44849267813543180
137,1.7191291013163688,87,7.4484926781354318,10.07203857098756320
240,1.7166666666666666,91,17.9426762495439574,20.56622214239608880
131,1.7161554618202017,88,10.0720385709875632,12.69558446383969460
96,1.7159309021113245,86,4.8249467852833004,7.44849267813543180
86,1.7157287157287158,84,-0.4221450004209624,2.20140089243116900
248,1.7155963302752293,91,17.9426762495439574,20.56622214239608880
137,1.7144992526158445,90,15.3191303566918260,17.94267624954395740
221,1.7142857142857142,86,4.8249467852833004,7.44849267813543180
91,1.7142857142857142,89,12.6955844638396946,15.31913035669182600
223,1.7142857142857142,84,-0.4221450004209624,2.20140089243116900
94,1.7142857142857142,88,10.0720385709875632,12.69558446383969460
-1,1.7142857142857142,104,52.0487728566216656,54.67231874947379700
253,1.7142857142857142,89,12.6955844638396946,15.31913035669182600
131,1.7142857142857142,108,62.5429564280301912,65.16650232088232260
52,1.7142857142857142,86,4.8249467852833004,7.44849267813543180
172,1.7142188085425254,84,-0.4221450004209624,2.20140089243116900
253,1.7140048753636865,85,2.2014008924311690,4.82494678528330040
75,1.7134986225895317,88,10.0720385709875632,12.69558446383969460
33,1.7128794093519277,85,2.2014008924311690,4.82494678528330040
114,1.7125,90,15.3191303566918260,17.94267624954395740
253,1.7116935483870968,87,7.4484926781354318,10.07203857098756320
226,1.7116564417177915,87,7.4484926781354318,10.07203857098756320
75,1.710168459508829,86,4.8249467852833004,7.44849267813543180
25,1.709480122324159,84,-0.4221450004209624,2.20140089243116900
114,1.709413369713506,88,10.0720385709875632,12.69558446383969460
36,1.7092877967513536,85,2.2014008924311690,4.82494678528330040
33,1.7090604829070046,84,-0.4221450004209624,2.20140089243116900
131,1.7079268292682928,89,12.6955844638396946,15.31913035669182600
75,1.707208924379527,85,2.2014008924311690,4.82494678528330040
245,1.7071320182094083,85,2.2014008924311690,4.82494678528330040
248,1.7064303380049464,86,4.8249467852833004,7.44849267813543180
114,1.7058823529411764,93,23.1897680352482202,25.81331392810035160
50,1.7058823529411764,84,-0.4221450004209624,2.20140089243116900
117,1.7055762081784387,88,10.0720385709875632,12.69558446383969460
75,1.7054421768707484,87,7.4484926781354318,10.07203857098756320
154,1.7051142546245919,90,15.3191303566918260,17.94267624954395740
197,1.7045454545454546,86,4.8249467852833004,7.44849267813543180
235,1.7042665108123904,87,7.4484926781354318,10.07203857098756320
137,1.7037855691056911,86,4.8249467852833004,7.44849267813543180
30,1.7034883720930232,87,7.4484926781354318,10.07203857098756320
87,1.702802359882006,87,7.4484926781354318,10.07203857098756320
219,1.7024793388429753,89,12.6955844638396946,15.31913035669182600
39,1.7023809523809523,90,15.3191303566918260,17.94267624954395740
51,1.7017857142857142,86,4.8249467852833004,7.44849267813543180
172,1.7013202762962316,85,2.2014008924311690,4.82494678528330040
43,1.7011027881814398,85,2.2014008924311690,4.82494678528330040
198,1.7,87,7.4484926781354318,10.07203857098756320
63,1.7,85,2.2014008924311690,4.82494678528330040
127,1.7,88,10.0720385709875632,12.69558446383969460
229,1.6999943955612846,84,-0.4221450004209624,2.20140089243116900
131,1.6996805111821087,90,15.3191303566918260,17.94267624954395740
70,1.6995073891625616,88,10.0720385709875632,12.69558446383969460
116,1.6989164086687307,86,4.8249467852833004,7.44849267813543180
154,1.6983206371191135,88,10.0720385709875632,12.69558446383969460
248,1.6977933032291046,85,2.2014008924311690,4.82494678528330040
8,1.696271117991519,84,-0.4221450004209624,2.20140089243116900
33,1.6956521739130435,88,10.0720385709875632,12.69558446383969460
46,1.6953125,84,-0.4221450004209624,2.20140089243116900
175,1.6953125,84,-0.4221450004209624,2.20140089243116900
96,1.6923076923076923,88,10.0720385709875632,12.69558446383969460
229,1.6923076923076923,92,20.5662221423960888,23.18976803524822020
206,1.6923076923076923,88,10.0720385709875632,12.69558446383969460
6,1.691399662731872,86,4.8249467852833004,7.44849267813543180
114,1.6913907284768213,87,7.4484926781354318,10.07203857098756320
227,1.691358024691358,87,7.4484926781354318,10.07203857098756320
236,1.6902654867256637,86,4.8249467852833004,7.44849267813543180
85,1.6902030875594138,84,-0.4221450004209624,2.20140089243116900
75,1.689942149599107,84,-0.4221450004209624,2.20140089243116900
94,1.6896551724137931,87,7.4484926781354318,10.07203857098756320
30,1.6893203883495145,84,-0.4221450004209624,2.20140089243116900
117,1.6886774500475736,87,7.4484926781354318,10.07203857098756320
226,1.688670829616414,86,4.8249467852833004,7.44849267813543180
239,1.6883239171374764,88,10.0720385709875632,12.69558446383969460
25,1.6881720430107527,88,10.0720385709875632,12.69558446383969460
215,1.6880336088900936,86,4.8249467852833004,7.44849267813543180
85,1.6879432624113475,90,15.3191303566918260,17.94267624954395740
114,1.6876999127653387,86,4.8249467852833004,7.44849267813543180
188,1.6875,85,2.2014008924311690,4.82494678528330040
180,1.687150837988827,87,7.4484926781354318,10.07203857098756320
43,1.6864836394759366,84,-0.4221450004209624,2.20140089243116900
215,1.686313777251832,84,-0.4221450004209624,2.20140089243116900
73,1.6862745098039216,84,-0.4221450004209624,2.20140089243116900
114,1.685933897002306,85,2.2014008924311690,4.82494678528330040
36,1.6859107628338397,84,-0.4221450004209624,2.20140089243116900
86,1.6858108108108107,85,2.2014008924311690,4.82494678528330040
116,1.6857652978412596,84,-0.4221450004209624,2.20140089243116900
171,1.6853218977309739,85,2.2014008924311690,4.82494678528330040
248,1.6853203568532036,88,10.0720385709875632,12.69558446383969460
56,1.6850828729281768,84,-0.4221450004209624,2.20140089243116900
198,1.6850477200424179,84,-0.4221450004209624,2.20140089243116900
253,1.6849290023767445,84,-0.4221450004209624,2.20140089243116900
131,1.684425328854425,87,7.4484926781354318,10.07203857098756320
41,1.6843675417661097,88,10.0720385709875632,12.69558446383969460
215,1.6842105263157894,91,17.9426762495439574,20.56622214239608880
212,1.6833333333333333,84,-0.4221450004209624,2.20140089243116900
92,1.6833333333333333,87,7.4484926781354318,10.07203857098756320
117,1.6828570603022335,85,2.2014008924311690,4.82494678528330040
65,1.6824324324324325,85,2.2014008924311690,4.82494678528330040
171,1.682196706297383,84,-0.4221450004209624,2.20140089243116900
259,1.6818593419861152,84,-0.4221450004209624,2.20140089243116900
51,1.681764705882353,85,2.2014008924311690,4.82494678528330040
239,1.6817102137767221,90,15.3191303566918260,17.94267624954395740
122,1.6808510638297873,84,-0.4221450004209624,2.20140089243116900
248,1.6801572100196513,84,-0.4221450004209624,2.20140089243116900
240,1.68,94,25.8133139281003516,28.43685982095248300
117,1.6795817958179582,86,4.8249467852833004,7.44849267813543180
64,1.6793893129770991,85,2.2014008924311690,4.82494678528330040
164,1.6791707798617967,88,10.0720385709875632,12.69558446383969460
33,1.6788732394366197,86,4.8249467852833004,7.44849267813543180
154,1.6788395998240986,84,-0.4221450004209624,2.20140089243116900
117,1.6784801337337738,84,-0.4221450004209624,2.20140089243116900
145,1.6782820097244733,87,7.4484926781354318,10.07203857098756320
229,1.6781422036132434,86,4.8249467852833004,7.44849267813543180
143,1.6774193548387097,91,17.9426762495439574,20.56622214239608880
36,1.6774193548387097,88,10.0720385709875632,12.69558446383969460
65,1.6769146807349464,84,-0.4221450004209624,2.20140089243116900
114,1.6766353647265548,84,-0.4221450004209624,2.20140089243116900
228,1.6764705882352942,87,7.4484926781354318,10.07203857098756320
245,1.6759259259259258,88,10.0720385709875632,12.69558446383969460
235,1.6757025890683779,86,4.8249467852833004,7.44849267813543180
136,1.6756557074251939,85,2.2014008924311690,4.82494678528330040
206,1.6755555555555555,84,-0.4221450004209624,2.20140089243116900
116,1.6755136986301369,85,2.2014008924311690,4.82494678528330040
239,1.6754840469048269,87,7.4484926781354318,10.07203857098756320
227,1.6747730490547181,84,-0.4221450004209624,2.20140089243116900
136,1.6744186046511629,91,17.9426762495439574,20.56622214239608880
127,1.674342105263158,85,2.2014008924311690,4.82494678528330040
85,1.6742748454588683,88,10.0720385709875632,12.69558446383969460
157,1.6741071428571428,86,4.8249467852833004,7.44849267813543180
229,1.673913043478261,93,23.1897680352482202,25.81331392810035160
18,1.673913043478261,84,-0.4221450004209624,2.20140089243116900
106,1.6736179505845072,85,2.2014008924311690,4.82494678528330040
150,1.6728971962616823,85,2.2014008924311690,4.82494678528330040
164,1.6724738675958188,90,15.3191303566918260,17.94267624954395740
137,1.6723798819893227,89,12.6955844638396946,15.31913035669182600
154,1.6722689075630253,91,17.9426762495439574,20.56622214239608880
227,1.6719893546240852,85,2.2014008924311690,4.82494678528330040
154,1.6718785717551319,87,7.4484926781354318,10.07203857098756320
70,1.6717241379310346,86,4.8249467852833004,7.44849267813543180
235,1.6713295667344228,84,-0.4221450004209624,2.20140089243116900
106,1.6712650575129064,84,-0.4221450004209624,2.20140089243116900
45,1.6710315645013725,84,-0.4221450004209624,2.20140089243116900
240,1.670887818306951,86,4.8249467852833004,7.44849267813543180
137,1.6704814698913675,85,2.2014008924311690,4.82494678528330040
106,1.6702197441784192,86,4.8249467852833004,7.44849267813543180
229,1.6690041505032147,85,2.2014008924311690,4.82494678528330040
191,1.6689725851908788,84,-0.4221450004209624,2.20140089243116900
87,1.6679063142902357,84,-0.4221450004209624,2.20140089243116900
136,1.6674500587544065,88,10.0720385709875632,12.69558446383969460
236,1.6674157303370787,84,-0.4221450004209624,2.20140089243116900
8,1.6673702958540848,85,2.2014008924311690,4.82494678528330040
237,1.6666666666666667,85,2.2014008924311690,4.82494678528330040
85,1.6666666666666667,92,20.5662221423960888,23.18976803524822020
248,1.6666666666666667,107,59.9194105351780598,62.54295642803019120
75,1.6666666666666667,107,59.9194105351780598,62.54295642803019120
116,1.6666666666666667,96,31.0604057138046144,33.68395160665674580
117,1.6666666666666667,109,65.1665023208823226,67.79004821373445400
131,1.6666666666666667,103,49.4252269637695342,52.04877285662166560
114,1.6666666666666667,103,49.4252269637695342,52.04877285662166560
-1,1.6666666666666667,118,88.7784153565515052,91.40196124940363660
74,1.6666666666666667,91,17.9426762495439574,20.56622214239608880
180,1.6666666666666667,94,25.8133139281003516,28.43685982095248300
82,1.6666666666666667,84,-0.4221450004209624,2.20140089243116900
180,1.6666666666666667,90,15.3191303566918260,17.94267624954395740
239,1.6666666666666667,104,52.0487728566216656,54.67231874947379700
240,1.6666666666666667,102,46.8016810709174028,49.42522696376953420
239,1.6666666666666667,98,36.3074974995088772,38.93104339236100860
53,1.6666666666666667,88,10.0720385709875632,12.69558446383969460
117,1.6666666666666667,97,33.6839516066567458,36.30749749950887720
215,1.6666666666666667,96,31.0604057138046144,33.68395160665674580
229,1.6666666666666667,98,36.3074974995088772,38.93104339236100860
88,1.6666666666666667,85,2.2014008924311690,4.82494678528330040
62,1.6666666666666667,85,2.2014008924311690,4.82494678528330040
39,1.6666666666666667,95,28.4368598209524830,31.06040571380461440
154,1.6666666666666667,104,52.0487728566216656,54.67231874947379700
136,1.6666666666666667,93,23.1897680352482202,25.81331392810035160
221,1.6666666666666667,91,17.9426762495439574,20.56622214239608880
75,1.6666666666666667,111,70.4135941065865854,73.03713999943871680
51,1.6666666666666667,95,28.4368598209524830,31.06040571380461440
79,1.6666666666666667,91,17.9426762495439574,20.56622214239608880
136,1.6657592844643205,86,4.8249467852833004,7.44849267813543180
154,1.6654392799331164,86,4.8249467852833004,7.44849267813543180
72,1.665034965034965,86,4.8249467852833004,7.44849267813543180
45,1.6649681528662421,85,2.2014008924311690,4.82494678528330040
191,1.6649451258876695,85,2.2014008924311690,4.82494678528330040
87,1.664915138458305,85,2.2014008924311690,4.82494678528330040
245,1.6646363747106834,84,-0.4221450004209624,2.20140089243116900
157,1.6644920782851818,84,-0.4221450004209624,2.20140089243116900
51,1.6644489441712467,84,-0.4221450004209624,2.20140089243116900
154,1.6642136822022349,89,12.6955844638396946,15.31913035669182600
70,1.6637323943661972,87,7.4484926781354318,10.07203857098756320
85,1.6636981331222376,86,4.8249467852833004,7.44849267813543180
136,1.6635222779099659,84,-0.4221450004209624,2.20140089243116900
240,1.6634723184440066,84,-0.4221450004209624,2.20140089243116900
215,1.6632891343635146,85,2.2014008924311690,4.82494678528330040
181,1.6629213483146068,84,-0.4221450004209624,2.20140089243116900
72,1.6629019979783106,84,-0.4221450004209624,2.20140089243116900
240,1.6628078346664867,85,2.2014008924311690,4.82494678528330040
75,1.6626984126984128,89,12.6955844638396946,15.31913035669182600
164,1.6622822609313899,87,7.4484926781354318,10.07203857098756320
248,1.6614583333333333,90,15.3191303566918260,17.94267624954395740
30,1.6614356291775647,85,2.2014008924311690,4.82494678528330040
180,1.6614173228346456,85,2.2014008924311690,4.82494678528330040
154,1.661286358271279,85,2.2014008924311690,4.82494678528330040
240,1.661232957913456,88,10.0720385709875632,12.69558446383969460
220,1.6609589041095891,84,-0.4221450004209624,2.20140089243116900
43,1.6603028308097432,86,4.8249467852833004,7.44849267813543180
116,1.6602564102564104,88,10.0720385709875632,12.69558446383969460
239,1.6600143068850504,84,-0.4221450004209624,2.20140089243116900
106,1.6598951507208388,87,7.4484926781354318,10.07203857098756320
171,1.6590909090909092,88,10.0720385709875632,12.69558446383969460
41,1.658299131905579,85,2.2014008924311690,4.82494678528330040
41,1.6581069858824007,84,-0.4221450004209624,2.20140089243116900
127,1.658100558659218,84,-0.4221450004209624,2.20140089243116900
239,1.6580691365026048,85,2.2014008924311690,4.82494678528330040
248,1.657085020242915,87,7.4484926781354318,10.07203857098756320
70,1.6567887931034482,84,-0.4221450004209624,2.20140089243116900
236,1.6566164154103853,85,2.2014008924311690,4.82494678528330040
117,1.6565217391304348,91,17.9426762495439574,20.56622214239608880
172,1.6563706563706564,87,7.4484926781354318,10.07203857098756320
235,1.6560624119622929,85,2.2014008924311690,4.82494678528330040
116,1.6559139784946237,89,12.6955844638396946,15.31913035669182600
239,1.6547619047619047,92,20.5662221423960888,23.18976803524822020
171,1.6546039404905508,86,4.8249467852833004,7.44849267813543180
239,1.654229366750552,86,4.8249467852833004,7.44849267813543180
135,1.6538461538461537,85,2.2014008924311690,4.82494678528330040
199,1.6538461538461537,86,4.8249467852833004,7.44849267813543180
239,1.6531365313653137,91,17.9426762495439574,20.56622214239608880
226,1.6530639337298216,84,-0.4221450004209624,2.20140089243116900
113,1.653061224489796,86,4.8249467852833004,7.44849267813543180
240,1.6530254777070064,87,7.4484926781354318,10.07203857098756320
131,1.6528626386060195,86,4.8249467852833004,7.44849267813543180
49,1.6526315789473685,86,4.8249467852833004,7.44849267813543180
85,1.65249454571681,85,2.2014008924311690,4.82494678528330040
180,1.6524633821571237,86,4.8249467852833004,7.44849267813543180
75,1.6521739130434783,90,15.3191303566918260,17.94267624954395740
127,1.6521739130434783,86,4.8249467852833004,7.44849267813543180
180,1.6511922881785897,84,-0.4221450004209624,2.20140089243116900
15,1.6509499375953405,84,-0.4221450004209624,2.20140089243116900
22,1.6504237288135593,86,4.8249467852833004,7.44849267813543180
164,1.6500002413325419,84,-0.4221450004209624,2.20140089243116900
157,1.6498340937370386,85,2.2014008924311690,4.82494678528330040
164,1.6496124031007753,89,12.6955844638396946,15.31913035669182600
128,1.6492537313432836,89,12.6955844638396946,15.31913035669182600
235,1.6483909415971394,88,10.0720385709875632,12.69558446383969460
164,1.6477532827370196,86,4.8249467852833004,7.44849267813543180
72,1.647676275956492,85,2.2014008924311690,4.82494678528330040
41,1.6472430224642614,87,7.4484926781354318,10.07203857098756320
192,1.6470588235294117,86,4.8249467852833004,7.44849267813543180
212,1.6470588235294117,86,4.8249467852833004,7.44849267813543180
248,1.6467391304347827,89,12.6955844638396946,15.31913035669182600
49,1.646562123039807,85,2.2014008924311690,4.82494678528330040
215,1.6464237516869096,87,7.4484926781354318,10.07203857098756320
41,1.6454545454545455,92,20.5662221423960888,23.18976803524822020
85,1.6447266131122051,87,7.4484926781354318,10.07203857098756320
164,1.6441407571713222,85,2.2014008924311690,4.82494678528330040
61,1.6432748538011697,85,2.2014008924311690,4.82494678528330040
226,1.6428571428571428,88,10.0720385709875632,12.69558446383969460
68,1.6427697577685343,85,2.2014008924311690,4.82494678528330040
145,1.6423017107309488,88,10.0720385709875632,12.69558446383969460
161,1.6412213740458015,85,2.2014008924311690,4.82494678528330040
171,1.6412037037037037,87,7.4484926781354318,10.07203857098756320
221,1.641025641025641,84,-0.4221450004209624,2.20140089243116900
198,1.6407766990291262,86,4.8249467852833004,7.44849267813543180
93,1.6407407407407408,84,-0.4221450004209624,2.20140089243116900
226,1.640424717811364,85,2.2014008924311690,4.82494678528330040
154,1.6394849785407726,93,23.1897680352482202,25.81331392810035160
85,1.6394557823129252,91,17.9426762495439574,20.56622214239608880
49,1.6393983859134262,84,-0.4221450004209624,2.20140089243116900
61,1.6390053924505692,84,-0.4221450004209624,2.20140089243116900
8,1.638753526545268,86,4.8249467852833004,7.44849267813543180
143,1.6385542168674698,89,12.6955844638396946,15.31913035669182600
243,1.6375545851528384,84,-0.4221450004209624,2.20140089243116900
126,1.6370967741935485,86,4.8249467852833004,7.44849267813543180
259,1.6367041198501873,86,4.8249467852833004,7.44849267813543180
126,1.6365894039735098,84,-0.4221450004209624,2.20140089243116900
113,1.636529680365297,85,2.2014008924311690,4.82494678528330040
53,1.6363636363636365,87,7.4484926781354318,10.07203857098756320
69,1.6363636363636365,85,2.2014008924311690,4.82494678528330040
227,1.6363636363636365,90,15.3191303566918260,17.94267624954395740
235,1.6363636363636365,92,20.5662221423960888,23.18976803524822020
41,1.6358869994136112,86,4.8249467852833004,7.44849267813543180
147,1.6354166666666667,84,-0.4221450004209624,2.20140089243116900
8,1.6353453640323585,87,7.4484926781354318,10.07203857098756320
79,1.6342717258261934,84,-0.4221450004209624,2.20140089243116900
6,1.6342489482801288,84,-0.4221450004209624,2.20140089243116900
9,1.6341463414634145,86,4.8249467852833004,7.44849267813543180
243,1.6338028169014085,85,2.2014008924311690,4.82494678528330040
106,1.6323529411764706,91,17.9426762495439574,20.56622214239608880
228,1.6322869955156951,84,-0.4221450004209624,2.20140089243116900
87,1.6310679611650485,90,15.3191303566918260,17.94267624954395740
87,1.629491458865109,86,4.8249467852833004,7.44849267813543180
36,1.6294466403162056,86,4.8249467852833004,7.44849267813543180
252,1.627906976744186,84,-0.4221450004209624,2.20140089243116900
135,1.6266318537859008,84,-0.4221450004209624,2.20140089243116900
45,1.6263736263736264,86,4.8249467852833004,7.44849267813543180
45,1.6260162601626016,88,10.0720385709875632,12.69558446383969460
97,1.6258064516129032,84,-0.4221450004209624,2.20140089243116900
143,1.625,83,-3.0456908932730938,-0.42214500042096240
95,1.625,85,2.2014008924311690,4.82494678528330040
141,1.625,88,10.0720385709875632,12.69558446383969460
77,1.625,84,-0.4221450004209624,2.20140089243116900
134,1.625,87,7.4484926781354318,10.07203857098756320
215,1.6244444444444444,88,10.0720385709875632,12.69558446383969460
193,1.6240875912408759,85,2.2014008924311690,4.82494678528330040
114,1.6240601503759398,89,12.6955844638396946,15.31913035669182600
255,1.6231884057971016,84,-0.4221450004209624,2.20140089243116900
259,1.6228646517739815,85,2.2014008924311690,4.82494678528330040
61,1.6227106227106227,86,4.8249467852833004,7.44849267813543180
196,1.6222222222222222,86,4.8249467852833004,7.44849267813543180
