pickup_zone,avg_passenger_count,bkt_tip_percentage,val_start,val_end
144,1.6842105263157894,898,0.19863805281041308,0.287203722505413540
198,1.683794466403162,895,-0.06705895627458830,0.021506713420412160
65,1.683385579937304,896,0.02150671342041216,0.110072383115412620
226,1.6830831305998932,895,-0.06705895627458830,0.021506713420412160
113,1.68262987012987,898,0.19863805281041308,0.287203722505413540
245,1.682011100228534,895,-0.06705895627458830,0.021506713420412160
181,1.6809815950920246,895,-0.06705895627458830,0.021506713420412160
75,1.68081347712214,897,0.11007238311541262,0.198638052810413080
145,1.6800168888352736,896,0.02150671342041216,0.110072383115412620
114,1.68,903,0.64146640128541538,0.730032070980415840
31,1.68,896,0.02150671342041216,0.110072383115412620
227,1.6795428087628321,895,-0.06705895627458830,0.021506713420412160
33,1.678396871945259,897,0.11007238311541262,0.198638052810413080
221,1.678082191780822,895,-0.06705895627458830,0.021506713420412160
157,1.6773267732677326,895,-0.06705895627458830,0.021506713420412160
240,1.6770142249910942,895,-0.06705895627458830,0.021506713420412160
85,1.6769722814498933,898,0.19863805281041308,0.287203722505413540
239,1.6765432098765432,901,0.46433506189541446,0.552900731590414920
164,1.6761756982573406,895,-0.06705895627458830,0.021506713420412160
61,1.6753507014028055,898,0.19863805281041308,0.287203722505413540
239,1.6751029273085125,895,-0.06705895627458830,0.021506713420412160
133,1.675,898,0.19863805281041308,0.287203722505413540
191,1.6747868453105967,895,-0.06705895627458830,0.021506713420412160
164,1.6741473352171914,898,0.19863805281041308,0.287203722505413540
96,1.6741186586414445,898,0.19863805281041308,0.287203722505413540
97,1.673913043478261,895,-0.06705895627458830,0.021506713420412160
131,1.6727272727272726,901,0.46433506189541446,0.552900731590414920
105,1.672686230248307,898,0.19863805281041308,0.287203722505413540
229,1.6724137931034482,900,0.37576939220041400,0.464335061895414460
72,1.6723682194299725,895,-0.06705895627458830,0.021506713420412160
71,1.6721311475409837,896,0.02150671342041216,0.110072383115412620
56,1.6676829268292683,895,-0.06705895627458830,0.021506713420412160
116,1.6671933352484918,897,0.11007238311541262,0.198638052810413080
145,1.6666666666666667,905,0.81859774067541630,0.907163410370416760
196,1.6666666666666667,899,0.28720372250541354,0.375769392200414000
245,1.6666666666666667,903,0.64146640128541538,0.730032070980415840
51,1.6666666666666667,900,0.37576939220041400,0.464335061895414460
74,1.6666666666666667,902,0.55290073159041492,0.641466401285415380
113,1.6666666666666667,904,0.73003207098041584,0.818597740675416300
252,1.6666666666666667,897,0.11007238311541262,0.198638052810413080
238,1.6666666666666667,898,0.19863805281041308,0.287203722505413540
134,1.6666666666666667,896,0.02150671342041216,0.110072383115412620
45,1.6666666666666667,902,0.55290073159041492,0.641466401285415380
240,1.6666666666666667,902,0.55290073159041492,0.641466401285415380
87,1.6666666666666667,902,0.55290073159041492,0.641466401285415380
9,1.6666666666666667,896,0.02150671342041216,0.110072383115412620
15,1.6666666666666667,904,0.73003207098041584,0.818597740675416300
70,1.6666666666666667,904,0.73003207098041584,0.818597740675416300
171,1.6666666666666667,901,0.46433506189541446,0.552900731590414920
78,1.6666666666666667,898,0.19863805281041308,0.287203722505413540
4,1.6666666666666667,895,-0.06705895627458830,0.021506713420412160
86,1.6666666666666667,899,0.28720372250541354,0.375769392200414000
248,1.6666666666666667,899,0.28720372250541354,0.375769392200414000
6,1.6666666666666667,900,0.37576939220041400,0.464335061895414460
220,1.6666666666666667,895,-0.06705895627458830,0.021506713420412160
216,1.6666666666666667,898,0.19863805281041308,0.287203722505413540
50,1.6666666666666667,898,0.19863805281041308,0.287203722505413540
82,1.6666666666666667,895,-0.06705895627458830,0.021506713420412160
36,1.6659559346126511,897,0.11007238311541262,0.198638052810413080
43,1.664445014098949,896,0.02150671342041216,0.110072383115412620
236,1.664423076923077,897,0.11007238311541262,0.198638052810413080
228,1.664271047227926,895,-0.06705895627458830,0.021506713420412160
141,1.6641556811048337,896,0.02150671342041216,0.110072383115412620
227,1.6638709677419354,898,0.19863805281041308,0.287203722505413540
127,1.662914120295915,895,-0.06705895627458830,0.021506713420412160
248,1.660840640416517,897,0.11007238311541262,0.198638052810413080
227,1.6594772900279118,897,0.11007238311541262,0.198638052810413080
255,1.6594202898550725,897,0.11007238311541262,0.198638052810413080
171,1.6590909090909092,897,0.11007238311541262,0.198638052810413080
152,1.6585365853658536,897,0.11007238311541262,0.198638052810413080
114,1.6582776212313757,897,0.11007238311541262,0.198638052810413080
212,1.6575875486381324,895,-0.06705895627458830,0.021506713420412160
201,1.6566265060240963,895,-0.06705895627458830,0.021506713420412160
43,1.6566197680579267,897,0.11007238311541262,0.198638052810413080
192,1.65625,897,0.11007238311541262,0.198638052810413080
39,1.6559139784946237,900,0.37576939220041400,0.464335061895414460
136,1.6551451259334722,897,0.11007238311541262,0.198638052810413080
75,1.6547962627794355,896,0.02150671342041216,0.110072383115412620
49,1.6541850220264318,898,0.19863805281041308,0.287203722505413540
65,1.653977550024402,897,0.11007238311541262,0.198638052810413080
237,1.6538461538461537,897,0.11007238311541262,0.198638052810413080
243,1.6538461538461537,896,0.02150671342041216,0.110072383115412620
79,1.6537073035267982,895,-0.06705895627458830,0.021506713420412160
126,1.6536536536536537,895,-0.06705895627458830,0.021506713420412160
180,1.6535752401280683,895,-0.06705895627458830,0.021506713420412160
25,1.6534090909090908,897,0.11007238311541262,0.198638052810413080
171,1.652888182299947,896,0.02150671342041216,0.110072383115412620
8,1.6527542156361779,897,0.11007238311541262,0.198638052810413080
46,1.652542372881356,895,-0.06705895627458830,0.021506713420412160
106,1.6522761441907625,897,0.11007238311541262,0.198638052810413080
241,1.6521739130434783,895,-0.06705895627458830,0.021506713420412160
117,1.650921422515729,897,0.11007238311541262,0.198638052810413080
70,1.6506806282722513,895,-0.06705895627458830,0.021506713420412160
252,1.65,895,-0.06705895627458830,0.021506713420412160
206,1.65,895,-0.06705895627458830,0.021506713420412160
245,1.6499851939591352,897,0.11007238311541262,0.198638052810413080
61,1.6497860199714693,897,0.11007238311541262,0.198638052810413080
215,1.6497402379755322,897,0.11007238311541262,0.198638052810413080
96,1.6488376488376488,895,-0.06705895627458830,0.021506713420412160
128,1.648780487804878,896,0.02150671342041216,0.110072383115412620
49,1.6484893146647015,897,0.11007238311541262,0.198638052810413080
240,1.6482412060301508,900,0.37576939220041400,0.464335061895414460
6,1.6480473213685556,895,-0.06705895627458830,0.021506713420412160
157,1.6479299363057325,897,0.11007238311541262,0.198638052810413080
240,1.6476244542918872,897,0.11007238311541262,0.198638052810413080
70,1.6473899692937564,897,0.11007238311541262,0.198638052810413080
191,1.6469155844155845,897,0.11007238311541262,0.198638052810413080
137,1.6455672543766744,896,0.02150671342041216,0.110072383115412620
191,1.6455331412103746,896,0.02150671342041216,0.110072383115412620
85,1.6442851473360451,897,0.11007238311541262,0.198638052810413080
9,1.6436781609195403,897,0.11007238311541262,0.198638052810413080
68,1.643491577335375,895,-0.06705895627458830,0.021506713420412160
130,1.6422018348623852,895,-0.06705895627458830,0.021506713420412160
161,1.6421052631578947,897,0.11007238311541262,0.198638052810413080
235,1.6420995622151013,897,0.11007238311541262,0.198638052810413080
75,1.6420233463035019,900,0.37576939220041400,0.464335061895414460
87,1.6420022113206738,897,0.11007238311541262,0.198638052810413080
239,1.6419037257382327,897,0.11007238311541262,0.198638052810413080
248,1.6419000517568578,896,0.02150671342041216,0.110072383115412620
131,1.6418492308996144,896,0.02150671342041216,0.110072383115412620
61,1.6409185803757829,895,-0.06705895627458830,0.021506713420412160
117,1.6408488063660478,899,0.28720372250541354,0.375769392200414000
229,1.6405857633372622,897,0.11007238311541262,0.198638052810413080
106,1.6401964024361455,896,0.02150671342041216,0.110072383115412620
30,1.6401384083044983,897,0.11007238311541262,0.198638052810413080
6,1.6399201596806388,898,0.19863805281041308,0.287203722505413540
72,1.6393635234482526,897,0.11007238311541262,0.198638052810413080
154,1.6386211362376464,897,0.11007238311541262,0.198638052810413080
116,1.6380749078206869,896,0.02150671342041216,0.110072383115412620
245,1.6363636363636365,901,0.46433506189541446,0.552900731590414920
239,1.6359068437843054,896,0.02150671342041216,0.110072383115412620
240,1.6353145336225596,896,0.02150671342041216,0.110072383115412620
199,1.635135135135135,898,0.19863805281041308,0.287203722505413540
135,1.6350148367952522,895,-0.06705895627458830,0.021506713420412160
193,1.634864546525324,895,-0.06705895627458830,0.021506713420412160
136,1.6344558321132259,896,0.02150671342041216,0.110072383115412620
180,1.6344179951954576,897,0.11007238311541262,0.198638052810413080
117,1.6344086021505377,901,0.46433506189541446,0.552900731590414920
113,1.634347455217515,895,-0.06705895627458830,0.021506713420412160
192,1.6343042071197411,895,-0.06705895627458830,0.021506713420412160
114,1.63365712785508,896,0.02150671342041216,0.110072383115412620
255,1.6333333333333333,895,-0.06705895627458830,0.021506713420412160
172,1.632905793896506,896,0.02150671342041216,0.110072383115412620
226,1.6323313466355704,897,0.11007238311541262,0.198638052810413080
51,1.6320040383644623,895,-0.06705895627458830,0.021506713420412160
109,1.6319018404907975,895,-0.06705895627458830,0.021506713420412160
31,1.631578947368421,901,0.46433506189541446,0.552900731590414920
39,1.6304347826086956,901,0.46433506189541446,0.552900731590414920
164,1.629736557199567,897,0.11007238311541262,0.198638052810413080
43,1.6296296296296295,900,0.37576939220041400,0.464335061895414460
41,1.628304648486002,897,0.11007238311541262,0.198638052810413080
74,1.6276346604215457,895,-0.06705895627458830,0.021506713420412160
22,1.625968992248062,898,0.19863805281041308,0.287203722505413540
229,1.625,902,0.55290073159041492,0.641466401285415380
259,1.625,901,0.46433506189541446,0.552900731590414920
181,1.625,896,0.02150671342041216,0.110072383115412620
147,1.625,897,0.11007238311541262,0.198638052810413080
229,1.625,906,0.90716341037041676,0.995729080065417220
77,1.625,895,-0.06705895627458830,0.021506713420412160
235,1.625,902,0.55290073159041492,0.641466401285415380
43,1.625,902,0.55290073159041492,0.641466401285415380
15,1.6246081504702194,895,-0.06705895627458830,0.021506713420412160
215,1.6244205704313683,896,0.02150671342041216,0.110072383115412620
154,1.6236150396688513,896,0.02150671342041216,0.110072383115412620
49,1.6235955056179776,895,-0.06705895627458830,0.021506713420412160
87,1.623538056457045,896,0.02150671342041216,0.110072383115412620
253,1.6225165562913908,899,0.28720372250541354,0.375769392200414000
68,1.622093023255814,898,0.19863805281041308,0.287203722505413540
8,1.6213459065580798,896,0.02150671342041216,0.110072383115412620
164,1.620527909257601,896,0.02150671342041216,0.110072383115412620
253,1.6201575837163493,896,0.02150671342041216,0.110072383115412620
236,1.619205298013245,898,0.19863805281041308,0.287203722505413540
117,1.6187070938215102,896,0.02150671342041216,0.110072383115412620
87,1.6185567010309279,899,0.28720372250541354,0.375769392200414000
45,1.6184788157223073,897,0.11007238311541262,0.198638052810413080
243,1.6178343949044587,895,-0.06705895627458830,0.021506713420412160
245,1.616939364773821,896,0.02150671342041216,0.110072383115412620
229,1.6164312332091169,896,0.02150671342041216,0.110072383115412620
15,1.6163403614457832,897,0.11007238311541262,0.198638052810413080
136,1.615819209039548,900,0.37576939220041400,0.464335061895414460
235,1.6156849983729256,896,0.02150671342041216,0.110072383115412620
143,1.6154503990877993,898,0.19863805281041308,0.287203722505413540
220,1.6153846153846154,896,0.02150671342041216,0.110072383115412620
221,1.6153846153846154,898,0.19863805281041308,0.287203722505413540
57,1.6153846153846154,895,-0.06705895627458830,0.021506713420412160
69,1.6153846153846154,897,0.11007238311541262,0.198638052810413080
52,1.6153846153846154,896,0.02150671342041216,0.110072383115412620
157,1.614396509936985,896,0.02150671342041216,0.110072383115412620
43,1.6119402985074627,899,0.28720372250541354,0.375769392200414000
72,1.6111457424261315,896,0.02150671342041216,0.110072383115412620
85,1.6108347750865053,896,0.02150671342041216,0.110072383115412620
215,1.6104783599088839,899,0.28720372250541354,0.375769392200414000
145,1.6102150537634408,899,0.28720372250541354,0.375769392200414000
117,1.6097560975609757,902,0.55290073159041492,0.641466401285415380
41,1.6093526324160967,896,0.02150671342041216,0.110072383115412620
128,1.608915054667788,895,-0.06705895627458830,0.021506713420412160
6,1.6076006635499924,897,0.11007238311541262,0.198638052810413080
240,1.605340008343763,899,0.28720372250541354,0.375769392200414000
199,1.6047430830039526,895,-0.06705895627458830,0.021506713420412160
75,1.6046511627906976,899,0.28720372250541354,0.375769392200414000
19,1.6041666666666667,895,-0.06705895627458830,0.021506713420412160
259,1.6035031847133758,897,0.11007238311541262,0.198638052810413080
239,1.602974828375286,900,0.37576939220041400,0.464335061895414460
228,1.6021505376344085,897,0.11007238311541262,0.198638052810413080
68,1.6020891137587727,897,0.11007238311541262,0.198638052810413080
137,1.6,904,0.73003207098041584,0.818597740675416300
62,1.6,895,-0.06705895627458830,0.021506713420412160
63,1.6,898,0.19863805281041308,0.287203722505413540
162,1.6,898,0.19863805281041308,0.287203722505413540
130,1.6,896,0.02150671342041216,0.110072383115412620
205,1.6,895,-0.06705895627458830,0.021506713420412160
245,1.6,900,0.37576939220041400,0.464335061895414460
85,1.6,902,0.55290073159041492,0.641466401285415380
58,1.6,898,0.19863805281041308,0.287203722505413540
113,1.5992819663076498,897,0.11007238311541262,0.198638052810413080
178,1.5974025974025974,895,-0.06705895627458830,0.021506713420412160
226,1.5969022265246853,896,0.02150671342041216,0.110072383115412620
85,1.5964010282776349,899,0.28720372250541354,0.375769392200414000
178,1.5957446808510638,897,0.11007238311541262,0.198638052810413080
64,1.5954198473282444,896,0.02150671342041216,0.110072383115412620
235,1.5952380952380953,899,0.28720372250541354,0.375769392200414000
70,1.59447983014862,896,0.02150671342041216,0.110072383115412620
-1,1.59375,905,0.81859774067541630,0.907163410370416760
256,1.59375,897,0.11007238311541262,0.198638052810413080
91,1.5933333333333333,897,0.11007238311541262,0.198638052810413080
23,1.5925925925925926,897,0.11007238311541262,0.198638052810413080
134,1.5921787709497206,895,-0.06705895627458830,0.021506713420412160
227,1.59021113243762,896,0.02150671342041216,0.110072383115412620
259,1.5899772209567198,896,0.02150671342041216,0.110072383115412620
51,1.5880758807588076,896,0.02150671342041216,0.110072383115412620
188,1.5874439461883407,895,-0.06705895627458830,0.021506713420412160
154,1.5873205741626795,900,0.37576939220041400,0.464335061895414460
219,1.58625,895,-0.06705895627458830,0.021506713420412160
143,1.5850287160517862,897,0.11007238311541262,0.198638052810413080
41,1.584070796460177,901,0.46433506189541446,0.552900731590414920
15,1.5833333333333333,905,0.81859774067541630,0.907163410370416760
96,1.5825105782792666,896,0.02150671342041216,0.110072383115412620
52,1.5822784810126582,895,-0.06705895627458830,0.021506713420412160
116,1.5815217391304348,899,0.28720372250541354,0.375769392200414000
164,1.5813953488372092,901,0.46433506189541446,0.552900731590414920
105,1.5812200137080192,895,-0.06705895627458830,0.021506713420412160
117,1.5806451612903225,900,0.37576939220041400,0.464335061895414460
145,1.5806451612903225,901,0.46433506189541446,0.552900731590414920
128,1.580327868852459,897,0.11007238311541262,0.198638052810413080
96,1.5798557444616177,897,0.11007238311541262,0.198638052810413080
18,1.5797101449275361,895,-0.06705895627458830,0.021506713420412160
221,1.5797101449275361,897,0.11007238311541262,0.198638052810413080
129,1.5789473684210527,895,-0.06705895627458830,0.021506713420412160
240,1.5789473684210527,904,0.73003207098041584,0.818597740675416300
105,1.5771065182829889,897,0.11007238311541262,0.198638052810413080
75,1.5769230769230769,904,0.73003207098041584,0.818597740675416300
259,1.5769230769230769,899,0.28720372250541354,0.375769392200414000
22,1.5769230769230769,899,0.28720372250541354,0.375769392200414000
8,1.5767790262172285,899,0.28720372250541354,0.375769392200414000
106,1.5761467889908256,899,0.28720372250541354,0.375769392200414000
171,1.5755813953488371,899,0.28720372250541354,0.375769392200414000
-1,1.5755813953488371,901,0.46433506189541446,0.552900731590414920
87,1.5755395683453237,900,0.37576939220041400,0.464335061895414460
114,1.5743119266055046,899,0.28720372250541354,0.375769392200414000
161,1.573632538569425,895,-0.06705895627458830,0.021506713420412160
45,1.5730581205866376,896,0.02150671342041216,0.110072383115412620
150,1.5730337078651686,898,0.19863805281041308,0.287203722505413540
143,1.5724637681159421,899,0.28720372250541354,0.375769392200414000
91,1.5723771580345285,895,-0.06705895627458830,0.021506713420412160
143,1.572233000520513,895,-0.06705895627458830,0.021506713420412160
55,1.5721331689272504,895,-0.06705895627458830,0.021506713420412160
206,1.572093023255814,897,0.11007238311541262,0.198638052810413080
196,1.5714285714285714,898,0.19863805281041308,0.287203722505413540
15,1.5714285714285714,903,0.64146640128541538,0.730032070980415840
88,1.5714285714285714,895,-0.06705895627458830,0.021506713420412160
196,1.5714285714285714,895,-0.06705895627458830,0.021506713420412160
213,1.5714285714285714,897,0.11007238311541262,0.198638052810413080
212,1.5714285714285714,896,0.02150671342041216,0.110072383115412620
69,1.5714285714285714,895,-0.06705895627458830,0.021506713420412160
35,1.5698924731182795,895,-0.06705895627458830,0.021506713420412160
71,1.5696887686062246,895,-0.06705895627458830,0.021506713420412160
137,1.5691244239631337,899,0.28720372250541354,0.375769392200414000
229,1.5683536940081442,899,0.28720372250541354,0.375769392200414000
154,1.5683415319747014,899,0.28720372250541354,0.375769392200414000
127,1.5675675675675675,896,0.02150671342041216,0.110072383115412620
245,1.5666666666666667,899,0.28720372250541354,0.375769392200414000
164,1.5664160401002507,899,0.28720372250541354,0.375769392200414000
208,1.565217391304348,895,-0.06705895627458830,0.021506713420412160
75,1.564625850340136,901,0.46433506189541446,0.552900731590414920
164,1.564102564102564,902,0.55290073159041492,0.641466401285415380
94,1.5634920634920635,896,0.02150671342041216,0.110072383115412620
88,1.5625,898,0.19863805281041308,0.287203722505413540
22,1.5601851851851851,896,0.02150671342041216,0.110072383115412620
128,1.5598086124401913,898,0.19863805281041308,0.287203722505413540
22,1.558034270934368,895,-0.06705895627458830,0.021506713420412160
239,1.5578141499472018,899,0.28720372250541354,0.375769392200414000
132,1.5571658615136876,895,-0.06705895627458830,0.021506713420412160
31,1.5571428571428572,897,0.11007238311541262,0.198638052810413080
79,1.556980056980057,897,0.11007238311541262,0.198638052810413080
182,1.5555555555555556,895,-0.06705895627458830,0.021506713420412160
35,1.5555555555555556,896,0.02150671342041216,0.110072383115412620
154,1.555393586005831,901,0.46433506189541446,0.552900731590414920
236,1.5546875,896,0.02150671342041216,0.110072383115412620
22,1.5540809555408095,897,0.11007238311541262,0.198638052810413080
239,1.5526315789473684,903,0.64146640128541538,0.730032070980415840
239,1.55,905,0.81859774067541630,0.907163410370416760
158,1.55,897,0.11007238311541262,0.198638052810413080
238,1.548780487804878,895,-0.06705895627458830,0.021506713420412160
157,1.5454545454545454,903,0.64146640128541538,0.730032070980415840
7,1.5454545454545454,897,0.11007238311541262,0.198638052810413080
85,1.5447154471544715,900,0.37576939220041400,0.464335061895414460
74,1.5443037974683544,898,0.19863805281041308,0.287203722505413540
133,1.5442176870748299,895,-0.06705895627458830,0.021506713420412160
132,1.543554006968641,897,0.11007238311541262,0.198638052810413080
68,1.5434298440979954,896,0.02150671342041216,0.110072383115412620
74,1.542857142857143,896,0.02150671342041216,0.110072383115412620
74,1.5419354838709678,897,0.11007238311541262,0.198638052810413080
161,1.5416666666666667,898,0.19863805281041308,0.287203722505413540
201,1.5413533834586466,897,0.11007238311541262,0.198638052810413080
235,1.539568345323741,900,0.37576939220041400,0.464335061895414460
94,1.5386715195632392,895,-0.06705895627458830,0.021506713420412160
41,1.538560411311054,900,0.37576939220041400,0.464335061895414460
90,1.5384615384615385,895,-0.06705895627458830,0.021506713420412160
23,1.5384615384615385,898,0.19863805281041308,0.287203722505413540
41,1.5377137110291652,899,0.28720372250541354,0.375769392200414000
136,1.5365384615384616,899,0.28720372250541354,0.375769392200414000
162,1.5354330708661417,895,-0.06705895627458830,0.021506713420412160
6,1.53359375,896,0.02150671342041216,0.110072383115412620
61,1.5327510917030567,896,0.02150671342041216,0.110072383115412620
94,1.5319693094629157,897,0.11007238311541262,0.198638052810413080
188,1.5319148936170213,896,0.02150671342041216,0.110072383115412620
63,1.5310734463276836,895,-0.06705895627458830,0.021506713420412160
31,1.5310077519379846,895,-0.06705895627458830,0.021506713420412160
143,1.5308056872037914,896,0.02150671342041216,0.110072383115412620
103,1.5274725274725274,895,-0.06705895627458830,0.021506713420412160
198,1.5272108843537415,897,0.11007238311541262,0.198638052810413080
126,1.5263157894736843,898,0.19863805281041308,0.287203722505413540
103,1.5263157894736843,897,0.11007238311541262,0.198638052810413080
193,1.5241730279898218,897,0.11007238311541262,0.198638052810413080
20,1.5238095238095237,895,-0.06705895627458830,0.021506713420412160
52,1.5217391304347827,897,0.11007238311541262,0.198638052810413080
36,1.5212947189097104,896,0.02150671342041216,0.110072383115412620
154,1.5206349206349206,902,0.55290073159041492,0.641466401285415380
9,1.5193798449612403,895,-0.06705895627458830,0.021506713420412160
228,1.5169491525423728,898,0.19863805281041308,0.287203722505413540
105,1.5157232704402517,896,0.02150671342041216,0.110072383115412620
-1,1.5156013588740758,895,-0.06705895627458830,0.021506713420412160
216,1.5153374233128833,895,-0.06705895627458830,0.021506713420412160
72,1.5128205128205128,901,0.46433506189541446,0.552900731590414920
122,1.5121951219512195,895,-0.06705895627458830,0.021506713420412160
85,1.5098039215686274,901,0.46433506189541446,0.552900731590414920
219,1.509090909090909,896,0.02150671342041216,0.110072383115412620
127,1.508108108108108,898,0.19863805281041308,0.287203722505413540
251,1.5,900,0.37576939220041400,0.464335061895414460
121,1.5,895,-0.06705895627458830,0.021506713420412160
177,1.5,897,0.11007238311541262,0.198638052810413080
93,1.5,899,0.28720372250541354,0.375769392200414000
26,1.5,897,0.11007238311541262,0.198638052810413080
69,1.5,896,0.02150671342041216,0.110072383115412620
74,1.5,903,0.64146640128541538,0.730032070980415840
125,1.5,897,0.11007238311541262,0.198638052810413080
46,1.5,898,0.19863805281041308,0.287203722505413540
58,1.5,896,0.02150671342041216,0.110072383115412620
194,1.5,897,0.11007238311541262,0.198638052810413080
172,1.5,901,0.46433506189541446,0.552900731590414920
177,1.5,895,-0.06705895627458830,0.021506713420412160
4,1.5,896,0.02150671342041216,0.110072383115412620
172,1.5,904,0.73003207098041584,0.818597740675416300
174,1.5,897,0.11007238311541262,0.198638052810413080
87,1.5,903,0.64146640128541538,0.730032070980415840
132,1.5,896,0.02150671342041216,0.110072383115412620
6,1.5,904,0.73003207098041584,0.818597740675416300
171,1.5,905,0.81859774067541630,0.907163410370416760
196,1.5,901,0.46433506189541446,0.552900731590414920
49,1.5,904,0.73003207098041584,0.818597740675416300
175,1.5,896,0.02150671342041216,0.110072383115412620
68,1.5,902,0.55290073159041492,0.641466401285415380
155,1.5,898,0.19863805281041308,0.287203722505413540
43,1.5,903,0.64146640128541538,0.730032070980415840
117,1.5,905,0.81859774067541630,0.907163410370416760
184,1.5,897,0.11007238311541262,0.198638052810413080
62,1.5,896,0.02150671342041216,0.110072383115412620
56,1.5,900,0.37576939220041400,0.464335061895414460
45,1.5,904,0.73003207098041584,0.818597740675416300
219,1.5,899,0.28720372250541354,0.375769392200414000
47,1.5,897,0.11007238311541262,0.198638052810413080
213,1.5,895,-0.06705895627458830,0.021506713420412160
249,1.5,898,0.19863805281041308,0.287203722505413540
73,1.5,897,0.11007238311541262,0.198638052810413080
50,1.5,896,0.02150671342041216,0.110072383115412620
68,1.5,906,0.90716341037041676,0.995729080065417220
147,1.5,898,0.19863805281041308,0.287203722505413540
96,1.5,899,0.28720372250541354,0.375769392200414000
235,1.5,905,0.81859774067541630,0.907163410370416760
122,1.5,901,0.46433506189541446,0.552900731590414920
230,1.5,898,0.19863805281041308,0.287203722505413540
127,1.5,906,0.90716341037041676,0.995729080065417220
259,1.5,902,0.55290073159041492,0.641466401285415380
113,1.5,906,0.90716341037041676,0.995729080065417220
79,1.4951923076923077,898,0.19863805281041308,0.287203722505413540
226,1.4945054945054945,899,0.28720372250541354,0.375769392200414000
113,1.491111111111111,896,0.02150671342041216,0.110072383115412620
135,1.490909090909091,897,0.11007238311541262,0.198638052810413080
106,1.4878048780487805,901,0.46433506189541446,0.552900731590414920
158,1.4864864864864864,895,-0.06705895627458830,0.021506713420412160
79,1.4857142857142858,896,0.02150671342041216,0.110072383115412620
154,1.4852941176470589,903,0.64146640128541538,0.730032070980415840
164,1.4837209302325582,900,0.37576939220041400,0.464335061895414460
227,1.4827586206896552,899,0.28720372250541354,0.375769392200414000
41,1.4821428571428572,904,0.73003207098041584,0.818597740675416300
72,1.480952380952381,899,0.28720372250541354,0.375769392200414000
68,1.4782608695652173,900,0.37576939220041400,0.464335061895414460
234,1.4754098360655739,895,-0.06705895627458830,0.021506713420412160
-1,1.475206611570248,900,0.37576939220041400,0.464335061895414460
30,1.4722222222222223,899,0.28720372250541354,0.375769392200414000
-1,1.471614730878187,898,0.19863805281041308,0.287203722505413540
126,1.469387755102041,896,0.02150671342041216,0.110072383115412620
215,1.46875,901,0.46433506189541446,0.552900731590414920
253,1.46875,901,0.46433506189541446,0.552900731590414920
85,1.4666666666666666,904,0.73003207098041584,0.818597740675416300
75,1.4655172413793103,903,0.64146640128541538,0.730032070980415840
256,1.459016393442623,895,-0.06705895627458830,0.021506713420412160
157,1.4583333333333333,900,0.37576939220041400,0.464335061895414460
134,1.4583333333333333,898,0.19863805281041308,0.287203722505413540
-1,1.4575707154742097,899,0.28720372250541354,0.375769392200414000
23,1.4573863636363635,895,-0.06705895627458830,0.021506713420412160
-1,1.4573170731707317,906,0.90716341037041676,0.995729080065417220
97,1.4545454545454546,897,0.11007238311541262,0.198638052810413080
106,1.4545454545454546,904,0.73003207098041584,0.818597740675416300
8,1.4545454545454546,901,0.46433506189541446,0.552900731590414920
71,1.4545454545454546,899,0.28720372250541354,0.375769392200414000
35,1.4516129032258065,897,0.11007238311541262,0.198638052810413080
65,1.45,899,0.28720372250541354,0.375769392200414000
188,1.4485981308411215,897,0.11007238311541262,0.198638052810413080
248,1.4444444444444444,901,0.46433506189541446,0.552900731590414920
13,1.4444444444444444,897,0.11007238311541262,0.198638052810413080
31,1.4444444444444444,899,0.28720372250541354,0.375769392200414000
109,1.4444444444444444,898,0.19863805281041308,0.287203722505413540
118,1.4444444444444444,896,0.02150671342041216,0.110072383115412620
240,1.444108761329305,901,0.46433506189541446,0.552900731590414920
257,1.4428571428571428,895,-0.06705895627458830,0.021506713420412160
154,1.4411764705882353,904,0.73003207098041584,0.818597740675416300
193,1.4408602150537635,896,0.02150671342041216,0.110072383115412620
215,1.4405594405594406,900,0.37576939220041400,0.464335061895414460
-1,1.439317754783391,897,0.11007238311541262,0.198638052810413080
86,1.4385964912280702,896,0.02150671342041216,0.110072383115412620
119,1.4382716049382716,895,-0.06705895627458830,0.021506713420412160
196,1.434782608695652,896,0.02150671342041216,0.110072383115412620
172,1.434782608695652,900,0.37576939220041400,0.464335061895414460
136,1.434782608695652,901,0.46433506189541446,0.552900731590414920
155,1.4285714285714286,897,0.11007238311541262,0.198638052810413080
259,1.4285714285714286,900,0.37576939220041400,0.464335061895414460
63,1.4285714285714286,896,0.02150671342041216,0.110072383115412620
229,1.4285714285714286,903,0.64146640128541538,0.730032070980415840
199,1.4285714285714286,896,0.02150671342041216,0.110072383115412620
61,1.4285714285714286,904,0.73003207098041584,0.818597740675416300
55,1.4262295081967213,896,0.02150671342041216,0.110072383115412620
161,1.425,896,0.02150671342041216,0.110072383115412620
136,1.4230769230769231,903,0.64146640128541538,0.730032070980415840
-1,1.4216241737488196,896,0.02150671342041216,0.110072383115412620
91,1.4186046511627908,896,0.02150671342041216,0.110072383115412620
251,1.4146341463414633,895,-0.06705895627458830,0.021506713420412160
165,1.4137931034482758,895,-0.06705895627458830,0.021506713420412160
71,1.411764705882353,898,0.19863805281041308,0.287203722505413540
155,1.4110429447852761,895,-0.06705895627458830,0.021506713420412160
15,1.4090909090909092,899,0.28720372250541354,0.375769392200414000
92,1.4078947368421053,898,0.19863805281041308,0.287203722505413540
