pickup_zone,avg_total_amount,bkt_tip_percentage,val_start,val_end
92,67.84,906,0.90716341037041676,0.995729080065417220
219,67.73333333333333,902,0.55290073159041492,0.641466401285415380
128,67.11575609756105,896,0.02150671342041216,0.110072383115412620
137,67.01538461538462,903,0.64146640128541538,0.730032070980415840
215,66.98333333333333,906,0.90716341037041676,0.995729080065417220
75,66.64454545454545,905,0.81859774067541630,0.907163410370416760
92,66.60982014388495,897,0.11007238311541262,0.198638052810413080
53,66.3,900,0.37576939220041400,0.464335061895414460
31,66.25263157894737,901,0.46433506189541446,0.552900731590414920
109,66.0,906,0.90716341037041676,0.995729080065417220
106,65.958,906,0.90716341037041676,0.995729080065417220
186,65.872,897,0.11007238311541262,0.198638052810413080
219,65.78375565610861,897,0.11007238311541262,0.198638052810413080
47,65.415,898,0.19863805281041308,0.287203722505413540
128,65.41157377049177,897,0.11007238311541262,0.198638052810413080
92,65.35394736842105,898,0.19863805281041308,0.287203722505413540
131,65.30572852396946,898,0.19863805281041308,0.287203722505413540
192,65.3,903,0.64146640128541538,0.730032070980415840
71,65.3,906,0.90716341037041676,0.995729080065417220
183,65.07000000000001,895,-0.06705895627458830,0.021506713420412160
105,65.05,902,0.55290073159041492,0.641466401285415380
25,64.28589285714284,896,0.02150671342041216,0.110072383115412620
170,64.18,906,0.90716341037041676,0.995729080065417220
38,63.92,896,0.02150671342041216,0.110072383115412620
96,63.8,906,0.90716341037041676,0.995729080065417220
128,63.75688995215314,898,0.19863805281041308,0.287203722505413540
251,63.46352941176471,897,0.11007238311541262,0.198638052810413080
222,63.445,898,0.19863805281041308,0.287203722505413540
20,63.34,896,0.02150671342041216,0.110072383115412620
244,63.3,896,0.02150671342041216,0.110072383115412620
221,63.3,902,0.55290073159041492,0.641466401285415380
196,63.28642857142858,898,0.19863805281041308,0.287203722505413540
225,63.175,895,-0.06705895627458830,0.021506713420412160
229,63.174375,906,0.90716341037041676,0.995729080065417220
196,63.16960591133008,897,0.11007238311541262,0.198638052810413080
221,63.14144927536231,897,0.11007238311541262,0.198638052810413080
131,63.08752049611969,897,0.11007238311541262,0.198638052810413080
0,62.800000000000004,899,0.28720372250541354,0.375769392200414000
71,62.728571428571435,901,0.46433506189541446,0.552900731590414920
50,62.64,902,0.55290073159041492,0.641466401285415380
114,62.11500000000001,905,0.81859774067541630,0.907163410370416760
134,61.76777777777776,896,0.02150671342041216,0.110072383115412620
131,61.760000000000005,906,0.90716341037041676,0.995729080065417220
7,61.02,898,0.19863805281041308,0.287203722505413540
253,60.68571428571429,906,0.90716341037041676,0.995729080065417220
78,60.3,901,0.46433506189541446,0.552900731590414920
239,60.07649999999999,905,0.81859774067541630,0.907163410370416760
78,59.85909090909092,895,-0.06705895627458830,0.021506713420412160
178,59.85037037037037,898,0.19863805281041308,0.287203722505413540
234,59.70285714285715,897,0.11007238311541262,0.198638052810413080
33,59.575,903,0.64146640128541538,0.730032070980415840
131,59.34576923076922,900,0.37576939220041400,0.464335061895414460
135,59.34,899,0.28720372250541354,0.375769392200414000
131,59.324604008646034,896,0.02150671342041216,0.110072383115412620
97,59.3,905,0.81859774067541630,0.907163410370416760
20,59.1,898,0.19863805281041308,0.287203722505413540
14,58.855,897,0.11007238311541262,0.198638052810413080
248,58.705,905,0.81859774067541630,0.907163410370416760
49,58.55,905,0.81859774067541630,0.907163410370416760
77,58.29333333333333,898,0.19863805281041308,0.287203722505413540
33,58.177499999999995,906,0.90716341037041676,0.995729080065417220
230,58.15,896,0.02150671342041216,0.110072383115412620
128,58.068,899,0.28720372250541354,0.375769392200414000
217,57.74333333333333,897,0.11007238311541262,0.198638052810413080
46,57.2,901,0.46433506189541446,0.552900731590414920
25,57.178977272727295,897,0.11007238311541262,0.198638052810413080
122,57.14857142857143,897,0.11007238311541262,0.198638052810413080
90,56.97538461538461,895,-0.06705895627458830,0.021506713420412160
196,56.93413043478262,896,0.02150671342041216,0.110072383115412620
157,56.9,906,0.90716341037041676,0.995729080065417220
180,56.805,906,0.90716341037041676,0.995729080065417220
131,56.800500000000014,905,0.81859774067541630,0.907163410370416760
212,56.8,906,0.90716341037041676,0.995729080065417220
18,56.8,906,0.90716341037041676,0.995729080065417220
150,56.34,902,0.55290073159041492,0.641466401285415380
235,56.239999999999995,906,0.90716341037041676,0.995729080065417220
14,56.065999999999995,895,-0.06705895627458830,0.021506713420412160
131,56.05179039301318,899,0.28720372250541354,0.375769392200414000
191,56.05,902,0.55290073159041492,0.641466401285415380
61,56.0025,906,0.90716341037041676,0.995729080065417220
179,55.8,905,0.81859774067541630,0.907163410370416760
131,55.42153846153846,904,0.73003207098041584,0.818597740675416300
242,55.42,898,0.19863805281041308,0.287203722505413540
199,54.96842857142856,896,0.02150671342041216,0.110072383115412620
31,54.8,906,0.90716341037041676,0.995729080065417220
235,54.74166666666667,905,0.81859774067541630,0.907163410370416760
178,54.720212765957456,897,0.11007238311541262,0.198638052810413080
34,54.584,898,0.19863805281041308,0.287203722505413540
145,54.537499999999994,906,0.90716341037041676,0.995729080065417220
49,54.3,906,0.90716341037041676,0.995729080065417220
245,54.289090909090916,901,0.46433506189541446,0.552900731590414920
114,53.980714285714285,904,0.73003207098041584,0.818597740675416300
156,53.905,897,0.11007238311541262,0.198638052810413080
13,53.84,899,0.28720372250541354,0.375769392200414000
137,53.643859649122795,901,0.46433506189541446,0.552900731590414920
8,53.3,906,0.90716341037041676,0.995729080065417220
114,52.95666666666667,906,0.90716341037041676,0.995729080065417220
215,52.833333333333336,905,0.81859774067541630,0.907163410370416760
34,52.81999999999999,897,0.11007238311541262,0.198638052810413080
34,52.8,902,0.55290073159041492,0.641466401285415380
86,52.34,901,0.46433506189541446,0.552900731590414920
79,52.05,905,0.81859774067541630,0.907163410370416760
175,51.99444444444445,898,0.19863805281041308,0.287203722505413540
180,51.96666666666667,902,0.55290073159041492,0.641466401285415380
44,51.86,898,0.19863805281041308,0.287203722505413540
35,51.8,906,0.90716341037041676,0.995729080065417220
67,51.8,896,0.02150671342041216,0.110072383115412620
132,51.8,906,0.90716341037041676,0.995729080065417220
241,51.55,899,0.28720372250541354,0.375769392200414000
90,51.54666666666666,896,0.02150671342041216,0.110072383115412620
34,51.29999999999999,896,0.02150671342041216,0.110072383115412620
137,51.22315789473685,906,0.90716341037041676,0.995729080065417220
13,51.16875,898,0.19863805281041308,0.287203722505413540
178,51.14666666666667,899,0.28720372250541354,0.375769392200414000
96,50.89999999999999,905,0.81859774067541630,0.907163410370416760
208,50.8,905,0.81859774067541630,0.907163410370416760
245,50.633333333333326,906,0.90716341037041676,0.995729080065417220
70,50.46454545454546,899,0.28720372250541354,0.375769392200414000
152,50.32,899,0.28720372250541354,0.375769392200414000
25,50.275454545454544,898,0.19863805281041308,0.287203722505413540
221,50.1523076923077,898,0.19863805281041308,0.287203722505413540
128,50.05,904,0.73003207098041584,0.818597740675416300
243,49.95,899,0.28720372250541354,0.375769392200414000
94,49.88,906,0.90716341037041676,0.995729080065417220
188,49.8,901,0.46433506189541446,0.552900731590414920
154,49.5942857142857,905,0.81859774067541630,0.907163410370416760
199,49.3,900,0.37576939220041400,0.464335061895414460
13,49.208888888888886,897,0.11007238311541262,0.198638052810413080
15,49.12363636363637,906,0.90716341037041676,0.995729080065417220
58,49.11921052631579,896,0.02150671342041216,0.110072383115412620
53,48.84,899,0.28720372250541354,0.375769392200414000
41,48.44312499999999,905,0.81859774067541630,0.907163410370416760
5,48.41142857142857,895,-0.06705895627458830,0.021506713420412160
174,48.092,897,0.11007238311541262,0.198638052810413080
102,47.88,898,0.19863805281041308,0.287203722505413540
196,47.8,904,0.73003207098041584,0.818597740675416300
253,47.7,905,0.81859774067541630,0.907163410370416760
251,47.66,898,0.19863805281041308,0.287203722505413540
70,47.55333333333334,901,0.46433506189541446,0.552900731590414920
235,47.536363636363646,904,0.73003207098041584,0.818597740675416300
137,47.45290322580645,902,0.55290073159041492,0.641466401285415380
240,47.305,906,0.90716341037041676,0.995729080065417220
71,47.3,904,0.73003207098041584,0.818597740675416300
4,47.3,897,0.11007238311541262,0.198638052810413080
208,46.87428571428571,898,0.19863805281041308,0.287203722505413540
73,46.8,900,0.37576939220041400,0.464335061895414460
66,46.8,896,0.02150671342041216,0.110072383115412620
189,46.63,895,-0.06705895627458830,0.021506713420412160
57,46.52,896,0.02150671342041216,0.110072383115412620
118,46.34,899,0.28720372250541354,0.375769392200414000
259,46.31,906,0.90716341037041676,0.995729080065417220
212,46.3,899,0.28720372250541354,0.375769392200414000
68,46.26,905,0.81859774067541630,0.907163410370416760
137,46.23631336405538,899,0.28720372250541354,0.375769392200414000
58,46.007829457364345,897,0.11007238311541262,0.198638052810413080
8,45.914886363636334,901,0.46433506189541446,0.552900731590414920
82,45.8,897,0.11007238311541262,0.198638052810413080
55,45.8,904,0.73003207098041584,0.818597740675416300
31,45.61875,898,0.19863805281041308,0.287203722505413540
39,45.5775,905,0.81859774067541630,0.907163410370416760
116,45.56999999999999,906,0.90716341037041676,0.995729080065417220
137,45.50853734520945,898,0.19863805281041308,0.287203722505413540
63,45.49785714285714,896,0.02150671342041216,0.110072383115412620
52,45.39714285714286,898,0.19863805281041308,0.287203722505413540
238,45.24,898,0.19863805281041308,0.287203722505413540
4,45.09,896,0.02150671342041216,0.110072383115412620
131,45.049298551501,895,-0.06705895627458830,0.021506713420412160
175,45.022499999999994,899,0.28720372250541354,0.375769392200414000
71,44.925,903,0.64146640128541538,0.730032070980415840
159,44.92166666666666,897,0.11007238311541262,0.198638052810413080
96,44.90833333333333,901,0.46433506189541446,0.552900731590414920
65,44.7,904,0.73003207098041584,0.818597740675416300
137,44.62744680851061,900,0.37576939220041400,0.464335061895414460
50,44.49333333333333,898,0.19863805281041308,0.287203722505413540
92,44.39011811023628,895,-0.06705895627458830,0.021506713420412160
72,44.342,906,0.90716341037041676,0.995729080065417220
79,44.3,901,0.46433506189541446,0.552900731590414920
120,44.2,896,0.02150671342041216,0.110072383115412620
118,44.178749999999994,898,0.19863805281041308,0.287203722505413540
145,44.13444444444444,905,0.81859774067541630,0.907163410370416760
88,44.133333333333326,899,0.28720372250541354,0.375769392200414000
94,44.093333333333334,901,0.46433506189541446,0.552900731590414920
46,44.07,896,0.02150671342041216,0.110072383115412620
19,43.95,901,0.46433506189541446,0.552900731590414920
105,43.8,906,0.90716341037041676,0.995729080065417220
155,43.8,906,0.90716341037041676,0.995729080065417220
103,43.8,906,0.90716341037041676,0.995729080065417220
137,43.64877003413672,897,0.11007238311541262,0.198638052810413080
70,43.30651804670919,896,0.02150671342041216,0.110072383115412620
141,43.3,903,0.64146640128541538,0.730032070980415840
88,43.3,906,0.90716341037041676,0.995729080065417220
91,43.29999999999999,906,0.90716341037041676,0.995729080065417220
91,43.21209302325581,896,0.02150671342041216,0.110072383115412620
122,43.2,899,0.28720372250541354,0.375769392200414000
178,43.17616883116884,895,-0.06705895627458830,0.021506713420412160
109,43.051500000000004,896,0.02150671342041216,0.110072383115412620
229,42.847500000000004,905,0.81859774067541630,0.907163410370416760
137,42.64689863559792,896,0.02150671342041216,0.110072383115412620
9,42.6,906,0.90716341037041676,0.995729080065417220
99,42.553999999999995,898,0.19863805281041308,0.287203722505413540
219,42.49594999999996,895,-0.06705895627458830,0.021506713420412160
35,42.31210526315789,898,0.19863805281041308,0.287203722505413540
130,42.3,899,0.28720372250541354,0.375769392200414000
221,42.06130136986302,895,-0.06705895627458830,0.021506713420412160
30,42.05,906,0.90716341037041676,0.995729080065417220
57,41.96625,897,0.11007238311541262,0.198638052810413080
157,41.96416666666666,900,0.37576939220041400,0.464335061895414460
70,41.83215406562056,898,0.19863805281041308,0.287203722505413540
175,41.8,906,0.90716341037041676,0.995729080065417220
219,41.8,899,0.28720372250541354,0.375769392200414000
161,41.8,901,0.46433506189541446,0.552900731590414920
199,41.60037800687287,897,0.11007238311541262,0.198638052810413080
201,41.6,900,0.37576939220041400,0.464335061895414460
70,41.51833333333334,900,0.37576939220041400,0.464335061895414460
68,41.457142857142856,901,0.46433506189541446,0.552900731590414920
204,41.38,895,-0.06705895627458830,0.021506713420412160
74,41.33228571428572,896,0.02150671342041216,0.110072383115412620
143,41.06666666666667,904,0.73003207098041584,0.818597740675416300
70,41.059580348004026,897,0.11007238311541262,0.198638052810413080
240,40.9808,905,0.81859774067541630,0.907163410370416760
5,40.88,896,0.02150671342041216,0.110072383115412620
186,40.8,902,0.55290073159041492,0.641466401285415380
162,40.8,904,0.73003207098041584,0.818597740675416300
86,40.8,904,0.73003207098041584,0.818597740675416300
37,40.67,896,0.02150671342041216,0.110072383115412620
197,40.6,903,0.64146640128541538,0.730032070980415840
86,40.55,905,0.81859774067541630,0.907163410370416760
79,40.45,906,0.90716341037041676,0.995729080065417220
174,40.32,896,0.02150671342041216,0.110072383115412620
255,40.31,906,0.90716341037041676,0.995729080065417220
118,40.3,906,0.90716341037041676,0.995729080065417220
256,40.3,906,0.90716341037041676,0.995729080065417220
128,40.20044575273326,895,-0.06705895627458830,0.021506713420412160
236,40.0,902,0.55290073159041492,0.641466401285415380
146,39.96,897,0.11007238311541262,0.198638052810413080
133,39.850833333333334,896,0.02150671342041216,0.110072383115412620
70,39.8,906,0.90716341037041676,0.995729080065417220
99,39.78666666666667,896,0.02150671342041216,0.110072383115412620
128,39.73333333333333,900,0.37576939220041400,0.464335061895414460
188,39.52,902,0.55290073159041492,0.641466401285415380
222,39.458333333333336,897,0.11007238311541262,0.198638052810413080
205,39.36,895,-0.06705895627458830,0.021506713420412160
216,39.3,906,0.90716341037041676,0.995729080065417220
176,39.3,895,-0.06705895627458830,0.021506713420412160
22,39.2675,901,0.46433506189541446,0.552900731590414920
61,39.25333333333333,905,0.81859774067541630,0.907163410370416760
117,39.25181818181819,905,0.81859774067541630,0.907163410370416760
91,39.13333333333333,899,0.28720372250541354,0.375769392200414000
91,39.132666666666665,898,0.19863805281041308,0.287203722505413540
247,38.99333333333333,896,0.02150671342041216,0.110072383115412620
175,38.935,896,0.02150671342041216,0.110072383115412620
34,38.92923076923076,895,-0.06705895627458830,0.021506713420412160
121,38.84,896,0.02150671342041216,0.110072383115412620
37,38.803333333333335,897,0.11007238311541262,0.198638052810413080
151,38.8,905,0.81859774067541630,0.907163410370416760
244,38.75,897,0.11007238311541262,0.198638052810413080
196,38.418376623376616,895,-0.06705895627458830,0.021506713420412160
88,38.358999999999995,896,0.02150671342041216,0.110072383115412620
151,38.3,906,0.90716341037041676,0.995729080065417220
131,38.13357142857143,903,0.64146640128541538,0.730032070980415840
15,38.083333333333336,905,0.81859774067541630,0.907163410370416760
122,38.01853658536585,895,-0.06705895627458830,0.021506713420412160
19,37.8,904,0.73003207098041584,0.818597740675416300
33,37.71111111111111,905,0.81859774067541630,0.907163410370416760
70,37.70800000000001,902,0.55290073159041492,0.641466401285415380
150,37.694058441558454,897,0.11007238311541262,0.198638052810413080
230,37.57,897,0.11007238311541262,0.198638052810413080
56,37.55,900,0.37576939220041400,0.464335061895414460
91,37.449533333333335,897,0.11007238311541262,0.198638052810413080
144,37.3,904,0.73003207098041584,0.818597740675416300
63,37.3,903,0.64146640128541538,0.730032070980415840
156,37.28,900,0.37576939220041400,0.464335061895414460
247,37.2309090909091,897,0.11007238311541262,0.198638052810413080
150,37.21317647058823,896,0.02150671342041216,0.110072383115412620
58,37.03371428571429,898,0.19863805281041308,0.287203722505413540
163,36.8,901,0.46433506189541446,0.552900731590414920
23,36.8,901,0.46433506189541446,0.552900731590414920
58,36.8,905,0.81859774067541630,0.907163410370416760
133,36.52525,898,0.19863805281041308,0.287203722505413540
91,36.47,903,0.64146640128541538,0.730032070980415840
132,36.3,905,0.81859774067541630,0.907163410370416760
31,36.166666666666664,899,0.28720372250541354,0.375769392200414000
36,36.00666666666667,901,0.46433506189541446,0.552900731590414920
227,35.983333333333334,905,0.81859774067541630,0.907163410370416760
155,35.92666666666667,898,0.19863805281041308,0.287203722505413540
1,35.82666666666667,895,-0.06705895627458830,0.021506713420412160
78,35.8,905,0.81859774067541630,0.907163410370416760
175,35.8,905,0.81859774067541630,0.907163410370416760
230,35.76,898,0.19863805281041308,0.287203722505413540
129,35.565999999999995,896,0.02150671342041216,0.110072383115412620
170,35.4775,895,-0.06705895627458830,0.021506713420412160
193,35.43333333333333,905,0.81859774067541630,0.907163410370416760
141,35.395454545454555,900,0.37576939220041400,0.464335061895414460
181,35.3,900,0.37576939220041400,0.464335061895414460
102,35.15,897,0.11007238311541262,0.198638052810413080
234,35.125,896,0.02150671342041216,0.110072383115412620
184,35.067499999999995,897,0.11007238311541262,0.198638052810413080
29,34.95,897,0.11007238311541262,0.198638052810413080
150,34.888,901,0.46433506189541446,0.552900731590414920
136,34.800000000000004,905,0.81859774067541630,0.907163410370416760
88,34.8,901,0.46433506189541446,0.552900731590414920
198,34.8,902,0.55290073159041492,0.641466401285415380
194,34.589999999999996,896,0.02150671342041216,0.110072383115412620
177,34.56,897,0.11007238311541262,0.198638052810413080
52,34.49615384615385,896,0.02150671342041216,0.110072383115412620
9,34.49111111111111,898,0.19863805281041308,0.287203722505413540
-1,34.46984374999998,905,0.81859774067541630,0.907163410370416760
90,34.45333333333333,897,0.11007238311541262,0.198638052810413080
133,34.27823076923075,897,0.11007238311541262,0.198638052810413080
161,34.19638888888889,898,0.19863805281041308,0.287203722505413540
41,34.137499999999996,904,0.73003207098041584,0.818597740675416300
61,34.1,901,0.46433506189541446,0.552900731590414920
51,33.83,905,0.81859774067541630,0.907163410370416760
116,33.827222222222225,905,0.81859774067541630,0.907163410370416760
6,33.805,906,0.90716341037041676,0.995729080065417220
56,33.8,905,0.81859774067541630,0.907163410370416760
208,33.60608695652173,895,-0.06705895627458830,0.021506713420412160
137,33.46512439509745,895,-0.06705895627458830,0.021506713420412160
212,33.388387096774196,898,0.19863805281041308,0.287203722505413540
193,33.3,904,0.73003207098041584,0.818597740675416300
135,33.3,906,0.90716341037041676,0.995729080065417220
22,33.3,905,0.81859774067541630,0.907163410370416760
84,33.3,905,0.81859774067541630,0.907163410370416760
248,33.289565217391306,904,0.73003207098041584,0.818597740675416300
17,33.166666666666664,896,0.02150671342041216,0.110072383115412620
78,33.05,904,0.73003207098041584,0.818597740675416300
150,33.00348314606742,898,0.19863805281041308,0.287203722505413540
87,32.96999999999999,905,0.81859774067541630,0.907163410370416760
228,32.800000000000004,904,0.73003207098041584,0.818597740675416300
137,32.739999999999995,904,0.73003207098041584,0.818597740675416300
155,32.69347826086957,896,0.02150671342041216,0.110072383115412620
115,32.63333333333333,895,-0.06705895627458830,0.021506713420412160
180,32.63333333333333,903,0.64146640128541538,0.730032070980415840
150,32.57,900,0.37576939220041400,0.464335061895414460
191,32.46666666666666,904,0.73003207098041584,0.818597740675416300
74,32.45561290322581,897,0.11007238311541262,0.198638052810413080
50,32.405,897,0.11007238311541262,0.198638052810413080
106,32.38,905,0.81859774067541630,0.907163410370416760
247,32.3,899,0.28720372250541354,0.375769392200414000
219,32.3,901,0.46433506189541446,0.552900731590414920
97,32.24772727272727,898,0.19863805281041308,0.287203722505413540
193,32.2,901,0.46433506189541446,0.552900731590414920
152,32.06125,896,0.02150671342041216,0.110072383115412620
202,31.959999999999997,898,0.19863805281041308,0.287203722505413540
228,31.799999999999997,902,0.55290073159041492,0.641466401285415380
68,31.58695652173913,900,0.37576939220041400,0.464335061895414460
238,31.56,896,0.02150671342041216,0.110072383115412620
181,31.558571428571433,897,0.11007238311541262,0.198638052810413080
127,31.41,905,0.81859774067541630,0.907163410370416760
197,31.40224489795918,896,0.02150671342041216,0.110072383115412620
103,31.385789473684213,897,0.11007238311541262,0.198638052810413080
35,31.340000000000003,899,0.28720372250541354,0.375769392200414000
255,31.3,902,0.55290073159041492,0.641466401285415380
244,31.3,899,0.28720372250541354,0.375769392200414000
164,31.214000000000002,905,0.81859774067541630,0.907163410370416760
69,31.185,896,0.02150671342041216,0.110072383115412620
52,31.090869565217393,897,0.11007238311541262,0.198638052810413080
228,31.049999999999997,905,0.81859774067541630,0.907163410370416760
89,31.049999999999997,897,0.11007238311541262,0.198638052810413080
