pickup_zone,avg_tip_percentage,bkt_tip_amount,val_start,val_end
239,0.9156266298829999,107,59.9194105351780598,62.54295642803019120
113,0.915492957746,128,115.0138742850728192,117.63742017792495060
-1,0.9146438049873332,118,88.7784153565515052,91.40196124940363660
92,0.91391509434,107,59.9194105351780598,62.54295642803019120
114,0.913651315789,109,65.1665023208823226,67.79004821373445400
88,0.913361033057,99,38.9310433923610086,41.55458928521314000
116,0.913242009132,99,38.9310433923610086,41.55458928521314000
155,0.913242009132,99,38.9310433923610086,41.55458928521314000
43,0.912778904665,101,44.1781351780652714,46.80168107091740280
41,0.9127587408505,118,88.7784153565515052,91.40196124940363660
31,0.912408759124,103,49.4252269637695342,52.04877285662166560
143,0.912408759124,293,547.8989466056745002,550.52249249852663160
9,0.910798122066,98,36.3074974995088772,38.93104339236100860
137,0.910746812386,122,99.2725989279600308,101.89614482081216220
15,0.90990990991,96,31.0604057138046144,33.68395160665674580
175,0.909090909091,98,36.3074974995088772,38.93104339236100860
151,0.907949987887,97,33.6839516066567458,36.30749749950887720
145,0.907611548556,117,86.1548694636993738,88.77841535655150520
79,0.907303370787,96,31.0604057138046144,33.68395160665674580
116,0.906862745098,98,36.3074974995088772,38.93104339236100860
72,0.9066545097875001,97,33.6839516066567458,36.30749749950887720
154,0.906238984843,133,128.1316037493334762,130.75514964218560760
253,0.905797101449,112,73.0371399994387168,75.66068589229084820
70,0.905797101449,112,73.0371399994387168,75.66068589229084820
154,0.903614457831,129,117.6374201779249506,120.26096607077708200
86,0.902934537246,99,38.9310433923610086,41.55458928521314000
15,0.90268123138,118,88.7784153565515052,91.40196124940363660
228,0.90206185567,97,33.6839516066567458,36.30749749950887720
116,0.90206185567,97,33.6839516066567458,36.30749749950887720
113,0.90206185567,97,33.6839516066567458,36.30749749950887720
154,0.90169992609,130,120.2609660707770820,122.88451196362921340
61,0.901569103527,103,49.4252269637695342,52.04877285662166560
87,0.901338018651,109,65.1665023208823226,67.79004821373445400
84,0.900900900901,95,28.4368598209524830,31.06040571380461440
127,0.900900900901,95,28.4368598209524830,31.06040571380461440
248,0.900868941581,107,59.9194105351780598,62.54295642803019120
114,0.9008148497087499,122,99.2725989279600308,101.89614482081216220
68,0.897862232779,98,36.3074974995088772,38.93104339236100860
127,0.897656881228,96,31.0604057138046144,33.68395160665674580
96,0.89722675367,105,54.6723187494737970,57.29586464232592840
248,0.8968167928924999,118,88.7784153565515052,91.40196124940363660
179,0.89605734767,103,49.4252269637695342,52.04877285662166560
132,0.895296939519,96,31.0604057138046144,33.68395160665674580
131,0.8951985094785,141,149.1199708921505274,151.74351678500265880
75,0.894454382826,122,99.2725989279600308,101.89614482081216220
175,0.893854748603,96,31.0604057138046144,33.68395160665674580
131,0.893335715562,160,198.9673428563410240,201.59088874919315540
74,0.892857142857,99,38.9310433923610086,41.55458928521314000
215,0.892857142857,118,88.7784153565515052,91.40196124940363660
114,0.891832229581,114,78.2842317851429796,80.90777767799511100
41,0.891341256367,124,104.5196907136642936,107.14323660651642500
131,0.890396438414,116,83.5313235708472424,86.15486946369937380
-1,0.8903719498185,122,99.2725989279600308,101.89614482081216220
248,0.890001123157,141,149.1199708921505274,151.74351678500265880
68,0.887573964497,95,28.4368598209524830,31.06040571380461440
56,0.887573964497,95,28.4368598209524830,31.06040571380461440
198,0.887573964497,95,28.4368598209524830,31.06040571380461440
79,0.886766712142,108,62.5429564280301912,65.16650232088232260
75,0.885935769657,114,78.2842317851429796,80.90777767799511100
41,0.885328836425,104,52.0487728566216656,54.67231874947379700
131,0.885204440073,132,125.5080578564813448,128.13160374933347620
7,0.883392226148,93,23.1897680352482202,25.81331392810035160
137,0.883389650832,236,398.3568307131030104,400.98037660595514180
96,0.8832611658356667,95,28.4368598209524830,31.06040571380461440
239,0.883134130146,236,398.3568307131030104,400.98037660595514180
75,0.8827870332305,126,109.7667824993685564,112.39032839222068780
239,0.882352941176,235,395.7332848202508790,398.35683071310301040
113,0.880503144654,94,25.8133139281003516,28.43685982095248300
253,0.878477306003,107,59.9194105351780598,62.54295642803019120
235,0.87842234506325,105,54.6723187494737970,57.29586464232592840
41,0.8771458442293333,105,54.6723187494737970,57.29586464232592840
135,0.876623376623,94,25.8133139281003516,28.43685982095248300
79,0.876623376623,94,25.8133139281003516,28.43685982095248300
49,0.8765103544846666,103,49.4252269637695342,52.04877285662166560
248,0.876232201533,114,78.2842317851429796,80.90777767799511100
141,0.876232201533,114,78.2842317851429796,80.90777767799511100
117,0.8753600843914999,102,46.8016810709174028,49.42522696376953420
33,0.874831763122,108,62.5429564280301912,65.16650232088232260
105,0.874524714829,92,20.5662221423960888,23.18976803524822020
150,0.873754152824,94,25.8133139281003516,28.43685982095248300
68,0.873015873016,117,86.1548694636993738,88.77841535655150520
106,0.87260034904,103,49.4252269637695342,52.04877285662166560
245,0.872483221477,94,25.8133139281003516,28.43685982095248300
70,0.871743486974,117,86.1548694636993738,88.77841535655150520
34,0.870689655172,92,20.5662221423960888,23.18976803524822020
15,0.8697818232410001,103,49.4252269637695342,52.04877285662166560
137,0.869317372096,130,120.2609660707770820,122.88451196362921340
154,0.869120654397,116,83.5313235708472424,86.15486946369937380
129,0.868,92,20.5662221423960888,23.18976803524822020
159,0.866666666667,93,23.1897680352482202,25.81331392810035160
41,0.866336633663,110,67.7900482137344540,70.41359410658658540
154,0.866021395823,148,167.4847921421154472,170.10833803496757860
116,0.865800865801,107,59.9194105351780598,62.54295642803019120
33,0.8636574074075001,93,23.1897680352482202,25.81331392810035160
41,0.862854486285,112,73.0371399994387168,75.66068589229084820
198,0.8606489381875,93,23.1897680352482202,25.81331392810035160
93,0.859933652783,93,23.1897680352482202,25.81331392810035160
180,0.859259259259,93,23.1897680352482202,25.81331392810035160
-1,0.8587883026733333,116,83.5313235708472424,86.15486946369937380
94,0.858085808581,94,25.8133139281003516,28.43685982095248300
45,0.857059848925,106,57.2958646423259284,59.91941053517805980
248,0.856592135698,105,54.6723187494737970,57.29586464232592840
235,0.855192864388,122,99.2725989279600308,101.89614482081216220
154,0.853816300129,109,65.1665023208823226,67.79004821373445400
136,0.853485064011,107,59.9194105351780598,62.54295642803019120
126,0.852713178295,92,20.5662221423960888,23.18976803524822020
162,0.852713178295,92,20.5662221423960888,23.18976803524822020
131,0.852483320979,136,136.0022414278898704,138.62578732074200180
39,0.849535676502,111,70.4135941065865854,73.03713999943871680
91,0.849525739018,119,91.4019612494036366,94.02550714225576800
109,0.848,92,20.5662221423960888,23.18976803524822020
145,0.8468538453,113,75.6606858922908482,78.28423178514297960
93,0.846774193548,92,20.5662221423960888,23.18976803524822020
61,0.8467189597226668,93,23.1897680352482202,25.81331392810035160
164,0.845410628019,110,67.7900482137344540,70.41359410658658540
248,0.8452275013415,110,67.7900482137344540,70.41359410658658540
114,0.843644544432,141,149.1199708921505274,151.74351678500265880
97,0.843170320405,103,49.4252269637695342,52.04877285662166560
114,0.8415065644495,107,59.9194105351780598,62.54295642803019120
75,0.840550178299,147,164.8612462492633158,167.48479214211544720
116,0.839598997494,109,65.1665023208823226,67.79004821373445400
239,0.8392815432603999,105,54.6723187494737970,57.29586464232592840
85,0.83722682743,105,54.6723187494737970,57.29586464232592840
193,0.836820083682,99,38.9310433923610086,41.55458928521314000
41,0.836012861736,113,75.6606858922908482,78.28423178514297960
39,0.835805084746,102,46.8016810709174028,49.42522696376953420
75,0.8305173346436666,105,54.6723187494737970,57.29586464232592840
68,0.830466061933,92,20.5662221423960888,23.18976803524822020
193,0.83030090289,93,23.1897680352482202,25.81331392810035160
88,0.829015544041,90,15.3191303566918260,17.94267624954395740
74,0.828,92,20.5662221423960888,23.18976803524822020
239,0.827650715105,116,83.5313235708472424,86.15486946369937380
208,0.826771653543,100,41.5545892852131400,44.17813517806527140
9,0.825627476882,179,248.8147148205315206,251.43826071338365200
221,0.825471698113,110,67.7900482137344540,70.41359410658658540
248,0.825246012894,102,46.8016810709174028,49.42522696376953420
41,0.8235111374272,122,99.2725989279600308,101.89614482081216220
96,0.821467688938,112,73.0371399994387168,75.66068589229084820
164,0.819397993311,102,46.8016810709174028,49.42522696376953420
215,0.8189871182666666,105,54.6723187494737970,57.29586464232592840
171,0.818858560794,96,31.0604057138046144,33.68395160665674580
229,0.817142857143,105,54.6723187494737970,57.29586464232592840
65,0.816711590296,95,28.4368598209524830,31.06040571380461440
-1,0.8165791160394,112,73.0371399994387168,75.66068589229084820
114,0.815923207228,111,70.4135941065865854,73.03713999943871680
87,0.815850815851,110,67.7900482137344540,70.41359410658658540
-1,0.8151745433185,123,101.8961448208121622,104.51969071366429360
248,0.814166666667,121,96.6490530351078994,99.27259892796003080
35,0.81308411215,92,20.5662221423960888,23.18976803524822020
63,0.81,90,15.3191303566918260,17.94267624954395740
240,0.8091571567160001,126,109.7667824993685564,112.39032839222068780
172,0.809061488673,103,49.4252269637695342,52.04877285662166560
8,0.807537012113,107,59.9194105351780598,62.54295642803019120
239,0.8051916637415,108,62.5429564280301912,65.16650232088232260
144,0.804289544236,95,28.4368598209524830,31.06040571380461440
39,0.802919708029,100,41.5545892852131400,44.17813517806527140
41,0.8012276629395001,109,65.1665023208823226,67.79004821373445400
39,0.799418604651,105,54.6723187494737970,57.29586464232592840
201,0.797872340426,89,12.6955844638396946,15.31913035669182600
210,0.797872340426,89,12.6955844638396946,15.31913035669182600
103,0.793650793651,95,28.4368598209524830,31.06040571380461440
19,0.793650793651,95,28.4368598209524830,31.06040571380461440
180,0.7903893454915001,107,59.9194105351780598,62.54295642803019120
154,0.7898951760998183,107,59.9194105351780598,62.54295642803019120
79,0.788643533123,122,99.2725989279600308,101.89614482081216220
239,0.787909505484,113,75.6606858922908482,78.28423178514297960
235,0.7876678065089999,99,38.9310433923610086,41.55458928521314000
157,0.787401574803,99,38.9310433923610086,41.55458928521314000
154,0.7871448623338,102,46.8016810709174028,49.42522696376953420
55,0.786026200873,97,33.6839516066567458,36.30749749950887720
240,0.7839379470836668,107,59.9194105351780598,62.54295642803019120
235,0.7835359661085,112,73.0371399994387168,75.66068589229084820
75,0.7833937856533333,109,65.1665023208823226,67.79004821373445400
215,0.779953145917,119,91.4019612494036366,94.02550714225576800
154,0.779352226721,113,75.6606858922908482,78.28423178514297960
114,0.778368793274,108,62.5429564280301912,65.16650232088232260
32,0.776892430279,143,154.3670626778547902,156.99060857070692160
215,0.7757417902913334,110,67.7900482137344540,70.41359410658658540
-1,0.775481938799,120,94.0255071422557680,96.64905303510789940
228,0.775075987842,103,49.4252269637695342,52.04877285662166560
131,0.77241164079,159,196.3437969634888926,198.96734285634102400
1,0.772002058672,141,149.1199708921505274,151.74351678500265880
154,0.77099642745,106,57.2958646423259284,59.91941053517805980
164,0.7688944831565,99,38.9310433923610086,41.55458928521314000
114,0.7666910444524999,105,54.6723187494737970,57.29586464232592840
191,0.765696784074,103,49.4252269637695342,52.04877285662166560
65,0.764818355641,99,38.9310433923610086,41.55458928521314000
128,0.762852404643,101,44.1781351780652714,46.80168107091740280
239,0.7624313517173333,104,52.0487728566216656,54.67231874947379700
9,0.7614649955545001,91,17.9426762495439574,20.56622214239608880
61,0.7609117179780001,95,28.4368598209524830,31.06040571380461440
41,0.7592396079970001,116,83.5313235708472424,86.15486946369937380
229,0.7591435836284,103,49.4252269637695342,52.04877285662166560
253,0.758396533044,110,67.7900482137344540,70.41359410658658540
143,0.756961928253,95,28.4368598209524830,31.06040571380461440
61,0.754310344828,110,67.7900482137344540,70.41359410658658540
75,0.7542468146463334,107,59.9194105351780598,62.54295642803019120
85,0.7518373302640001,107,59.9194105351780598,62.54295642803019120
154,0.7515158827206,122,99.2725989279600308,101.89614482081216220
75,0.7509708033468,103,49.4252269637695342,52.04877285662166560
229,0.7484831946262,114,78.2842317851429796,80.90777767799511100
41,0.748119015048,217,348.5094587489125138,351.13300464176464520
153,0.746666666667,88,10.0720385709875632,12.69558446383969460
41,0.7448070602801999,101,44.1781351780652714,46.80168107091740280
72,0.744010088272,106,57.2958646423259284,59.91941053517805980
31,0.7439190445826666,93,23.1897680352482202,25.81331392810035160
71,0.743494423792,99,38.9310433923610086,41.55458928521314000
105,0.7431539558555,99,38.9310433923610086,41.55458928521314000
154,0.7429431040385,118,88.7784153565515052,91.40196124940363660
68,0.74294205052,103,49.4252269637695342,52.04877285662166560
248,0.74245472837,98,36.3074974995088772,38.93104339236100860
154,0.7408840608935,111,70.4135941065865854,73.03713999943871680
41,0.7408394165446002,103,49.4252269637695342,52.04877285662166560
22,0.740131578947,101,44.1781351780652714,46.80168107091740280
180,0.7390373202169999,94,25.8133139281003516,28.43685982095248300
87,0.7389198761369999,103,49.4252269637695342,52.04877285662166560
-1,0.7379800671879,105,54.6723187494737970,57.29586464232592840
106,0.737704528405,122,99.2725989279600308,101.89614482081216220
33,0.735436893204,107,59.9194105351780598,62.54295642803019120
71,0.735294117647,95,28.4368598209524830,31.06040571380461440
162,0.735294117647,95,28.4368598209524830,31.06040571380461440
143,0.734744707347,106,57.2958646423259284,59.91941053517805980
94,0.7343412527,97,33.6839516066567458,36.30749749950887720
245,0.7300465392126,93,23.1897680352482202,25.81331392810035160
145,0.727734221936625,103,49.4252269637695342,52.04877285662166560
117,0.726817042607,106,57.2958646423259284,59.91941053517805980
219,0.726744186047,103,49.4252269637695342,52.04877285662166560
116,0.7253565463281667,94,25.8133139281003516,28.43685982095248300
229,0.7244868637542501,107,59.9194105351780598,62.54295642803019120
15,0.7235450312678,93,23.1897680352482202,25.81331392810035160
235,0.722,111,70.4135941065865854,73.03713999943871680
137,0.721622605903,123,101.8961448208121622,104.51969071366429360
15,0.721237017428,99,38.9310433923610086,41.55458928521314000
-1,0.7200946752285714,110,67.7900482137344540,70.41359410658658540
193,0.719424460432,91,17.9426762495439574,20.56622214239608880
117,0.71592088780525,110,67.7900482137344540,70.41359410658658540
75,0.7155307982029999,111,70.4135941065865854,73.03713999943871680
253,0.7154605263155001,100,41.5545892852131400,44.17813517806527140
239,0.7142076789475,122,99.2725989279600308,101.89614482081216220
-1,0.71367399372,179,248.8147148205315206,251.43826071338365200
154,0.7129686766637778,112,73.0371399994387168,75.66068589229084820
131,0.712820512821,126,109.7667824993685564,112.39032839222068780
33,0.711237553343,103,49.4252269637695342,52.04877285662166560
245,0.7110655737705001,101,44.1781351780652714,46.80168107091740280
87,0.7109842563823999,99,38.9310433923610086,41.55458928521314000
71,0.7094180704440001,107,59.9194105351780598,62.54295642803019120
197,0.709359605911,95,28.4368598209524830,31.06040571380461440
245,0.708515283843,100,41.5545892852131400,44.17813517806527140
22,0.707740330382,95,28.4368598209524830,31.06040571380461440
61,0.7054296099295,92,20.5662221423960888,23.18976803524822020
71,0.702875399361,92,20.5662221423960888,23.18976803524822020
33,0.7028270874423334,95,28.4368598209524830,31.06040571380461440
72,0.7020882871123334,94,25.8133139281003516,28.43685982095248300
-1,0.7007634336678333,114,78.2842317851429796,80.90777767799511100
117,0.7003683205425,105,54.6723187494737970,57.29586464232592840
39,0.698818897638,97,33.6839516066567458,36.30749749950887720
41,0.6988114941560001,114,78.2842317851429796,80.90777767799511100
126,0.698080279232,99,38.9310433923610086,41.55458928521314000
41,0.697652533057,108,62.5429564280301912,65.16650232088232260
68,0.69745836525125,93,23.1897680352482202,25.81331392810035160
15,0.6973161033795,101,44.1781351780652714,46.80168107091740280
239,0.6956882879465294,103,49.4252269637695342,52.04877285662166560
235,0.6945277586155001,141,149.1199708921505274,151.74351678500265880
85,0.692308510978,99,38.9310433923610086,41.55458928521314000
-1,0.6919571258846666,108,62.5429564280301912,65.16650232088232260
229,0.6912889177754,101,44.1781351780652714,46.80168107091740280
22,0.691144708423,96,31.0604057138046144,33.68395160665674580
43,0.6899566563465,94,25.8133139281003516,28.43685982095248300
248,0.6887725724962499,99,38.9310433923610086,41.55458928521314000
145,0.6871905392279999,96,31.0604057138046144,33.68395160665674580
106,0.686276858217,97,33.6839516066567458,36.30749749950887720
15,0.6813103430785715,91,17.9426762495439574,20.56622214239608880
229,0.6794597308483333,122,99.2725989279600308,101.89614482081216220
15,0.675875264736,95,28.4368598209524830,31.06040571380461440
235,0.6758334570593749,103,49.4252269637695342,52.04877285662166560
123,0.675714285714,156,188.4731592849324984,191.09670517778462980
192,0.673813169985,100,41.5545892852131400,44.17813517806527140
103,0.673400673401,114,78.2842317851429796,80.90777767799511100
229,0.6721154839375,102,46.8016810709174028,49.42522696376953420
36,0.6719640881625,99,38.9310433923610086,41.55458928521314000
171,0.6718924972,107,59.9194105351780598,62.54295642803019120
137,0.671140939597,109,65.1665023208823226,67.79004821373445400
63,0.670241286863,93,23.1897680352482202,25.81331392810035160
71,0.668563300142,102,46.8016810709174028,49.42522696376953420
136,0.666280417149,106,57.2958646423259284,59.91941053517805980
136,0.666259168704,104,52.0487728566216656,54.67231874947379700
86,0.66585779441,95,28.4368598209524830,31.06040571380461440
131,0.665517241379,113,75.6606858922908482,78.28423178514297960
91,0.66520121745,99,38.9310433923610086,41.55458928521314000
137,0.66510172144,116,83.5313235708472424,86.15486946369937380
15,0.66425912456,92,20.5662221423960888,23.18976803524822020
106,0.6636487301755,101,44.1781351780652714,46.80168107091740280
33,0.66139932419,92,20.5662221423960888,23.18976803524822020
61,0.657665793549,107,59.9194105351780598,62.54295642803019120
248,0.6575103107075,126,109.7667824993685564,112.39032839222068780
33,0.6564795996665,101,44.1781351780652714,46.80168107091740280
114,0.654734426961,101,44.1781351780652714,46.80168107091740280
117,0.653653319051125,103,49.4252269637695342,52.04877285662166560
164,0.6517104385957501,103,49.4252269637695342,52.04877285662166560
61,0.6515351293137778,91,17.9426762495439574,20.56622214239608880
136,0.6506040227079999,103,49.4252269637695342,52.04877285662166560
136,0.6497093023255001,105,54.6723187494737970,57.29586464232592840
157,0.649350649351,101,44.1781351780652714,46.80168107091740280
41,0.6485458499332499,102,46.8016810709174028,49.42522696376953420
114,0.6476398800059999,103,49.4252269637695342,52.04877285662166560
116,0.6475765994036666,96,31.0604057138046144,33.68395160665674580
248,0.6464805111246666,103,49.4252269637695342,52.04877285662166560
137,0.645673984305,133,128.1316037493334762,130.75514964218560760
131,0.6430168856405715,108,62.5429564280301912,65.16650232088232260
228,0.641025641026,95,28.4368598209524830,31.06040571380461440
180,0.6409186191035,91,17.9426762495439574,20.56622214239608880
171,0.640674148449,103,49.4252269637695342,52.04877285662166560
253,0.639371381307,98,36.3074974995088772,38.93104339236100860
255,0.638977635783,91,17.9426762495439574,20.56622214239608880
65,0.6377340625115,92,20.5662221423960888,23.18976803524822020
164,0.637016446606,105,54.6723187494737970,57.29586464232592840
51,0.634517766497,103,49.4252269637695342,52.04877285662166560
