pickup_zone,avg_tip_amount,bkt_tip_percentage,val_start,val_end
228,850.0,906,0.90716341037041676,0.995729080065417220
69,800.0,906,0.90716341037041676,0.995729080065417220
82,520.38,901,0.46433506189541446,0.552900731590414920
241,368.0,906,0.90716341037041676,0.995729080065417220
143,301.6,906,0.90716341037041676,0.995729080065417220
158,300.0,906,0.90716341037041676,0.995729080065417220
199,300.0,906,0.90716341037041676,0.995729080065417220
68,249.0,906,0.90716341037041676,0.995729080065417220
210,220.0,907,0.99572908006541722,1.084294749760417680
123,189.2,903,0.64146640128541538,0.730032070980415840
127,166.885,906,0.90716341037041676,0.995729080065417220
43,161.66666666666666,906,0.90716341037041676,0.995729080065417220
74,160.0,906,0.90716341037041676,0.995729080065417220
32,156.0,904,0.73003207098041584,0.818597740675416300
1,150.0,904,0.73003207098041584,0.818597740675416300
248,150.0,907,0.99572908006541722,1.084294749760417680
171,150.0,906,0.90716341037041676,0.995729080065417220
131,148.16666666666666,907,0.99572908006541722,1.084294749760417680
9,135.0,905,0.81859774067541630,0.907163410370416760
248,125.30000000000001,906,0.90716341037041676,0.995729080065417220
-1,119.19916666666667,907,0.99572908006541722,1.084294749760417680
31,100.0,907,0.99572908006541722,1.084294749760417680
239,100.0,907,0.99572908006541722,1.084294749760417680
114,100.0,907,0.99572908006541722,1.084294749760417680
229,100.0,907,0.99572908006541722,1.084294749760417680
117,98.70333333333333,907,0.99572908006541722,1.084294749760417680
85,98.66666666666667,906,0.90716341037041676,0.995729080065417220
164,97.25,906,0.90716341037041676,0.995729080065417220
239,96.43636363636364,906,0.90716341037041676,0.995729080065417220
82,95.92,898,0.19863805281041308,0.287203722505413540
5,93.01333333333334,898,0.19863805281041308,0.287203722505413540
91,92.25,905,0.81859774067541630,0.907163410370416760
154,91.28333333333335,907,0.99572908006541722,1.084294749760417680
-1,89.84749999999998,906,0.90716341037041676,0.995729080065417220
117,87.53333333333333,906,0.90716341037041676,0.995729080065417220
223,86.0,906,0.90716341037041676,0.995729080065417220
41,85.0,907,0.99572908006541722,1.084294749760417680
219,85.0,906,0.90716341037041676,0.995729080065417220
70,81.0,905,0.81859774067541630,0.907163410370416760
141,80.0,905,0.81859774067541630,0.907163410370416760
164,80.0,907,0.99572908006541722,1.084294749760417680
53,80.0,906,0.90716341037041676,0.995729080065417220
93,80.0,906,0.90716341037041676,0.995729080065417220
103,80.0,903,0.64146640128541538,0.730032070980415840
75,75.40125,906,0.90716341037041676,0.995729080065417220
41,74.69444444444444,906,0.90716341037041676,0.995729080065417220
137,71.23,905,0.81859774067541630,0.907163410370416760
145,70.0,907,0.99572908006541722,1.084294749760417680
141,70.0,906,0.90716341037041676,0.995729080065417220
39,70.0,907,0.99572908006541722,1.084294749760417680
221,70.0,905,0.81859774067541630,0.907163410370416760
15,70.0,907,0.99572908006541722,1.084294749760417680
154,69.13702702702702,906,0.90716341037041676,0.995729080065417220
17,68.0,906,0.90716341037041676,0.995729080065417220
113,68.0,906,0.90716341037041676,0.995729080065417220
21,66.0,902,0.55290073159041492,0.641466401285415380
14,65.58500000000001,898,0.19863805281041308,0.287203722505413540
215,64.18333333333334,906,0.90716341037041676,0.995729080065417220
109,62.7,906,0.90716341037041676,0.995729080065417220
92,62.0,906,0.90716341037041676,0.995729080065417220
106,61.158,906,0.90716341037041676,0.995729080065417220
170,60.88,906,0.90716341037041676,0.995729080065417220
71,60.0,906,0.90716341037041676,0.995729080065417220
96,60.0,906,0.90716341037041676,0.995729080065417220
17,59.44,901,0.46433506189541446,0.552900731590414920
229,59.404375,906,0.90716341037041676,0.995729080065417220
45,59.0,905,0.81859774067541630,0.907163410370416760
131,58.90999999999999,906,0.90716341037041676,0.995729080065417220
253,57.81428571428571,906,0.90716341037041676,0.995729080065417220
79,57.5,904,0.73003207098041584,0.818597740675416300
75,57.30636363636363,905,0.81859774067541630,0.907163410370416760
33,56.0,906,0.90716341037041676,0.995729080065417220
235,55.339999999999996,906,0.90716341037041676,0.995729080065417220
180,55.0,906,0.90716341037041676,0.995729080065417220
157,54.85,906,0.90716341037041676,0.995729080065417220
114,53.214999999999996,905,0.81859774067541630,0.907163410370416760
61,53.0775,906,0.90716341037041676,0.995729080065417220
212,53.0,906,0.90716341037041676,0.995729080065417220
18,53.0,906,0.90716341037041676,0.995729080065417220
219,52.4,903,0.64146640128541538,0.730032070980415840
239,52.339,905,0.81859774067541630,0.907163410370416760
25,50.9,901,0.46433506189541446,0.552900731590414920
248,50.605000000000004,905,0.81859774067541630,0.907163410370416760
196,50.5,901,0.46433506189541446,0.552900731590414920
145,50.4875,906,0.90716341037041676,0.995729080065417220
49,50.0,906,0.90716341037041676,0.995729080065417220
49,50.0,905,0.81859774067541630,0.907163410370416760
97,50.0,905,0.81859774067541630,0.907163410370416760
8,50.0,906,0.90716341037041676,0.995729080065417220
51,50.0,902,0.55290073159041492,0.641466401285415380
31,50.0,906,0.90716341037041676,0.995729080065417220
82,50.0,899,0.28720372250541354,0.375769392200414000
179,50.0,905,0.81859774067541630,0.907163410370416760
114,49.65555555555556,906,0.90716341037041676,0.995729080065417220
86,49.6,900,0.37576939220041400,0.464335061895414460
131,49.5615,905,0.81859774067541630,0.907163410370416760
35,48.0,906,0.90716341037041676,0.995729080065417220
245,48.0,906,0.90716341037041676,0.995729080065417220
132,48.0,906,0.90716341037041676,0.995729080065417220
128,47.897499999999994,901,0.46433506189541446,0.552900731590414920
137,47.71263157894737,906,0.90716341037041676,0.995729080065417220
235,47.4,905,0.81859774067541630,0.907163410370416760
131,47.31619047619048,902,0.55290073159041492,0.641466401285415380
122,46.9,901,0.46433506189541446,0.552900731590414920
15,46.86909090909091,906,0.90716341037041676,0.995729080065417220
94,46.58,906,0.90716341037041676,0.995729080065417220
259,46.0,906,0.90716341037041676,0.995729080065417220
79,46.0,905,0.81859774067541630,0.907163410370416760
215,44.922222222222224,905,0.81859774067541630,0.907163410370416760
137,44.23846153846154,903,0.64146640128541538,0.730032070980415840
131,44.10418181818182,901,0.46433506189541446,0.552900731590414920
192,44.0,903,0.64146640128541538,0.730032070980415840
96,44.0,905,0.81859774067541630,0.907163410370416760
240,43.875,906,0.90716341037041676,0.995729080065417220
251,43.42,900,0.37576939220041400,0.464335061895414460
154,42.887142857142855,905,0.81859774067541630,0.907163410370416760
116,42.769999999999996,906,0.90716341037041676,0.995729080065417220
94,42.75,902,0.55290073159041492,0.641466401285415380
131,42.69230769230769,904,0.73003207098041584,0.818597740675416300
33,42.525,903,0.64146640128541538,0.730032070980415840
114,42.21357142857143,904,0.73003207098041584,0.818597740675416300
72,42.038,906,0.90716341037041676,0.995729080065417220
208,42.0,905,0.81859774067541630,0.907163410370416760
253,42.0,905,0.81859774067541630,0.907163410370416760
130,41.8,901,0.46433506189541446,0.552900731590414920
41,41.67,905,0.81859774067541630,0.907163410370416760
91,40.666666666666664,906,0.90716341037041676,0.995729080065417220
68,40.56,905,0.81859774067541630,0.907163410370416760
255,40.0,906,0.90716341037041676,0.995729080065417220
224,40.0,900,0.37576939220041400,0.464335061895414460
118,40.0,906,0.90716341037041676,0.995729080065417220
105,40.0,906,0.90716341037041676,0.995729080065417220
256,40.0,906,0.90716341037041676,0.995729080065417220
155,40.0,906,0.90716341037041676,0.995729080065417220
