pickup_zone,avg_passenger_count,bkt_total_amount,val_start,val_end
-1,2.0,19,-266.5567300100553,-230.14392632637400
82,2.0,35,316.0481289288455,352.46093261252680
31,2.0,30,133.9841105104390,170.39691419412030
43,2.0,33,243.2225215614829,279.63532524516420
82,2.0,54,1007.8913989187902,1044.30420260247150
-1,2.0,45,680.1761657656585,716.58896944933980
5,2.0,36,352.4609326125268,388.87373629620810
131,2.0,44,643.7633620819772,680.17616576565850
75,2.0,32,206.8097178778016,243.22252156148290
234,2.0,29,97.5713068267577,133.98411051043900
239,2.0,23,-120.9055152753301,-84.49271159164880
194,2.0,29,97.5713068267577,133.98411051043900
117,2.0,22,-157.3183189590114,-120.90551527533010
226,2.0,33,243.2225215614829,279.63532524516420
256,2.0,31,170.3969141941203,206.80971787780160
248,2.0,38,425.2865399798894,461.69934366357070
181,2.0,29,97.5713068267577,133.98411051043900
28,2.0,27,24.7456994593951,61.15850314307640
160,2.0,28,61.1585031430764,97.57130682675770
113,2.0,29,97.5713068267577,133.98411051043900
118,2.0,27,24.7456994593951,61.15850314307640
45,2.0,31,170.3969141941203,206.80971787780160
256,2.0,30,133.9841105104390,170.39691419412030
180,2.0,34,279.6353252451642,316.04812892884550
199,2.0,39,461.6993436635707,498.11214734725200
157,2.0,25,-48.0799079079675,-11.66710422428620
239,2.0,38,425.2865399798894,461.69934366357070
154,2.0,37,388.8737362962081,425.28653997988940
22,2.0,33,243.2225215614829,279.63532524516420
156,2.0,28,61.1585031430764,97.57130682675770
67,2.0,27,24.7456994593951,61.15850314307640
143,2.0,31,170.3969141941203,206.80971787780160
34,2.0,26,-11.6671042242862,24.74569945939510
178,2.0,31,170.3969141941203,206.80971787780160
65,2.0,25,-48.0799079079675,-11.66710422428620
92,2.0,35,316.0481289288455,352.46093261252680
122,2.0,32,206.8097178778016,243.22252156148290
196,2.0,29,97.5713068267577,133.98411051043900
117,2.0,45,680.1761657656585,716.58896944933980
220,2.0,29,97.5713068267577,133.98411051043900
157,2.0,24,-84.4927115916488,-48.07990790796750
181,2.0,28,61.1585031430764,97.57130682675770
154,2.0,61,1262.7810247045593,1299.19382838824060
5,2.0,27,24.7456994593951,61.15850314307640
212,2.0,33,243.2225215614829,279.63532524516420
49,2.0,31,170.3969141941203,206.80971787780160
-1,2.0,46,716.5889694493398,753.00177313302110
14,2.0,31,170.3969141941203,206.80971787780160
82,2.0,30,133.9841105104390,170.39691419412030
174,2.0,29,97.5713068267577,133.98411051043900
33,2.0,31,170.3969141941203,206.80971787780160
134,2.0,28,61.1585031430764,97.57130682675770
50,2.0,30,133.9841105104390,170.39691419412030
199,2.0,43,607.3505583982959,643.76336208197720
9,2.0,33,243.2225215614829,279.63532524516420
71,2.0,37,388.8737362962081,425.28653997988940
225,2.0,29,97.5713068267577,133.98411051043900
14,2.0,27,24.7456994593951,61.15850314307640
157,2.0,39,461.6993436635707,498.11214734725200
78,2.0,26,-11.6671042242862,24.74569945939510
219,2.0,39,461.6993436635707,498.11214734725200
5,2.0,42,570.9377547146146,607.35055839829590
79,2.0,33,243.2225215614829,279.63532524516420
147,2.0,28,61.1585031430764,97.57130682675770
191,2.0,29,97.5713068267577,133.98411051043900
239,2.0,34,279.6353252451642,316.04812892884550
131,2.0,24,-84.4927115916488,-48.07990790796750
41,2.0,37,388.8737362962081,425.28653997988940
228,2.0,28,61.1585031430764,97.57130682675770
41,2.0,39,461.6993436635707,498.11214734725200
243,2.0,23,-120.9055152753301,-84.49271159164880
199,2.0,53,971.4785952351089,1007.89139891879020
25,2.0,31,170.3969141941203,206.80971787780160
249,2.0,27,24.7456994593951,61.15850314307640
116,2.0,35,316.0481289288455,352.46093261252680
223,2.0,27,24.7456994593951,61.15850314307640
239,2.0,19,-266.5567300100553,-230.14392632637400
34,2.0,29,97.5713068267577,133.98411051043900
199,2.0,30,133.9841105104390,170.39691419412030
68,2.0,38,425.2865399798894,461.69934366357070
240,2.0,34,279.6353252451642,316.04812892884550
156,2.0,27,24.7456994593951,61.15850314307640
31,2.0,34,279.6353252451642,316.04812892884550
248,2.0,20,-230.1439263263740,-193.73112264269270
256,2.0,29,97.5713068267577,133.98411051043900
225,2.0,28,61.1585031430764,97.57130682675770
131,2.0,39,461.6993436635707,498.11214734725200
127,2.0,25,-48.0799079079675,-11.66710422428620
143,2.0,40,498.1121473472520,534.52495103093330
31,2.0,38,425.2865399798894,461.69934366357070
97,2.0,30,133.9841105104390,170.39691419412030
216,2.0,28,61.1585031430764,97.57130682675770
70,2.0,46,716.5889694493398,753.00177313302110
97,2.0,29,97.5713068267577,133.98411051043900
58,1.9903846153846154,27,24.7456994593951,61.15850314307640
181,1.9444444444444444,27,24.7456994593951,61.15850314307640
255,1.9350649350649352,27,24.7456994593951,61.15850314307640
197,1.9327731092436975,27,24.7456994593951,61.15850314307640
220,1.9230769230769231,28,61.1585031430764,97.57130682675770
26,1.9210526315789473,26,-11.6671042242862,24.74569945939510
76,1.9166666666666667,26,-11.6671042242862,24.74569945939510
78,1.9166666666666667,27,24.7456994593951,61.15850314307640
249,1.9125,26,-11.6671042242862,24.74569945939510
133,1.911764705882353,27,24.7456994593951,61.15850314307640
175,1.90625,27,24.7456994593951,61.15850314307640
259,1.9,28,61.1585031430764,97.57130682675770
94,1.8974358974358974,28,61.1585031430764,97.57130682675770
122,1.8888888888888888,28,61.1585031430764,97.57130682675770
29,1.8888888888888888,27,24.7456994593951,61.15850314307640
212,1.881578947368421,27,24.7456994593951,61.15850314307640
53,1.8800904977375565,26,-11.6671042242862,24.74569945939510
43,1.875,29,97.5713068267577,133.98411051043900
243,1.868421052631579,27,24.7456994593951,61.15850314307640
235,1.8571428571428572,31,170.3969141941203,206.80971787780160
131,1.8571428571428572,37,388.8737362962081,425.28653997988940
75,1.8571428571428572,31,170.3969141941203,206.80971787780160
125,1.8571428571428572,27,24.7456994593951,61.15850314307640
78,1.8571428571428572,28,61.1585031430764,97.57130682675770
184,1.8571428571428572,26,-11.6671042242862,24.74569945939510
151,1.8535564853556485,26,-11.6671042242862,24.74569945939510
87,1.8472222222222223,29,97.5713068267577,133.98411051043900
201,1.841121495327103,27,24.7456994593951,61.15850314307640
0,1.8392857142857142,26,-11.6671042242862,24.74569945939510
67,1.8333333333333333,26,-11.6671042242862,24.74569945939510
221,1.8333333333333333,30,133.9841105104390,170.39691419412030
30,1.8333333333333333,29,97.5713068267577,133.98411051043900
157,1.829268292682927,29,97.5713068267577,133.98411051043900
221,1.826086956521739,28,61.1585031430764,97.57130682675770
244,1.826086956521739,26,-11.6671042242862,24.74569945939510
92,1.8223350253807107,27,24.7456994593951,61.15850314307640
116,1.8205128205128205,29,97.5713068267577,133.98411051043900
25,1.8142857142857143,27,24.7456994593951,61.15850314307640
-1,1.811881188118812,24,-84.4927115916488,-48.07990790796750
160,1.8066666666666666,26,-11.6671042242862,24.74569945939510
92,1.8,26,-11.6671042242862,24.74569945939510
224,1.8,26,-11.6671042242862,24.74569945939510
112,1.8,27,24.7456994593951,61.15850314307640
74,1.7964601769911503,27,24.7456994593951,61.15850314307640
238,1.7894736842105263,27,24.7456994593951,61.15850314307640
163,1.7890625,26,-11.6671042242862,24.74569945939510
150,1.7879464285714286,26,-11.6671042242862,24.74569945939510
229,1.7871337150555742,28,61.1585031430764,97.57130682675770
53,1.7840909090909092,27,24.7456994593951,61.15850314307640
237,1.7826086956521738,27,24.7456994593951,61.15850314307640
144,1.781021897810219,26,-11.6671042242862,24.74569945939510
191,1.7777777777777777,28,61.1585031430764,97.57130682675770
52,1.7777777777777777,28,61.1585031430764,97.57130682675770
39,1.7744909190974134,27,24.7456994593951,61.15850314307640
46,1.7704918032786885,26,-11.6671042242862,24.74569945939510
52,1.7666666666666666,27,24.7456994593951,61.15850314307640
229,1.7662771285475793,29,97.5713068267577,133.98411051043900
197,1.7636363636363637,26,-11.6671042242862,24.74569945939510
220,1.7625,27,24.7456994593951,61.15850314307640
39,1.7616050414369935,26,-11.6671042242862,24.74569945939510
58,1.7603092783505154,26,-11.6671042242862,24.74569945939510
178,1.7575757575757576,28,61.1585031430764,97.57130682675770
95,1.7567567567567568,26,-11.6671042242862,24.74569945939510
141,1.7554054054054054,27,24.7456994593951,61.15850314307640
39,1.7533577533577533,28,61.1585031430764,97.57130682675770
141,1.751470133085732,26,-11.6671042242862,24.74569945939510
117,1.75,32,206.8097178778016,243.22252156148290
253,1.75,30,133.9841105104390,170.39691419412030
71,1.75,29,97.5713068267577,133.98411051043900
239,1.75,31,170.3969141941203,206.80971787780160
180,1.75,28,61.1585031430764,97.57130682675770
239,1.75,25,-48.0799079079675,-11.66710422428620
106,1.747978436657682,28,61.1585031430764,97.57130682675770
31,1.7468354430379747,27,24.7456994593951,61.15850314307640
64,1.7425256581883088,26,-11.6671042242862,24.74569945939510
29,1.7419354838709677,26,-11.6671042242862,24.74569945939510
135,1.7413793103448276,27,24.7456994593951,61.15850314307640
65,1.7411957411957413,27,24.7456994593951,61.15850314307640
229,1.7406717357369454,27,24.7456994593951,61.15850314307640
51,1.7404870624048707,27,24.7456994593951,61.15850314307640
26,1.7391304347826086,27,24.7456994593951,61.15850314307640
154,1.7391304347826086,24,-84.4927115916488,-48.07990790796750
112,1.7391304347826086,26,-11.6671042242862,24.74569945939510
144,1.7361111111111112,27,24.7456994593951,61.15850314307640
57,1.7333333333333334,26,-11.6671042242862,24.74569945939510
137,1.7327916127641225,27,24.7456994593951,61.15850314307640
253,1.7323192723851342,27,24.7456994593951,61.15850314307640
106,1.7321428571428572,29,97.5713068267577,133.98411051043900
196,1.7318840579710144,27,24.7456994593951,61.15850314307640
128,1.7309136420525657,27,24.7456994593951,61.15850314307640
145,1.7298808142600992,27,24.7456994593951,61.15850314307640
157,1.7297921478060045,28,61.1585031430764,97.57130682675770
86,1.728395061728395,26,-11.6671042242862,24.74569945939510
114,1.7272727272727273,30,133.9841105104390,170.39691419412030
145,1.7272727272727273,29,97.5713068267577,133.98411051043900
131,1.7268773972141849,27,24.7456994593951,61.15850314307640
75,1.7233404828686136,27,24.7456994593951,61.15850314307640
212,1.7214285714285715,26,-11.6671042242862,24.74569945939510
117,1.7204760305196987,27,24.7456994593951,61.15850314307640
25,1.7202380952380953,28,61.1585031430764,97.57130682675770
145,1.7201424158332896,26,-11.6671042242862,24.74569945939510
70,1.71875,28,61.1585031430764,97.57130682675770
41,1.7178502879078694,29,97.5713068267577,133.98411051043900
196,1.7174887892376682,28,61.1585031430764,97.57130682675770
248,1.7173494996903622,27,24.7456994593951,61.15850314307640
73,1.7142857142857142,26,-11.6671042242862,24.74569945939510
109,1.7142857142857142,28,61.1585031430764,97.57130682675770
116,1.7137750893593622,27,24.7456994593951,61.15850314307640
172,1.7129367100773705,26,-11.6671042242862,24.74569945939510
97,1.711111111111111,26,-11.6671042242862,24.74569945939510
33,1.7090180360721443,26,-11.6671042242862,24.74569945939510
136,1.7072678331090174,28,61.1585031430764,97.57130682675770
226,1.7070929805218669,27,24.7456994593951,61.15850314307640
56,1.7065527065527066,26,-11.6671042242862,24.74569945939510
43,1.70567837017772,27,24.7456994593951,61.15850314307640
117,1.705506010081427,28,61.1585031430764,97.57130682675770
64,1.705009276437848,27,24.7456994593951,61.15850314307640
41,1.7045567522783762,28,61.1585031430764,97.57130682675770
219,1.7028061224489797,28,61.1585031430764,97.57130682675770
131,1.7027099338760845,28,61.1585031430764,97.57130682675770
154,1.7025238120863155,28,61.1585031430764,97.57130682675770
192,1.7023809523809523,27,24.7456994593951,61.15850314307640
97,1.7017543859649122,27,24.7456994593951,61.15850314307640
8,1.7014925373134329,29,97.5713068267577,133.98411051043900
210,1.7,26,-11.6671042242862,24.74569945939510
85,1.6996257018091079,28,61.1585031430764,97.57130682675770
154,1.699362354806466,27,24.7456994593951,61.15850314307640
147,1.6989247311827957,26,-11.6671042242862,24.74569945939510
58,1.6987951807228916,28,61.1585031430764,97.57130682675770
253,1.6986301369863013,28,61.1585031430764,97.57130682675770
118,1.698019801980198,26,-11.6671042242862,24.74569945939510
180,1.6975717439293598,27,24.7456994593951,61.15850314307640
114,1.6971688574317492,27,24.7456994593951,61.15850314307640
36,1.6970798182998053,26,-11.6671042242862,24.74569945939510
130,1.6956521739130435,27,24.7456994593951,61.15850314307640
127,1.6947791164658634,27,24.7456994593951,61.15850314307640
33,1.6940639269406392,27,24.7456994593951,61.15850314307640
248,1.6938775510204083,29,97.5713068267577,133.98411051043900
137,1.693439906423628,28,61.1585031430764,97.57130682675770
175,1.6929824561403508,26,-11.6671042242862,24.74569945939510
125,1.6923076923076923,26,-11.6671042242862,24.74569945939510
75,1.6922125582404934,26,-11.6671042242862,24.74569945939510
106,1.6917454569838397,27,24.7456994593951,61.15850314307640
253,1.6916197416363035,26,-11.6671042242862,24.74569945939510
164,1.6911764705882353,29,97.5713068267577,133.98411051043900
136,1.690557875894988,27,24.7456994593951,61.15850314307640
229,1.6894108784330697,26,-11.6671042242862,24.74569945939510
240,1.6875975248856605,27,24.7456994593951,61.15850314307640
53,1.6875,28,61.1585031430764,97.57130682675770
43,1.687281150676076,26,-11.6671042242862,24.74569945939510
8,1.6868277177368087,26,-11.6671042242862,24.74569945939510
72,1.6859594006766554,27,24.7456994593951,61.15850314307640
171,1.6844113057048726,27,24.7456994593951,61.15850314307640
216,1.6842105263157894,27,24.7456994593951,61.15850314307640
181,1.6829268292682926,26,-11.6671042242862,24.74569945939510
172,1.6828107502799552,27,24.7456994593951,61.15850314307640
237,1.6825396825396826,26,-11.6671042242862,24.74569945939510
248,1.6819416245482166,26,-11.6671042242862,24.74569945939510
143,1.6818181818181819,29,97.5713068267577,133.98411051043900
178,1.6818181818181819,27,24.7456994593951,61.15850314307640
70,1.6817248459958931,27,24.7456994593951,61.15850314307640
164,1.681704260651629,27,24.7456994593951,61.15850314307640
116,1.6816290130796672,26,-11.6671042242862,24.74569945939510
171,1.6816138684270552,26,-11.6671042242862,24.74569945939510
35,1.681159420289855,27,24.7456994593951,61.15850314307640
215,1.6810498910022627,26,-11.6671042242862,24.74569945939510
116,1.6810344827586208,28,61.1585031430764,97.57130682675770
228,1.680232558139535,27,24.7456994593951,61.15850314307640
75,1.68,28,61.1585031430764,97.57130682675770
240,1.6798851605957295,28,61.1585031430764,97.57130682675770
259,1.678714859437751,26,-11.6671042242862,24.74569945939510
30,1.678621991505427,26,-11.6671042242862,24.74569945939510
242,1.6785714285714286,26,-11.6671042242862,24.74569945939510
198,1.67828418230563,27,24.7456994593951,61.15850314307640
87,1.6779661016949152,28,61.1585031430764,97.57130682675770
114,1.6775999734950138,26,-11.6671042242862,24.74569945939510
85,1.677424758908021,26,-11.6671042242862,24.74569945939510
45,1.6764032073310424,27,24.7456994593951,61.15850314307640
117,1.6761374628291528,26,-11.6671042242862,24.74569945939510
137,1.676116709279591,26,-11.6671042242862,24.74569945939510
206,1.676056338028169,27,24.7456994593951,61.15850314307640
215,1.675508740969503,27,24.7456994593951,61.15850314307640
245,1.674817475953181,26,-11.6671042242862,24.74569945939510
219,1.6745762711864407,27,24.7456994593951,61.15850314307640
41,1.6744077899750573,27,24.7456994593951,61.15850314307640
227,1.6739511767285484,26,-11.6671042242862,24.74569945939510
154,1.6728004937579926,26,-11.6671042242862,24.74569945939510
96,1.6720977596741344,27,24.7456994593951,61.15850314307640
235,1.671791413800854,27,24.7456994593951,61.15850314307640
199,1.6712962962962963,27,24.7456994593951,61.15850314307640
236,1.6709501557632398,26,-11.6671042242862,24.74569945939510
106,1.6703446870208498,26,-11.6671042242862,24.74569945939510
157,1.6699537130207285,27,24.7456994593951,61.15850314307640
239,1.6695882025598219,28,61.1585031430764,97.57130682675770
126,1.6683291770573565,26,-11.6671042242862,24.74569945939510
235,1.6679020242305667,26,-11.6671042242862,24.74569945939510
65,1.6678279045462463,26,-11.6671042242862,24.74569945939510
45,1.6676017497147204,26,-11.6671042242862,24.74569945939510
195,1.6666666666666667,28,61.1585031430764,97.57130682675770
74,1.6666666666666667,32,206.8097178778016,243.22252156148290
34,1.6666666666666667,27,24.7456994593951,61.15850314307640
113,1.6666666666666667,30,133.9841105104390,170.39691419412030
131,1.6666666666666667,25,-48.0799079079675,-11.66710422428620
245,1.6666666666666667,28,61.1585031430764,97.57130682675770
199,1.6666666666666667,29,97.5713068267577,133.98411051043900
244,1.6666666666666667,27,24.7456994593951,61.15850314307640
141,1.6666666666666667,29,97.5713068267577,133.98411051043900
215,1.6666666666666667,24,-84.4927115916488,-48.07990790796750
205,1.6666666666666667,26,-11.6671042242862,24.74569945939510
221,1.6666666666666667,24,-84.4927115916488,-48.07990790796750
239,1.6666666666666667,35,316.0481289288455,352.46093261252680
92,1.6666666666666667,30,133.9841105104390,170.39691419412030
228,1.6666666666666667,29,97.5713068267577,133.98411051043900
161,1.6666666666666667,31,170.3969141941203,206.80971787780160
14,1.6666666666666667,28,61.1585031430764,97.57130682675770
72,1.6666666666666667,32,206.8097178778016,243.22252156148290
72,1.6666666666666667,31,170.3969141941203,206.80971787780160
245,1.6666666666666667,31,170.3969141941203,206.80971787780160
152,1.6666666666666667,28,61.1585031430764,97.57130682675770
87,1.6665479284066689,26,-11.6671042242862,24.74569945939510
85,1.665956190133792,27,24.7456994593951,61.15850314307640
191,1.6654922279792745,26,-11.6671042242862,24.74569945939510
87,1.6648701616854482,27,24.7456994593951,61.15850314307640
70,1.664846278317152,26,-11.6671042242862,24.74569945939510
8,1.664556651454929,27,24.7456994593951,61.15850314307640
154,1.6644474034620507,29,97.5713068267577,133.98411051043900
136,1.6644197701628565,26,-11.6671042242862,24.74569945939510
51,1.6633510167992926,26,-11.6671042242862,24.74569945939510
245,1.6630552546045503,27,24.7456994593951,61.15850314307640
6,1.6629692832764504,27,24.7456994593951,61.15850314307640
239,1.662742360626361,27,24.7456994593951,61.15850314307640
240,1.6619826333786591,26,-11.6671042242862,24.74569945939510
157,1.6619079182175087,26,-11.6671042242862,24.74569945939510
199,1.6608187134502923,28,61.1585031430764,97.57130682675770
109,1.6595744680851063,27,24.7456994593951,61.15850314307640
239,1.6593835357045905,26,-11.6671042242862,24.74569945939510
191,1.6592592592592592,27,24.7456994593951,61.15850314307640
220,1.65922107674685,26,-11.6671042242862,24.74569945939510
30,1.658787647731605,27,24.7456994593951,61.15850314307640
72,1.6586887477313974,26,-11.6671042242862,24.74569945939510
88,1.6582278481012658,26,-11.6671042242862,24.74569945939510
259,1.6566566566566567,27,24.7456994593951,61.15850314307640
41,1.6559978898622891,26,-11.6671042242862,24.74569945939510
114,1.6559485530546625,28,61.1585031430764,97.57130682675770
33,1.6538461538461537,28,61.1585031430764,97.57130682675770
203,1.6538461538461537,26,-11.6671042242862,24.74569945939510
127,1.6531134489621837,26,-11.6671042242862,24.74569945939510
241,1.6521739130434783,26,-11.6671042242862,24.74569945939510
92,1.6517857142857142,28,61.1585031430764,97.57130682675770
255,1.6514657980456027,26,-11.6671042242862,24.74569945939510
198,1.6509988249118683,26,-11.6671042242862,24.74569945939510
248,1.650730411686587,28,61.1585031430764,97.57130682675770
17,1.65,26,-11.6671042242862,24.74569945939510
69,1.65,27,24.7456994593951,61.15850314307640
192,1.6491862567811935,26,-11.6671042242862,24.74569945939510
226,1.6490185177265535,26,-11.6671042242862,24.74569945939510
164,1.6477208778840742,28,61.1585031430764,97.57130682675770
