pickup_zone,avg_tip_amount,bkt_passenger_count,passenger_count_start,passenger_count_end
90,1.7506628977188758,0,0.0,1.324890838664829
78,1.7506443344947495,0,0.0,1.324890838664829
58,1.7506341877238787,0,0.0,1.324890838664829
19,1.750666102124324,0,0.0,1.324890838664829
242,1.750663083967113,2,2.649781677329658,3.974672515994487
149,1.7506625199800054,0,0.0,1.324890838664829
88,1.7506636423316053,4,5.299563354659316,6.624454193324145
168,1.7506626147197797,0,0.0,1.324890838664829
74,1.750657927431779,2,2.649781677329658,3.974672515994487
49,1.750668673408075,3,3.974672515994487,5.299563354659316
64,1.7506592946063873,4,5.299563354659316,6.624454193324145
58,1.7506630193416972,3,3.974672515994487,5.299563354659316
71,1.7506612905698085,3,3.974672515994487,5.299563354659316
162,1.7506631694170058,4,5.299563354659316,6.624454193324145
125,1.7506639455023874,0,0.0,1.324890838664829
244,1.7506645604077806,1,1.324890838664829,2.649781677329658
145,1.7506635973448845,6,7.949345031988974,9.274235870653804
245,1.7506302835920404,1,1.324890838664829,2.649781677329658
92,1.7506139844126969,1,1.324890838664829,2.649781677329658
241,1.7505955909667108,0,0.0,1.324890838664829
229,1.750662382573292,6,7.949345031988974,9.274235870653804
222,1.7506634368345049,2,2.649781677329658,3.974672515994487
148,1.7506634368345049,1,1.324890838664829,2.649781677329658
13,1.7506626484003904,2,2.649781677329658,3.974672515994487
141,1.75067283676855,4,5.299563354659316,6.624454193324145
92,1.7506529329523957,2,2.649781677329658,3.974672515994487
-1,1.7506630099450384,5,6.624454193324145,7.949345031988974
248,1.7534908939290503,0,0.0,1.324890838664829
131,1.7435922923549874,3,3.974672515994487,5.299563354659316
46,1.750663253463605,4,5.299563354659316,6.624454193324145
79,1.7508922853552806,0,0.0,1.324890838664829
49,1.7506561545063766,1,1.324890838664829,2.649781677329658
91,1.7506625539417437,3,3.974672515994487,5.299563354659316
171,1.7506869045699704,4,5.299563354659316,6.624454193324145
143,1.7513473694426656,0,0.0,1.324890838664829
36,1.7506218337060242,1,1.324890838664829,2.649781677329658
135,1.750670336184801,1,1.324890838664829,2.649781677329658
244,1.7506639183657322,3,3.974672515994487,5.299563354659316
132,1.750676927787429,0,0.0,1.324890838664829
154,1.7506599806561054,6,7.949345031988974,9.274235870653804
159,1.750663461711236,3,3.974672515994487,5.299563354659316
65,1.750802029628865,0,0.0,1.324890838664829
25,1.7506520195033861,1,1.324890838664829,2.649781677329658
155,1.750680895360819,0,0.0,1.324890838664829
88,1.750657777380997,1,1.324890838664829,2.649781677329658
156,1.7506618155256837,0,0.0,1.324890838664829
256,1.7506630225378503,2,2.649781677329658,3.974672515994487
227,1.7506891892603225,2,2.649781677329658,3.974672515994487
157,1.750693208050819,2,2.649781677329658,3.974672515994487
56,1.7506904348693455,0,0.0,1.324890838664829
220,1.7506627792407956,4,5.299563354659316,6.624454193324145
92,1.7506468385525877,3,3.974672515994487,5.299563354659316
75,1.7536388554278846,0,0.0,1.324890838664829
206,1.7506636059574245,2,2.649781677329658,3.974672515994487
256,1.7506610655303123,1,1.324890838664829,2.649781677329658
153,1.7506634694110565,0,0.0,1.324890838664829
170,1.7506634368345049,3,3.974672515994487,5.299563354659316
122,1.750663345149055,4,5.299563354659316,6.624454193324145
136,1.750853487324909,4,5.299563354659316,6.624454193324145
8,1.7503617761004362,3,3.974672515994487,5.299563354659316
219,1.7505295347631806,1,1.324890838664829,2.649781677329658
238,1.7506634599383564,3,3.974672515994487,5.299563354659316
18,1.750663266299568,4,5.299563354659316,6.624454193324145
194,1.7506630391628164,3,3.974672515994487,5.299563354659316
36,1.7504022689245289,0,0.0,1.324890838664829
37,1.7506635973448845,1,1.324890838664829,2.649781677329658
226,1.7506917323339126,4,5.299563354659316,6.624454193324145
109,1.7506636748474642,2,2.649781677329658,3.974672515994487
241,1.7506634368345049,2,2.649781677329658,3.974672515994487
58,1.7506611262246954,2,2.649781677329658,3.974672515994487
86,1.7506653334312885,4,5.299563354659316,6.624454193324145
6,1.7506629784072552,6,7.949345031988974,9.274235870653804
51,1.750477402024285,0,0.0,1.324890838664829
147,1.7506648231769275,1,1.324890838664829,2.649781677329658
61,1.7506664614735723,4,5.299563354659316,6.624454193324145
197,1.75066211324832,2,2.649781677329658,3.974672515994487
135,1.7506645459818162,4,5.299563354659316,6.624454193324145
249,1.7506637578552937,4,5.299563354659316,6.624454193324145
72,1.7545195024928817,0,0.0,1.324890838664829
106,1.7507966684521106,4,5.299563354659316,6.624454193324145
126,1.750668572341419,3,3.974672515994487,5.299563354659316
26,1.7506632505867228,1,1.324890838664829,2.649781677329658
96,1.7506756231048703,2,2.649781677329658,3.974672515994487
150,1.7506409911308456,1,1.324890838664829,2.649781677329658
228,1.7506573794015512,2,2.649781677329658,3.974672515994487
206,1.7506589518811306,1,1.324890838664829,2.649781677329658
91,1.7506650431591226,4,5.299563354659316,6.624454193324145
178,1.750660549651273,3,3.974672515994487,5.299563354659316
165,1.7506652894276764,1,1.324890838664829,2.649781677329658
145,1.750637451344884,4,5.299563354659316,6.624454193324145
147,1.7506637578552937,2,2.649781677329658,3.974672515994487
25,1.750650803892224,2,2.649781677329658,3.974672515994487
249,1.7506642782600323,2,2.649781677329658,3.974672515994487
151,1.7506678552208406,3,3.974672515994487,5.299563354659316
33,1.7506670854336044,4,5.299563354659316,6.624454193324145
61,1.7506693158720104,2,2.649781677329658,3.974672515994487
203,1.7506642165262236,3,3.974672515994487,5.299563354659316
252,1.7506635973448845,2,2.649781677329658,3.974672515994487
95,1.7506635973448845,3,3.974672515994487,5.299563354659316
130,1.7506686428174005,0,0.0,1.324890838664829
46,1.7506652695637328,3,3.974672515994487,5.299563354659316
158,1.7506668282797433,1,1.324890838664829,2.649781677329658
221,1.750654970251542,1,1.324890838664829,2.649781677329658
202,1.7506634368345049,2,2.649781677329658,3.974672515994487
43,1.7507603170343748,1,1.324890838664829,2.649781677329658
74,1.7506623272524153,4,5.299563354659316,6.624454193324145
16,1.7506625199800054,1,1.324890838664829,2.649781677329658
41,1.75133846026831,4,5.299563354659316,6.624454193324145
8,1.7505550138446924,2,2.649781677329658,3.974672515994487
49,1.7506659117228038,4,5.299563354659316,6.624454193324145
155,1.7506638121323048,4,5.299563354659316,6.624454193324145
252,1.7506634368345049,4,5.299563354659316,6.624454193324145
248,1.7509173362343406,2,2.649781677329658,3.974672515994487
240,1.7517926861387696,4,5.299563354659316,6.624454193324145
219,1.7506355529929483,4,5.299563354659316,6.624454193324145
17,1.7506636819389063,1,1.324890838664829,2.649781677329658
113,1.7506723984000938,0,0.0,1.324890838664829
68,1.7506582054102164,4,5.299563354659316,6.624454193324145
120,1.750663350098245,0,0.0,1.324890838664829
119,1.7506698989272593,0,0.0,1.324890838664829
155,1.750662829734175,1,1.324890838664829,2.649781677329658
147,1.7506635507678145,4,5.299563354659316,6.624454193324145
34,1.7506634368345049,4,5.299563354659316,6.624454193324145
75,1.750944631756713,3,3.974672515994487,5.299563354659316
106,1.7511330621374999,1,1.324890838664829,2.649781677329658
86,1.7506610388499035,2,2.649781677329658,3.974672515994487
126,1.7506593513613045,1,1.324890838664829,2.649781677329658
126,1.7506637198261197,4,5.299563354659316,6.624454193324145
54,1.750661107470905,0,0.0,1.324890838664829
200,1.7506634368345049,0,0.0,1.324890838664829
243,1.750666720519479,0,0.0,1.324890838664829
0,1.7506637192135301,0,0.0,1.324890838664829
257,1.7506637578552937,2,2.649781677329658,3.974672515994487
70,1.75065194933994,4,5.299563354659316,6.624454193324145
178,1.750644376985047,0,0.0,1.324890838664829
74,1.750661241491231,3,3.974672515994487,5.299563354659316
237,1.750669097394893,0,0.0,1.324890838664829
0,1.7506618145481496,1,1.324890838664829,2.649781677329658
249,1.7506641557667662,1,1.324890838664829,2.649781677329658
34,1.7506637578552937,2,2.649781677329658,3.974672515994487
45,1.75066768292578,4,5.299563354659316,6.624454193324145
62,1.7506639643302215,1,1.324890838664829,2.649781677329658
130,1.7506629795064665,4,5.299563354659316,6.624454193324145
26,1.750664203933845,3,3.974672515994487,5.299563354659316
69,1.750662989956588,1,1.324890838664829,2.649781677329658
54,1.7506634368345049,4,5.299563354659316,6.624454193324145
97,1.7506620301848541,1,1.324890838664829,2.649781677329658
238,1.7506634224081377,4,5.299563354659316,6.624454193324145
53,1.7506645160822734,3,3.974672515994487,5.299563354659316
23,1.7506659267650675,3,3.974672515994487,5.299563354659316
252,1.7506629235783264,1,1.324890838664829,2.649781677329658
122,1.7506523991232117,0,0.0,1.324890838664829
35,1.7506625007203316,2,2.649781677329658,3.974672515994487
109,1.7506630390970361,3,3.974672515994487,5.299563354659316
98,1.7506635414775922,0,0.0,1.324890838664829
94,1.7506582949117258,0,0.0,1.324890838664829
127,1.7506781734707706,4,5.299563354659316,6.624454193324145
191,1.7506264178356412,2,2.649781677329658,3.974672515994487
132,1.7506652866752088,2,2.649781677329658,3.974672515994487
50,1.7506641019802367,1,1.324890838664829,2.649781677329658
256,1.7506634702062502,3,3.974672515994487,5.299563354659316
116,1.750912306103793,3,3.974672515994487,5.299563354659316
37,1.750663884316543,0,0.0,1.324890838664829
139,1.7506639698885187,0,0.0,1.324890838664829
237,1.750666128290315,1,1.324890838664829,2.649781677329658
236,1.7506665689304952,2,2.649781677329658,3.974672515994487
210,1.750642261692957,0,0.0,1.324890838664829
180,1.7506598076980031,4,5.299563354659316,6.624454193324145
130,1.7506652245768128,3,3.974672515994487,5.299563354659316
133,1.7506607468964235,4,5.299563354659316,6.624454193324145
60,1.7506632810300533,3,3.974672515994487,5.299563354659316
174,1.7506610890731928,1,1.324890838664829,2.649781677329658
251,1.7506635973448845,2,2.649781677329658,3.974672515994487
89,1.750663751437311,1,1.324890838664829,2.649781677329658
252,1.7506677535721484,0,0.0,1.324890838664829
188,1.7506724949278207,1,1.324890838664829,2.649781677329658
29,1.7506632635490045,2,2.649781677329658,3.974672515994487
246,1.7506634368345049,1,1.324890838664829,2.649781677329658
157,1.7506847370546437,3,3.974672515994487,5.299563354659316
88,1.750648318676545,2,2.649781677329658,3.974672515994487
201,1.7506648331938217,1,1.324890838664829,2.649781677329658
50,1.7506639183657322,3,3.974672515994487,5.299563354659316
90,1.7506634368345049,2,2.649781677329658,3.974672515994487
188,1.750666784820818,3,3.974672515994487,5.299563354659316
208,1.7506629821962447,3,3.974672515994487,5.299563354659316
208,1.750662859520043,1,1.324890838664829,2.649781677329658
255,1.7506624984614294,2,2.649781677329658,3.974672515994487
80,1.7506634368345049,0,0.0,1.324890838664829
191,1.7506329580185267,1,1.324890838664829,2.649781677329658
238,1.750671305373267,0,0.0,1.324890838664829
51,1.7506437315361665,3,3.974672515994487,5.299563354659316
133,1.7506577783214896,1,1.324890838664829,2.649781677329658
117,1.7599765790794792,0,0.0,1.324890838664829
85,1.7503362508593587,4,5.299563354659316,6.624454193324145
106,1.7508474889210888,2,2.649781677329658,3.974672515994487
152,1.7506633810888477,2,2.649781677329658,3.974672515994487
232,1.750663093500436,3,3.974672515994487,5.299563354659316
96,1.7508292432838541,0,0.0,1.324890838664829
201,1.7506773410809506,0,0.0,1.324890838664829
161,1.7507686224672874,0,0.0,1.324890838664829
33,1.7506691197624638,1,1.324890838664829,2.649781677329658
242,1.7506650945031157,0,0.0,1.324890838664829
76,1.7506624976053153,0,0.0,1.324890838664829
251,1.7506460383123446,0,0.0,1.324890838664829
159,1.7506634368345049,2,2.649781677329658,3.974672515994487
146,1.7506634368345049,1,1.324890838664829,2.649781677329658
61,1.7506605690981187,1,1.324890838664829,2.649781677329658
158,1.7506638865192907,2,2.649781677329658,3.974672515994487
103,1.7506631655671783,4,5.299563354659316,6.624454193324145
237,1.750663812010581,4,5.299563354659316,6.624454193324145
109,1.750656926645527,1,1.324890838664829,2.649781677329658
117,1.752413735335551,1,1.324890838664829,2.649781677329658
15,1.7506822086012785,3,3.974672515994487,5.299563354659316
143,1.7506936684661505,4,5.299563354659316,6.624454193324145
129,1.7506636655572145,3,3.974672515994487,5.299563354659316
84,1.7506618912605618,1,1.324890838664829,2.649781677329658
175,1.7506643918860612,1,1.324890838664829,2.649781677329658
114,1.753683669231948,0,0.0,1.324890838664829
94,1.7506643072851347,2,2.649781677329658,3.974672515994487
165,1.7506625671648195,3,3.974672515994487,5.299563354659316
91,1.7506629631144621,2,2.649781677329658,3.974672515994487
255,1.7506601805126556,3,3.974672515994487,5.299563354659316
195,1.7506634368345049,2,2.649781677329658,3.974672515994487
78,1.7506634368345049,4,5.299563354659316,6.624454193324145
8,1.7500427140553583,1,1.324890838664829,2.649781677329658
85,1.7494533982721732,1,1.324890838664829,2.649781677329658
191,1.7506108006116914,0,0.0,1.324890838664829
105,1.7506635287287744,2,2.649781677329658,3.974672515994487
125,1.7506632894033725,1,1.324890838664829,2.649781677329658
175,1.7506621289080873,4,5.299563354659316,6.624454193324145
75,1.7506626116654553,6,7.949345031988974,9.274235870653804
102,1.7506634368345049,3,3.974672515994487,5.299563354659316
35,1.750665400792628,1,1.324890838664829,2.649781677329658
245,1.7506661691021475,2,2.649781677329658,3.974672515994487
118,1.7506651815415029,1,1.324890838664829,2.649781677329658
31,1.7506634236854905,3,3.974672515994487,5.299563354659316
