pickup_zone,avg_passenger_count,bkt_tip_percentage,tip_percentage_start,tip_percentage_end
248,1.6709393851902659,896,0.021506713420407664,0.11007238311540846
117,1.6708514043123153,900,0.37576939220041083,0.4643350618954116
33,1.6708469436601008,906,0.9071634103704156,0.9957290800654164
163,1.670846850824839,901,0.4643350618954116,0.5529007315904124
177,1.6708468206462816,897,0.11007238311540846,0.19863805281040925
248,1.6708460917609247,905,0.8185977406754148,0.9071634103704156
161,1.6708475403637366,897,0.11007238311540846,0.19863805281040925
29,1.6708467102797295,895,-0.06705895627459313,0.021506713420407664
119,1.6708502438181319,895,-0.06705895627459313,0.021506713420407664
188,1.6708459836912841,898,0.19863805281040925,0.28720372250541004
145,1.670846850824839,907,0.9957290800654164,1.0842947497604172
9,1.670846850824839,903,0.6414664012854132,0.730032070980414
137,1.6703351124886974,897,0.11007238311540846,0.19863805281040925
171,1.6708482916669913,899,0.28720372250541004,0.37576939220041083
75,1.6708463584823576,902,0.5529007315904124,0.6414664012854132
119,1.6708545298310868,897,0.11007238311540846,0.19863805281040925
85,1.670847440315626,903,0.6414664012854132,0.730032070980414
196,1.670846850824839,904,0.730032070980414,0.8185977406754148
255,1.670846759139389,902,0.5529007315904124,0.6414664012854132
180,1.6708469738386522,903,0.6414664012854132,0.730032070980414
41,1.6706779729333423,898,0.19863805281040925,0.28720372250541004
227,1.670850898970514,897,0.11007238311540846,0.19863805281040925
91,1.670845712082108,898,0.19863805281040925,0.28720372250541004
64,1.6708469436601008,901,0.4643350618954116,0.5529007315904124
141,1.670846850824839,903,0.6414664012854132,0.730032070980414
257,1.6708469738386522,896,0.021506713420407664,0.11007238311540846
215,1.670846333190029,906,0.9071634103704156,0.9957290800654164
71,1.6708470364954133,901,0.4643350618954116,0.5529007315904124
227,1.670846850824839,903,0.6414664012854132,0.730032070980414
127,1.6708468821531854,905,0.8185977406754148,0.9071634103704156
133,1.670846850824839,903,0.6414664012854132,0.730032070980414
9,1.6708503723296326,895,-0.06705895627459313,0.021506713420407664
135,1.6708467648882017,896,0.021506713420407664,0.11007238311540846
51,1.6708399497449193,898,0.19863805281040925,0.28720372250541004
251,1.6708477524513112,895,-0.06705895627459313,0.021506713420407664
229,1.670847091970732,902,0.5529007315904124,0.6414664012854132
127,1.670846850824839,904,0.730032070980414,0.8185977406754148
112,1.67084691233174,896,0.021506713420407664,0.11007238311540846
109,1.670846850824839,902,0.5529007315904124,0.6414664012854132
4,1.670846759139389,898,0.19863805281040925,0.28720372250541004
144,1.670846759139389,904,0.730032070980414,0.8185977406754148
136,1.6707998479176447,898,0.19863805281040925,0.28720372250541004
120,1.67084691233174,896,0.021506713420407664,0.11007238311540846
61,1.6708465211597971,900,0.37576939220041083,0.4643350618954116
51,1.670847316151574,899,0.28720372250541004,0.37576939220041083
91,1.670846759139389,905,0.8185977406754148,0.9071634103704156
239,1.6728162038576622,897,0.11007238311540846,0.19863805281040925
118,1.670845668673787,895,-0.06705895627459313,0.021506713420407664
64,1.6708486012362245,896,0.021506713420407664,0.11007238311540846
242,1.6708465861159096,895,-0.06705895627459313,0.021506713420407664
93,1.6708467614389122,896,0.021506713420407664,0.11007238311540846
132,1.670846522022999,898,0.19863805281040925,0.28720372250541004
137,1.6708500038003944,900,0.37576939220041083,0.4643350618954116
2,1.670846667453939,896,0.021506713420407664,0.11007238311540846
85,1.6708471583594569,906,0.9071634103704156,0.9957290800654164
193,1.6708467289608233,901,0.4643350618954116,0.5529007315904124
143,1.6708466070967851,904,0.730032070980414,0.8185977406754148
212,1.670846850824839,906,0.9071634103704156,0.9957290800654164
39,1.6701960840345662,895,-0.06705895627459313,0.021506713420407664
13,1.670846976138294,897,0.11007238311540846,0.19863805281040925
103,1.6708470353455758,896,0.021506713420407664,0.11007238311540846
43,1.670846698782252,906,0.9071634103704156,0.9957290800654164
217,1.67084691233174,895,-0.06705895627459313,0.021506713420407664
158,1.670846850824839,906,0.9071634103704156,0.9957290800654164
89,1.670846850824839,896,0.021506713420407664,0.11007238311540846
38,1.670846850824839,897,0.11007238311540846,0.19863805281040925
53,1.670846850824839,902,0.5529007315904124,0.6414664012854132
172,1.6708625262386452,896,0.021506713420407664,0.11007238311540846
55,1.670854129901891,895,-0.06705895627459313,0.021506713420407664
126,1.6708461426248693,897,0.11007238311540846,0.19863805281040925
68,1.670846669753412,904,0.730032070980414,0.8185977406754148
172,1.6708455379056666,899,0.28720372250541004,0.37576939220041083
79,1.67084691233174,904,0.730032070980414,0.8185977406754148
141,1.670846667453939,905,0.8185977406754148,0.9071634103704156
196,1.6708472997719497,898,0.19863805281040925,0.28720372250541004
259,1.6708468229458389,901,0.4643350618954116,0.5529007315904124
113,1.6708465605360905,899,0.28720372250541004,0.37576939220041083
86,1.6708469134815436,900,0.37576939220041083,0.4643350618954116
242,1.670846850824839,898,0.19863805281040925,0.28720372250541004
157,1.6708864433257222,897,0.11007238311540846,0.19863805281040925
150,1.6708430977984496,895,-0.06705895627459313,0.021506713420407664
39,1.6708457842265703,904,0.730032070980414,0.8185977406754148
237,1.6708470666739648,898,0.19863805281040925,0.28720372250541004
151,1.6708465547875455,897,0.11007238311540846,0.19863805281040925
133,1.6708464418335582,897,0.11007238311540846,0.19863805281040925
6,1.6708468821531854,905,0.8185977406754148,0.9071634103704156
150,1.6708463633686421,901,0.4643350618954116,0.5529007315904124
88,1.6708467289608233,901,0.4643350618954116,0.5529007315904124
127,1.670846850824839,902,0.5529007315904124,0.6414664012854132
143,1.6708470968525106,905,0.8185977406754148,0.9071634103704156
25,1.67084691233174,903,0.6414664012854132,0.730032070980414
93,1.6708468206462816,899,0.28720372250541004,0.37576939220041083
78,1.670846759139389,896,0.021506713420407664,0.11007238311540846
8,1.6706337719844533,895,-0.06705895627459313,0.021506713420407664
15,1.670847811658411,901,0.4643350618954116,0.5529007315904124
106,1.6708463633686421,906,0.9071634103704156,0.9957290800654164
117,1.6708457758882311,903,0.6414664012854132,0.730032070980414
31,1.670846759139389,903,0.6414664012854132,0.730032070980414
186,1.670846850824839,902,0.5529007315904124,0.6414664012854132
178,1.6708465478893124,896,0.021506713420407664,0.11007238311540846
17,1.670846850824839,906,0.9071634103704156,0.9957290800654164
71,1.6708536437988293,895,-0.06705895627459313,0.021506713420407664
245,1.6708532505218516,897,0.11007238311540846,0.19863805281040925
248,1.6708461501010716,900,0.37576939220041083,0.4643350618954116
46,1.670846987353415,895,-0.06705895627459313,0.021506713420407664
26,1.670847165258696,897,0.11007238311540846,0.19863805281040925
114,1.6708459233337283,902,0.5529007315904124,0.6414664012854132
228,1.6708466686036751,900,0.37576939220041083,0.4643350618954116
191,1.6708460569839845,904,0.730032070980414,0.8185977406754148
74,1.6708467904677187,902,0.5529007315904124,0.6414664012854132
48,1.6708452016360722,897,0.11007238311540846,0.19863805281040925
236,1.670847401895704,897,0.11007238311540846,0.19863805281040925
56,1.670846884467093,895,-0.06705895627459313,0.021506713420407664
178,1.6708471129505327,897,0.11007238311540846,0.19863805281040925
113,1.6708463343396736,901,0.4643350618954116,0.5529007315904124
197,1.6708466858497921,896,0.021506713420407664,0.11007238311540846
159,1.6708482399086075,895,-0.06705895627459313,0.021506713420407664
220,1.670846850824839,901,0.4643350618954116,0.5529007315904124
39,1.6708470353455758,905,0.8185977406754148,0.9071634103704156
132,1.67084691233174,905,0.8185977406754148,0.9071634103704156
193,1.6708469738386522,905,0.8185977406754148,0.9071634103704156
245,1.6708466070967851,904,0.730032070980414,0.8185977406754148
223,1.6708465769182,898,0.19863805281040925,0.28720372250541004
191,1.6708470353455758,900,0.37576939220041083,0.4643350618954116
103,1.670846850824839,902,0.5529007315904124,0.6414664012854132
135,1.6708478964876057,895,-0.06705895627459313,0.021506713420407664
248,1.6708481551237475,903,0.6414664012854132,0.730032070980414
253,1.6708486739103408,900,0.37576939220041083,0.4643350618954116
116,1.6708463863618193,900,0.37576939220041083,0.4643350618954116
243,1.670846850824839,904,0.730032070980414,0.8185977406754148
95,1.6708466720528872,897,0.11007238311540846,0.19863805281040925
129,1.6708474983728103,897,0.11007238311540846,0.19863805281040925
206,1.67084691233174,900,0.37576939220041083,0.4643350618954116
162,1.670846759139389,901,0.4643350618954116,0.5529007315904124
216,1.670846850824839,906,0.9071634103704156,0.9957290800654164
88,1.6708479277722772,896,0.021506713420407664,0.11007238311540846
131,1.670847404387354,906,0.9071634103704156,0.9957290800654164
128,1.67084691233174,904,0.730032070980414,0.8185977406754148
118,1.670846850824839,899,0.28720372250541004,0.37576939220041083
83,1.670846850824839,896,0.021506713420407664,0.11007238311540846
-1,1.670845195297207,904,0.730032070980414,0.8185977406754148
97,1.6708474437654812,897,0.11007238311540846,0.19863805281040925
199,1.6708458922817686,897,0.11007238311540846,0.19863805281040925
79,1.670850139213245,898,0.19863805281040925,0.28720372250541004
202,1.670846850824839,896,0.021506713420407664,0.11007238311540846
39,1.670702889146283,898,0.19863805281040925,0.28720372250541004
127,1.6708468821531854,900,0.37576939220041083,0.4643350618954116
135,1.670847696694228,897,0.11007238311540846,0.19863805281040925
9,1.6708464363722482,898,0.19863805281040925,0.28720372250541004
62,1.6708468867523707,895,-0.06705895627459313,0.021506713420407664
74,1.6708484811253546,895,-0.06705895627459313,0.021506713420407664
234,1.6708478823661872,895,-0.06705895627459313,0.021506713420407664
41,1.67084725464454,906,0.9071634103704156,0.9957290800654164
91,1.670847855360926,897,0.11007238311540846,0.19863805281040925
67,1.6708469738386522,897,0.11007238311540846,0.19863805281040925
66,1.67084691233174,895,-0.06705895627459313,0.021506713420407664
236,1.670846850824839,900,0.37576939220041083,0.4643350618954116
172,1.6707244663758836,895,-0.06705895627459313,0.021506713420407664
33,1.6708453727441952,897,0.11007238311540846,0.19863805281040925
181,1.6708468229458389,896,0.021506713420407664,0.11007238311540846
113,1.6708542052391773,896,0.021506713420407664,0.11007238311540846
43,1.6708464596528416,901,0.4643350618954116,0.5529007315904124
26,1.6708466686036751,898,0.19863805281040925,0.28720372250541004
145,1.6708449029981878,900,0.37576939220041083,0.4643350618954116
256,1.6708491587995857,895,-0.06705895627459313,0.021506713420407664
8,1.670846763738438,902,0.5529007315904124,0.6414664012854132
132,1.6708467312603301,899,0.28720372250541004,0.37576939220041083
41,1.6708479996303227,905,0.8185977406754148,0.9071634103704156
34,1.6708461624646163,895,-0.06705895627459313,0.021506713420407664
176,1.67084691233174,895,-0.06705895627459313,0.021506713420407664
113,1.6708470968525106,902,0.5529007315904124,0.6414664012854132
43,1.670834452275819,898,0.19863805281040925,0.28720372250541004
134,1.6708480804145864,895,-0.06705895627459313,0.021506713420407664
215,1.670847342880363,905,0.8185977406754148,0.9071634103704156
175,1.6708463679672572,897,0.11007238311540846,0.19863805281040925
34,1.6708469738386522,896,0.021506713420407664,0.11007238311540846
39,1.670846759139389,906,0.9071634103704156,0.9957290800654164
72,1.6709330124625497,897,0.11007238311540846,0.19863805281040925
75,1.6706500379497806,897,0.11007238311540846,0.19863805281040925
127,1.6708495497068216,898,0.19863805281040925,0.28720372250541004
145,1.6708473020717818,901,0.4643350618954116,0.5529007315904124
15,1.6708469807375852,903,0.6414664012854132,0.730032070980414
70,1.6708465188604038,901,0.4643350618954116,0.5529007315904124
64,1.6708471281809139,899,0.28720372250541004,0.37576939220041083
240,1.6708475935083624,905,0.8185977406754148,0.9071634103704156
241,1.670846850824839,896,0.021506713420407664,0.11007238311540846
168,1.6708469738386522,897,0.11007238311540846,0.19863805281040925
198,1.6708506612028005,897,0.11007238311540846,0.19863805281040925
182,1.670847074722903,895,-0.06705895627459313,0.021506713420407664
23,1.67084691233174,899,0.28720372250541004,0.37576939220041083
157,1.670846734709595,901,0.4643350618954116,0.5529007315904124
212,1.670846850824839,902,0.5529007315904124,0.6414664012854132
116,1.6707577413381862,895,-0.06705895627459313,0.021506713420407664
142,1.670846667453939,896,0.021506713420407664,0.11007238311540846
18,1.6708473658789371,895,-0.06705895627459313,0.021506713420407664
57,1.6708466070967851,896,0.021506713420407664,0.11007238311540846
113,1.6708705562275272,897,0.11007238311540846,0.19863805281040925
180,1.6708620895559625,897,0.11007238311540846,0.19863805281040925
227,1.6708466116956677,900,0.37576939220041083,0.4643350618954116
255,1.6708474084269664,895,-0.06705895627459313,0.021506713420407664
179,1.6708472198664142,895,-0.06705895627459313,0.021506713420407664
49,1.670846759139389,906,0.9071634103704156,0.9957290800654164
49,1.67084691233174,902,0.5529007315904124,0.6414664012854132
251,1.67084691233174,898,0.19863805281040925,0.28720372250541004
79,1.6708470968525106,899,0.28720372250541004,0.37576939220041083
78,1.67084691233174,904,0.730032070980414,0.8185977406754148
143,1.6708738863909451,896,0.021506713420407664,0.11007238311540846
65,1.6708445755189714,898,0.19863805281040925,0.28720372250541004
35,1.6708480355594837,897,0.11007238311540846,0.19863805281040925
145,1.6708488573541338,899,0.28720372250541004,0.37576939220041083
164,1.6708479312225333,903,0.6414664012854132,0.730032070980414
112,1.670845816704247,895,-0.06705895627459313,0.021506713420407664
94,1.6708473127018284,899,0.28720372250541004,0.37576939220041083
258,1.670846850824839,895,-0.06705895627459313,0.021506713420407664
17,1.6708458468829297,898,0.19863805281040925,0.28720372250541004
61,1.670849496880231,897,0.11007238311540846,0.19863805281040925
71,1.6708492122542407,898,0.19863805281040925,0.28720372250541004
162,1.670846850824839,904,0.730032070980414,0.8185977406754148
106,1.6708470074666866,904,0.730032070980414,0.8185977406754148
143,1.6709276962394821,897,0.11007238311540846,0.19863805281040925
70,1.670850087279141,896,0.021506713420407664,0.11007238311540846
157,1.6708472569443393,900,0.37576939220041083,0.4643350618954116
230,1.6708470666739648,897,0.11007238311540846,0.19863805281040925
113,1.6708467904677187,904,0.730032070980414,0.8185977406754148
199,1.670847031613263,898,0.19863805281040925,0.28720372250541004
58,1.6708414909402083,895,-0.06705895627459313,0.021506713420407664
30,1.6708470364954133,900,0.37576939220041083,0.4643350618954116
164,1.6708471710080794,902,0.5529007315904124,0.6414664012854132
223,1.6708471281809139,897,0.11007238311540846,0.19863805281040925
237,1.6708468298445258,897,0.11007238311540846,0.19863805281040925
255,1.670846850824839,906,0.9071634103704156,0.9957290800654164
191,1.6708521969081636,897,0.11007238311540846,0.19863805281040925
61,1.6708474716441466,899,0.28720372250541004,0.37576939220041083
226,1.6708482606118074,899,0.28720372250541004,0.37576939220041083
208,1.670846850824839,905,0.8185977406754148,0.9071634103704156
69,1.6708468519746256,896,0.021506713420407664,0.11007238311540846
240,1.6711115700807542,896,0.021506713420407664,0.11007238311540846
215,1.6708479752022432,901,0.4643350618954116,0.5529007315904124
31,1.6708475190722987,897,0.11007238311540846,0.19863805281040925
32,1.670846850824839,904,0.730032070980414,0.8185977406754148
212,1.670846178848073,900,0.37576939220041083,0.4643350618954116
180,1.67084691233174,906,0.9071634103704156,0.9957290800654164
239,1.67085222854281,900,0.37576939220041083,0.4643350618954116
67,1.670846670903149,895,-0.06705895627459313,0.021506713420407664
228,1.67084691233174,901,0.4643350618954116,0.5529007315904124
226,1.6708472198664142,901,0.4643350618954116,0.5529007315904124
210,1.670846850824839,907,0.9957290800654164,1.0842947497604172
240,1.6706281862628756,895,-0.06705895627459313,0.021506713420407664
212,1.6708462900772765,897,0.11007238311540846,0.19863805281040925
157,1.67084691233174,906,0.9071634103704156,0.9957290800654164
198,1.6708469738386522,905,0.8185977406754148,0.9071634103704156
60,1.6708467301105763,895,-0.06705895627459313,0.021506713420407664
156,1.6708463935472495,897,0.11007238311540846,0.19863805281040925
88,1.670848001654759,895,-0.06705895627459313,0.021506713420407664
197,1.6708458264667325,897,0.11007238311540846,0.19863805281040925
33,1.6708479591008758,899,0.28720372250541004,0.37576939220041083
31,1.670846850824839,907,0.9957290800654164,1.0842947497604172
130,1.670847837236727,897,0.11007238311540846,0.19863805281040925
44,1.670846118490824,898,0.19863805281040925,0.28720372250541004
62,1.6708467289608233,898,0.19863805281040925,0.28720372250541004
247,1.670846850824839,899,0.28720372250541004,0.37576939220041083
77,1.6708469738386522,898,0.19863805281040925,0.28720372250541004
239,1.670846850824839,907,0.9957290800654164,1.0842947497604172
207,1.670846850824839,895,-0.06705895627459313,0.021506713420407664
96,1.6708464404007668,898,0.19863805281040925,0.28720372250541004
61,1.6708533625959723,895,-0.06705895627459313,0.021506713420407664
41,1.6708453263580407,902,0.5529007315904124,0.6414664012854132
164,1.6708504780848221,900,0.37576939220041083,0.4643350618954116
50,1.6708466801010706,895,-0.06705895627459313,0.021506713420407664
55,1.670858026414185,897,0.11007238311540846,0.19863805281040925
154,1.6708489371953437,904,0.730032070980414,0.8185977406754148
96,1.6708467301105763,905,0.8185977406754148,0.9071634103704156
202,1.67084691233174,898,0.19863805281040925,0.28720372250541004
201,1.670846850824839,902,0.5529007315904124,0.6414664012854132
161,1.670846850824839,902,0.5529007315904124,0.6414664012854132
141,1.67084691233174,902,0.5529007315904124,0.6414664012854132
171,1.670756939885047,895,-0.06705895627459313,0.021506713420407664
43,1.6708490798275257,896,0.021506713420407664,0.11007238311540846
103,1.670847985553188,895,-0.06705895627459313,0.021506713420407664
33,1.670846517710708,905,0.8185977406754148,0.9071634103704156
246,1.6708469436601008,895,-0.06705895627459313,0.021506713420407664
35,1.6708467289608233,899,0.28720372250541004,0.37576939220041083
12,1.6708474972228446,895,-0.06705895627459313,0.021506713420407664
59,1.670846850824839,897,0.11007238311540846,0.19863805281040925
51,1.670846850824839,903,0.6414664012854132,0.730032070980414
49,1.67084691233174,905,0.8185977406754148,0.9071634103704156
51,1.670853845564131,895,-0.06705895627459313,0.021506713420407664
191,1.67084589936864,895,-0.06705895627459313,0.021506713420407664
0,1.6708454950831155,895,-0.06705895627459313,0.021506713420407664
88,1.670846624342647,897,0.11007238311540846,0.19863805281040925
36,1.670846850824839,903,0.6414664012854132,0.730032070980414
38,1.670846484083039,896,0.021506713420407664,0.11007238311540846
41,1.6708832108661564,899,0.28720372250541004,0.37576939220041083
31,1.6708468577235676,901,0.4643350618954116,0.5529007315904124
-1,1.67084254097803,902,0.5529007315904124,0.6414664012854132
249,1.6708455008302168,895,-0.06705895627459313,0.021506713420407664
196,1.6708477849299854,896,0.021506713420407664,0.11007238311540846
124,1.67084691233174,897,0.11007238311540846,0.19863805281040925
96,1.670846759139389,904,0.730032070980414,0.8185977406754148
226,1.670846850824839,904,0.730032070980414,0.8185977406754148
170,1.6708467602891504,895,-0.06705895627459313,0.021506713420407664
197,1.670846850824839,902,0.5529007315904124,0.6414664012854132
215,1.670778917207612,898,0.19863805281040925,0.28720372250541004
87,1.670849114627669,899,0.28720372250541004,0.37576939220041083
69,1.6708471583594569,898,0.19863805281040925,0.28720372250541004
74,1.6708468206462816,903,0.6414664012854132,0.730032070980414
151,1.670846850824839,905,0.8185977406754148,0.9071634103704156
82,1.670846759139389,901,0.4643350618954116,0.5529007315904124
14,1.6708467289608233,898,0.19863805281040925,0.28720372250541004
16,1.670846759139389,896,0.021506713420407664,0.11007238311540846
131,1.6707706400776208,898,0.19863805281040925,0.28720372250541004
109,1.6708473713482748,895,-0.06705895627459313,0.021506713420407664
252,1.670846865772113,895,-0.06705895627459313,0.021506713420407664
178,1.6708466162945603,898,0.19863805281040925,0.28720372250541004
253,1.6708465780679114,906,0.9071634103704156,0.9957290800654164
75,1.670847189687874,906,0.9071634103704156,0.9957290800654164
35,1.6708474995227764,898,0.19863805281040925,0.28720372250541004
131,1.6708472859730095,905,0.8185977406754148,0.9071634103704156
94,1.67084691233174,905,0.8185977406754148,0.9071634103704156
35,1.670846850824839,902,0.5529007315904124,0.6414664012854132
91,1.6708469738386522,906,0.9071634103704156,0.9957290800654164
252,1.6708467904677187,897,0.11007238311540846,0.19863805281040925
181,1.6708469738386522,898,0.19863805281040925,0.28720372250541004
125,1.6708468206462816,897,0.11007238311540846,0.19863805281040925
224,1.670846850824839,900,0.37576939220041083,0.4643350618954116
182,1.670846850824839,898,0.19863805281040925,0.28720372250541004
241,1.67084691233174,897,0.11007238311540846,0.19863805281040925
36,1.6708415654829794,898,0.19863805281040925,0.28720372250541004
52,1.6708474308361279,895,-0.06705895627459313,0.021506713420407664
248,1.670846517710708,906,0.9071634103704156,0.9957290800654164
92,1.6708442582901386,895,-0.06705895627459313,0.021506713420407664
94,1.6708480295333221,896,0.021506713420407664,0.11007238311540846
8,1.6708466395748214,904,0.730032070980414,0.8185977406754148
128,1.670848917100836,898,0.19863805281040925,0.28720372250541004
46,1.6708468833029808,898,0.19863805281040925,0.28720372250541004
