pickup_zone,avg_passenger_count,bkt_total_amount,total_amount_start,total_amount_end
239,1.670846698782252,53,971.4785952351089,1007.8913989187901
247,1.6708480321091312,26,-11.667104224286277,24.74569945939504
160,1.6708473765086862,27,24.74569945939504,61.15850314307636
210,1.6708468821531854,27,24.74569945939504,61.15850314307636
74,1.6708467904677187,32,206.80971787780152,243.22252156148272
219,1.6708468821531854,35,316.04812892884536,352.4609326125268
75,1.67084691233174,25,-48.079907907967595,-11.667104224286277
94,1.670846850824839,36,352.4609326125268,388.873736296208
193,1.6708496040474539,27,24.74569945939504,61.15850314307636
53,1.670838309380305,26,-11.667104224286277,24.74569945939504
155,1.670846850824839,25,-48.079907907967595,-11.667104224286277
235,1.670846669753412,31,170.3969141941203,206.80971787780152
158,1.670846850824839,34,279.63532524516415,316.04812892884536
137,1.670846698782252,36,352.4609326125268,388.873736296208
155,1.6708470051670272,28,61.15850314307636,97.57130682675768
70,1.670846667453939,50,862.2401841840648,898.6529878677462
188,1.670846850824839,32,206.80971787780152,243.22252156148272
58,1.6708437424043618,27,24.74569945939504,61.15850314307636
219,1.6708468519746256,33,243.22252156148272,279.63532524516415
253,1.6708463923975891,24,-84.4927115916488,-48.079907907967595
199,1.6708468206462816,32,206.80971787780152,243.22252156148272
216,1.670846850824839,32,206.80971787780152,243.22252156148272
14,1.670846759139389,33,243.22252156148272,279.63532524516415
-1,1.670846850824839,15,-412.20794474478055,-375.79514106109923
235,1.6708465455899066,33,243.22252156148272,279.63532524516415
255,1.670846850824839,31,170.3969141941203,206.80971787780152
33,1.670846850824839,30,133.98411051043888,170.3969141941203
127,1.6708468206462816,29,97.57130682675768,133.98411051043888
13,1.670846759139389,29,97.57130682675768,133.98411051043888
66,1.67084691233174,26,-11.667104224286277,24.74569945939504
8,1.6708585641747495,27,24.74569945939504,61.15850314307636
236,1.6708467649747727,26,-11.667104224286277,24.74569945939504
255,1.6708449239830638,27,24.74569945939504,61.15850314307636
139,1.6708470353455758,27,24.74569945939504,61.15850314307636
196,1.6708460170285857,27,24.74569945939504,61.15850314307636
79,1.6708468206462816,31,170.3969141941203,206.80971787780152
132,1.6708470051670272,30,133.98411051043888,170.3969141941203
132,1.670846486382411,28,61.15850314307636,97.57130682675768
196,1.67084691233174,33,243.22252156148272,279.63532524516415
63,1.670846850824839,25,-48.079907907967595,-11.667104224286277
216,1.6708467427579021,27,24.74569945939504,61.15850314307636
199,1.6708469738386522,31,170.3969141941203,206.80971787780152
136,1.6708469134815436,24,-84.4927115916488,-48.079907907967595
47,1.670846759139389,29,97.57130682675768,133.98411051043888
240,1.6707607208926798,27,24.74569945939504,61.15850314307636
172,1.6708428698323488,27,24.74569945939504,61.15850314307636
50,1.6708474716441466,26,-11.667104224286277,24.74569945939504
251,1.67084691233174,31,170.3969141941203,206.80971787780152
164,1.6708472511948456,24,-84.4927115916488,-48.079907907967595
72,1.670846850824839,36,352.4609326125268,388.873736296208
251,1.670846759139389,28,61.15850314307636,97.57130682675768
17,1.670846850824839,30,133.98411051043888,170.3969141941203
45,1.670846759139389,39,461.69934366357063,498.11214734725183
245,1.6708436454073083,26,-11.667104224286277,24.74569945939504
80,1.670846850824839,26,-11.667104224286277,24.74569945939504
0,1.6708468206462816,28,61.15850314307636,97.57130682675768
239,1.6708467289608233,39,461.69934366357063,498.11214734725183
228,1.670846850824839,49,825.8273805003836,862.2401841840648
122,1.670846850824839,34,279.63532524516415,316.04812892884536
131,1.6708577745347424,30,133.98411051043888,170.3969141941203
157,1.6708461937929455,29,97.57130682675768,133.98411051043888
60,1.67084691233174,27,24.74569945939504,61.15850314307636
57,1.670846850824839,24,-84.4927115916488,-48.079907907967595
17,1.6708469738386522,28,61.15850314307636,97.57130682675768
203,1.6708468703712958,26,-11.667104224286277,24.74569945939504
251,1.6708471618090737,27,24.74569945939504,61.15850314307636
235,1.6708470980023653,30,133.98411051043888,170.3969141941203
44,1.6708468821531854,26,-11.667104224286277,24.74569945939504
199,1.670846850824839,34,279.63532524516415,316.04812892884536
211,1.6708469738386522,26,-11.667104224286277,24.74569945939504
178,1.670846759139389,41,534.5249510309333,570.9377547146145
87,1.670846850824839,33,243.22252156148272,279.63532524516415
259,1.6708480891645572,27,24.74569945939504,61.15850314307636
25,1.670846976138294,29,97.57130682675768,133.98411051043888
137,1.6708465478893124,34,279.63532524516415,316.04812892884536
63,1.6708468821531854,29,97.57130682675768,133.98411051043888
31,1.670846667453939,32,206.80971787780152,243.22252156148272
212,1.6708454907529648,26,-11.667104224286277,24.74569945939504
212,1.6708453209063243,27,24.74569945939504,61.15850314307636
90,1.6708470689736583,26,-11.667104224286277,24.74569945939504
122,1.670846637275365,29,97.57130682675768,133.98411051043888
34,1.6708468019654483,27,24.74569945939504,61.15850314307636
239,1.6708467289608233,43,607.3505583982957,643.7633620819771
154,1.670846850824839,3082,111265.86095310576,111302.27375678944
249,1.670846850824839,34,279.63532524516415,316.04812892884536
161,1.670846759139389,33,243.22252156148272,279.63532524516415
220,1.6708486506923221,26,-11.667104224286277,24.74569945939504
55,1.6708492421660603,27,24.74569945939504,61.15850314307636
238,1.6708478289092945,26,-11.667104224286277,24.74569945939504
20,1.6708470701235059,26,-11.667104224286277,24.74569945939504
67,1.670846850824839,29,97.57130682675768,133.98411051043888
52,1.6708482583114417,26,-11.667104224286277,24.74569945939504
51,1.6708383984181254,27,24.74569945939504,61.15850314307636
130,1.6708467370091082,27,24.74569945939504,61.15850314307636
57,1.6708470968525106,28,61.15850314307636,97.57130682675768
18,1.67084691233174,28,61.15850314307636,97.57130682675768
113,1.6708467904677187,30,133.98411051043888,170.3969141941203
158,1.6708465769182,28,61.15850314307636,97.57130682675768
16,1.670846759139389,28,61.15850314307636,97.57130682675768
136,1.670973641776066,26,-11.667104224286277,24.74569945939504
33,1.670844924450171,27,24.74569945939504,61.15850314307636
26,1.6708466453234734,27,24.74569945939504,61.15850314307636
217,1.6708470353455758,26,-11.667104224286277,24.74569945939504
131,1.67084691233174,52,935.0657915514274,971.4785952351089
245,1.670846850824839,32,206.80971787780152,243.22252156148272
12,1.670846850824839,29,97.57130682675768,133.98411051043888
131,1.670846791617489,25,-48.079907907967595,-11.667104224286277
144,1.670846850824839,32,206.80971787780152,243.22252156148272
62,1.670846850824839,28,61.15850314307636,97.57130682675768
119,1.6708470666739648,28,61.15850314307636,97.57130682675768
-1,1.670846850824839,40,498.11214734725183,534.5249510309333
179,1.670846850824839,31,170.3969141941203,206.80971787780152
68,1.670869911800818,27,24.74569945939504,61.15850314307636
93,1.6708478085267715,26,-11.667104224286277,24.74569945939504
70,1.6708456649326404,28,61.15850314307636,97.57130682675768
194,1.6708494804100167,26,-11.667104224286277,24.74569945939504
164,1.670846944809913,31,170.3969141941203,206.80971787780152
181,1.670845886257783,27,24.74569945939504,61.15850314307636
130,1.67084691233174,28,61.15850314307636,97.57130682675768
246,1.6708468821531854,26,-11.667104224286277,24.74569945939504
256,1.6708470051670272,28,61.15850314307636,97.57130682675768
122,1.670846667453939,24,-84.4927115916488,-48.079907907967595
137,1.670846759139389,39,461.69934366357063,498.11214734725183
72,1.6708478139585203,29,97.57130682675768,133.98411051043888
190,1.670846850824839,28,61.15850314307636,97.57130682675768
35,1.670846850824839,37,388.873736296208,425.2865399798892
109,1.670846759139389,38,425.2865399798892,461.69934366357063
150,1.6708489254225796,28,61.15850314307636,97.57130682675768
90,1.6708468519746256,27,24.74569945939504,61.15850314307636
199,1.6708468206462816,61,1262.781024704559,1299.1938283882405
50,1.670846759139389,29,97.57130682675768,133.98411051043888
62,1.67084691233174,27,24.74569945939504,61.15850314307636
118,1.67084691233174,29,97.57130682675768,133.98411051043888
239,1.670846667453939,36,352.4609326125268,388.873736296208
226,1.6709407867760961,26,-11.667104224286277,24.74569945939504
114,1.670848488755286,28,61.15850314307636,97.57130682675768
56,1.6708456402077805,26,-11.667104224286277,24.74569945939504
136,1.670848006530977,29,97.57130682675768,133.98411051043888
92,1.6708454275346387,26,-11.667104224286277,24.74569945939504
180,1.6708467289608233,29,97.57130682675768,133.98411051043888
125,1.670846763738438,26,-11.667104224286277,24.74569945939504
194,1.6708464237258516,28,61.15850314307636,97.57130682675768
36,1.6708470666739648,29,97.57130682675768,133.98411051043888
259,1.670846850824839,25,-48.079907907967595,-11.667104224286277
43,1.670846850824839,32,206.80971787780152,243.22252156148272
170,1.670846850824839,27,24.74569945939504,61.15850314307636
64,1.670846850824839,30,133.98411051043888,170.3969141941203
144,1.6708463584823576,27,24.74569945939504,61.15850314307636
154,1.6708468531244127,34,279.63532524516415,316.04812892884536
89,1.6708468206462816,28,61.15850314307636,97.57130682675768
31,1.670846759139389,37,388.873736296208,425.2865399798892
240,1.6708468833029808,24,-84.4927115916488,-48.079907907967595
259,1.67084691233174,34,279.63532524516415,316.04812892884536
123,1.670846759139389,26,-11.667104224286277,24.74569945939504
1,1.670846850824839,26,-11.667104224286277,24.74569945939504
6,1.6708493295770535,27,24.74569945939504,61.15850314307636
198,1.6708471710080794,28,61.15850314307636,97.57130682675768
188,1.6708479821028672,27,24.74569945939504,61.15850314307636
55,1.6708474995227764,28,61.15850314307636,97.57130682675768
58,1.6708465766321003,28,61.15850314307636,97.57130682675768
106,1.670846850824839,38,425.2865399798892,461.69934366357063
215,1.6706624258221692,26,-11.667104224286277,24.74569945939504
245,1.6708468606048537,28,61.15850314307636,97.57130682675768
18,1.6708468263951795,27,24.74569945939504,61.15850314307636
119,1.670849285533075,27,24.74569945939504,61.15850314307636
159,1.670846850824839,31,170.3969141941203,206.80971787780152
171,1.67084691233174,30,133.98411051043888,170.3969141941203
241,1.670846850824839,33,243.22252156148272,279.63532524516415
87,1.670846850824839,24,-84.4927115916488,-48.079907907967595
36,1.6708527863564013,27,24.74569945939504,61.15850314307636
257,1.6708468206462816,28,61.15850314307636,97.57130682675768
131,1.6708471583594569,38,425.2865399798892,461.69934366357063
87,1.6708535072982413,27,24.74569945939504,61.15850314307636
253,1.6708468519746256,31,170.3969141941203,206.80971787780152
164,1.6708479010439974,30,133.98411051043888,170.3969141941203
199,1.6708467904677187,29,97.57130682675768,133.98411051043888
245,1.6708467289608233,37,388.873736296208,425.2865399798892
88,1.670846667453939,40,498.11214734725183,534.5249510309333
116,1.6707865950662462,26,-11.667104224286277,24.74569945939504
182,1.6708468206462816,27,24.74569945939504,61.15850314307636
122,1.6708470166653495,26,-11.667104224286277,24.74569945939504
227,1.6708475587298726,29,97.57130682675768,133.98411051043888
155,1.6708468519746256,29,97.57130682675768,133.98411051043888
117,1.6708464562038037,33,243.22252156148272,279.63532524516415
238,1.670846637275365,28,61.15850314307636,97.57130682675768
244,1.670846793917031,27,24.74569945939504,61.15850314307636
73,1.67084691233174,28,61.15850314307636,97.57130682675768
253,1.6707659772926564,26,-11.667104224286277,24.74569945939504
191,1.6708480802872494,27,24.74569945939504,61.15850314307636
175,1.6708460986584088,27,24.74569945939504,61.15850314307636
242,1.6708467694872635,26,-11.667104224286277,24.74569945939504
251,1.6708482433591267,26,-11.667104224286277,24.74569945939504
39,1.670846850824839,35,316.04812892884536,352.4609326125268
193,1.670846759139389,29,97.57130682675768,133.98411051043888
43,1.6708463018617745,24,-84.4927115916488,-48.079907907967595
154,1.670846850824839,40,498.11214734725183,534.5249510309333
137,1.6708339073851262,26,-11.667104224286277,24.74569945939504
117,1.670852525805254,29,97.57130682675768,133.98411051043888
178,1.6708479680256194,26,-11.667104224286277,24.74569945939504
237,1.6708465536378385,27,24.74569945939504,61.15850314307636
109,1.6708468378930228,27,24.74569945939504,61.15850314307636
135,1.670846759139389,29,97.57130682675768,133.98411051043888
217,1.670846850824839,29,97.57130682675768,133.98411051043888
117,1.670830390749185,28,61.15850314307636,97.57130682675768
216,1.670849021710887,26,-11.667104224286277,24.74569945939504
79,1.6708471405474303,28,61.15850314307636,97.57130682675768
8,1.670846601062274,29,97.57130682675768,133.98411051043888
-1,1.6708468542742003,23,-120.90551527533012,-84.4927115916488
156,1.6708460615822618,26,-11.667104224286277,24.74569945939504
241,1.670846850824839,31,170.3969141941203,206.80971787780152
229,1.670846759139389,35,316.04812892884536,352.4609326125268
240,1.67084691233174,33,243.22252156148272,279.63532524516415
5,1.67084691233174,26,-11.667104224286277,24.74569945939504
67,1.6708466999319969,26,-11.667104224286277,24.74569945939504
224,1.6708467301105763,26,-11.667104224286277,24.74569945939504
135,1.670846850824839,30,133.98411051043888,170.3969141941203
154,1.670846759139389,38,425.2865399798892,461.69934366357063
4,1.670846759139389,26,-11.667104224286277,24.74569945939504
54,1.670846850824839,27,24.74569945939504,61.15850314307636
70,1.670846759139389,58,1153.5426136535152,1189.9554173371962
39,1.670846850824839,30,133.98411051043888,170.3969141941203
141,1.670846791617489,29,97.57130682675768,133.98411051043888
257,1.6708512339568284,26,-11.667104224286277,24.74569945939504
215,1.6708467904677187,24,-84.4927115916488,-48.079907907967595
99,1.670846637275365,28,61.15850314307636,97.57130682675768
71,1.670846759139389,36,352.4609326125268,388.873736296208
95,1.6708464978793085,26,-11.667104224286277,24.74569945939504
252,1.6708468634725253,26,-11.667104224286277,24.74569945939504
70,1.6708473127018284,33,243.22252156148272,279.63532524516415
199,1.6708504793550896,26,-11.667104224286277,24.74569945939504
160,1.670844921386446,26,-11.667104224286277,24.74569945939504
112,1.6708467301105763,27,24.74569945939504,61.15850314307636
205,1.6708467904677187,26,-11.667104224286277,24.74569945939504
70,1.6708474078371751,32,206.80971787780152,243.22252156148272
234,1.670846850824839,28,61.15850314307636,97.57130682675768
194,1.670846850824839,30,133.98411051043888,170.3969141941203
137,1.670846850824839,42,570.9377547146145,607.3505583982957
168,1.670846850824839,27,24.74569945939504,61.15850314307636
136,1.6708418264724785,28,61.15850314307636,97.57130682675768
194,1.6708471026017901,27,24.74569945939504,61.15850314307636
63,1.6708479775024487,27,24.74569945939504,61.15850314307636
-1,1.670847989279384,35,316.04812892884536,352.4609326125268
240,1.670846850824839,37,388.873736296208,425.2865399798892
73,1.6708465941639388,26,-11.667104224286277,24.74569945939504
191,1.67084661284539,28,61.15850314307636,97.57130682675768
33,1.670846850824839,37,388.873736296208,425.2865399798892
199,1.670846850824839,33,243.22252156148272,279.63532524516415
143,1.670846850824839,37,388.873736296208,425.2865399798892
253,1.67084691233174,25,-48.079907907967595,-11.667104224286277
248,1.670846667453939,25,-48.079907907967595,-11.667104224286277
232,1.670846484083039,27,24.74569945939504,61.15850314307636
70,1.670849510540031,26,-11.667104224286277,24.74569945939504
94,1.6708459790930774,28,61.15850314307636,97.57130682675768
87,1.6708472198664142,30,133.98411051043888,170.3969141941203
55,1.67084691233174,39,461.69934366357063,498.11214734725183
140,1.670846850824839,26,-11.667104224286277,24.74569945939504
35,1.6708508123532375,26,-11.667104224286277,24.74569945939504
221,1.6708458072165702,28,61.15850314307636,97.57130682675768
96,1.670846850824839,24,-84.4927115916488,-48.079907907967595
5,1.670846759139389,40,498.11214734725183,534.5249510309333
217,1.670846850824839,28,61.15850314307636,97.57130682675768
116,1.6708469738386522,33,243.22252156148272,279.63532524516415
241,1.67084691233174,28,61.15850314307636,97.57130682675768
145,1.6701464051035586,26,-11.667104224286277,24.74569945939504
162,1.6708479134184766,26,-11.667104224286277,24.74569945939504
205,1.6708468206462816,28,61.15850314307636,97.57130682675768
227,1.6708468833029808,30,133.98411051043888,170.3969141941203
13,1.670847103751648,27,24.74569945939504,61.15850314307636
184,1.67084691233174,28,61.15850314307636,97.57130682675768
75,1.670846850824839,34,279.63532524516415,316.04812892884536
-1,1.670846850824839,14,-448.6207484284618,-412.20794474478055
65,1.670846850824839,33,243.22252156148272,279.63532524516415
257,1.670846850824839,29,97.57130682675768,133.98411051043888
240,1.671667648390574,26,-11.667104224286277,24.74569945939504
172,1.670685568904651,26,-11.667104224286277,24.74569945939504
97,1.670846290938744,26,-11.667104224286277,24.74569945939504
219,1.670846759139389,38,425.2865399798892,461.69934366357063
97,1.670846667453939,32,206.80971787780152,243.22252156148272
131,1.670846669753412,37,388.873736296208,425.2865399798892
95,1.6708468206462816,28,61.15850314307636,97.57130682675768
227,1.670846850824839,38,425.2865399798892,461.69934366357063
117,1.6705918510442983,26,-11.667104224286277,24.74569945939504
74,1.67084682179606,29,97.57130682675768,133.98411051043888
5,1.6708465455899066,29,97.57130682675768,133.98411051043888
148,1.670846850824839,27,24.74569945939504,61.15850314307636
106,1.6708569279897634,26,-11.667104224286277,24.74569945939504
227,1.670854053847844,27,24.74569945939504,61.15850314307636
47,1.6708470051670272,27,24.74569945939504,61.15850314307636
72,1.670846759139389,35,316.04812892884536,352.4609326125268
81,1.6708468519746256,26,-11.667104224286277,24.74569945939504
221,1.6708466999319969,30,133.98411051043888,170.3969141941203
-1,1.67364170146623,26,-11.667104224286277,24.74569945939504
113,1.670850397105796,27,24.74569945939504,61.15850314307636
145,1.670846850824839,18,-302.9695336937366,-266.5567300100554
67,1.67084691233174,28,61.15850314307636,97.57130682675768
235,1.670846850824839,34,279.63532524516415,316.04812892884536
197,1.670846850824839,29,97.57130682675768,133.98411051043888
19,1.670846850824839,24,-84.4927115916488,-48.079907907967595
226,1.67084691233174,24,-84.4927115916488,-48.079907907967595
141,1.670846850824839,30,133.98411051043888,170.3969141941203
204,1.67084691233174,27,24.74569945939504,61.15850314307636
102,1.6708465455899066,26,-11.667104224286277,24.74569945939504
149,1.670846850824839,28,61.15850314307636,97.57130682675768
41,1.670846759139389,44,643.7633620819771,680.1761657656583
155,1.670846667453939,37,388.873736296208,425.2865399798892
25,1.6708449481177516,27,24.74569945939504,61.15850314307636
128,1.670846698782252,32,206.80971787780152,243.22252156148272
226,1.670846850824839,30,133.98411051043888,170.3969141941203
193,1.670846850824839,30,133.98411051043888,170.3969141941203
88,1.6708495930703036,27,24.74569945939504,61.15850314307636
131,1.670846850824839,40,498.11214734725183,534.5249510309333
199,1.67084691233174,40,498.11214734725183,534.5249510309333
232,1.6708443474371013,26,-11.667104224286277,24.74569945939504
96,1.670846620348261,27,24.74569945939504,61.15850314307636
-1,1.6708935987594944,29,97.57130682675768,133.98411051043888
31,1.6708462389167544,27,24.74569945939504,61.15850314307636
60,1.670846517710708,26,-11.667104224286277,24.74569945939504
240,1.670846364518295,25,-48.079907907967595,-11.667104224286277
20,1.670846850824839,33,243.22252156148272,279.63532524516415
224,1.670846850824839,28,61.15850314307636,97.57130682675768
235,1.6708476849159415,29,97.57130682675768,133.98411051043888
219,1.6708465875629122,27,24.74569945939504,61.15850314307636
17,1.670846865772113,26,-11.667104224286277,24.74569945939504
34,1.6708472198664142,28,61.15850314307636,97.57130682675768
117,1.6708471908377545,24,-84.4927115916488,-48.079907907967595
221,1.6708467904677187,24,-84.4927115916488,-48.079907907967595
183,1.67084691233174,29,97.57130682675768,133.98411051043888
68,1.6709013147211742,26,-11.667104224286277,24.74569945939504
241,1.670846828694743,26,-11.667104224286277,24.74569945939504
213,1.67084691233174,27,24.74569945939504,61.15850314307636
-1,1.6708467289608233,50,862.2401841840648,898.6529878677462
34,1.670846850824839,30,133.98411051043888,170.3969141941203
86,1.6708467289608233,29,97.57130682675768,133.98411051043888
240,1.6708421686839825,28,61.15850314307636,97.57130682675768
230,1.6708478418369714,26,-11.667104224286277,24.74569945939504
154,1.670847087371297,31,170.3969141941203,206.80971787780152
241,1.6708470968525106,27,24.74569945939504,61.15850314307636
248,1.6708471014519328,30,133.98411051043888,170.3969141941203
178,1.670846850824839,30,133.98411051043888,170.3969141941203
132,1.670854486074355,26,-11.667104224286277,24.74569945939504
143,1.6708614194283131,27,24.74569945939504,61.15850314307636
159,1.670847506422587,26,-11.667104224286277,24.74569945939504
92,1.6708468821531854,32,206.80971787780152,243.22252156148272
103,1.67084691233174,28,61.15850314307636,97.57130682675768
-1,1.670846759139389,19,-266.5567300100554,-230.14392632637407
154,1.6704718010353716,26,-11.667104224286277,24.74569945939504
22,1.6708470189650215,28,61.15850314307636,97.57130682675768
69,1.670846827544961,27,24.74569945939504,61.15850314307636
6,1.6708473440302856,30,133.98411051043888,170.3969141941203
117,1.6708468821531854,41,534.5249510309333,570.9377547146145
229,1.6708468519746256,32,206.80971787780152,243.22252156148272
82,1.670846759139389,35,316.04812892884536,352.4609326125268
203,1.6708465757684892,24,-84.4927115916488,-48.079907907967595
-1,1.6709459801613396,28,61.15850314307636,97.57130682675768
229,1.6708478452871613,30,133.98411051043888,170.3969141941203
72,1.6708519306862697,28,61.15850314307636,97.57130682675768
129,1.6708472776426477,26,-11.667104224286277,24.74569945939504
143,1.670846484083039,39,461.69934366357063,498.11214734725183
75,1.670846669753412,31,170.3969141941203,206.80971787780152
127,1.6708469738386522,30,133.98411051043888,170.3969141941203
31,1.6708467289608233,30,133.98411051043888,170.3969141941203
129,1.6708469738386522,28,61.15850314307636,97.57130682675768
178,1.670846850824839,34,279.63532524516415,316.04812892884536
30,1.6708407423084217,26,-11.667104224286277,24.74569945939504
41,1.6708471629589472,24,-84.4927115916488,-48.079907907967595
43,1.670846759139389,33,243.22252156148272,279.63532524516415
145,1.6708470353455758,24,-84.4927115916488,-48.079907907967595
94,1.6708468821531854,29,97.57130682675768,133.98411051043888
22,1.670846850824839,163,4976.887000440051,5013.299804123733
10,1.670846850824839,30,133.98411051043888,170.3969141941203
117,1.670846850824839,20,-230.14392632637407,-193.73112264269275
99,1.670846850824839,38,425.2865399798892,461.69934366357063
