pickup_zone,avg_trip_distance,bkt_total_amount,total_amount_start,total_amount_end
160,4.648192747853389,27,24.74569945939504,61.15850314307636
210,4.648195966499346,27,24.74569945939504,61.15850314307636
74,4.648187981612045,32,206.80971787780152,243.22252156148272
219,4.6481820348926695,35,316.04812892884536,352.4609326125268
75,4.648198021335872,25,-48.079907907967595,-11.667104224286277
94,4.648197740026755,36,352.4609326125268,388.873736296208
193,4.648122677898747,27,24.74569945939504,61.15850314307636
53,4.648267845116591,26,-11.667104224286277,24.74569945939504
155,4.648197740026755,25,-48.079907907967595,-11.667104224286277
235,4.648182999674265,31,170.3969141941203,206.80971787780152
158,4.648197740026755,34,279.63532524516415,316.04812892884536
137,4.648187003328114,36,352.4609326125268,388.873736296208
155,4.6481918889150835,28,61.15850314307636,97.57130682675768
70,4.648197740026755,50,862.2401841840648,898.6529878677462
188,4.648192164634543,32,206.80971787780152,243.22252156148272
58,4.648156365143435,27,24.74569945939504,61.15850314307636
219,4.64817948220236,33,243.22252156148272,279.63532524516415
253,4.648197733608773,24,-84.4927115916488,-48.079907907967595
199,4.648194362169228,32,206.80971787780152,243.22252156148272
216,4.648197740026755,32,206.80971787780152,243.22252156148272
14,4.648191708957857,33,243.22252156148272,279.63532524516415
-1,4.648197740026755,15,-412.20794474478055,-375.79514106109923
235,4.648194668398659,33,243.22252156148272,279.63532524516415
255,4.648197740026755,31,170.3969141941203,206.80971787780152
33,4.648197740026755,30,133.98411051043888,170.3969141941203
127,4.648198111187621,29,97.57130682675768,133.98411051043888
13,4.6481976024985805,29,97.57130682675768,133.98411051043888
66,4.648196988040755,26,-11.667104224286277,24.74569945939504
8,4.642716421233502,27,24.74569945939504,61.15850314307636
236,4.648750289908609,26,-11.667104224286277,24.74569945939504
255,4.648168062434307,27,24.74569945939504,61.15850314307636
139,4.64819800175149,27,24.74569945939504,61.15850314307636
196,4.648169097415754,27,24.74569945939504,61.15850314307636
79,4.648197171411672,31,170.3969141941203,206.80971787780152
132,4.6481938986608835,30,133.98411051043888,170.3969141941203
132,4.648188848292335,28,61.15850314307636,97.57130682675768
196,4.648190949636468,33,243.22252156148272,279.63532524516415
63,4.6481977171053925,25,-48.079907907967595,-11.667104224286277
216,4.648182195010044,27,24.74569945939504,61.15850314307636
199,4.648188720596907,31,170.3969141941203,206.80971787780152
136,4.648199294351592,24,-84.4927115916488,-48.079907907967595
47,4.648195534074829,29,97.57130682675768,133.98411051043888
240,4.632674464768395,27,24.74569945939504,61.15850314307636
172,4.6473001164325485,27,24.74569945939504,61.15850314307636
50,4.648201999278916,26,-11.667104224286277,24.74569945939504
251,4.648190235406747,31,170.3969141941203,206.80971787780152
164,4.648200904605735,24,-84.4927115916488,-48.079907907967595
72,4.648190281415401,36,352.4609326125268,388.873736296208
251,4.648196062183021,28,61.15850314307636,97.57130682675768
17,4.648197740026755,30,133.98411051043888,170.3969141941203
45,4.648189033576427,39,461.69934366357063,498.11214734725183
245,4.649965620098722,26,-11.667104224286277,24.74569945939504
80,4.648197740026755,26,-11.667104224286277,24.74569945939504
0,4.648196049181662,28,61.15850314307636,97.57130682675768
239,4.648195189172062,39,461.69934366357063,498.11214734725183
228,4.648197740026755,49,825.8273805003836,862.2401841840648
122,4.648194100114392,34,279.63532524516415,316.04812892884536
131,4.646360296699597,30,133.98411051043888,170.3969141941203
157,4.648133380997465,29,97.57130682675768,133.98411051043888
60,4.648196637802305,27,24.74569945939504,61.15850314307636
57,4.648197740026755,24,-84.4927115916488,-48.079907907967595
17,4.648197021799068,28,61.15850314307636,97.57130682675768
203,4.648208456096653,26,-11.667104224286277,24.74569945939504
251,4.648188777282852,27,24.74569945939504,61.15850314307636
235,4.6481828766490905,30,133.98411051043888,170.3969141941203
44,4.648197449970198,26,-11.667104224286277,24.74569945939504
199,4.64819754748731,34,279.63532524516415,316.04812892884536
211,4.6481982806405275,26,-11.667104224286277,24.74569945939504
178,4.648197740026755,41,534.5249510309333,570.9377547146145
87,4.648194260563929,33,243.22252156148272,279.63532524516415
259,4.647903576224563,27,24.74569945939504,61.15850314307636
25,4.648189880339147,29,97.57130682675768,133.98411051043888
137,4.648158954982988,34,279.63532524516415,316.04812892884536
63,4.648195324701078,29,97.57130682675768,133.98411051043888
31,4.648194384339287,32,206.80971787780152,243.22252156148272
212,4.64826929934087,26,-11.667104224286277,24.74569945939504
212,4.648153865929577,27,24.74569945939504,61.15850314307636
90,4.648199143748467,26,-11.667104224286277,24.74569945939504
122,4.648196946782299,29,97.57130682675768,133.98411051043888
34,4.648179275653229,27,24.74569945939504,61.15850314307636
239,4.648187273966442,43,607.3505583982957,643.7633620819771
154,4.648197657509851,3082,111265.86095310576,111302.27375678944
249,4.648197740026755,34,279.63532524516415,316.04812892884536
161,4.648195182919555,33,243.22252156148272,279.63532524516415
220,4.648618019568738,26,-11.667104224286277,24.74569945939504
55,4.648128193399076,27,24.74569945939504,61.15850314307636
238,4.648211485226914,26,-11.667104224286277,24.74569945939504
20,4.648200221475406,26,-11.667104224286277,24.74569945939504
67,4.64819749247604,29,97.57130682675768,133.98411051043888
52,4.648212329000483,26,-11.667104224286277,24.74569945939504
51,4.647813665949257,27,24.74569945939504,61.15850314307636
130,4.6481853955049885,27,24.74569945939504,61.15850314307636
57,4.648196134869828,28,61.15850314307636,97.57130682675768
18,4.648194388758011,28,61.15850314307636,97.57130682675768
113,4.6481955209079775,30,133.98411051043888,170.3969141941203
158,4.648193175428078,28,61.15850314307636,97.57130682675768
16,4.648197740026755,28,61.15850314307636,97.57130682675768
136,4.706106435162641,26,-11.667104224286277,24.74569945939504
33,4.6479735303039,27,24.74569945939504,61.15850314307636
26,4.648184259519972,27,24.74569945939504,61.15850314307636
217,4.648197799126591,26,-11.667104224286277,24.74569945939504
131,4.6481948380167575,52,935.0657915514274,971.4785952351089
245,4.648193786550153,32,206.80971787780152,243.22252156148272
12,4.648195469895015,29,97.57130682675768,133.98411051043888
131,4.648199826879202,25,-48.079907907967595,-11.667104224286277
144,4.648195658767041,32,206.80971787780152,243.22252156148272
62,4.648196208879741,28,61.15850314307636,97.57130682675768
119,4.648190684001941,28,61.15850314307636,97.57130682675768
-1,4.648197740026755,40,498.11214734725183,534.5249510309333
179,4.648197740026755,31,170.3969141941203,206.80971787780152
68,4.647224517413428,27,24.74569945939504,61.15850314307636
93,4.648262134177342,26,-11.667104224286277,24.74569945939504
70,4.647988199072952,28,61.15850314307636,97.57130682675768
194,4.6482204993170075,26,-11.667104224286277,24.74569945939504
164,4.64818193062133,31,170.3969141941203,206.80971787780152
181,4.648181301407372,27,24.74569945939504,61.15850314307636
130,4.648195727365703,28,61.15850314307636,97.57130682675768
246,4.648198451175495,26,-11.667104224286277,24.74569945939504
256,4.648192366596453,28,61.15850314307636,97.57130682675768
122,4.648197740026755,24,-84.4927115916488,-48.079907907967595
137,4.648197740026755,39,461.69934366357063,498.11214734725183
72,4.648130604580462,29,97.57130682675768,133.98411051043888
190,4.648197740026755,28,61.15850314307636,97.57130682675768
35,4.648191597101608,37,388.873736296208,425.2865399798892
109,4.648197740026755,38,425.2865399798892,461.69934366357063
150,4.648150270117967,28,61.15850314307636,97.57130682675768
90,4.6481940922828295,27,24.74569945939504,61.15850314307636
199,4.648198129524713,61,1262.781024704559,1299.1938283882405
50,4.648196438093366,29,97.57130682675768,133.98411051043888
62,4.648195636597099,27,24.74569945939504,61.15850314307636
118,4.6481977939559345,29,97.57130682675768,133.98411051043888
239,4.648192303079573,36,352.4609326125268,388.873736296208
226,4.6599771917194115,26,-11.667104224286277,24.74569945939504
114,4.646976158974031,28,61.15850314307636,97.57130682675768
56,4.6482815605655246,26,-11.667104224286277,24.74569945939504
136,4.648106786863089,29,97.57130682675768,133.98411051043888
92,4.648201993775708,26,-11.667104224286277,24.74569945939504
180,4.648195146079897,29,97.57130682675768,133.98411051043888
125,4.648199487404171,26,-11.667104224286277,24.74569945939504
194,4.648196832927007,28,61.15850314307636,97.57130682675768
36,4.648187050505894,29,97.57130682675768,133.98411051043888
259,4.6481976905166125,25,-48.079907907967595,-11.667104224286277
43,4.648193514244366,32,206.80971787780152,243.22252156148272
170,4.648197705186284,27,24.74569945939504,61.15850314307636
64,4.648196876349816,30,133.98411051043888,170.3969141941203
144,4.648174868212517,27,24.74569945939504,61.15850314307636
154,4.648179362510464,34,279.63532524516415,316.04812892884536
89,4.648195177252953,28,61.15850314307636,97.57130682675768
31,4.648192321416662,37,388.873736296208,425.2865399798892
240,4.648199781036457,24,-84.4927115916488,-48.079907907967595
259,4.648198157030349,34,279.63532524516415,316.04812892884536
123,4.648197623586233,26,-11.667104224286277,24.74569945939504
1,4.648197336610775,26,-11.667104224286277,24.74569945939504
6,4.647047665481365,27,24.74569945939504,61.15850314307636
198,4.648184199094296,28,61.15850314307636,97.57130682675768
188,4.648169821051343,27,24.74569945939504,61.15850314307636
55,4.648178179596805,28,61.15850314307636,97.57130682675768
58,4.648162971928937,28,61.15850314307636,97.57130682675768
106,4.648196621464265,38,425.2865399798892,461.69934366357063
215,4.697192069651647,26,-11.667104224286277,24.74569945939504
245,4.648058885245301,28,61.15850314307636,97.57130682675768
18,4.648191204785002,27,24.74569945939504,61.15850314307636
119,4.648173015502091,27,24.74569945939504,61.15850314307636
159,4.648194275233601,31,170.3969141941203,206.80971787780152
171,4.648195517406004,30,133.98411051043888,170.3969141941203
241,4.648197740026755,33,243.22252156148272,279.63532524516415
87,4.648197734525628,24,-84.4927115916488,-48.079907907967595
36,4.6475933169664225,27,24.74569945939504,61.15850314307636
257,4.648195150664169,28,61.15850314307636,97.57130682675768
131,4.648173886302954,38,425.2865399798892,461.69934366357063
87,4.645107471023725,27,24.74569945939504,61.15850314307636
253,4.648195518908823,31,170.3969141941203,206.80971787780152
164,4.648139731197465,30,133.98411051043888,170.3969141941203
199,4.648193005975624,29,97.57130682675768,133.98411051043888
245,4.6481931079121575,37,388.873736296208,425.2865399798892
88,4.648190230988404,40,498.11214734725183,534.5249510309333
116,4.438411504194032,26,-11.667104224286277,24.74569945939504
182,4.648196310485218,27,24.74569945939504,61.15850314307636
122,4.648202580916536,26,-11.667104224286277,24.74569945939504
227,4.648187951362027,29,97.57130682675768,133.98411051043888
155,4.6481946387282616,29,97.57130682675768,133.98411051043888
117,4.64817391897488,33,243.22252156148272,279.63532524516415
238,4.648196991708174,28,61.15850314307636,97.57130682675768
244,4.648196515123966,27,24.74569945939504,61.15850314307636
73,4.648194947122453,28,61.15850314307636,97.57130682675768
253,4.657391190335399,26,-11.667104224286277,24.74569945939504
191,4.647796200351823,27,24.74569945939504,61.15850314307636
175,4.648185243643064,27,24.74569945939504,61.15850314307636
242,4.648204390111668,26,-11.667104224286277,24.74569945939504
251,4.648199077621979,26,-11.667104224286277,24.74569945939504
39,4.648190169559152,35,316.04812892884536,352.4609326125268
193,4.648195649598496,29,97.57130682675768,133.98411051043888
43,4.648198977284947,24,-84.4927115916488,-48.079907907967595
154,4.6481764965079995,40,498.11214734725183,534.5249510309333
137,4.650071780446926,26,-11.667104224286277,24.74569945939504
117,4.647624544040529,29,97.57130682675768,133.98411051043888
178,4.6482200937913625,26,-11.667104224286277,24.74569945939504
237,4.64818692207081,27,24.74569945939504,61.15850314307636
109,4.648172619674979,27,24.74569945939504,61.15850314307636
135,4.648195411216326,29,97.57130682675768,133.98411051043888
217,4.648197740026755,29,97.57130682675768,133.98411051043888
117,4.642938635528027,28,61.15850314307636,97.57130682675768
216,4.648231656631904,26,-11.667104224286277,24.74569945939504
79,4.648146325693095,28,61.15850314307636,97.57130682675768
8,4.648106731677904,29,97.57130682675768,133.98411051043888
-1,4.648201549906885,23,-120.90551527533012,-84.4927115916488
156,4.648199793303805,26,-11.667104224286277,24.74569945939504
241,4.648191872157958,31,170.3969141941203,206.80971787780152
229,4.648192642315737,35,316.04812892884536,352.4609326125268
240,4.648192839273764,33,243.22252156148272,279.63532524516415
5,4.6481979809942695,26,-11.667104224286277,24.74569945939504
67,4.6481990017097745,26,-11.667104224286277,24.74569945939504
224,4.648198628714982,26,-11.667104224286277,24.74569945939504
135,4.648196053014476,30,133.98411051043888,170.3969141941203
154,4.648197740026755,38,425.2865399798892,461.69934366357063
4,4.6481971349027855,26,-11.667104224286277,24.74569945939504
54,4.64819732744223,27,24.74569945939504,61.15850314307636
70,4.648181365005392,58,1153.5426136535152,1189.9554173371962
39,4.648195399297218,30,133.98411051043888,170.3969141941203
141,4.648190094464227,29,97.57130682675768,133.98411051043888
257,4.648227676218029,26,-11.667104224286277,24.74569945939504
215,4.648198587786841,24,-84.4927115916488,-48.079907907967595
99,4.648196818422657,28,61.15850314307636,97.57130682675768
71,4.648192165551398,36,352.4609326125268,388.873736296208
95,4.648205129450862,26,-11.667104224286277,24.74569945939504
252,4.648203884852377,26,-11.667104224286277,24.74569945939504
70,4.64816142557031,33,243.22252156148272,279.63532524516415
199,4.648316103873465,26,-11.667104224286277,24.74569945939504
160,4.648233111057009,26,-11.667104224286277,24.74569945939504
112,4.648196150456361,27,24.74569945939504,61.15850314307636
205,4.648197904730114,26,-11.667104224286277,24.74569945939504
70,4.648146160234273,32,206.80971787780152,243.22252156148272
234,4.648197740026755,28,61.15850314307636,97.57130682675768
194,4.648195227845426,30,133.98411051043888,170.3969141941203
137,4.648196969868976,42,570.9377547146145,607.3505583982957
168,4.648196633383374,27,24.74569945939504,61.15850314307636
136,4.646762089982748,28,61.15850314307636,97.57130682675768
194,4.648188288685093,27,24.74569945939504,61.15850314307636
63,4.648178207752408,27,24.74569945939504,61.15850314307636
-1,4.648198656328678,35,316.04812892884536,352.4609326125268
240,4.648197016628555,37,388.873736296208,425.2865399798892
73,4.648207031791268,26,-11.667104224286277,24.74569945939504
191,4.64817889124404,28,61.15850314307636,97.57130682675768
33,4.648197740026755,37,388.873736296208,425.2865399798892
199,4.648197725357083,33,243.22252156148272,279.63532524516415
143,4.64819773085821,37,388.873736296208,425.2865399798892
253,4.648198166198895,25,-48.079907907967595,-11.667104224286277
248,4.64819770426943,25,-48.079907907967595,-11.667104224286277
232,4.648197322857958,27,24.74569945939504,61.15850314307636
70,4.649302781080463,26,-11.667104224286277,24.74569945939504
94,4.648174848062675,28,61.15850314307636,97.57130682675768
87,4.648183163791311,30,133.98411051043888,170.3969141941203
55,4.648198166198895,39,461.69934366357063,498.11214734725183
140,4.648197740026755,26,-11.667104224286277,24.74569945939504
35,4.648246707718445,26,-11.667104224286277,24.74569945939504
221,4.6481190970244635,28,61.15850314307636,97.57130682675768
96,4.648197738193046,24,-84.4927115916488,-48.079907907967595
5,4.648189800066788,40,498.11214734725183,534.5249510309333
217,4.648197738193046,28,61.15850314307636,97.57130682675768
116,4.64819859145426,33,243.22252156148272,279.63532524516415
241,4.648198166198895,28,61.15850314307636,97.57130682675768
145,4.680864498215071,26,-11.667104224286277,24.74569945939504
162,4.648232277087763,26,-11.667104224286277,24.74569945939504
205,4.648198166198895,28,61.15850314307636,97.57130682675768
227,4.64819018431601,30,133.98411051043888,170.3969141941203
13,4.648184592338827,27,24.74569945939504,61.15850314307636
184,4.6481948380167575,28,61.15850314307636,97.57130682675768
75,4.648191569595973,34,279.63532524516415,316.04812892884536
-1,4.648197740026755,14,-448.6207484284618,-412.20794474478055
65,4.6481951755847195,33,243.22252156148272,279.63532524516415
257,4.648197740026755,29,97.57130682675768,133.98411051043888
240,4.915887161855943,26,-11.667104224286277,24.74569945939504
172,4.658135606588797,26,-11.667104224286277,24.74569945939504
97,4.6482260857109265,26,-11.667104224286277,24.74569945939504
219,4.648189515841893,38,425.2865399798892,461.69934366357063
97,4.648195640429951,32,206.80971787780152,243.22252156148272
131,4.648171128235673,37,388.873736296208,425.2865399798892
95,4.648195168084407,28,61.15850314307636,97.57130682675768
227,4.648190572975132,38,425.2865399798892,461.69934366357063
117,4.785523069820029,26,-11.667104224286277,24.74569945939504
74,4.648185583704377,29,97.57130682675768,133.98411051043888
5,4.648197762782879,29,97.57130682675768,133.98411051043888
148,4.648195887063811,27,24.74569945939504,61.15850314307636
106,4.707601648305137,26,-11.667104224286277,24.74569945939504
227,4.647643609351061,27,24.74569945939504,61.15850314307636
47,4.648194630311043,27,24.74569945939504,61.15850314307636
72,4.648191072660834,35,316.04812892884536,352.4609326125268
81,4.648198314398961,26,-11.667104224286277,24.74569945939504
221,4.64818847163102,30,133.98411051043888,170.3969141941203
-1,4.688918285481354,26,-11.667104224286277,24.74569945939504
113,4.647904448314559,27,24.74569945939504,61.15850314307636
145,4.648197740026755,18,-302.9695336937366,-266.5567300100554
67,4.648196759743964,28,61.15850314307636,97.57130682675768
235,4.6481909149618605,34,279.63532524516415,316.04812892884536
197,4.648195585418681,29,97.57130682675768,133.98411051043888
19,4.648197740026755,24,-84.4927115916488,-48.079907907967595
226,4.648198163448332,24,-84.4927115916488,-48.079907907967595
141,4.6481969056891606,30,133.98411051043888,170.3969141941203
204,4.648196204130087,27,24.74569945939504,61.15850314307636
102,4.6481977444457865,26,-11.667104224286277,24.74569945939504
149,4.648197740026755,28,61.15850314307636,97.57130682675768
41,4.64819767584694,44,643.7633620819771,680.1761657656583
155,4.648197740026755,37,388.873736296208,425.2865399798892
25,4.648103388031179,27,24.74569945939504,61.15850314307636
128,4.648185651884334,32,206.80971787780152,243.22252156148272
226,4.648194494361826,30,133.98411051043888,170.3969141941203
193,4.64819773085821,30,133.98411051043888,170.3969141941203
88,4.648172707516657,27,24.74569945939504,61.15850314307636
131,4.6481891857742745,40,498.11214734725183,534.5249510309333
199,4.648198166198895,40,498.11214734725183,534.5249510309333
232,4.64819937912382,26,-11.667104224286277,24.74569945939504
96,4.647693018420741,27,24.74569945939504,61.15850314307636
-1,4.648333691265315,29,97.57130682675768,133.98411051043888
31,4.648177958696625,27,24.74569945939504,61.15850314307636
60,4.648199502734177,26,-11.667104224286277,24.74569945939504
240,4.648200707646843,25,-48.079907907967595,-11.667104224286277
20,4.648194343080834,33,243.22252156148272,279.63532524516415
224,4.648197740026755,28,61.15850314307636,97.57130682675768
235,4.648073583402619,29,97.57130682675768,133.98411051043888
219,4.647715632672229,27,24.74569945939504,61.15850314307636
17,4.648206489574113,26,-11.667104224286277,24.74569945939504
34,4.648189132517386,28,61.15850314307636,97.57130682675768
117,4.6482018513874,24,-84.4927115916488,-48.079907907967595
221,4.648198487849682,24,-84.4927115916488,-48.079907907967595
183,4.648195698026356,29,97.57130682675768,133.98411051043888
68,4.6504711413894375,26,-11.667104224286277,24.74569945939504
241,4.648203303543196,26,-11.667104224286277,24.74569945939504
213,4.648197191582473,27,24.74569945939504,61.15850314307636
-1,4.648198166198895,50,862.2401841840648,898.6529878677462
34,4.648194565876477,30,133.98411051043888,170.3969141941203
86,4.648195301945176,29,97.57130682675768,133.98411051043888
240,4.641486244188965,28,61.15850314307636,97.57130682675768
230,4.64820313836581,26,-11.667104224286277,24.74569945939504
154,4.648068658470241,31,170.3969141941203,206.80971787780152
241,4.648196557539907,27,24.74569945939504,61.15850314307636
248,4.648173933971457,30,133.98411051043888,170.3969141941203
178,4.64819558725239,30,133.98411051043888,170.3969141941203
132,4.648389353597413,26,-11.667104224286277,24.74569945939504
143,4.646870594463687,27,24.74569945939504,61.15850314307636
159,4.648206276439628,26,-11.667104224286277,24.74569945939504
92,4.648192668573106,32,206.80971787780152,243.22252156148272
103,4.648196543366282,28,61.15850314307636,97.57130682675768
-1,4.648197718939102,19,-266.5567300100554,-230.14392632637407
154,5.217311115605988,26,-11.667104224286277,24.74569945939504
22,4.648154288107295,28,61.15850314307636,97.57130682675768
69,4.648194457292912,27,24.74569945939504,61.15850314307636
6,4.648178134923276,30,133.98411051043888,170.3969141941203
117,4.648195896818391,41,534.5249510309333,570.9377547146145
229,4.6481848348004,32,206.80971787780152,243.22252156148272
82,4.648191175348538,35,316.04812892884536,352.4609326125268
203,4.648197737276192,24,-84.4927115916488,-48.079907907967595
-1,4.64633414569413,28,61.15850314307636,97.57130682675768
229,4.648116588227675,30,133.98411051043888,170.3969141941203
72,4.647585223234918,28,61.15850314307636,97.57130682675768
129,4.648211591157871,26,-11.667104224286277,24.74569945939504
143,4.648197069806116,39,461.69934366357063,498.11214734725183
75,4.648188057046466,31,170.3969141941203,206.80971787780152
127,4.648193343378141,30,133.98411051043888,170.3969141941203
31,4.648191555677347,30,133.98411051043888,170.3969141941203
129,4.648193783468382,28,61.15850314307636,97.57130682675768
178,4.64818815798038,34,279.63532524516415,316.04812892884536
30,4.649750103249029,26,-11.667104224286277,24.74569945939504
41,4.64820466956533,24,-84.4927115916488,-48.079907907967595
43,4.648196768160985,33,243.22252156148272,279.63532524516415
145,4.648198989204059,24,-84.4927115916488,-48.079907907967595
94,4.6481923394222795,29,97.57130682675768,133.98411051043888
22,4.648197740026755,163,4976.887000440051,5013.299804123733
10,4.6481956871895305,30,133.98411051043888,170.3969141941203
117,4.64819773085821,20,-230.14392632637407,-193.73112264269275
99,4.648197501644585,38,425.2865399798892,461.69934366357063
46,4.648194852520924,28,61.15850314307636,97.57130682675768
71,4.64818994201328,32,206.80971787780152,243.22252156148272
82,4.648187874672339,54,1007.8913989187901,1044.3042026024714
235,4.685748998198283,26,-11.667104224286277,24.74569945939504
188,4.648317155058758,26,-11.667104224286277,24.74569945939504
253,4.648176918002931,29,97.57130682675768,133.98411051043888
