pickup_zone,avg_total_amount,bkt_tip_amount,tip_amount_start,tip_amount_end
37,15.641385112756613,84,-0.4221450004209828,2.2014008924311668
70,15.640550794460285,88,10.072038570987559,12.69558446383968
-1,15.640578714884017,96,31.060405713804585,33.683951606656734
212,15.64139040476957,93,23.189768035248193,25.813313928100342
6,15.641370571084488,90,15.319130356691801,17.94267624954395
164,15.64124068803101,94,25.813313928100342,28.436859820952463
0,15.641389174732936,86,4.824946785283288,7.448492678135409
86,15.641366686620804,89,12.69558446383968,15.319130356691801
215,15.641346865924023,94,25.813313928100342,28.436859820952463
151,15.641389739133205,89,12.69558446383968,15.319130356691801
26,15.641391500410698,88,10.072038570987559,12.69558446383968
31,15.64135547903112,133,128.13160374933346,130.7551496421856
253,15.641388877417315,103,49.425226963769546,52.04877285662167
206,15.641381508120164,89,12.69558446383968,15.319130356691801
172,15.64139244018656,96,31.060405713804585,33.683951606656734
8,15.629532659159237,86,4.824946785283288,7.448492678135409
136,15.640914465804464,90,15.319130356691801,17.94267624954395
230,15.641389293772802,84,-0.4221450004209828,2.2014008924311668
8,15.641247670687951,93,23.189768035248193,25.813313928100342
112,15.641402107192345,84,-0.4221450004209828,2.2014008924311668
159,15.641380375902905,84,-0.4221450004209828,2.2014008924311668
31,15.641388543554937,102,46.80168107091737,49.425226963769546
126,15.641324932730626,89,12.69558446383968,15.319130356691801
41,15.641369493528831,109,65.16650232088233,67.79004821373445
194,15.641395324589478,85,2.2014008924311668,4.824946785283288
-1,15.64137807307655,162,204.21443464204526,206.83798053489738
53,15.641368059529164,87,7.448492678135409,10.072038570987559
17,15.641376266082517,95,28.436859820952463,31.060405713804585
123,15.641371636757965,156,188.47315928493248,191.0967051777846
136,15.64136754875452,99,38.931043392361005,41.554589285213126
105,15.642296294252603,84,-0.4221450004209828,2.2014008924311668
154,15.64132001191576,122,99.27259892796002,101.89614482081214
72,15.641220406910668,91,17.94267624954395,20.56622214239607
96,15.641242850536557,88,10.072038570987559,12.69558446383968
31,15.641384479476898,85,2.2014008924311668,4.824946785283288
89,15.64137946517808,84,-0.4221450004209828,2.2014008924311668
137,15.641092059451514,99,38.931043392361005,41.554589285213126
85,15.641319618948005,94,25.813313928100342,28.436859820952463
161,15.641336227959703,118,88.77841535655148,91.4019612494036
43,15.641404075070161,57,-71.25788410742854,-68.63433821457639
178,15.641351851037863,101,44.17813517806525,46.80168107091737
251,15.641384854132431,91,17.94267624954395,20.56622214239607
239,16.336374440568274,84,-0.4221450004209828,2.2014008924311668
117,15.629575394856245,88,10.072038570987559,12.69558446383968
128,15.638701807679755,84,-0.4221450004209828,2.2014008924311668
245,15.639690681622357,86,4.824946785283288,7.448492678135409
240,15.64108743996898,93,23.189768035248193,25.813313928100342
79,15.641070753889615,88,10.072038570987559,12.69558446383968
240,15.64120465911673,94,25.813313928100342,28.436859820952463
96,15.641392302658387,94,25.813313928100342,28.436859820952463
143,15.641201690079537,91,17.94267624954395,20.56622214239607
215,15.641334636544881,95,28.436859820952463,31.060405713804585
41,15.641374479510992,101,44.17813517806525,46.80168107091737
34,15.641381694651825,103,49.425226963769546,52.04877285662167
70,15.641327628228881,97,33.683951606656734,36.307497499508884
92,15.641375310846136,92,20.56622214239607,23.189768035248193
131,15.641388659078604,116,83.53132357084723,86.15486946369936
-1,15.641385481260908,132,125.50805785648134,128.13160374933346
219,15.64133854038969,99,38.931043392361005,41.554589285213126
145,15.63005385826156,86,4.824946785283288,7.448492678135409
154,15.590751352495726,88,10.072038570987559,12.69558446383968
216,15.641390205044473,84,-0.4221450004209828,2.2014008924311668
215,15.630365903266508,86,4.824946785283288,7.448492678135409
154,15.622564960322011,89,12.69558446383968,15.319130356691801
252,15.64139084563131,84,-0.4221450004209828,2.2014008924311668
136,15.641183541280105,91,17.94267624954395,20.56622214239607
117,15.64124607673892,96,31.060405713804585,33.683951606656734
45,15.641187469099906,89,12.69558446383968,15.319130356691801
229,15.641331760737831,100,41.554589285213126,44.17813517806525
93,15.641391730541178,89,12.69558446383968,15.319130356691801
131,15.641157059131531,101,44.17813517806525,46.80168107091737
72,15.64139003802777,106,57.29586464232591,59.91941053517803
184,15.641391115331807,88,10.072038570987559,12.69558446383968
97,15.641389704292735,91,17.94267624954395,20.56622214239607
229,15.641389552094887,115,80.90777767799511,83.53132357084723
239,15.641363394236013,112,73.0371399994387,75.66068589229081
117,15.641389992185045,106,57.29586464232591,59.91941053517803
257,15.641387082088865,93,23.189768035248193,25.813313928100342
248,15.623279145949702,85,2.2014008924311668,4.824946785283288
242,15.641397193848348,84,-0.4221450004209828,2.2014008924311668
51,15.641115600394567,87,7.448492678135409,10.072038570987559
198,15.64131911825533,87,7.448492678135409,10.072038570987559
172,15.641367323043598,91,17.94267624954395,20.56622214239607
15,15.641380382222424,92,20.56622214239607,23.189768035248193
88,15.641380488830727,87,7.448492678135409,10.072038570987559
126,15.64139205510767,99,38.931043392361005,41.554589285213126
134,15.641342297413978,103,49.425226963769546,52.04877285662167
145,15.641389046908056,113,75.66068589229081,78.28423178514294
116,15.641374359815828,141,149.1199708921505,151.74351678500267
51,15.641385329063063,92,20.56622214239607,23.189768035248193
114,15.631070843365427,85,2.2014008924311668,4.824946785283288
164,15.632931753999108,87,7.448492678135409,10.072038570987559
35,15.641359326312976,87,7.448492678135409,10.072038570987559
91,15.64138044798284,91,17.94267624954395,20.56622214239607
131,15.64137380603571,159,196.3437969634889,198.96734285634102
114,15.641389189937358,111,70.41359410658657,73.0371399994387
197,15.641390622980943,89,12.69558446383968,15.319130356691801
69,15.641386745957853,85,2.2014008924311668,4.824946785283288
114,15.641298110598802,93,23.189768035248193,25.813313928100342
136,15.637564349827372,88,10.072038570987559,12.69558446383968
33,15.640869942040393,86,4.824946785283288,7.448492678135409
219,15.641224296218507,90,15.319130356691801,17.94267624954395
71,15.641319313666822,87,7.448492678135409,10.072038570987559
57,15.641386709183367,86,4.824946785283288,7.448492678135409
29,15.641390258072851,89,12.69558446383968,15.319130356691801
256,15.641370395299635,87,7.448492678135409,10.072038570987559
-1,15.641381175838813,119,91.4019612494036,94.02550714225578
1,15.641379494201026,141,149.1199708921505,151.74351678500267
70,15.641291426658922,185,264.5559901776443,267.1795360704964
129,15.64138158335055,84,-0.4221450004209828,2.2014008924311668
227,15.641177173809014,89,12.69558446383968,15.319130356691801
113,15.641287492074087,88,10.072038570987559,12.69558446383968
237,15.64142392989239,84,-0.4221450004209828,2.2014008924311668
9,15.641323661699568,86,4.824946785283288,7.448492678135409
39,15.641391000724996,105,54.67231874947379,57.29586464232591
154,15.641369732827924,114,78.28423178514294,80.90777767799511
257,15.641439230777795,84,-0.4221450004209828,2.2014008924311668
190,15.6413889332181,92,20.56622214239607,23.189768035248193
6,15.641385223624795,92,20.56622214239607,23.189768035248193
136,15.641388140138957,102,46.80168107091737,49.425226963769546
188,15.641389693545309,87,7.448492678135409,10.072038570987559
131,15.641382466643314,136,136.00224142788983,138.625787320742
212,15.641371502904486,84,-0.4221450004209828,2.2014008924311668
253,15.641337127154078,91,17.94267624954395,20.56622214239607
178,15.64100280668058,84,-0.4221450004209828,2.2014008924311668
93,15.641387476972357,86,4.824946785283288,7.448492678135409
136,15.641371970870372,103,49.425226963769546,52.04877285662167
116,15.641342490938117,92,20.56622214239607,23.189768035248193
118,15.641390355259428,90,15.319130356691801,17.94267624954395
45,15.64139178005132,96,31.060405713804585,33.683951606656734
215,15.641296453602557,92,20.56622214239607,23.189768035248193
154,15.641388250161496,113,75.66068589229081,78.28423178514294
126,15.641394943199343,92,20.56622214239607,23.189768035248193
176,15.641391536295608,84,-0.4221450004209828,2.2014008924311668
78,15.64139377879413,87,7.448492678135409,10.072038570987559
147,15.6413920202672,88,10.072038570987559,12.69558446383968
15,15.641384067725069,99,38.931043392361005,41.554589285213126
175,15.641391785552447,89,12.69558446383968,15.319130356691801
87,15.633554112399006,86,4.824946785283288,7.448492678135409
151,15.641425039519968,84,-0.4221450004209828,2.2014008924311668
74,15.641162980725243,84,-0.4221450004209828,2.2014008924311668
63,15.64132292267593,84,-0.4221450004209828,2.2014008924311668
249,15.6413919668109,85,2.2014008924311668,4.824946785283288
113,15.641349294374626,89,12.69558446383968,15.319130356691801
4,15.64138948279613,84,-0.4221450004209828,2.2014008924311668
229,15.640685261295916,92,20.56622214239607,23.189768035248193
143,15.641457295281022,83,-3.045690893273104,-0.4221450004209828
175,15.641393476232144,98,36.307497499508884,38.931043392361005
38,15.641393115246927,84,-0.4221450004209828,2.2014008924311668
229,15.641351885878336,121,96.6490530351079,99.27259892796002
137,15.641384441547906,130,120.26096607077704,122.88451196362922
245,15.641355152630917,134,130.7551496421856,133.3786955350377
146,15.641393644933371,86,4.824946785283288,7.448492678135409
245,15.642662437084253,84,-0.4221450004209828,2.2014008924311668
97,15.64139187173677,103,49.425226963769546,52.04877285662167
-1,15.640003927350579,95,28.436859820952463,31.060405713804585
139,15.641391471278888,84,-0.4221450004209828,2.2014008924311668
142,15.641388754431471,87,7.448492678135409,10.072038570987559
59,15.64139728339636,84,-0.4221450004209828,2.2014008924311668
236,15.641319877724664,87,7.448492678135409,10.072038570987559
131,15.639894414257492,94,25.813313928100342,28.436859820952463
50,15.641394805671169,87,7.448492678135409,10.072038570987559
-1,15.641356666730857,129,117.63742017792492,120.26096607077704
31,15.641394228052835,90,15.319130356691801,17.94267624954395
215,15.641403117874065,80,-10.916328571829496,-8.292782678977375
152,15.641391164841952,88,10.072038570987559,12.69558446383968
248,15.641364616528175,126,109.76678249936856,112.39032839222068
137,15.641388292336805,109,65.16650232088233,67.79004821373445
161,15.641388525217847,99,38.931043392361005,41.554589285213126
171,15.666242530773117,84,-0.4221450004209828,2.2014008924311668
157,15.653411152231461,84,-0.4221450004209828,2.2014008924311668
6,15.639517537674063,86,4.824946785283288,7.448492678135409
240,15.6225643059632,87,7.448492678135409,10.072038570987559
41,15.626852311674403,88,10.072038570987559,12.69558446383968
229,15.637399547104454,90,15.319130356691801,17.94267624954395
248,15.641387516677897,122,99.27259892796002,101.89614482081214
220,15.641387943142496,91,17.94267624954395,20.56622214239607
154,15.641376701588444,126,109.76678249936856,112.39032839222068
245,15.641355479776786,90,15.319130356691801,17.94267624954395
247,15.64139191679026,86,4.824946785283288,7.448492678135409
193,15.641378142219706,89,12.69558446383968,15.319130356691801
127,15.641376601525081,168,219.95570999915805,222.57925589201017
253,15.641389717128696,112,73.0371399994387,75.66068589229081
87,15.634118010745759,85,2.2014008924311668,4.824946785283288
86,15.641275303425472,85,2.2014008924311668,4.824946785283288
131,15.640975290754065,99,38.931043392361005,41.554589285213126
157,15.641369163586655,95,28.436859820952463,31.060405713804585
23,15.641390495665656,87,7.448492678135409,10.072038570987559
90,15.641391501327552,86,4.824946785283288,7.448492678135409
64,15.641391194181296,90,15.319130356691801,17.94267624954395
193,15.64131301660689,85,2.2014008924311668,4.824946785283288
28,15.641395457896044,84,-0.4221450004209828,2.2014008924311668
215,15.641358225508462,99,38.931043392361005,41.554589285213126
85,15.641095346772033,92,20.56622214239607,23.189768035248193
78,15.641380871696303,95,28.436859820952463,31.060405713804585
174,15.64139484339009,85,2.2014008924311668,4.824946785283288
-1,15.641383161619023,141,149.1199708921505,151.74351678500267
193,15.64139107499021,90,15.319130356691801,17.94267624954395
79,15.641383453178754,93,23.189768035248193,25.813313928100342
164,15.641388341846946,101,44.17813517806525,46.80168107091737
227,15.641356022725835,141,149.1199708921505,151.74351678500267
113,15.640741061125436,86,4.824946785283288,7.448492678135409
70,15.64087284173536,91,17.94267624954395,20.56622214239607
68,15.641388066790597,117,86.15486946369936,88.77841535655148
1,15.641390322507613,84,-0.4221450004209828,2.2014008924311668
73,15.641393164223425,85,2.2014008924311668,4.824946785283288
131,15.641376010153927,172,230.4498935705666,233.0734394634187
106,15.641365845238548,95,28.436859820952463,31.060405713804585
72,15.641378016231574,100,41.554589285213126,44.17813517806525
208,15.641384399372598,91,17.94267624954395,20.56622214239607
180,15.641369868145636,121,96.6490530351079,99.27259892796002
228,15.641391275781345,103,49.425226963769546,52.04877285662167
6,15.641380300116133,95,28.436859820952463,31.060405713804585
96,15.643561258856234,84,-0.4221450004209828,2.2014008924311668
127,15.642518644129046,84,-0.4221450004209828,2.2014008924311668
248,15.640232622401388,90,15.319130356691801,17.94267624954395
145,15.64138168731699,97,33.683951606656734,36.307497499508884
34,15.64139141330952,91,17.94267624954395,20.56622214239607
114,15.641288155259936,92,20.56622214239607,23.189768035248193
215,15.641373459716561,110,67.79004821373445,70.41359410658657
172,15.641375705884368,94,25.813313928100342,28.436859820952463
36,15.64031015619701,85,2.2014008924311668,4.824946785283288
219,15.63932237386492,88,10.072038570987559,12.69558446383968
133,15.641339586955036,87,7.448492678135409,10.072038570987559
41,15.641262320899433,97,33.683951606656734,36.307497499508884
88,15.6413340147353,86,4.824946785283288,7.448492678135409
156,15.64139021793695,84,-0.4221450004209828,2.2014008924311668
184,15.641393762674113,85,2.2014008924311668,4.824946785283288
-1,15.641385800326274,130,120.26096607077704,122.88451196362922
85,15.617740687871022,86,4.824946785283288,7.448492678135409
36,15.640868971706121,87,7.448492678135409,10.072038570987559
180,15.641248418727795,88,10.072038570987559,12.69558446383968
143,15.63955015457121,85,2.2014008924311668,4.824946785283288
71,15.641304895693281,86,4.824946785283288,7.448492678135409
113,15.641170314228168,87,7.448492678135409,10.072038570987559
25,15.64094246603332,88,10.072038570987559,12.69558446383968
117,15.641042585169075,93,23.189768035248193,25.813313928100342
145,15.64098398158462,90,15.319130356691801,17.94267624954395
47,15.641395500028965,84,-0.4221450004209828,2.2014008924311668
165,15.641390081785826,85,2.2014008924311668,4.824946785283288
143,15.641374932975953,96,31.060405713804585,33.683951606656734
135,15.641379397931304,101,44.17813517806525,46.80168107091737
152,15.641375915936424,86,4.824946785283288,7.448492678135409
133,15.641379841941905,90,15.319130356691801,17.94267624954395
109,15.641355962213439,112,73.0371399994387,75.66068589229081
82,15.641393109490345,86,4.824946785283288,7.448492678135409
51,15.64138632109963,93,23.189768035248193,25.813313928100342
152,15.641389667618553,93,23.189768035248193,25.813313928100342
227,15.643387332969562,84,-0.4221450004209828,2.2014008924311668
33,15.641347407362625,89,12.69558446383968,15.319130356691801
155,15.641348576796425,86,4.824946785283288,7.448492678135409
206,15.641340085601612,88,10.072038570987559,12.69558446383968
154,15.641402016072043,83,-3.045690893273104,-0.4221450004209828
106,15.64133639464555,93,23.189768035248193,25.813313928100342
61,15.641391307081962,95,28.436859820952463,31.060405713804585
39,15.641388891959647,101,44.17813517806525,46.80168107091737
39,15.641378114461357,94,25.813313928100342,28.436859820952463
253,15.64137297457456,101,44.17813517806525,46.80168107091737
236,15.641393641265955,92,20.56622214239607,23.189768035248193
243,15.64144169899289,84,-0.4221450004209828,2.2014008924311668
201,15.641360623271517,85,2.2014008924311668,4.824946785283288
248,15.638591891076164,89,12.69558446383968,15.319130356691801
197,15.641336340034895,85,2.2014008924311668,4.824946785283288
137,15.64063641773642,94,25.813313928100342,28.436859820952463
239,15.64135588519766,236,398.35683071310297,400.9803766059551
229,15.641166426795989,95,28.436859820952463,31.060405713804585
132,15.641384044930598,89,12.69558446383968,15.319130356691801
131,15.641379917787804,120,94.02550714225578,96.6490530351079
201,15.641386500803113,93,23.189768035248193,25.813313928100342
248,15.64137635489122,104,52.04877285662167,54.67231874947379
92,15.641371310357762,102,46.80168107091737,49.425226963769546
131,15.362192680363282,84,-0.4221450004209828,2.2014008924311668
30,15.64263041244763,84,-0.4221450004209828,2.2014008924311668
26,15.641371274662067,84,-0.4221450004209828,2.2014008924311668
182,15.641402882433757,84,-0.4221450004209828,2.2014008924311668
12,15.641389249355054,84,-0.4221450004209828,2.2014008924311668
130,15.641389643780338,100,41.554589285213126,44.17813517806525
19,15.641379082216947,86,4.824946785283288,7.448492678135409
7,15.641394807760646,85,2.2014008924311668,4.824946785283288
41,15.641384854132431,133,128.13160374933346,130.7551496421856
50,15.64137906707327,86,4.824946785283288,7.448492678135409
15,15.641397801951674,83,-3.045690893273104,-0.4221450004209828
-1,15.641335841292022,120,94.02550714225578,96.6490530351079
114,15.641385530898086,105,54.67231874947379,57.29586464232591
229,15.641376839116631,110,67.79004821373445,70.41359410658657
91,15.641391886406444,99,38.931043392361005,41.554589285213126
239,15.579848261937126,85,2.2014008924311668,4.824946785283288
61,15.641139046609695,85,2.2014008924311668,4.824946785283288
31,15.641377742218395,101,44.17813517806525,46.80168107091737
210,15.641401124083297,84,-0.4221450004209828,2.2014008924311668
92,15.641381436828553,85,2.2014008924311668,4.824946785283288
105,15.641388327304565,99,38.931043392361005,41.554589285213126
113,15.641394393086644,94,25.813313928100342,28.436859820952463
248,15.64138404192624,101,44.17813517806525,46.80168107091737
78,15.64138990325016,85,2.2014008924311668,4.824946785283288
259,15.641379910706005,95,28.436859820952463,31.060405713804585
181,15.641390411927945,85,2.2014008924311668,4.824946785283288
240,15.637924846905538,90,15.319130356691801,17.94267624954395
105,15.641060807652748,86,4.824946785283288,7.448492678135409
160,15.641443064654002,84,-0.4221450004209828,2.2014008924311668
220,15.641237319228932,87,7.448492678135409,10.072038570987559
64,15.641065310178334,86,4.824946785283288,7.448492678135409
154,15.641378974597389,106,57.29586464232591,59.91941053517803
134,15.641380736857252,85,2.2014008924311668,4.824946785283288
41,15.64138269519363,105,54.67231874947379,57.29586464232591
175,15.641390699207374,88,10.072038570987559,12.69558446383968
91,15.641345038632002,89,12.69558446383968,15.319130356691801
248,15.641381848936772,107,59.91941053517803,62.54295642803015
88,15.641392834433994,93,23.189768035248193,25.813313928100342
67,15.641386274340052,91,17.94267624954395,20.56622214239607
116,15.641366207145618,113,75.66068589229081,78.28423178514294
221,15.641382917735728,94,25.813313928100342,28.436859820952463
92,15.640479377720553,88,10.072038570987559,12.69558446383968
144,15.641485271346433,84,-0.4221450004209828,2.2014008924311668
226,15.640267255906254,88,10.072038570987559,12.69558446383968
92,15.64118340516192,86,4.824946785283288,7.448492678135409
253,15.64139104656772,107,59.91941053517803,62.54295642803015
157,15.641347311762614,91,17.94267624954395,20.56622214239607
120,15.641396091485182,84,-0.4221450004209828,2.2014008924311668
154,15.641380758669976,120,94.02550714225578,96.6490530351079
206,15.64139101539467,90,15.319130356691801,17.94267624954395
75,15.641377448034367,107,59.91941053517803,62.54295642803015
