pickup_zone,avg_tip_amount,bkt_total_amount,total_amount_start,total_amount_end
0,1.7506580962173828,28,61.15850314307636,97.57130682675768
239,1.7506425096894607,39,461.69934366357063,498.11214734725183
228,1.7505900884745376,49,825.8273805003836,862.2401841840648
122,1.7506606862710061,34,279.63532524516415,316.04812892884536
131,1.749793677048347,30,133.98411051043888,170.3969141941203
157,1.750616960075153,29,97.57130682675768,133.98411051043888
60,1.7506635973448845,27,24.74569945939504,61.15850314307636
57,1.7506634368345049,24,-84.4927115916488,-48.079907907967595
17,1.750656491782052,28,61.15850314307636,97.57130682675768
203,1.7506684689071679,26,-11.667104224286277,24.74569945939504
251,1.7506587342164708,27,24.74569945939504,61.15850314307636
235,1.7506489821229798,30,133.98411051043888,170.3969141941203
44,1.7506633269336,26,-11.667104224286277,24.74569945939504
199,1.7506359311995172,34,279.63532524516415,316.04812892884536
211,1.7506637578552937,26,-11.667104224286277,24.74569945939504
178,1.7506531038842947,41,534.5249510309333,570.9377547146145
87,1.7506594888590299,33,243.22252156148272,279.63532524516415
259,1.7505540086822184,27,24.74569945939504,61.15850314307636
25,1.7506509075783436,29,97.57130682675768,133.98411051043888
137,1.750647201590399,34,279.63532524516415,316.04812892884536
63,1.7506634919674402,29,97.57130682675768,133.98411051043888
31,1.7506522970523348,32,206.80971787780152,243.22252156148272
212,1.7506918926092983,26,-11.667104224286277,24.74569945939504
212,1.7506461695727678,27,24.74569945939504,61.15850314307636
90,1.7506641682373811,26,-11.667104224286277,24.74569945939504
122,1.7506582062399327,29,97.57130682675768,133.98411051043888
34,1.7506601399288226,27,24.74569945939504,61.15850314307636
239,1.7506506467738905,43,607.3505583982957,643.7633620819771
154,1.7506634368345049,3082,111265.86095310576,111302.27375678944
249,1.7506634368345049,34,279.63532524516415,316.04812892884536
161,1.7506582575234368,33,243.22252156148272,279.63532524516415
220,1.75075814267448,26,-11.667104224286277,24.74569945939504
55,1.7506443915061427,27,24.74569945939504,61.15850314307636
238,1.7506743010050856,26,-11.667104224286277,24.74569945939504
20,1.7506655693755389,26,-11.667104224286277,24.74569945939504
67,1.7506615985412333,29,97.57130682675768,133.98411051043888
52,1.7506709235343916,26,-11.667104224286277,24.74569945939504
51,1.750330234819031,27,24.74569945939504,61.15850314307636
130,1.750661694311937,27,24.74569945939504,61.15850314307636
57,1.7506623891127377,28,61.15850314307636,97.57130682675768
18,1.7506611566779828,28,61.15850314307636,97.57130682675768
113,1.7506615528198177,30,133.98411051043888,170.3969141941203
158,1.7506626164319847,28,61.15850314307636,97.57130682675768
16,1.7506625199800054,28,61.15850314307636,97.57130682675768
136,1.7602688890213538,26,-11.667104224286277,24.74569945939504
33,1.750450547274843,27,24.74569945939504,61.15850314307636
26,1.7506643440267855,27,24.74569945939504,61.15850314307636
217,1.75066335450006,26,-11.667104224286277,24.74569945939504
131,1.7506635973448845,52,935.0657915514274,971.4785952351089
245,1.7506583913841935,32,206.80971787780152,243.22252156148272
12,1.750661053012806,29,97.57130682675768,133.98411051043888
131,1.7506642393866976,25,-48.079907907967595,-11.667104224286277
144,1.7506602278437564,32,206.80971787780152,243.22252156148272
62,1.750661965283033,28,61.15850314307636,97.57130682675768
119,1.750658236737537,28,61.15850314307636,97.57130682675768
-1,1.7506634368345049,40,498.11214734725183,534.5249510309333
179,1.7506625199800054,31,170.3969141941203,206.80971787780152
68,1.7501053452544235,27,24.74569945939504,61.15850314307636
93,1.7506973050255894,26,-11.667104224286277,24.74569945939504
70,1.7504450635004474,28,61.15850314307636,97.57130682675768
194,1.750671813745371,26,-11.667104224286277,24.74569945939504
164,1.750649750387971,31,170.3969141941203,206.80971787780152
181,1.7506618885575405,27,24.74569945939504,61.15850314307636
130,1.750659306465433,28,61.15850314307636,97.57130682675768
246,1.7506637578552937,26,-11.667104224286277,24.74569945939504
256,1.7506610257495967,28,61.15850314307636,97.57130682675768
122,1.7506634368345049,24,-84.4927115916488,-48.079907907967595
137,1.7506560964973814,39,461.69934366357063,498.11214734725183
72,1.750605121661919,29,97.57130682675768,133.98411051043888
190,1.7506615068557834,28,61.15850314307636,97.57130682675768
35,1.7506557976028143,37,388.873736296208,425.2865399798892
109,1.750656545756086,38,425.2865399798892,461.69934366357063
150,1.750537417990275,28,61.15850314307636,97.57130682675768
90,1.7506633499157862,27,24.74569945939504,61.15850314307636
199,1.7506086594182322,61,1262.781024704559,1299.1938283882405
50,1.7506634368345049,29,97.57130682675768,133.98411051043888
62,1.7506632306030512,27,24.74569945939504,61.15850314307636
118,1.7506617636357173,29,97.57130682675768,133.98411051043888
239,1.7506566539449169,36,352.4609326125268,388.873736296208
226,1.7526120692744696,26,-11.667104224286277,24.74569945939504
114,1.7496306452483725,28,61.15850314307636,97.57130682675768
56,1.7507053569694127,26,-11.667104224286277,24.74569945939504
136,1.7505669302748206,29,97.57130682675768,133.98411051043888
92,1.7506740032925545,26,-11.667104224286277,24.74569945939504
180,1.7506593642272716,29,97.57130682675768,133.98411051043888
125,1.7506639455023874,26,-11.667104224286277,24.74569945939504
194,1.7506611374846535,28,61.15850314307636,97.57130682675768
36,1.7506573666422178,29,97.57130682675768,133.98411051043888
259,1.7506634368345049,25,-48.079907907967595,-11.667104224286277
43,1.7506619808695598,32,206.80971787780152,243.22252156148272
170,1.75066339099178,27,24.74569945939504,61.15850314307636
64,1.7506634368345049,30,133.98411051043888,170.3969141941203
144,1.7506600093445541,27,24.74569945939504,61.15850314307636
154,1.7506461288107051,34,279.63532524516415,316.04812892884536
89,1.7506635909269026,28,61.15850314307636,97.57130682675768
31,1.750653060792133,37,388.873736296208,425.2865399798892
240,1.7506642393866976,24,-84.4927115916488,-48.079907907967595
259,1.750658998402293,34,279.63532524516415,316.04812892884536
123,1.750663266299568,26,-11.667104224286277,24.74569945939504
1,1.7506634368345049,26,-11.667104224286277,24.74569945939504
6,1.7501148510368558,27,24.74569945939504,61.15850314307636
198,1.7506301819668248,28,61.15850314307636,97.57130682675768
188,1.7506511393165296,27,24.74569945939504,61.15850314307636
55,1.7506505038416305,28,61.15850314307636,97.57130682675768
58,1.7505950091217661,28,61.15850314307636,97.57130682675768
106,1.7506634368345049,38,425.2865399798892,461.69934366357063
215,1.7576395191964205,26,-11.667104224286277,24.74569945939504
245,1.7505186137932502,28,61.15850314307636,97.57130682675768
18,1.7506563165884015,27,24.74569945939504,61.15850314307636
119,1.7506610067147121,27,24.74569945939504,61.15850314307636
159,1.7506634368345049,31,170.3969141941203,206.80971787780152
171,1.7506498445261298,30,133.98411051043888,170.3969141941203
241,1.7506414323265147,33,243.22252156148272,279.63532524516415
87,1.7506634368345049,24,-84.4927115916488,-48.079907907967595
36,1.7501032986836251,27,24.74569945939504,61.15850314307636
257,1.750662260570902,28,61.15850314307636,97.57130682675768
131,1.750639954650434,38,425.2865399798892,461.69934366357063
87,1.7476817740458142,27,24.74569945939504,61.15850314307636
253,1.7506438254938472,31,170.3969141941203,206.80971787780152
164,1.7506215171487585,30,133.98411051043888,170.3969141941203
199,1.7506637578552937,29,97.57130682675768,133.98411051043888
245,1.7506492109796126,37,388.873736296208,425.2865399798892
88,1.7506502570510734,40,498.11214734725183,534.5249510309333
116,1.7556689775936636,26,-11.667104224286277,24.74569945939504
182,1.7506635056594262,27,24.74569945939504,61.15850314307636
122,1.7506658777432182,26,-11.667104224286277,24.74569945939504
227,1.7506463263493426,29,97.57130682675768,133.98411051043888
155,1.750661389680327,29,97.57130682675768,133.98411051043888
117,1.7506529227661483,33,243.22252156148272,279.63532524516415
238,1.7506601389693952,28,61.15850314307636,97.57130682675768
244,1.7506627874531124,27,24.74569945939504,61.15850314307636
73,1.7506635973448845,28,61.15850314307636,97.57130682675768
253,1.7522041612076371,26,-11.667104224286277,24.74569945939504
191,1.7504222328239862,27,24.74569945939504,61.15850314307636
175,1.750651317869228,27,24.74569945939504,61.15850314307636
242,1.7506671343264886,26,-11.667104224286277,24.74569945939504
251,1.7506662369063737,26,-11.667104224286277,24.74569945939504
39,1.7506620615527555,35,316.04812892884536,352.4609326125268
193,1.7506634368345049,29,97.57130682675768,133.98411051043888
43,1.7506703363489946,24,-84.4927115916488,-48.079907907967595
154,1.7506625199800054,40,498.11214734725183,534.5249510309333
137,1.751802217797812,26,-11.667104224286277,24.74569945939504
117,1.7500944179322038,29,97.57130682675768,133.98411051043888
178,1.7506754158825064,26,-11.667104224286277,24.74569945939504
237,1.7506614229224577,27,24.74569945939504,61.15850314307636
109,1.750654155524763,27,24.74569945939504,61.15850314307636
135,1.7506634368345049,29,97.57130682675768,133.98411051043888
217,1.7506619350268346,29,97.57130682675768,133.98411051043888
117,1.7468837251899032,28,61.15850314307636,97.57130682675768
216,1.7506839258549878,26,-11.667104224286277,24.74569945939504
79,1.7505711286013328,28,61.15850314307636,97.57130682675768
8,1.7505710992894374,29,97.57130682675768,133.98411051043888
-1,1.7506648814289814,23,-120.90551527533012,-84.4927115916488
156,1.7506653942561048,26,-11.667104224286277,24.74569945939504
241,1.7506634368345049,31,170.3969141941203,206.80971787780152
229,1.750656276200863,35,316.04812892884536,352.4609326125268
240,1.7506635973448845,33,243.22252156148272,279.63532524516415
5,1.7506633277896368,26,-11.667104224286277,24.74569945939504
67,1.7506640248426464,26,-11.667104224286277,24.74569945939504
224,1.7506640788762002,26,-11.667104224286277,24.74569945939504
135,1.7506634368345049,30,133.98411051043888,170.3969141941203
154,1.750654268289509,38,425.2865399798892,461.69934366357063
4,1.7506634368345049,26,-11.667104224286277,24.74569945939504
54,1.7506630370859433,27,24.74569945939504,61.15850314307636
70,1.7506390026620908,58,1153.5426136535152,1189.9554173371962
39,1.750661322568029,30,133.98411051043888,170.3969141941203
141,1.7506473279977,29,97.57130682675768,133.98411051043888
257,1.7506731633833348,26,-11.667104224286277,24.74569945939504
215,1.7506647260538226,24,-84.4927115916488,-48.079907907967595
99,1.7506613052084254,28,61.15850314307636,97.57130682675768
71,1.7506535788149253,36,352.4609326125268,388.873736296208
95,1.7506667067045245,26,-11.667104224286277,24.74569945939504
252,1.750668367866522,26,-11.667104224286277,24.74569945939504
70,1.7506364121564224,33,243.22252156148272,279.63532524516415
199,1.7507145040691126,26,-11.667104224286277,24.74569945939504
160,1.7506839387928037,26,-11.667104224286277,24.74569945939504
112,1.7506620773820938,27,24.74569945939504,61.15850314307636
205,1.7506637578552937,26,-11.667104224286277,24.74569945939504
70,1.750624156150393,32,206.80971787780152,243.22252156148272
234,1.7506621119797532,28,61.15850314307636,97.57130682675768
194,1.7506634368345049,30,133.98411051043888,170.3969141941203
137,1.7506634368345049,42,570.9377547146145,607.3505583982957
168,1.7506629784072552,27,24.74569945939504,61.15850314307636
136,1.7494637137992868,28,61.15850314307636,97.57130682675768
194,1.7506646693279675,27,24.74569945939504,61.15850314307636
63,1.750658234181986,27,24.74569945939504,61.15850314307636
-1,1.750564789827136,35,316.04812892884536,352.4609326125268
240,1.7506634368345049,37,388.873736296208,425.2865399798892
73,1.7506700402188284,26,-11.667104224286277,24.74569945939504
191,1.7506470142283244,28,61.15850314307636,97.57130682675768
33,1.7506634368345049,37,388.873736296208,425.2865399798892
199,1.7506634368345049,33,243.22252156148272,279.63532524516415
143,1.7506551805597361,37,388.873736296208,425.2865399798892
253,1.7506635973448845,25,-48.079907907967595,-11.667104224286277
248,1.7506634368345049,25,-48.079907907967595,-11.667104224286277
232,1.7506630554230331,27,24.74569945939504,61.15850314307636
70,1.7512265104316134,26,-11.667104224286277,24.74569945939504
94,1.7506315737568043,28,61.15850314307636,97.57130682675768
87,1.7506454906796227,30,133.98411051043888,170.3969141941203
55,1.7506635973448845,39,461.69934366357063,498.11214734725183
140,1.7506634368345049,26,-11.667104224286277,24.74569945939504
35,1.7506825415747884,26,-11.667104224286277,24.74569945939504
221,1.7506040302625339,28,61.15850314307636,97.57130682675768
96,1.7506634368345049,24,-84.4927115916488,-48.079907907967595
5,1.7506503129791977,40,498.11214734725183,534.5249510309333
217,1.7506624154585924,28,61.15850314307636,97.57130682675768
116,1.7506408364886008,33,243.22252156148272,279.63532524516415
241,1.7506613052084254,28,61.15850314307636,97.57130682675768
145,1.7547836459998183,26,-11.667104224286277,24.74569945939504
162,1.7506808071925453,26,-11.667104224286277,24.74569945939504
205,1.7506635973448845,28,61.15850314307636,97.57130682675768
227,1.7506515253595232,30,133.98411051043888,170.3969141941203
13,1.7506593884182193,27,24.74569945939504,61.15850314307636
184,1.750662565883478,28,61.15850314307636,97.57130682675768
75,1.7506616031255058,34,279.63532524516415,316.04812892884536
-1,1.7506634368345049,14,-448.6207484284618,-412.20794474478055
65,1.7506580365615025,33,243.22252156148272,279.63532524516415
257,1.7506610768510231,29,97.57130682675768,133.98411051043888
240,1.804339492150105,26,-11.667104224286277,24.74569945939504
172,1.7518411431188068,26,-11.667104224286277,24.74569945939504
97,1.7506777086661824,26,-11.667104224286277,24.74569945939504
219,1.7506564806594165,38,425.2865399798892,461.69934366357063
97,1.7506625199800054,32,206.80971787780152,243.22252156148272
131,1.7506506030631246,37,388.873736296208,425.2865399798892
95,1.750661794808773,28,61.15850314307636,97.57130682675768
227,1.7506496840170112,38,425.2865399798892,461.69934366357063
117,1.7774088574320073,26,-11.667104224286277,24.74569945939504
74,1.7506599236900842,29,97.57130682675768,133.98411051043888
5,1.7506635973448845,29,97.57130682675768,133.98411051043888
148,1.7506634368345049,27,24.74569945939504,61.15850314307636
106,1.7592267210320316,26,-11.667104224286277,24.74569945939504
227,1.7503339125374238,27,24.74569945939504,61.15850314307636
47,1.7506637121342659,27,24.74569945939504,61.15850314307636
72,1.7506565090819062,35,316.04812892884536,352.4609326125268
81,1.7506639183657322,26,-11.667104224286277,24.74569945939504
221,1.7506581633891434,30,133.98411051043888,170.3969141941203
-1,1.758193211948773,26,-11.667104224286277,24.74569945939504
113,1.750399478877757,27,24.74569945939504,61.15850314307636
145,1.7506634368345049,18,-302.9695336937366,-266.5567300100554
67,1.7506621257932777,28,61.15850314307636,97.57130682675768
235,1.7506634368345049,34,279.63532524516415,316.04812892884536
197,1.7506625199800054,29,97.57130682675768,133.98411051043888
19,1.7506634368345049,24,-84.4927115916488,-48.079907907967595
226,1.7506635973448845,24,-84.4927115916488,-48.079907907967595
141,1.7506629784072552,30,133.98411051043888,170.3969141941203
204,1.7506629665489313,27,24.74569945939504,61.15850314307636
102,1.750663290198599,26,-11.667104224286277,24.74569945939504
149,1.7506625199800054,28,61.15850314307636,97.57130682675768
41,1.750663253463605,44,643.7633620819771,680.1761657656583
155,1.7506634368345049,37,388.873736296208,425.2865399798892
25,1.750668392699567,27,24.74569945939504,61.15850314307636
128,1.7506637578552937,32,206.80971787780152,243.22252156148272
226,1.750660580832739,30,133.98411051043888,170.3969141941203
193,1.7506634368345049,30,133.98411051043888,170.3969141941203
88,1.7506432868765922,27,24.74569945939504,61.15850314307636
131,1.7506629784072552,40,498.11214734725183,534.5249510309333
199,1.7506544104619566,40,498.11214734725183,534.5249510309333
232,1.750663314401716,26,-11.667104224286277,24.74569945939504
96,1.7504108640300096,27,24.74569945939504,61.15850314307636
-1,1.7488728802619513,29,97.57130682675768,133.98411051043888
31,1.7506236103842072,27,24.74569945939504,61.15850314307636
60,1.7506634895818702,26,-11.667104224286277,24.74569945939504
240,1.7506645604077806,25,-48.079907907967595,-11.667104224286277
20,1.7506597694165067,33,243.22252156148272,279.63532524516415
224,1.7506597694165067,28,61.15850314307636,97.57130682675768
235,1.7504851480563501,29,97.57130682675768,133.98411051043888
219,1.7506880594449998,27,24.74569945939504,61.15850314307636
17,1.7506679574819164,26,-11.667104224286277,24.74569945939504
34,1.7506597386063842,28,61.15850314307636,97.57130682675768
117,1.750665041939626,24,-84.4927115916488,-48.079907907967595
221,1.7506637578552937,24,-84.4927115916488,-48.079907907967595
183,1.750662094620222,29,97.57130682675768,133.98411051043888
68,1.7511845433374644,26,-11.667104224286277,24.74569945939504
241,1.7506657990778114,26,-11.667104224286277,24.74569945939504
213,1.7506629317084568,27,24.74569945939504,61.15850314307636
-1,1.7506635973448845,50,862.2401841840648,898.6529878677462
34,1.750658852562007,30,133.98411051043888,170.3969141941203
86,1.7506588021954121,29,97.57130682675768,133.98411051043888
240,1.7461553446382132,28,61.15850314307636,97.57130682675768
230,1.7506684412763902,26,-11.667104224286277,24.74569945939504
154,1.7505450289410396,31,170.3969141941203,206.80971787780152
241,1.7506631620213644,27,24.74569945939504,61.15850314307636
248,1.750621242268067,30,133.98411051043888,170.3969141941203
178,1.7506611382802744,30,133.98411051043888,170.3969141941203
132,1.7507268269191276,26,-11.667104224286277,24.74569945939504
143,1.7500286951485573,27,24.74569945939504,61.15850314307636
159,1.7506677601738216,26,-11.667104224286277,24.74569945939504
92,1.7506582842329275,32,206.80971787780152,243.22252156148272
103,1.7506614610737046,28,61.15850314307636,97.57130682675768
-1,1.7506634368345049,19,-266.5567300100554,-230.14392632637407
154,1.8503200404457067,26,-11.667104224286277,24.74569945939504
22,1.7506290855203792,28,61.15850314307636,97.57130682675768
69,1.750661421823673,27,24.74569945939504,61.15850314307636
6,1.7506512158208025,30,133.98411051043888,170.3969141941203
117,1.7506138406197644,41,534.5249510309333,570.9377547146145
229,1.7506464889569007,32,206.80971787780152,243.22252156148272
82,1.7506546423661447,35,316.04812892884536,352.4609326125268
203,1.7506634368345049,24,-84.4927115916488,-48.079907907967595
-1,1.7459683410385356,28,61.15850314307636,97.57130682675768
229,1.7505802574976799,30,133.98411051043888,170.3969141941203
72,1.750109332173163,28,61.15850314307636,97.57130682675768
129,1.7506704298325877,26,-11.667104224286277,24.74569945939504
143,1.7506226826519982,39,461.69934366357063,498.11214734725183
75,1.7506357830188406,31,170.3969141941203,206.80971787780152
127,1.750658227387938,30,133.98411051043888,170.3969141941203
31,1.7506593660609813,30,133.98411051043888,170.3969141941203
129,1.750661060468861,28,61.15850314307636,97.57130682675768
178,1.7506634368345049,34,279.63532524516415,316.04812892884536
30,1.7509016779665751,26,-11.667104224286277,24.74569945939504
41,1.750666165514962,24,-84.4927115916488,-48.079907907967595
43,1.7506634368345049,33,243.22252156148272,279.63532524516415
