pickup_zone,avg_trip_distance,bkt_tip_amount,tip_amount_start,tip_amount_end
-1,4.648195203081864,96,31.060405713804585,33.683951606656734
212,4.648197740026755,93,23.189768035248193,25.813313928100342
6,4.648194186387735,90,15.319130356691801,17.94267624954395
164,4.648178979262209,94,25.813313928100342,28.436859820952463
0,4.648196854766196,86,4.824946785283288,7.448492678135409
86,4.648195577842625,89,12.69558446383968,15.319130356691801
215,4.648190563728048,94,25.813313928100342,28.436859820952463
151,4.6481961997111965,89,12.69558446383968,15.319130356691801
26,4.648197721689665,88,10.072038570987559,12.69558446383968
31,4.648190698584199,133,128.13160374933346,130.7551496421856
253,4.648198166198895,103,49.425226963769546,52.04877285662167
206,4.648197601837565,89,12.69558446383968,15.319130356691801
172,4.648197305437722,96,31.060405713804585,33.683951606656734
8,4.646432840669754,86,4.824946785283288,7.448492678135409
136,4.6481261870484065,90,15.319130356691801,17.94267624954395
230,4.648198932758371,84,-0.4221450004209828,2.2014008924311668
8,4.648186939662477,93,23.189768035248193,25.813313928100342
112,4.648201326378789,84,-0.4221450004209828,2.2014008924311668
159,4.6482028557371935,84,-0.4221450004209828,2.2014008924311668
31,4.64819681400371,102,46.80168107091737,49.425226963769546
126,4.648195588934549,89,12.69558446383968,15.319130356691801
41,4.648197567162339,109,65.16650232088233,67.79004821373445
194,4.648198894107478,85,2.2014008924311668,4.824946785283288
-1,4.648197740026755,162,204.21443464204526,206.83798053489738
53,4.648191804486582,87,7.448492678135409,10.072038570987559
17,4.6481952506013196,95,28.436859820952463,31.060405713804585
123,4.648194586047277,156,188.47315928493248,191.0967051777846
136,4.648193039899246,99,38.931043392361005,41.554589285213126
105,4.648738695141283,84,-0.4221450004209828,2.2014008924311668
154,4.64819852235982,122,99.27259892796002,101.89614482081214
72,4.648179912118994,91,17.94267624954395,20.56622214239607
96,4.648166376297583,88,10.072038570987559,12.69558446383968
31,4.648203480210736,85,2.2014008924311668,4.824946785283288
89,4.648197971932771,84,-0.4221450004209828,2.2014008924311668
137,4.648159638164025,99,38.931043392361005,41.554589285213126
85,4.648185196292463,94,25.813313928100342,28.436859820952463
161,4.6481963902515675,118,88.77841535655148,91.4019612494036
43,4.648197740026755,57,-71.25788410742854,-68.63433821457639
178,4.648197727190792,101,44.17813517806525,46.80168107091737
251,4.648196425257402,91,17.94267624954395,20.56622214239607
239,5.045268223587879,84,-0.4221450004209828,2.2014008924311668
117,4.645869997221911,88,10.072038570987559,12.69558446383968
128,4.6476286900359725,84,-0.4221450004209828,2.2014008924311668
245,4.6478992071055005,86,4.824946785283288,7.448492678135409
240,4.648155072741497,93,23.189768035248193,25.813313928100342
79,4.64817619891149,88,10.072038570987559,12.69558446383968
240,4.648171113298275,94,25.813313928100342,28.436859820952463
96,4.648197208251146,94,25.813313928100342,28.436859820952463
143,4.648172723209965,91,17.94267624954395,20.56622214239607
215,4.648185720482091,95,28.436859820952463,31.060405713804585
41,4.648196142204666,101,44.17813517806525,46.80168107091737
34,4.648194565876477,103,49.425226963769546,52.04877285662167
70,4.648188967815576,97,33.683951606656734,36.307497499508884
92,4.64819447661051,92,20.56622214239607,23.189768035248193
131,4.648196236385376,116,83.53132357084723,86.15486946369936
-1,4.6481975658244,132,125.50805785648134,128.13160374933346
219,4.648184324278775,99,38.931043392361005,41.554589285213126
145,4.646349450315086,86,4.824946785283288,7.448492678135409
154,4.637989718506939,88,10.072038570987559,12.69558446383968
216,4.648218008696258,84,-0.4221450004209828,2.2014008924311668
215,4.646934447686141,86,4.824946785283288,7.448492678135409
154,4.644732789161964,89,12.69558446383968,15.319130356691801
252,4.648198187848188,84,-0.4221450004209828,2.2014008924311668
136,4.648172249934514,91,17.94267624954395,20.56622214239607
117,4.648179230398569,96,31.060405713804585,33.683951606656734
45,4.648157997376434,89,12.69558446383968,15.319130356691801
229,4.6481904848785165,100,41.554589285213126,44.17813517806525
93,4.648197740026755,89,12.69558446383968,15.319130356691801
131,4.648161453655686,101,44.17813517806525,46.80168107091737
72,4.64819730085345,106,57.29586464232591,59.91941053517803
184,4.648196685644081,88,10.072038570987559,12.69558446383968
97,4.648195559746755,91,17.94267624954395,20.56622214239607
229,4.648197740026755,115,80.90777767799511,83.53132357084723
239,4.648192303079573,112,73.0371399994387,75.66068589229081
117,4.648197165158984,106,57.29586464232591,59.91941053517803
257,4.648197740026755,93,23.189768035248193,25.813313928100342
248,4.229273391275879,85,2.2014008924311668,4.824946785283288
242,4.648200658266656,84,-0.4221450004209828,2.2014008924311668
51,4.648143615650606,87,7.448492678135409,10.072038570987559
198,4.648186624762386,87,7.448492678135409,10.072038570987559
172,4.648195365883641,91,17.94267624954395,20.56622214239607
15,4.6481962219710375,92,20.56622214239607,23.189768035248193
88,4.648196400427003,87,7.448492678135409,10.072038570987559
126,4.648197281599505,99,38.931043392361005,41.554589285213126
134,4.648197740026755,103,49.425226963769546,52.04877285662167
145,4.648197446633315,113,75.66068589229081,78.28423178514294
116,4.648197740026755,141,149.1199708921505,151.74351678500267
51,4.648195537742247,92,20.56622214239607,23.189768035248193
114,4.654911049501825,85,2.2014008924311668,4.824946785283288
164,4.646711216498875,87,7.448492678135409,10.072038570987559
35,4.648190877467466,87,7.448492678135409,10.072038570987559
91,4.648196726571865,91,17.94267624954395,20.56622214239607
131,4.64819246352911,159,196.3437969634889,198.96734285634102
114,4.648197437464771,111,70.41359410658657,73.0371399994387
197,4.648195318614022,89,12.69558446383968,15.319130356691801
69,4.6481977842171105,85,2.2014008924311668,4.824946785283288
114,4.6481827458729805,93,23.189768035248193,25.813313928100342
136,4.647469642873592,88,10.072038570987559,12.69558446383968
33,4.648131903335942,86,4.824946785283288,7.448492678135409
219,4.6481687668040195,90,15.319130356691801,17.94267624954395
71,4.648188814050693,87,7.448492678135409,10.072038570987559
57,4.648196208548978,86,4.824946785283288,7.448492678135409
29,4.648197740026755,89,12.69558446383968,15.319130356691801
256,4.648193994433888,87,7.448492678135409,10.072038570987559
-1,4.648198166198895,119,91.4019612494036,94.02550714225578
1,4.648197740026755,141,149.1199708921505,151.74351678500267
70,4.648181365005392,185,264.5559901776443,267.1795360704964
129,4.648201130453378,84,-0.4221450004209828,2.2014008924311668
227,4.648177412594976,89,12.69558446383968,15.319130356691801
113,4.6481808936564555,88,10.072038570987559,12.69558446383968
237,4.648215453636756,84,-0.4221450004209828,2.2014008924311668
9,4.648185821599745,86,4.824946785283288,7.448492678135409
39,4.648197438381625,105,54.67231874947379,57.29586464232591
154,4.648197977913267,114,78.28423178514294,80.90777767799511
257,4.648220765611659,84,-0.4221450004209828,2.2014008924311668
190,4.648197740026755,92,20.56622214239607,23.189768035248193
6,4.648195845805359,92,20.56622214239607,23.189768035248193
136,4.6481961997111965,102,46.80168107091737,49.425226963769546
188,4.648196348827742,87,7.448492678135409,10.072038570987559
131,4.6481943018223815,136,136.00224142788983,138.625787320742
212,4.648220639198718,84,-0.4221450004209828,2.2014008924311668
253,4.648189764736415,91,17.94267624954395,20.56622214239607
178,4.648180241251611,84,-0.4221450004209828,2.2014008924311668
93,4.64819584406143,86,4.824946785283288,7.448492678135409
136,4.648195055897173,103,49.425226963769546,52.04877285662167
116,4.648188523393491,92,20.56622214239607,23.189768035248193
118,4.648196080520111,90,15.319130356691801,17.94267624954395
45,4.648196951531886,96,31.060405713804585,33.683951606656734
215,4.64818961528894,92,20.56622214239607,23.189768035248193
154,4.6481961199448545,113,75.66068589229081,78.28423178514294
126,4.648197740026755,92,20.56622214239607,23.189768035248193
176,4.648195747536503,84,-0.4221450004209828,2.2014008924311668
78,4.648197351280447,87,7.448492678135409,10.072038570987559
147,4.648197740026755,88,10.072038570987559,12.69558446383968
15,4.648197354617313,99,38.931043392361005,41.554589285213126
175,4.648196364745006,89,12.69558446383968,15.319130356691801
87,4.647319029287119,86,4.824946785283288,7.448492678135409
151,4.648233611595811,84,-0.4221450004209828,2.2014008924311668
74,4.648196322386479,84,-0.4221450004209828,2.2014008924311668
63,4.648211171165963,84,-0.4221450004209828,2.2014008924311668
249,4.648197353204628,85,2.2014008924311668,4.824946785283288
113,4.648190669253781,89,12.69558446383968,15.319130356691801
4,4.648196699817744,84,-0.4221450004209828,2.2014008924311668
229,4.648091660717508,92,20.56622214239607,23.189768035248193
143,4.648210890886877,83,-3.045690893273104,-0.4221450004209828
175,4.648197740026755,98,36.307497499508884,38.931043392361005
38,4.648196924612473,84,-0.4221450004209828,2.2014008924311668
229,4.648188265252356,121,96.6490530351079,99.27259892796002
137,4.648196263891011,130,120.26096607077704,122.88451196362922
245,4.648190726089833,134,130.7551496421856,133.3786955350377
146,4.648196726902533,86,4.824946785283288,7.448492678135409
245,4.649423700077042,84,-0.4221450004209828,2.2014008924311668
97,4.648197538318765,103,49.425226963769546,52.04877285662167
-1,4.648208292796232,95,28.436859820952463,31.060405713804585
139,4.648201032562801,84,-0.4221450004209828,2.2014008924311668
142,4.648197703352575,87,7.448492678135409,10.072038570987559
59,4.648197689104021,84,-0.4221450004209828,2.2014008924311668
236,4.648181081362329,87,7.448492678135409,10.072038570987559
131,4.647915780822088,94,25.813313928100342,28.436859820952463
50,4.64819732744223,87,7.448492678135409,10.072038570987559
-1,4.648199000206316,129,117.63742017792492,120.26096607077704
31,4.6481973549478655,90,15.319130356691801,17.94267624954395
215,4.648197740026755,80,-10.916328571829496,-8.292782678977375
152,4.648196882767798,88,10.072038570987559,12.69558446383968
248,4.648193676361999,126,109.76678249936856,112.39032839222068
137,4.648196935028505,109,65.16650232088233,67.79004821373445
161,4.648197244008471,99,38.931043392361005,41.554589285213126
171,4.664053155560972,84,-0.4221450004209828,2.2014008924311668
157,4.655867098275033,84,-0.4221450004209828,2.2014008924311668
6,4.6479267768115555,86,4.824946785283288,7.448492678135409
240,4.644713380768491,87,7.448492678135409,10.072038570987559
41,4.64537911066187,88,10.072038570987559,12.69558446383968
229,4.647571092198174,90,15.319130356691801,17.94267624954395
248,4.648197648341305,122,99.27259892796002,101.89614482081214
220,4.648195652183627,91,17.94267624954395,20.56622214239607
154,4.6481978728054285,126,109.76678249936856,112.39032839222068
245,4.648191593356217,90,15.319130356691801,17.94267624954395
247,4.64819749689505,86,4.824946785283288,7.448492678135409
193,4.648193589846425,89,12.69558446383968,15.319130356691801
127,4.648194989463256,168,219.95570999915805,222.57925589201017
253,4.6481976455907414,112,73.0371399994387,75.66068589229081
87,4.654643907627042,85,2.2014008924311668,4.824946785283288
86,4.648218940873961,85,2.2014008924311668,4.824946785283288
131,4.648138710223733,99,38.931043392361005,41.554589285213126
157,4.648194133375721,95,28.436859820952463,31.060405713804585
23,4.648196185792995,87,7.448492678135409,10.072038570987559
90,4.648196153868471,86,4.824946785283288,7.448492678135409
64,4.648196049347058,90,15.319130356691801,17.94267624954395
193,4.648227161522289,85,2.2014008924311668,4.824946785283288
28,4.648198579808252,84,-0.4221450004209828,2.2014008924311668
215,4.648193902328303,99,38.931043392361005,41.554589285213126
85,4.64815503792787,92,20.56622214239607,23.189768035248193
78,4.648198303396705,95,28.436859820952463,31.060405713804585
174,4.648197367618553,85,2.2014008924311668,4.824946785283288
-1,4.648197740026755,141,149.1199708921505,151.74351678500267
193,4.648196194210069,90,15.319130356691801,17.94267624954395
79,4.648196227216831,93,23.189768035248193,25.813313928100342
164,4.648196153868471,101,44.17813517806525,46.80168107091737
227,4.648190572975132,141,149.1199708921505,151.74351678500267
113,4.6481170741821956,86,4.824946785283288,7.448492678135409
70,4.64812921290857,91,17.94267624954395,20.56622214239607
68,4.648196062183021,117,86.15486946369936,88.77841535655148
1,4.648197272100393,84,-0.4221450004209828,2.2014008924311668
73,4.648197542076742,85,2.2014008924311668,4.824946785283288
131,4.648193476653332,172,230.4498935705666,233.0734394634187
106,4.648192568635947,95,28.436859820952463,31.060405713804585
72,4.6481943549999425,100,41.554589285213126,44.17813517806525
208,4.648194910613769,91,17.94267624954395,20.56622214239607
180,4.648197740026755,121,96.6490530351079,99.27259892796002
228,4.648197607082852,103,49.425226963769546,52.04877285662167
6,4.648193512410658,95,28.436859820952463,31.060405713804585
96,4.649726027258749,84,-0.4221450004209828,2.2014008924311668
127,4.648916453282554,84,-0.4221450004209828,2.2014008924311668
248,4.647993373776242,90,15.319130356691801,17.94267624954395
145,4.648194740995687,97,33.683951606656734,36.307497499508884
34,4.648197490642332,91,17.94267624954395,20.56622214239607
114,4.648184868560682,92,20.56622214239607,23.189768035248193
215,4.648195616260862,110,67.79004821373445,70.41359410658657
172,4.64819380838906,94,25.813313928100342,28.436859820952463
36,4.64833485686927,85,2.2014008924311668,4.824946785283288
219,4.64777153487801,88,10.072038570987559,12.69558446383968
133,4.648191312554628,87,7.448492678135409,10.072038570987559
41,4.6481815066173375,97,33.683951606656734,36.307497499508884
88,4.6481847643749585,86,4.824946785283288,7.448492678135409
156,4.648196094377221,84,-0.4221450004209828,2.2014008924311668
184,4.648197149993426,85,2.2014008924311668,4.824946785283288
-1,4.648197740026755,130,120.26096607077704,122.88451196362922
85,4.644548434963699,86,4.824946785283288,7.448492678135409
36,4.648106669734878,87,7.448492678135409,10.072038570987559
180,4.648164646018839,88,10.072038570987559,12.69558446383968
143,4.648763420890079,85,2.2014008924311668,4.824946785283288
71,4.648191395617396,86,4.824946785283288,7.448492678135409
113,4.648155796304923,87,7.448492678135409,10.072038570987559
25,4.648130756290065,88,10.072038570987559,12.69558446383968
117,4.648146680020756,93,23.189768035248193,25.813313928100342
145,4.648132033237044,90,15.319130356691801,17.94267624954395
47,4.648200200333026,84,-0.4221450004209828,2.2014008924311668
165,4.648201856599223,85,2.2014008924311668,4.824946785283288
143,4.648196735905745,96,31.060405713804585,33.683951606656734
135,4.648193815889497,101,44.17813517806525,46.80168107091737
152,4.648193783226009,86,4.824946785283288,7.448492678135409
133,4.648195775793575,90,15.319130356691801,17.94267624954395
109,4.648197740026755,112,73.0371399994387,75.66068589229081
82,4.648196703981171,86,4.824946785283288,7.448492678135409
51,4.648197740026755,93,23.189768035248193,25.813313928100342
152,4.64819659395863,93,23.189768035248193,25.813313928100342
227,4.650137654028946,84,-0.4221450004209828,2.2014008924311668
33,4.648190820700801,89,12.69558446383968,15.319130356691801
155,4.648188990664776,86,4.824946785283288,7.448492678135409
206,4.648192809945503,88,10.072038570987559,12.69558446383968
154,4.648198397997925,83,-3.045690893273104,-0.4221450004209828
106,4.648188801366669,93,23.189768035248193,25.813313928100342
61,4.648197810459317,95,28.436859820952463,31.060405713804585
39,4.648196309733736,101,44.17813517806525,46.80168107091737
39,4.648194371337774,94,25.813313928100342,28.436859820952463
253,4.648194055022942,101,44.17813517806525,46.80168107091737
236,4.648197310021995,92,20.56622214239607,23.189768035248193
243,4.648236189956901,84,-0.4221450004209828,2.2014008924311668
201,4.648202747704226,85,2.2014008924311668,4.824946785283288
248,4.647695190992481,89,12.69558446383968,15.319130356691801
197,4.648202637528187,85,2.2014008924311668,4.824946785283288
137,4.64808935442942,94,25.813313928100342,28.436859820952463
239,4.648197740026755,236,398.35683071310297,400.9803766059551
229,4.648162772243025,95,28.436859820952463,31.060405713804585
132,4.648195525326806,89,12.69558446383968,15.319130356691801
131,4.648195090317252,120,94.02550714225578,96.6490530351079
201,4.648195774290708,93,23.189768035248193,25.813313928100342
248,4.648193265776797,104,52.04877285662167,54.67231874947379
92,4.648193561920801,102,46.80168107091737,49.425226963769546
131,4.557358105161393,84,-0.4221450004209828,2.2014008924311668
30,4.649247113266688,84,-0.4221450004209828,2.2014008924311668
26,4.648203366936682,84,-0.4221450004209828,2.2014008924311668
182,4.648202535732875,84,-0.4221450004209828,2.2014008924311668
12,4.6481981128725565,84,-0.4221450004209828,2.2014008924311668
130,4.648196777329531,100,41.554589285213126,44.17813517806525
19,4.648195601770526,86,4.824946785283288,7.448492678135409
7,4.6481975590759035,85,2.2014008924311668,4.824946785283288
41,4.648194833597991,133,128.13160374933346,130.7551496421856
50,4.648194682151478,86,4.824946785283288,7.448492678135409
15,4.64819773085821,83,-3.045690893273104,-0.4221450004209828
-1,4.648198926857935,120,94.02550714225578,96.6490530351079
114,4.648197453802884,105,54.67231874947379,57.29586464232591
229,4.648195261603575,110,67.79004821373445,70.41359410658657
91,4.648197189914056,99,38.931043392361005,41.554589285213126
239,4.690617855263461,85,2.2014008924311668,4.824946785283288
61,4.648283594666245,85,2.2014008924311668,4.824946785283288
31,4.648195067230403,101,44.17813517806525,46.80168107091737
210,4.6481991677518195,84,-0.4221450004209828,2.2014008924311668
92,4.648196425858266,85,2.2014008924311668,4.824946785283288
105,4.6481969101081155,99,38.931043392361005,41.554589285213126
113,4.648197740026755,94,25.813313928100342,28.436859820952463
248,4.648195999671514,101,44.17813517806525,46.80168107091737
78,4.648195799962634,85,2.2014008924311668,4.824946785283288
259,4.648195096404266,95,28.436859820952463,31.060405713804585
181,4.648197809393356,85,2.2014008924311668,4.824946785283288
240,4.647531855852816,90,15.319130356691801,17.94267624954395
105,4.648145651912752,86,4.824946785283288,7.448492678135409
160,4.648227816788227,84,-0.4221450004209828,2.2014008924311668
220,4.648165912259447,87,7.448492678135409,10.072038570987559
64,4.648140240257059,86,4.824946785283288,7.448492678135409
154,4.648197197835164,106,57.29586464232591,59.91941053517803
134,4.648197998521593,85,2.2014008924311668,4.824946785283288
41,4.6481981348606345,105,54.67231874947379,57.29586464232591
175,4.648196451680824,88,10.072038570987559,12.69558446383968
91,4.6481926202338215,89,12.69558446383968,15.319130356691801
248,4.648198418168727,107,59.91941053517803,62.54295642803015
88,4.648197155073584,93,23.189768035248193,25.813313928100342
67,4.64819749247604,91,17.94267624954395,20.56622214239607
116,4.648197740026755,113,75.66068589229081,78.28423178514294
221,4.648197708853702,94,25.813313928100342,28.436859820952463
92,4.648094543063763,88,10.072038570987559,12.69558446383968
144,4.6482740194970695,84,-0.4221450004209828,2.2014008924311668
226,4.647986849253022,88,10.072038570987559,12.69558446383968
92,4.648167459917648,86,4.824946785283288,7.448492678135409
253,4.648197648341305,107,59.91941053517803,62.54295642803015
157,4.648190636744664,91,17.94267624954395,20.56622214239607
120,4.6481978266322335,84,-0.4221450004209828,2.2014008924311668
154,4.648196066601899,120,94.02550714225578,96.6490530351079
