pickup_zone,avg_total_amount,bkt_tip_percentage,tip_percentage_start,tip_percentage_end
84,15.641394902259744,895,-0.06705895627459313,0.021506713420407664
228,15.641389002618943,899,0.28720372250541004,0.37576939220041083
22,15.641391598896899,904,0.730032070980414,0.8185977406754148
228,15.641233195509011,906,0.9071634103704156,0.9957290800654164
18,15.641392676050504,898,0.19863805281040925,0.28720372250541004
90,15.641390700251733,897,0.11007238311540846,0.19863805281040925
8,15.635658152398301,898,0.19863805281040925,0.28720372250541004
154,15.641169859211214,901,0.4643350618954116,0.5529007315904124
94,15.64105481781206,897,0.11007238311540846,0.19863805281040925
221,15.641290342434148,896,0.021506713420407664,0.11007238311540846
156,15.64139021793695,895,-0.06705895627459313,0.021506713420407664
74,15.641382290607249,906,0.9071634103704156,0.9957290800654164
91,15.641392055235302,903,0.6414664012854132,0.730032070980414
248,15.642240320789014,896,0.021506713420407664,0.11007238311540846
117,15.641434347674075,900,0.37576939220041083,0.4643350618954116
33,15.641380274823858,906,0.9071634103704156,0.9957290800654164
163,15.641393934659394,901,0.4643350618954116,0.5529007315904124
177,15.641392405473752,897,0.11007238311540846,0.19863805281040925
248,15.641340598246755,905,0.8185977406754148,0.9071634103704156
161,15.64125407548801,897,0.11007238311540846,0.19863805281040925
29,15.641366845619167,895,-0.06705895627459313,0.021506713420407664
119,15.641398251679673,895,-0.06705895627459313,0.021506713420407664
188,15.641385185965849,898,0.19863805281040925,0.28720372250541004
145,15.64139086319682,907,0.9957290800654164,1.0842947497604172
9,15.641394622300268,903,0.6414664012854132,0.730032070980414
137,15.281793503069858,897,0.11007238311540846,0.19863805281040925
171,15.641413086983206,899,0.28720372250541004,0.37576939220041083
75,15.641347968682194,902,0.5529007315904124,0.6414664012854132
119,15.641398270619153,897,0.11007238311540846,0.19863805281040925
85,15.641383302981117,903,0.6414664012854132,0.730032070980414
196,15.641392926119444,904,0.730032070980414,0.8185977406754148
255,15.64139443892937,902,0.5529007315904124,0.6414664012854132
180,15.641391200854383,903,0.6414664012854132,0.730032070980414
41,15.643748109369593,898,0.19863805281040925,0.28720372250541004
227,15.63983650929746,897,0.11007238311540846,0.19863805281040925
91,15.641266645432514,898,0.19863805281040925,0.28720372250541004
64,15.641396824968984,901,0.4643350618954116,0.5529007315904124
141,15.641393338703969,903,0.6414664012854132,0.730032070980414
257,15.64139509748672,896,0.021506713420407664,0.11007238311540846
215,15.64136763073076,906,0.9071634103704156,0.9957290800654164
71,15.641365654116765,901,0.4643350618954116,0.5529007315904124
227,15.641396391829455,903,0.6414664012854132,0.730032070980414
127,15.641391537340047,905,0.8185977406754148,0.9071634103704156
133,15.641396318481092,903,0.6414664012854132,0.730032070980414
9,15.641372376907176,895,-0.06705895627459313,0.021506713420407664
135,15.641379673968238,896,0.021506713420407664,0.11007238311540846
51,15.641092565204557,898,0.19863805281040925,0.28720372250541004
251,15.64135606070584,895,-0.06705895627459313,0.021506713420407664
229,15.6413732116846,902,0.5529007315904124,0.6414664012854132
127,15.641396180952917,904,0.730032070980414,0.8185977406754148
112,15.641396468973266,896,0.021506713420407664,0.11007238311540846
109,15.641396410166543,902,0.5529007315904124,0.6414664012854132
4,15.641394466435004,898,0.19863805281040925,0.28720372250541004
144,15.641393888816669,904,0.730032070980414,0.8185977406754148
136,15.642781629506349,898,0.19863805281040925,0.28720372250541004
120,15.641390637778114,896,0.021506713420407664,0.11007238311540846
61,15.641393921245507,900,0.37576939220041083,0.4643350618954116
51,15.641399889189096,899,0.28720372250541004,0.37576939220041083
91,15.641387352560942,905,0.8185977406754148,0.9071634103704156
239,15.784172357489389,897,0.11007238311540846,0.19863805281040925
118,15.641402274314814,895,-0.06705895627459313,0.021506713420407664
64,15.641282327307783,896,0.021506713420407664,0.11007238311540846
242,15.641396785867222,895,-0.06705895627459313,0.021506713420407664
93,15.641395204353541,896,0.021506713420407664,0.11007238311540846
132,15.641346878325374,898,0.19863805281040925,0.28720372250541004
137,15.641146058147907,900,0.37576939220041083,0.4643350618954116
2,15.641390588140471,896,0.021506713420407664,0.11007238311540846
85,15.64134760661931,906,0.9071634103704156,0.9957290800654164
193,15.641392838229116,901,0.4643350618954116,0.5529007315904124
143,15.641388881212075,904,0.730032070980414,0.8185977406754148
212,15.641392100950394,906,0.9071634103704156,0.9957290800654164
39,15.665502395993018,895,-0.06705895627459313,0.021506713420407664
13,15.64136817571891,897,0.11007238311540846,0.19863805281040925
103,15.641359233924161,896,0.021506713420407664,0.11007238311540846
43,15.641352647115605,906,0.9071634103704156,0.9957290800654164
217,15.641396258096714,895,-0.06705895627459313,0.021506713420407664
158,15.641369454644254,906,0.9071634103704156,0.9957290800654164
89,15.641395355783867,896,0.021506713420407664,0.11007238311540846
38,15.641389897749033,897,0.11007238311540846,0.19863805281040925
53,15.641395401626593,902,0.5529007315904124,0.6414664012854132
172,15.641408954559132,896,0.021506713420407664,0.11007238311540846
55,15.641470621396925,895,-0.06705895627459313,0.021506713420407664
126,15.641017475277147,897,0.11007238311540846,0.19863805281040925
68,15.641388317855608,904,0.730032070980414,0.8185977406754148
172,15.641403237658237,899,0.28720372250541004,0.37576939220041083
79,15.641385301684439,904,0.730032070980414,0.8185977406754148
141,15.641388937802372,905,0.8185977406754148,0.9071634103704156
196,15.64115124541132,898,0.19863805281040925,0.28720372250541004
259,15.641391659919693,901,0.4643350618954116,0.5529007315904124
113,15.64139962795773,899,0.28720372250541004,0.37576939220041083
86,15.641349225661394,900,0.37576939220041083,0.4643350618954116
242,15.641392227476318,898,0.19863805281040925,0.28720372250541004
157,15.63986113124212,897,0.11007238311540846,0.19863805281040925
150,15.641231431586586,895,-0.06705895627459313,0.021506713420407664
39,15.64138582334726,904,0.730032070980414,0.8185977406754148
237,15.64139440839555,898,0.19863805281040925,0.28720372250541004
151,15.641366905254463,897,0.11007238311540846,0.19863805281040925
133,15.641173737511119,897,0.11007238311540846,0.19863805281040925
6,15.641393034563718,905,0.8185977406754148,0.9071634103704156
150,15.641387051424502,901,0.4643350618954116,0.5529007315904124
88,15.641392361464733,901,0.4643350618954116,0.5529007315904124
127,15.641395722525669,902,0.5529007315904124,0.6414664012854132
143,15.64139181356852,905,0.8185977406754148,0.9071634103704156
25,15.641395570455776,903,0.6414664012854132,0.730032070980414
93,15.641395020343026,899,0.28720372250541004,0.37576939220041083
78,15.64138990325016,896,0.021506713420407664,0.11007238311540846
8,15.641996558708884,895,-0.06705895627459313,0.021506713420407664
15,15.641360585692517,901,0.4643350618954116,0.5529007315904124
106,15.641372808084627,906,0.9071634103704156,0.9957290800654164
117,15.64134730150699,903,0.6414664012854132,0.730032070980414
31,15.641396410166543,903,0.6414664012854132,0.730032070980414
186,15.641393567917595,902,0.5529007315904124,0.6414664012854132
178,15.64132551249251,896,0.021506713420407664,0.11007238311540846
17,15.64139077151137,906,0.9071634103704156,0.9957290800654164
71,15.641461322406691,895,-0.06705895627459313,0.021506713420407664
245,15.63897033466411,897,0.11007238311540846,0.19863805281040925
248,15.641340623095795,900,0.37576939220041083,0.4643350618954116
46,15.641423809133366,895,-0.06705895627459313,0.021506713420407664
26,15.641362120846944,897,0.11007238311540846,0.19863805281040925
114,15.641362518717987,902,0.5529007315904124,0.6414664012854132
228,15.641398544988498,900,0.37576939220041083,0.4643350618954116
191,15.641391246697117,904,0.730032070980414,0.8185977406754148
74,15.641393676361986,902,0.5529007315904124,0.6414664012854132
48,15.64139575316578,897,0.11007238311540846,0.19863805281040925
236,15.641274309352838,897,0.11007238311540846,0.19863805281040925
56,15.641467437954223,895,-0.06705895627459313,0.021506713420407664
178,15.641227474816509,897,0.11007238311540846,0.19863805281040925
113,15.641392763940916,901,0.4643350618954116,0.5529007315904124
197,15.64132506729773,896,0.021506713420407664,0.11007238311540846
159,15.641379317216515,895,-0.06705895627459313,0.021506713420407664
220,15.64139080360128,901,0.4643350618954116,0.5529007315904124
39,15.641384895771807,905,0.8185977406754148,0.9071634103704156
132,15.641392086408358,905,0.8185977406754148,0.9071634103704156
193,15.641390430696461,905,0.8185977406754148,0.9071634103704156
245,15.641396060184121,904,0.730032070980414,0.8185977406754148
223,15.641395263565341,898,0.19863805281040925,0.28720372250541004
191,15.641396678272221,900,0.37576939220041083,0.4643350618954116
103,15.641395818795392,902,0.5529007315904124,0.6414664012854132
135,15.641407066103893,895,-0.06705895627459313,0.021506713420407664
248,15.641348396588057,903,0.6414664012854132,0.730032070980414
253,15.641399946730813,900,0.37576939220041083,0.4643350618954116
116,15.641385056632915,900,0.37576939220041083,0.4643350618954116
243,15.641395584997493,904,0.730032070980414,0.8185977406754148
95,15.641378482593446,897,0.11007238311540846,0.19863805281040925
129,15.641383056249142,897,0.11007238311540846,0.19863805281040925
206,15.64139688155783,900,0.37576939220041083,0.4643350618954116
162,15.641395355783867,901,0.4643350618954116,0.5529007315904124
216,15.641393705445768,906,0.9071634103704156,0.9957290800654164
88,15.64135421704784,896,0.021506713420407664,0.11007238311540846
131,15.641353590510937,906,0.9071634103704156,0.9957290800654164
128,15.641389565058253,904,0.730032070980414,0.8185977406754148
118,15.641393059980201,899,0.28720372250541004,0.37576939220041083
83,15.64137765682461,896,0.021506713420407664,0.11007238311540846
-1,15.641325468872228,904,0.730032070980414,0.8185977406754148
97,15.641359385152215,897,0.11007238311540846,0.19863805281040925
199,15.640703258441146,897,0.11007238311540846,0.19863805281040925
79,15.64125501376302,898,0.19863805281040925,0.28720372250541004
202,15.641394668142993,896,0.021506713420407664,0.11007238311540846
39,15.641832441266637,898,0.19863805281040925,0.28720372250541004
127,15.641393447148317,900,0.37576939220041083,0.4643350618954116
135,15.641371938777603,897,0.11007238311540846,0.19863805281040925
9,15.641333657589449,898,0.19863805281040925,0.28720372250541004
62,15.6414022633319,895,-0.06705895627459313,0.021506713420407664
74,15.641149449875295,895,-0.06705895627459313,0.021506713420407664
234,15.641393104318025,895,-0.06705895627459313,0.021506713420407664
41,15.64129182108615,906,0.9071634103704156,0.9957290800654164
91,15.641095947163834,897,0.11007238311540846,0.19863805281040925
67,15.641376201112019,897,0.11007238311540846,0.19863805281040925
66,15.641396807292608,895,-0.06705895627459313,0.021506713420407664
236,15.641395172412969,900,0.37576939220041083,0.4643350618954116
172,15.645148363523646,895,-0.06705895627459313,0.021506713420407664
33,15.64109952154177,897,0.11007238311540846,0.19863805281040925
181,15.641388652635003,896,0.021506713420407664,0.11007238311540846
113,15.641211972430831,896,0.021506713420407664,0.11007238311540846
43,15.641376622798486,901,0.4643350618954116,0.5529007315904124
26,15.641395132455111,898,0.19863805281040925,0.28720372250541004
145,15.641338571793666,900,0.37576939220041083,0.4643350618954116
256,15.641347257873546,895,-0.06705895627459313,0.021506713420407664
8,15.64139314586359,902,0.5529007315904124,0.6414664012854132
132,15.641395900374475,899,0.28720372250541004,0.37576939220041083
41,15.641251516791337,905,0.8185977406754148,0.9071634103704156
34,15.641312603236198,895,-0.06705895627459313,0.021506713420407664
176,15.641391536295608,895,-0.06705895627459313,0.021506713420407664
113,15.641394865778267,902,0.5529007315904124,0.6414664012854132
43,15.640681444650449,898,0.19863805281040925,0.28720372250541004
134,15.641398598602015,895,-0.06705895627459313,0.021506713420407664
215,15.641365184937337,905,0.8185977406754148,0.9071634103704156
175,15.641383205823448,897,0.11007238311540846,0.19863805281040925
34,15.641386066468243,896,0.021506713420407664,0.11007238311540846
39,15.641396822751068,906,0.9071634103704156,0.9957290800654164
72,15.642020347266694,897,0.11007238311540846,0.19863805281040925
75,15.658592071048497,897,0.11007238311540846,0.19863805281040925
127,15.641335797446134,898,0.19863805281040925,0.28720372250541004
145,15.64130947584542,901,0.4643350618954116,0.5529007315904124
15,15.641386092593986,903,0.6414664012854132,0.730032070980414
70,15.641360764235985,901,0.4643350618954116,0.5529007315904124
64,15.641395378555993,899,0.28720372250541004,0.37576939220041083
240,15.641337793101005,905,0.8185977406754148,0.9071634103704156
241,15.641395816044827,896,0.021506713420407664,0.11007238311540846
168,15.64139396792177,897,0.11007238311540846,0.19863805281040925
198,15.641077532363168,897,0.11007238311540846,0.19863805281040925
182,15.641404082084659,895,-0.06705895627459313,0.021506713420407664
23,15.641396514815996,899,0.28720372250541004,0.37576939220041083
157,15.641401093680978,901,0.4643350618954116,0.5529007315904124
212,15.641396494517158,902,0.5529007315904124,0.6414664012854132
116,15.656188464684014,895,-0.06705895627459313,0.021506713420407664
142,15.641388754431471,896,0.021506713420407664,0.11007238311540846
18,15.641419970261037,895,-0.06705895627459313,0.021506713420407664
57,15.641387381237838,896,0.021506713420407664,0.11007238311540846
113,15.641006015517176,897,0.11007238311540846,0.19863805281040925
180,15.640546164260666,897,0.11007238311540846,0.19863805281040925
227,15.641395850843299,900,0.37576939220041083,0.4643350618954116
255,15.641425661051796,895,-0.06705895627459313,0.021506713420407664
179,15.641402456676625,895,-0.06705895627459313,0.021506713420407664
49,15.64139233016402,906,0.9071634103704156,0.9957290800654164
49,15.64139648731036,902,0.5529007315904124,0.6414664012854132
251,15.641390003314743,898,0.19863805281040925,0.28720372250541004
79,15.64139566435883,899,0.28720372250541004,0.37576939220041083
78,15.641392682363838,904,0.730032070980414,0.8185977406754148
143,15.640074252488702,896,0.021506713420407664,0.11007238311540846
65,15.641198235097132,898,0.19863805281040925,0.28720372250541004
35,15.641328990285729,897,0.11007238311540846,0.19863805281040925
145,15.641334765930859,899,0.28720372250541004,0.37576939220041083
164,15.641374860280498,903,0.6414664012854132,0.730032070980414
112,15.641399521805113,895,-0.06705895627459313,0.021506713420407664
94,15.641396691876528,899,0.28720372250541004,0.37576939220041083
258,15.64138902948782,895,-0.06705895627459313,0.021506713420407664
17,15.641377672093176,898,0.19863805281040925,0.28720372250541004
61,15.640906093748809,897,0.11007238311540846,0.19863805281040925
71,15.641259586797672,898,0.19863805281040925,0.28720372250541004
162,15.641393567917595,904,0.730032070980414,0.8185977406754148
106,15.64138312621297,904,0.730032070980414,0.8185977406754148
143,15.636575092212698,897,0.11007238311540846,0.19863805281040925
70,15.640201136710495,896,0.021506713420407664,0.11007238311540846
157,15.64133795251137,900,0.37576939220041083,0.4643350618954116
230,15.641383811386389,897,0.11007238311540846,0.19863805281040925
113,15.64139651127662,904,0.730032070980414,0.8185977406754148
199,15.640992498393286,898,0.19863805281040925,0.28720372250541004
58,15.641391141309152,895,-0.06705895627459313,0.021506713420407664
30,15.641394828442989,900,0.37576939220041083,0.4643350618954116
164,15.641356679336122,902,0.5529007315904124,0.6414664012854132
223,15.641387800749383,897,0.11007238311540846,0.19863805281040925
237,15.641373633148202,897,0.11007238311540846,0.19863805281040925
255,15.641393612843466,906,0.9071634103704156,0.9957290800654164
191,15.640516767380213,897,0.11007238311540846,0.19863805281040925
61,15.64139883111817,899,0.28720372250541004,0.37576939220041083
226,15.641393209004708,899,0.28720372250541004,0.37576939220041083
208,15.641392651063095,905,0.8185977406754148,0.9071634103704156
69,15.641390174104613,896,0.021506713420407664,0.11007238311540846
240,15.64559267751123,896,0.021506713420407664,0.11007238311540846
215,15.641339417059024,901,0.4643350618954116,0.5529007315904124
31,15.641335666920371,897,0.11007238311540846,0.19863805281040925
32,15.6413788982456,904,0.730032070980414,0.8185977406754148
212,15.64139534124213,900,0.37576939220041083,0.4643350618954116
180,15.641388326387709,906,0.9071634103704156,0.9957290800654164
239,15.641496147078483,900,0.37576939220041083,0.4643350618954116
67,15.641384218977624,895,-0.06705895627459313,0.021506713420407664
228,15.641396762366735,901,0.4643350618954116,0.5529007315904124
226,15.6413911747758,901,0.4643350618954116,0.5529007315904124
210,15.641377110379326,907,0.9957290800654164,1.0842947497604172
240,15.811733236302649,895,-0.06705895627459313,0.021506713420407664
212,15.641348497195278,897,0.11007238311540846,0.19863805281040925
157,15.641388308967471,906,0.9071634103704156,0.9957290800654164
198,15.641391750967182,905,0.8185977406754148,0.9071634103704156
60,15.641395202263993,895,-0.06705895627459313,0.021506713420407664
156,15.641381841728629,897,0.11007238311540846,0.19863805281040925
88,15.641387807613308,895,-0.06705895627459313,0.021506713420407664
197,15.641254490110851,897,0.11007238311540846,0.19863805281040925
33,15.641383077180816,899,0.28720372250541004,0.37576939220041083
31,15.64138811263332,907,0.9957290800654164,1.0842947497604172
130,15.641391881879143,897,0.11007238311540846,0.19863805281040925
44,15.641382591715816,898,0.19863805281040925,0.28720372250541004
62,15.64139634336419,898,0.19863805281040925,0.28720372250541004
247,15.641394347243919,899,0.28720372250541004,0.37576939220041083
77,15.641384142907151,898,0.19863805281040925,0.28720372250541004
239,15.64138811263332,907,0.9957290800654164,1.0842947497604172
207,15.641396685222892,895,-0.06705895627459313,0.021506713420407664
96,15.641191560537406,898,0.19863805281040925,0.28720372250541004
61,15.641968362547683,895,-0.06705895627459313,0.021506713420407664
41,15.641295528569165,902,0.5529007315904124,0.6414664012854132
164,15.641404969980993,900,0.37576939220041083,0.4643350618954116
50,15.641368967352218,895,-0.06705895627459313,0.021506713420407664
55,15.641275734007834,897,0.11007238311540846,0.19863805281040925
154,15.64129867541752,904,0.730032070980414,0.8185977406754148
96,15.641379711084685,905,0.8185977406754148,0.9071634103704156
202,15.641392882238138,898,0.19863805281040925,0.28720372250541004
201,15.641396410166543,902,0.5529007315904124,0.6414664012854132
161,15.641395722525669,902,0.5529007315904124,0.6414664012854132
141,15.641394626095554,902,0.5529007315904124,0.6414664012854132
171,15.649271060060874,895,-0.06705895627459313,0.021506713420407664
43,15.640829213160488,896,0.021506713420407664,0.11007238311540846
103,15.641384549242503,895,-0.06705895627459313,0.021506713420407664
33,15.641377663336229,905,0.8185977406754148,0.9071634103704156
246,15.641392653279864,895,-0.06705895627459313,0.021506713420407664
35,15.641392995928104,899,0.28720372250541004,0.37576939220041083
12,15.641390272438429,895,-0.06705895627459313,0.021506713420407664
59,15.641390675241649,897,0.11007238311540846,0.19863805281040925
51,15.641396364323818,903,0.6414664012854132,0.730032070980414
49,15.64138800640546,905,0.8185977406754148,0.9071634103704156
51,15.641814955493617,895,-0.06705895627459313,0.021506713420407664
191,15.64163277799788,895,-0.06705895627459313,0.021506713420407664
0,15.64140368738631,895,-0.06705895627459313,0.021506713420407664
88,15.641336247348187,897,0.11007238311540846,0.19863805281040925
36,15.641395905896568,903,0.6414664012854132,0.730032070980414
38,15.641391448149994,896,0.021506713420407664,0.11007238311540846
41,15.641917970127263,899,0.28720372250541004,0.37576939220041083
31,15.641307708485577,901,0.4643350618954116,0.5529007315904124
-1,15.641403914787357,902,0.5529007315904124,0.6414664012854132
249,15.641386134197452,895,-0.06705895627459313,0.021506713420407664
196,15.641221720501385,896,0.021506713420407664,0.11007238311540846
124,15.641381482985098,897,0.11007238311540846,0.19863805281040925
96,15.641395584997493,904,0.730032070980414,0.8185977406754148
226,15.641395933402205,904,0.730032070980414,0.8185977406754148
170,15.641388599865005,895,-0.06705895627459313,0.021506713420407664
197,15.641396498184575,902,0.5529007315904124,0.6414664012854132
215,15.639215457224408,898,0.19863805281040925,0.28720372250541004
87,15.64151136643821,899,0.28720372250541004,0.37576939220041083
69,15.641395603057513,898,0.19863805281040925,0.28720372250541004
74,15.641396074725797,903,0.6414664012854132,0.730032070980414
151,15.641393751288494,905,0.8185977406754148,0.9071634103704156
82,15.641301886135055,901,0.4643350618954116,0.5529007315904124
14,15.641356390508852,898,0.19863805281040925,0.28720372250541004
16,15.641388677415696,896,0.021506713420407664,0.11007238311540846
131,15.535634749882705,898,0.19863805281040925,0.28720372250541004
109,15.64125230015653,895,-0.06705895627459313,0.021506713420407664
252,15.641388685131824,895,-0.06705895627459313,0.021506713420407664
178,15.64128643470224,898,0.19863805281040925,0.28720372250541004
253,15.641366965219419,906,0.9071634103704156,0.9957290800654164
75,15.641349063749157,906,0.9071634103704156,0.9957290800654164
35,15.641349413515028,898,0.19863805281040925,0.28720372250541004
131,15.641320400644425,905,0.8185977406754148,0.9071634103704156
94,15.641393782589338,905,0.8185977406754148,0.9071634103704156
35,15.641395676682944,902,0.5529007315904124,0.6414664012854132
91,15.641388266919446,906,0.9071634103704156,0.9957290800654164
252,15.641393158339097,897,0.11007238311540846,0.19863805281040925
181,15.641396298566335,898,0.19863805281040925,0.28720372250541004
125,15.641393065609055,897,0.11007238311540846,0.19863805281040925
224,15.641388800274196,900,0.37576939220041083,0.4643350618954116
182,15.641396566031808,898,0.19863805281040925,0.28720372250541004
241,15.64139699158038,897,0.11007238311540846,0.19863805281040925
36,15.64089070296675,898,0.19863805281040925,0.28720372250541004
52,15.641387300136065,895,-0.06705895627459313,0.021506713420407664
248,15.641301380069057,906,0.9071634103704156,0.9957290800654164
92,15.64072635582348,895,-0.06705895627459313,0.021506713420407664
94,15.641239738525083,896,0.021506713420407664,0.11007238311540846
8,15.64138799249934,904,0.730032070980414,0.8185977406754148
128,15.64047385545068,898,0.19863805281040925,0.28720372250541004
46,15.641387829044646,898,0.19863805281040925,0.28720372250541004
159,15.641396703559984,901,0.4643350618954116,0.5529007315904124
161,15.641369744872621,899,0.28720372250541004,0.37576939220041083
168,15.641395808837967,898,0.19863805281040925,0.28720372250541004
117,15.6381121910043,896,0.021506713420407664,0.11007238311540846
45,15.640100548625256,897,0.11007238311540846,0.19863805281040925
36,15.641398760206323,899,0.28720372250541004,0.37576939220041083
135,15.641379854588823,898,0.19863805281040925,0.28720372250541004
10,15.641372578619228,897,0.11007238311540846,0.19863805281040925
222,15.641396318481092,903,0.6414664012854132,0.730032070980414
