pickup_zone,avg_passenger_count,bkt_tip_amount,tip_amount_start,tip_amount_end
230,1.6708481516732985,84,-0.4221450004209828,2.2014008924311668
8,1.6708470770226054,93,23.189768035248193,25.813313928100342
112,1.6708461857456933,84,-0.4221450004209828,2.2014008924311668
159,1.6708478139585203,84,-0.4221450004209828,2.2014008924311668
31,1.670846667453939,102,46.80168107091737,49.425226963769546
126,1.6708471304806414,89,12.69558446383968,15.319130356691801
41,1.6708470353455758,109,65.16650232088233,67.79004821373445
194,1.670846364518295,85,2.2014008924311668,4.824946785283288
-1,1.670846850824839,162,204.21443464204526,206.83798053489738
53,1.6708468240956185,87,7.448492678135409,10.072038570987559
17,1.67084691233174,95,28.436859820952463,31.060405713804585
123,1.670846850824839,156,188.47315928493248,191.0967051777846
136,1.670846698782252,99,38.931043392361005,41.554589285213126
105,1.6708681458184256,84,-0.4221450004209828,2.2014008924311668
154,1.6708466384250928,122,99.27259892796002,101.89614482081214
72,1.6708470155155144,91,17.94267624954395,20.56622214239607
96,1.6708467125792326,88,10.072038570987559,12.69558446383968
31,1.6708464711496762,85,2.2014008924311668,4.824946785283288
89,1.6708476213869115,84,-0.4221450004209828,2.2014008924311668
137,1.670847564479792,99,38.931043392361005,41.554589285213126
85,1.6708470980023653,94,25.813313928100342,28.436859820952463
161,1.6708467289608233,118,88.77841535655148,91.4019612494036
43,1.6708465757684892,57,-71.25788410742854,-68.63433821457639
178,1.670846759139389,101,44.17813517806525,46.80168107091737
251,1.670846850824839,91,17.94267624954395,20.56622214239607
239,1.6722717113175147,84,-0.4221450004209828,2.2014008924311668
117,1.670838221755041,88,10.072038570987559,12.69558446383968
128,1.6708535737288348,84,-0.4221450004209828,2.2014008924311668
245,1.6708513251765014,86,4.824946785283288,7.448492678135409
240,1.6708486739103408,93,23.189768035248193,25.813313928100342
79,1.6708472440142088,88,10.072038570987559,12.69558446383968
240,1.670846768337497,94,25.813313928100342,28.436859820952463
96,1.670846850824839,94,25.813313928100342,28.436859820952463
143,1.6708467706370305,91,17.94267624954395,20.56622214239607
215,1.6708470353455758,95,28.436859820952463,31.060405713804585
41,1.6708470051670272,101,44.17813517806525,46.80168107091737
34,1.670846850824839,103,49.425226963769546,52.04877285662167
70,1.6708470968525106,97,33.683951606656734,36.307497499508884
92,1.6708468821531854,92,20.56622214239607,23.189768035248193
131,1.670846850824839,116,83.53132357084723,86.15486946369936
-1,1.670846850824839,132,125.50805785648134,128.13160374933346
219,1.6708469738386522,99,38.931043392361005,41.554589285213126
145,1.6708116311499994,86,4.824946785283288,7.448492678135409
154,1.6708176595331659,88,10.072038570987559,12.69558446383968
216,1.6708490901214166,84,-0.4221450004209828,2.2014008924311668
215,1.6708351537569046,86,4.824946785283288,7.448492678135409
154,1.6708490214054825,89,12.69558446383968,15.319130356691801
252,1.6708469586077108,84,-0.4221450004209828,2.2014008924311668
136,1.6708467752361047,91,17.94267624954395,20.56622214239607
117,1.6708471304806414,96,31.060405713804585,33.683951606656734
45,1.6708471419793167,89,12.69558446383968,15.319130356691801
229,1.670846944809913,100,41.554589285213126,44.17813517806525
93,1.670846667453939,89,12.69558446383968,15.319130356691801
131,1.670847252344743,101,44.17813517806525,46.80168107091737
72,1.670846759139389,106,57.29586464232591,59.91941053517803
184,1.670846850824839,88,10.072038570987559,12.69558446383968
97,1.670846850824839,91,17.94267624954395,20.56622214239607
229,1.670846850824839,115,80.90777767799511,83.53132357084723
239,1.670846667453939,112,73.0371399994387,75.66068589229081
117,1.670846850824839,106,57.29586464232591,59.91941053517803
257,1.670846850824839,93,23.189768035248193,25.813313928100342
248,1.67064226641704,85,2.2014008924311668,4.824946785283288
242,1.6708470166653495,84,-0.4221450004209828,2.2014008924311668
51,1.670843285121599,87,7.448492678135409,10.072038570987559
198,1.6708467091299788,87,7.448492678135409,10.072038570987559
172,1.6708471595093284,91,17.94267624954395,20.56622214239607
15,1.6708470968525106,92,20.56622214239607,23.189768035248193
88,1.6708472198664142,87,7.448492678135409,10.072038570987559
126,1.670846850824839,99,38.931043392361005,41.554589285213126
134,1.670846850824839,103,49.425226963769546,52.04877285662167
145,1.670846850824839,113,75.66068589229081,78.28423178514294
116,1.670846850824839,141,149.1199708921505,151.74351678500267
51,1.6708463923975891,92,20.56622214239607,23.189768035248193
114,1.670783538136518,85,2.2014008924311668,4.824946785283288
164,1.6708489987751334,87,7.448492678135409,10.072038570987559
35,1.6708471014519328,87,7.448492678135409,10.072038570987559
91,1.6708466070967851,91,17.94267624954395,20.56622214239607
131,1.670846850824839,159,196.3437969634889,198.96734285634102
114,1.6708465757684892,111,70.41359410658657,73.0371399994387
197,1.670846850824839,89,12.69558446383968,15.319130356691801
69,1.6708468240956185,85,2.2014008924311668,4.824946785283288
114,1.670846734709595,93,23.189768035248193,25.813313928100342
136,1.6708470543661904,88,10.072038570987559,12.69558446383968
33,1.6708465280618845,86,4.824946785283288,7.448492678135409
219,1.6708470155155144,90,15.319130356691801,17.94267624954395
71,1.6708469540084347,87,7.448492678135409,10.072038570987559
57,1.6708469738386522,86,4.824946785283288,7.448492678135409
29,1.670846850824839,89,12.69558446383968,15.319130356691801
256,1.670847189687874,87,7.448492678135409,10.072038570987559
-1,1.67084691233174,119,91.4019612494036,94.02550714225578
1,1.670846850824839,141,149.1199708921505,151.74351678500267
70,1.670846759139389,185,264.5559901776443,267.1795360704964
129,1.6708476165083492,84,-0.4221450004209828,2.2014008924311668
227,1.6708480286587841,89,12.69558446383968,15.319130356691801
113,1.6708457307660853,88,10.072038570987559,12.69558446383968
237,1.6708461667739551,84,-0.4221450004209828,2.2014008924311668
9,1.6708469272792352,86,4.824946785283288,7.448492678135409
39,1.6708463923975891,105,54.67231874947379,57.29586464232591
154,1.6708460268053489,114,78.28423178514294,80.90777767799511
257,1.6708503438191,84,-0.4221450004209828,2.2014008924311668
190,1.670846850824839,92,20.56622214239607,23.189768035248193
6,1.670846850824839,92,20.56622214239607,23.189768035248193
136,1.670846850824839,102,46.80168107091737,49.425226963769546
188,1.6708468821531854,87,7.448492678135409,10.072038570987559
131,1.670846850824839,136,136.00224142788983,138.625787320742
212,1.6708464458582117,84,-0.4221450004209828,2.2014008924311668
253,1.6708462449533972,91,17.94267624954395,20.56622214239607
178,1.6708480746638783,84,-0.4221450004209828,2.2014008924311668
93,1.6708466999319969,86,4.824946785283288,7.448492678135409
136,1.6708470353455758,103,49.425226963769546,52.04877285662167
116,1.6708472511948456,92,20.56622214239607,23.189768035248193
118,1.670846759139389,90,15.319130356691801,17.94267624954395
45,1.670846850824839,96,31.060405713804585,33.683951606656734
215,1.6708472534946412,92,20.56622214239607,23.189768035248193
154,1.670846759139389,113,75.66068589229081,78.28423178514294
126,1.670846850824839,92,20.56622214239607,23.189768035248193
176,1.67084691233174,84,-0.4221450004209828,2.2014008924311668
78,1.670846667453939,87,7.448492678135409,10.072038570987559
147,1.6708465757684892,88,10.072038570987559,12.69558446383968
15,1.6708469738386522,99,38.931043392361005,41.554589285213126
175,1.6708463923975891,89,12.69558446383968,15.319130356691801
87,1.670866109374593,86,4.824946785283288,7.448492678135409
151,1.6708432206960209,84,-0.4221450004209828,2.2014008924311668
74,1.6708507058308235,84,-0.4221450004209828,2.2014008924311668
63,1.6708503527664316,84,-0.4221450004209828,2.2014008924311668
249,1.670846333190029,85,2.2014008924311668,4.824946785283288
113,1.6708467022314886,89,12.69558446383968,15.319130356691801
4,1.6708468519746256,84,-0.4221450004209828,2.2014008924311668
229,1.6708466102600898,92,20.56622214239607,23.189768035248193
143,1.6708469238298038,83,-3.045690893273104,-0.4221450004209828
175,1.670846850824839,98,36.307497499508884,38.931043392361005
38,1.6708466070967851,84,-0.4221450004209828,2.2014008924311668
229,1.670846850824839,121,96.6490530351079,99.27259892796002
137,1.670846850824839,130,120.26096607077704,122.88451196362922
245,1.6708465757684892,134,130.7551496421856,133.3786955350377
146,1.670846484083039,86,4.824946785283288,7.448492678135409
245,1.6708514670810544,84,-0.4221450004209828,2.2014008924311668
97,1.670846667453939,103,49.425226963769546,52.04877285662167
-1,1.6708503170928297,95,28.436859820952463,31.060405713804585
139,1.6708478349366085,84,-0.4221450004209828,2.2014008924311668
142,1.670846667453939,87,7.448492678135409,10.072038570987559
59,1.6708469436601008,84,-0.4221450004209828,2.2014008924311668
236,1.6708475935083624,87,7.448492678135409,10.072038570987559
131,1.67084915995002,94,25.813313928100342,28.436859820952463
50,1.670846850824839,87,7.448492678135409,10.072038570987559
-1,1.6708469436601008,129,117.63742017792492,120.26096607077704
31,1.670846759139389,90,15.319130356691801,17.94267624954395
215,1.670846850824839,80,-10.916328571829496,-8.292782678977375
152,1.670846850824839,88,10.072038570987559,12.69558446383968
248,1.67084691233174,126,109.76678249936856,112.39032839222068
137,1.670846850824839,109,65.16650232088233,67.79004821373445
161,1.670846759139389,99,38.931043392361005,41.554589285213126
171,1.670785099709658,84,-0.4221450004209828,2.2014008924311668
157,1.6708655998385973,84,-0.4221450004209828,2.2014008924311668
6,1.6708445541773633,86,4.824946785283288,7.448492678135409
240,1.67085705646591,87,7.448492678135409,10.072038570987559
41,1.6708426327130588,88,10.072038570987559,12.69558446383968
229,1.6708404164213946,90,15.319130356691801,17.94267624954395
248,1.670846850824839,122,99.27259892796002,101.89614482081214
220,1.6708468206462816,91,17.94267624954395,20.56622214239607
154,1.67084691233174,126,109.76678249936856,112.39032839222068
245,1.6708471281809139,90,15.319130356691801,17.94267624954395
247,1.67084691233174,86,4.824946785283288,7.448492678135409
193,1.6708470353455758,89,12.69558446383968,15.319130356691801
127,1.670846850824839,168,219.95570999915805,222.57925589201017
253,1.670846759139389,112,73.0371399994387,75.66068589229081
87,1.6708675616754203,85,2.2014008924311668,4.824946785283288
86,1.670846383199984,85,2.2014008924311668,4.824946785283288
131,1.6708474437654812,99,38.931043392361005,41.554589285213126
157,1.6708466384250928,95,28.436859820952463,31.060405713804585
23,1.67084691233174,87,7.448492678135409,10.072038570987559
90,1.670846850824839,86,4.824946785283288,7.448492678135409
64,1.670846850824839,90,15.319130356691801,17.94267624954395
193,1.670847964023196,85,2.2014008924311668,4.824946785283288
28,1.6708453292470897,84,-0.4221450004209828,2.2014008924311668
215,1.6708470051670272,99,38.931043392361005,41.554589285213126
85,1.6708468054147796,92,20.56622214239607,23.189768035248193
78,1.6708468519746256,95,28.436859820952463,31.060405713804585
174,1.67084691233174,85,2.2014008924311668,4.824946785283288
-1,1.670846850824839,141,149.1199708921505,151.74351678500267
193,1.670846850824839,90,15.319130356691801,17.94267624954395
79,1.670846850824839,93,23.189768035248193,25.813313928100342
164,1.670846850824839,101,44.17813517806525,46.80168107091737
227,1.670846850824839,141,149.1199708921505,151.74351678500267
113,1.6708475883857568,86,4.824946785283288,7.448492678135409
70,1.6708475121724464,91,17.94267624954395,20.56622214239607
68,1.670846850824839,117,86.15486946369936,88.77841535655148
1,1.6708469738386522,84,-0.4221450004209828,2.2014008924311668
73,1.670846974988473,85,2.2014008924311668,4.824946785283288
131,1.670846850824839,172,230.4498935705666,233.0734394634187
106,1.6708465154113183,95,28.436859820952463,31.060405713804585
72,1.670846850824839,100,41.554589285213126,44.17813517806525
208,1.670846850824839,91,17.94267624954395,20.56622214239607
180,1.670846759139389,121,96.6490530351079,99.27259892796002
228,1.670846850824839,103,49.425226963769546,52.04877285662167
6,1.670846850824839,95,28.436859820952463,31.060405713804585
96,1.6708849656177271,84,-0.4221450004209828,2.2014008924311668
127,1.670850974436401,84,-0.4221450004209828,2.2014008924311668
248,1.6708469545915272,90,15.319130356691801,17.94267624954395
145,1.670846850824839,97,33.683951606656734,36.307497499508884
34,1.670846850824839,91,17.94267624954395,20.56622214239607
114,1.6708474983728103,92,20.56622214239607,23.189768035248193
215,1.6708469738386522,110,67.79004821373445,70.41359410658657
172,1.67084691233174,94,25.813313928100342,28.436859820952463
36,1.6708383251764234,85,2.2014008924311668,4.824946785283288
219,1.6708422137939667,88,10.072038570987559,12.69558446383968
133,1.6708466418742802,87,7.448492678135409,10.072038570987559
41,1.6708474368657766,97,33.683951606656734,36.307497499508884
88,1.6708480519366211,86,4.824946785283288,7.448492678135409
156,1.6708460929105038,84,-0.4221450004209828,2.2014008924311668
184,1.6708463935472495,85,2.2014008924311668,4.824946785283288
-1,1.670846850824839,130,120.26096607077704,122.88451196362922
85,1.670856738774799,86,4.824946785283288,7.448492678135409
36,1.6708488532918664,87,7.448492678135409,10.072038570987559
180,1.670845948914335,88,10.072038570987559,12.69558446383968
143,1.6708826480349237,85,2.2014008924311668,4.824946785283288
71,1.6708486483329514,86,4.824946785283288,7.448492678135409
113,1.6708478323594884,87,7.448492678135409,10.072038570987559
25,1.670846641588651,88,10.072038570987559,12.69558446383968
117,1.6708487609949594,93,23.189768035248193,25.813313928100342
145,1.6708464199896138,90,15.319130356691801,17.94267624954395
47,1.6708480240583305,84,-0.4221450004209828,2.2014008924311668
165,1.6708459164365201,85,2.2014008924311668,4.824946785283288
143,1.67084691233174,96,31.060405713804585,33.683951606656734
135,1.670846850824839,101,44.17813517806525,46.80168107091737
152,1.6708461207899954,86,4.824946785283288,7.448492678135409
133,1.6708468821531854,90,15.319130356691801,17.94267624954395
109,1.670846759139389,112,73.0371399994387,75.66068589229081
82,1.670846850824839,86,4.824946785283288,7.448492678135409
51,1.670846850824839,93,23.189768035248193,25.813313928100342
152,1.670846850824839,93,23.189768035248193,25.813313928100342
227,1.6708424622642808,84,-0.4221450004209828,2.2014008924311668
33,1.6708467324100844,89,12.69558446383968,15.319130356691801
155,1.6708472256158637,86,4.824946785283288,7.448492678135409
206,1.670846763738438,88,10.072038570987559,12.69558446383968
154,1.6708468821531854,83,-3.045690893273104,-0.4221450004209828
106,1.6708464562038037,93,23.189768035248193,25.813313928100342
61,1.67084691233174,95,28.436859820952463,31.060405713804585
39,1.670846850824839,101,44.17813517806525,46.80168107091737
39,1.6708463622189897,94,25.813313928100342,28.436859820952463
253,1.6708468206462816,101,44.17813517806525,46.80168107091737
236,1.6708465757684892,92,20.56622214239607,23.189768035248193
243,1.6708474883346163,84,-0.4221450004209828,2.2014008924311668
201,1.6708473089712936,85,2.2014008924311668,4.824946785283288
248,1.6708480094770868,89,12.69558446383968,15.319130356691801
197,1.6708445779237509,85,2.2014008924311668,4.824946785283288
137,1.670848709840384,94,25.813313928100342,28.436859820952463
239,1.670846850824839,236,398.35683071310297,400.9803766059551
229,1.6708463087595988,95,28.436859820952463,31.060405713804585
132,1.6708469436601008,89,12.69558446383968,15.319130356691801
131,1.670846850824839,120,94.02550714225578,96.6490530351079
201,1.670846484083039,93,23.189768035248193,25.813313928100342
248,1.670846850824839,104,52.04877285662167,54.67231874947379
92,1.670846850824839,102,46.80168107091737,49.425226963769546
131,1.6703420730917689,84,-0.4221450004209828,2.2014008924311668
30,1.670835966629332,84,-0.4221450004209828,2.2014008924311668
26,1.6708451119525052,84,-0.4221450004209828,2.2014008924311668
182,1.6708473207512433,84,-0.4221450004209828,2.2014008924311668
12,1.6708471003020764,84,-0.4221450004209828,2.2014008924311668
130,1.670846850824839,100,41.554589285213126,44.17813517806525
19,1.6708469471095397,86,4.824946785283288,7.448492678135409
7,1.6708469738386522,85,2.2014008924311668,4.824946785283288
41,1.670846850824839,133,128.13160374933346,130.7551496421856
50,1.6708468206462816,86,4.824946785283288,7.448492678135409
15,1.670846850824839,83,-3.045690893273104,-0.4221450004209828
-1,1.6708469436601008,120,94.02550714225578,96.6490530351079
114,1.670846637275365,105,54.67231874947379,57.29586464232591
229,1.6708468206462816,110,67.79004821373445,70.41359410658657
91,1.670846850824839,99,38.931043392361005,41.554589285213126
239,1.67117738914413,85,2.2014008924311668,4.824946785283288
61,1.6708489508804418,85,2.2014008924311668,4.824946785283288
31,1.6708467289608233,101,44.17813517806525,46.80168107091737
210,1.6708467324100844,84,-0.4221450004209828,2.2014008924311668
92,1.6708469169309579,85,2.2014008924311668,4.824946785283288
105,1.67084691233174,99,38.931043392361005,41.554589285213126
113,1.670846850824839,94,25.813313928100342,28.436859820952463
248,1.67084691233174,101,44.17813517806525,46.80168107091737
78,1.670846759139389,85,2.2014008924311668,4.824946785283288
259,1.6708469738386522,95,28.436859820952463,31.060405713804585
181,1.6708463668176026,85,2.2014008924311668,4.824946785283288
240,1.6708434818870093,90,15.319130356691801,17.94267624954395
105,1.6708448526847894,86,4.824946785283288,7.448492678135409
160,1.6708452625516037,84,-0.4221450004209828,2.2014008924311668
220,1.6708450076241421,87,7.448492678135409,10.072038570987559
64,1.6708442746803782,86,4.824946785283288,7.448492678135409
154,1.670846698782252,106,57.29586464232591,59.91941053517803
134,1.6708469795877614,85,2.2014008924311668,4.824946785283288
41,1.6708469738386522,105,54.67231874947379,57.29586464232591
175,1.67084691233174,88,10.072038570987559,12.69558446383968
91,1.6708467614389122,89,12.69558446383968,15.319130356691801
248,1.6708467904677187,107,59.91941053517803,62.54295642803015
88,1.670846667453939,93,23.189768035248193,25.813313928100342
67,1.670846850824839,91,17.94267624954395,20.56622214239607
116,1.670846759139389,113,75.66068589229081,78.28423178514294
221,1.670846850824839,94,25.813313928100342,28.436859820952463
92,1.6708458218686364,88,10.072038570987559,12.69558446383968
