pickup_zone,avg_tip_amount,bkt_tip_percentage,tip_percentage_start,tip_percentage_end
236,1.7505700224035523,897,0.11007238311540846,0.19863805281040925
56,1.7507159106273904,895,-0.06705895627459313,0.021506713420407664
178,1.750633807687036,897,0.11007238311540846,0.19863805281040925
113,1.750656652592852,901,0.4643350618954116,0.5529007315904124
197,1.7506590709233207,896,0.021506713420407664,0.11007238311540846
159,1.7506692152267151,895,-0.06705895627459313,0.021506713420407664
220,1.7506601682482141,901,0.4643350618954116,0.5529007315904124
39,1.7506498345598902,905,0.8185977406754148,0.9071634103704156
132,1.7506576377900909,905,0.8185977406754148,0.9071634103704156
193,1.7506554236463643,905,0.8185977406754148,0.9071634103704156
245,1.7506605488639566,904,0.730032070980414,0.8185977406754148
223,1.7506624944903026,898,0.19863805281040925,0.28720372250541004
191,1.7506618921167307,900,0.37576939220041083,0.4643350618954116
103,1.7506625199800054,902,0.5529007315904124,0.6414664012854132
135,1.7507173699786038,895,-0.06705895627459313,0.021506713420407664
248,1.7505859563618227,903,0.6414664012854132,0.730032070980414
253,1.750641648095908,900,0.37576939220041083,0.4643350618954116
116,1.7506303255823565,900,0.37576939220041083,0.4643350618954116
243,1.7506620615527555,904,0.730032070980414,0.8185977406754148
95,1.7506596812074182,897,0.11007238311540846,0.19863805281040925
129,1.7506601040593737,897,0.11007238311540846,0.19863805281040925
206,1.7506628913668554,900,0.37576939220041083,0.4643350618954116
162,1.7506624282945553,901,0.4643350618954116,0.5529007315904124
216,1.7506598611019566,906,0.9071634103704156,0.9957290800654164
88,1.7506606553319757,896,0.021506713420407664,0.11007238311540846
131,1.7506108694858413,906,0.9071634103704156,0.9957290800654164
128,1.750656629250049,904,0.730032070980414,0.8185977406754148
118,1.7506620615527555,899,0.28720372250541004,0.37576939220041083
83,1.7506620157100306,896,0.021506713420407664,0.11007238311540846
-1,1.750467320577795,904,0.730032070980414,0.8185977406754148
97,1.7506552063202856,897,0.11007238311540846,0.19863805281040925
199,1.7505312359563074,897,0.11007238311540846,0.19863805281040925
79,1.7506026076404442,898,0.19863805281040925,0.28720372250541004
202,1.7506631617781552,896,0.021506713420407664,0.11007238311540846
39,1.7487716724086766,898,0.19863805281040925,0.28720372250541004
127,1.7506610531340239,900,0.37576939220041083,0.4643350618954116
135,1.7506556614871198,897,0.11007238311540846,0.19863805281040925
9,1.750644558118176,898,0.19863805281040925,0.28720372250541004
62,1.7506656839824986,895,-0.06705895627459313,0.021506713420407664
74,1.7507317151459316,895,-0.06705895627459313,0.021506713420407664
234,1.7506730675093805,895,-0.06705895627459313,0.021506713420407664
41,1.7505428942353547,906,0.9071634103704156,0.9957290800654164
91,1.7506037816931401,897,0.11007238311540846,0.19863805281040925
67,1.7506599895826092,897,0.11007238311540846,0.19863805281040925
66,1.7506635973448845,895,-0.06705895627459313,0.021506713420407664
236,1.7506626116654553,900,0.37576939220041083,0.4643350618954116
172,1.7528343799376758,895,-0.06705895627459313,0.021506713420407664
33,1.7504659805675717,897,0.11007238311540846,0.19863805281040925
181,1.750663001754131,896,0.021506713420407664,0.11007238311540846
113,1.7506682017294095,896,0.021506713420407664,0.11007238311540846
43,1.7506440664774618,901,0.4643350618954116,0.5529007315904124
26,1.750662500908286,898,0.19863805281040925,0.28720372250541004
145,1.7505954062431075,900,0.37576939220041083,0.4643350618954116
256,1.750682858804128,895,-0.06705895627459313,0.021506713420407664
8,1.7506522794328994,902,0.5529007315904124,0.6414664012854132
132,1.750660897571704,899,0.28720372250541004,0.37576939220041083
41,1.750487594494324,905,0.8185977406754148,0.9071634103704156
34,1.7506694445638538,895,-0.06705895627459313,0.021506713420407664
176,1.7506635973448845,895,-0.06705895627459313,0.021506713420407664
113,1.7506591553657318,902,0.5529007315904124,0.6414664012854132
43,1.7499897093995425,898,0.19863805281040925,0.28720372250541004
134,1.7506919164588008,895,-0.06705895627459313,0.021506713420407664
215,1.7506276524637587,905,0.8185977406754148,0.9071634103704156
175,1.7506601848032097,897,0.11007238311540846,0.19863805281040925
34,1.750663207742493,896,0.021506713420407664,0.11007238311540846
39,1.7506629784072552,906,0.9071634103704156,0.9957290800654164
72,1.7487282344855288,897,0.11007238311540846,0.19863805281040925
75,1.7382845754868803,897,0.11007238311540846,0.19863805281040925
127,1.7506228581935024,898,0.19863805281040925,0.28720372250541004
145,1.7505841551087227,901,0.4643350618954116,0.5529007315904124
15,1.7506394750979148,903,0.6414664012854132,0.730032070980414
70,1.7506384302719111,901,0.4643350618954116,0.5529007315904124
64,1.7506610258708097,899,0.28720372250541004,0.37576939220041083
240,1.7505867881726829,905,0.8185977406754148,0.9071634103704156
241,1.750663301140039,896,0.021506713420407664,0.11007238311540846
168,1.7506629033467433,897,0.11007238311540846,0.19863805281040925
198,1.7505930401739798,897,0.11007238311540846,0.19863805281040925
182,1.750667591776808,895,-0.06705895627459313,0.021506713420407664
23,1.7506629372095845,899,0.28720372250541004,0.37576939220041083
157,1.7506564807055978,901,0.4643350618954116,0.5529007315904124
212,1.7506629252296944,902,0.5529007315904124,0.6414664012854132
116,1.7566097441554132,895,-0.06705895627459313,0.021506713420407664
142,1.7506627033509052,896,0.021506713420407664,0.11007238311540846
18,1.7506743516073697,895,-0.06705895627459313,0.021506713420407664
57,1.750662780488218,896,0.021506713420407664,0.11007238311540846
113,1.7503391571107,897,0.11007238311540846,0.19863805281040925
180,1.7501951784772907,897,0.11007238311540846,0.19863805281040925
227,1.7506567097991372,900,0.37576939220041083,0.4643350618954116
255,1.7506921686613661,895,-0.06705895627459313,0.021506713420407664
179,1.7506643998972244,895,-0.06705895627459313,0.021506713420407664
49,1.750658852562007,906,0.9071634103704156,0.9957290800654164
49,1.7506622220630093,902,0.5529007315904124,0.6414664012854132
251,1.750661747132335,898,0.19863805281040925,0.28720372250541004
79,1.7506618784245942,899,0.28720372250541004,0.37576939220041083
78,1.7506590130719664,904,0.730032070980414,0.8185977406754148
143,1.7506509724635557,896,0.021506713420407664,0.11007238311540846
65,1.7505112288615008,898,0.19863805281040925,0.28720372250541004
35,1.7506476861460258,897,0.11007238311540846,0.19863805281040925
145,1.7505327821034038,899,0.28720372250541004,0.37576939220041083
164,1.7506253376342822,903,0.6414664012854132,0.730032070980414
112,1.750665523471736,895,-0.06705895627459313,0.021506713420407664
94,1.750660205467175,899,0.28720372250541004,0.37576939220041083
258,1.7506634368345049,895,-0.06705895627459313,0.021506713420407664
17,1.7506578016536263,898,0.19863805281040925,0.28720372250541004
61,1.7504823622690702,897,0.11007238311540846,0.19863805281040925
71,1.7506155928155571,898,0.19863805281040925,0.28720372250541004
162,1.7506606862710061,904,0.730032070980414,0.8185977406754148
106,1.7506427348491984,904,0.730032070980414,0.8185977406754148
143,1.74917510478688,897,0.11007238311540846,0.19863805281040925
70,1.750591225179362,896,0.021506713420407664,0.11007238311540846
157,1.7506269794374814,900,0.37576939220041083,0.4643350618954116
230,1.7506607938459087,897,0.11007238311540846,0.19863805281040925
113,1.7506609082709865,904,0.730032070980414,0.8185977406754148
199,1.7505644194093748,898,0.19863805281040925,0.28720372250541004
58,1.7507226671630418,895,-0.06705895627459313,0.021506713420407664
30,1.750659925644805,900,0.37576939220041083,0.4643350618954116
164,1.750613407138456,902,0.5529007315904124,0.6414664012854132
223,1.7506613788599863,897,0.11007238311540846,0.19863805281040925
237,1.7506581471757507,897,0.11007238311540846,0.19863805281040925
255,1.7506597694165067,906,0.9071634103704156,0.9957290800654164
191,1.7503429489398485,897,0.11007238311540846,0.19863805281040925
61,1.7506563437188165,899,0.28720372250541004,0.37576939220041083
226,1.7506349407348651,899,0.28720372250541004,0.37576939220041083
208,1.7506595860456067,905,0.8185977406754148,0.9071634103704156
69,1.750662937331148,896,0.021506713420407664,0.11007238311540846
240,1.7541863595142815,896,0.021506713420407664,0.11007238311540846
215,1.7505984013833435,901,0.4643350618954116,0.5529007315904124
31,1.7506478819123397,897,0.11007238311540846,0.19863805281040925
32,1.7506491339043113,904,0.730032070980414,0.8185977406754148
212,1.7506622220630093,900,0.37576939220041083,0.4643350618954116
180,1.7506535119444644,906,0.9071634103704156,0.9957290800654164
239,1.750327180962875,900,0.37576939220041083,0.4643350618954116
67,1.7506647897434557,895,-0.06705895627459313,0.021506713420407664
228,1.7506626346475718,901,0.4643350618954116,0.5529007315904124
226,1.7506569137761172,901,0.4643350618954116,0.5529007315904124
210,1.750643266035514,907,0.9957290800654164,1.0842947497604172
240,1.812699850004181,895,-0.06705895627459313,0.021506713420407664
212,1.7506522093932415,897,0.11007238311540846,0.19863805281040925
157,1.750653539450102,906,0.9071634103704156,0.9957290800654164
198,1.750656423017952,905,0.8185977406754148,0.9071634103704156
60,1.7506640788762002,895,-0.06705895627459313,0.021506713420407664
156,1.7506606250234638,897,0.11007238311540846,0.19863805281040925
88,1.7506846143735775,895,-0.06705895627459313,0.021506713420407664
197,1.7506263632745285,897,0.11007238311540846,0.19863805281040925
33,1.7506522212923403,899,0.28720372250541004,0.37576939220041083
31,1.750654268289509,907,0.9957290800654164,1.0842947497604172
130,1.7506611093575866,897,0.11007238311540846,0.19863805281040925
44,1.7506598658677295,898,0.19863805281040925,0.28720372250541004
62,1.7506630866568815,898,0.19863805281040925,0.28720372250541004
247,1.7506625199800054,899,0.28720372250541004,0.37576939220041083
77,1.750660550697666,898,0.19863805281040925,0.28720372250541004
239,1.750654268289509,907,0.9957290800654164,1.0842947497604172
207,1.7506634368345049,895,-0.06705895627459313,0.021506713420407664
96,1.7504530073940314,898,0.19863805281040925,0.28720372250541004
61,1.7510477234015802,895,-0.06705895627459313,0.021506713420407664
41,1.7504868224437944,902,0.5529007315904124,0.6414664012854132
164,1.7505727271527791,900,0.37576939220041083,0.4643350618954116
50,1.7506687336925741,895,-0.06705895627459313,0.021506713420407664
55,1.7506235694412136,897,0.11007238311540846,0.19863805281040925
154,1.750490095360081,904,0.730032070980414,0.8185977406754148
96,1.7506439080698117,905,0.8185977406754148,0.9071634103704156
202,1.7506624256047265,898,0.19863805281040925,0.28720372250541004
201,1.7506628867218053,902,0.5529007315904124,0.6414664012854132
161,1.7506625199800054,902,0.5529007315904124,0.6414664012854132
141,1.7506611401746004,902,0.5529007315904124,0.6414664012854132
171,1.7543199703732468,895,-0.06705895627459313,0.021506713420407664
43,1.7507879505355284,896,0.021506713420407664,0.11007238311540846
103,1.7506778828865532,895,-0.06705895627459313,0.021506713420407664
33,1.7506374261398931,905,0.8185977406754148,0.9071634103704156
246,1.7506639183657322,895,-0.06705895627459313,0.021506713420407664
35,1.7506617636357173,899,0.28720372250541004,0.37576939220041083
12,1.7506653629610034,895,-0.06705895627459313,0.021506713420407664
59,1.750662332024833,897,0.11007238311540846,0.19863805281040925
51,1.7506627950363554,903,0.6414664012854132,0.730032070980414
49,1.750654428799048,905,0.8185977406754148,0.9071634103704156
51,1.7509812142769017,895,-0.06705895627459313,0.021506713420407664
191,1.7510585851922666,895,-0.06705895627459313,0.021506713420407664
0,1.7506716229013943,895,-0.06705895627459313,0.021506713420407664
88,1.750651186797077,897,0.11007238311540846,0.19863805281040925
36,1.7506625199800054,903,0.6414664012854132,0.730032070980414
38,1.750663253463605,896,0.021506713420407664,0.11007238311540846
41,1.7499394628018483,899,0.28720372250541004,0.37576939220041083
31,1.7506086191084018,901,0.4643350618954116,0.5529007315904124
-1,1.7505580020661653,902,0.5529007315904124,0.6414664012854132
249,1.7506740305826958,895,-0.06705895627459313,0.021506713420407664
196,1.7506514452317035,896,0.021506713420407664,0.11007238311540846
124,1.7506607239226195,897,0.11007238311540846,0.19863805281040925
96,1.7506620615527555,904,0.730032070980414,0.8185977406754148
226,1.7506624099574655,904,0.730032070980414,0.8185977406754148
170,1.7506638725229946,895,-0.06705895627459313,0.021506713420407664
197,1.7506629288971123,902,0.5529007315904124,0.6414664012854132
215,1.746879346523099,898,0.19863805281040925,0.28720372250541004
87,1.7505549150550745,899,0.28720372250541004,0.37576939220041083
69,1.7506622213890186,898,0.19863805281040925,0.28720372250541004
74,1.7506617636357173,903,0.6414664012854132,0.730032070980414
151,1.7506602278437564,905,0.8185977406754148,0.9071634103704156
82,1.7506157255600554,901,0.4643350618954116,0.5529007315904124
14,1.7506515709633106,898,0.19863805281040925,0.28720372250541004
16,1.7506625199800054,896,0.021506713420407664,0.11007238311540846
131,1.7255700801584604,898,0.19863805281040925,0.28720372250541004
109,1.7506894398998487,895,-0.06705895627459313,0.021506713420407664
252,1.7506696940105477,895,-0.06705895627459313,0.021506713420407664
178,1.7506362811210079,898,0.19863805281040925,0.28720372250541004
253,1.750627294775214,906,0.9071634103704156,0.9957290800654164
75,1.7506092547920156,906,0.9071634103704156,0.9957290800654164
35,1.7506512226567443,898,0.19863805281040925,0.28720372250541004
131,1.7505756050098704,905,0.8185977406754148,0.9071634103704156
94,1.7506593798137997,905,0.8185977406754148,0.9071634103704156
35,1.7506625199800054,902,0.5529007315904124,0.6414664012854132
91,1.7506525722283475,906,0.9071634103704156,0.9957290800654164
252,1.7506626017015579,897,0.11007238311540846,0.19863805281040925
181,1.7506628501691728,898,0.19863805281040925,0.28720372250541004
125,1.7506626511509542,897,0.11007238311540846,0.19863805281040925
224,1.7506597694165067,900,0.37576939220041083,0.4643350618954116
182,1.750663253463605,898,0.19863805281040925,0.28720372250541004
241,1.7506633681312387,897,0.11007238311540846,0.19863805281040925
36,1.7503532465634997,898,0.19863805281040925,0.28720372250541004
52,1.7506759567325054,895,-0.06705895627459313,0.021506713420407664
248,1.7505613271606097,906,0.9071634103704156,0.9957290800654164
92,1.7507038635236876,895,-0.06705895627459313,0.021506713420407664
