avg_trip_distance,bkt_tip_amount,val_start,val_end
178.6,185,264.5559901776443090,267.17953607049644040
119.0,161,201.5908887491931554,204.21443464204528680
110.2,149,170.1083380349675786,172.73188392781971000
107.6,282,519.0399417843010548,521.66348767715318620
107.2,190,277.6737196419049660,280.29726553475709740
89.26666666666665,138,141.2493332135941332,143.87287910644626460
67.9,125,107.1432366065164250,109.76678249936855640
57.55,159,196.3437969634888926,198.96734285634102400
52.875,148,167.4847921421154472,170.10833803496757860
46.5,172,230.4498935705666008,233.07343946341873220
39.85,134,130.7551496421856076,133.37869553503773900
37.5,136,136.0022414278898704,138.62578732074200180
34.46,217,348.5094587489125138,351.13300464176464520
29.3,164,209.4615264277495496,212.08507232060168100
25.7,179,248.8147148205315206,251.43826071338365200
25.116,133,128.1316037493334762,130.75514964218560760
25.053023255813955,106,57.2958646423259284,59.91941053517805980
24.656666666666666,121,96.6490530351078994,99.27259892796003080
24.525000000000006,168,219.9557099991580752,222.57925589201020660
23.87166666666667,124,104.5196907136642936,107.14323660651642500
22.977777777777778,120,94.0255071422557680,96.64905303510789940
20.917804878048784,104,52.0487728566216656,54.67231874947379700
20.55,137,138.6257873207420018,141.24933321359413320
20.061999999999998,119,91.4019612494036366,94.02550714225576800
19.900000000000002,127,112.3903283922206878,115.01387428507281920
19.84651515151515,100,41.5545892852131400,44.17813517806527140
19.475,113,75.6606858922908482,78.28423178514297960
18.45,128,115.0138742850728192,117.63742017792495060
18.288272727272727,96,31.0604057138046144,33.68395160665674580
18.2,156,188.4731592849324984,191.09670517778462980
18.195953177257525,97,33.6839516066567458,36.30749749950887720
17.472303206997072,94,25.8133139281003516,28.43685982095248300
16.85,132,125.5080578564813448,128.13160374933347620
16.749230769230767,141,149.1199708921505274,151.74351678500265880
16.644090909090913,98,36.3074974995088772,38.93104339236100860
16.55414496036239,90,15.3191303566918260,17.94267624954395740
16.50642857142857,117,86.1548694636993738,88.77841535655150520
16.448333333333334,160,198.9673428563410240,201.59088874919315540
16.15,139,143.8728791064462646,146.49642499929839600
16.13,143,154.3670626778547902,156.99060857070692160
16.031274638633374,95,28.4368598209524830,31.06040571380461440
15.933361704510467,89,12.6955844638396946,15.31913035669182600
15.896666666666668,154,183.2260674992282356,185.84961339208036700
15.84546762589928,101,44.1781351780652714,46.80168107091740280
15.764885577434795,92,20.5662221423960888,23.18976803524822020
15.724531933157417,88,10.0720385709875632,12.69558446383969460
15.712821229050283,93,23.1897680352482202,25.81331392810035160
15.487894736842104,111,70.4135941065865854,73.03713999943871680
15.20265060240964,105,54.6723187494737970,57.29586464232592840
14.618978608595095,91,17.9426762495439574,20.56622214239608880
14.55225806451613,109,65.1665023208823226,67.79004821373445400
14.180000000000001,152,177.9789757135239728,180.60252160637610420
13.565000000000001,130,120.2609660707770820,122.88451196362921340
12.979347826086958,112,73.0371399994387168,75.66068589229084820
12.854,145,159.6141544635590530,162.23770035641118440
12.827892857142857,99,38.9310433923610086,41.55458928521314000
11.596797260735464,87,7.4484926781354318,10.07203857098756320
11.08542857142857,110,67.7900482137344540,70.41359410658658540
11.024666666666668,102,46.8016810709174028,49.42522696376953420
10.778305084745764,107,59.9194105351780598,62.54295642803019120
10.667105263157895,114,78.2842317851429796,80.90777767799511100
10.376666666666667,147,164.8612462492633158,167.48479214211544720
10.286111111111111,108,62.5429564280301912,65.16650232088232260
10.165555555555553,103,49.4252269637695342,52.04877285662166560
9.817777777777778,129,117.6374201779249506,120.26096607077708200
9.3,173,233.0734394634187322,235.69698535627086360
9.056521739130433,118,88.7784153565515052,91.40196124940363660
8.673061224489796,122,99.2725989279600308,101.89614482081216220
8.66,123,101.8961448208121622,104.51969071366429360
8.656666666666666,116,83.5313235708472424,86.15486946369937380
7.942462302560796,86,4.8249467852833004,7.44849267813543180
6.7,181,254.0618066062357834,256.68535249908791480
6.58,225,369.4978258917295650,372.12137178458169640
6.529545454545456,126,109.7667824993685564,112.39032839222068780
6.205,253,442.9571108915892442,445.58065678444137560
5.363277972112016,85,2.2014008924311690,4.82494678528330040
5.2,75,-24.0340580360901450,-21.41051214323801360
4.067647058823529,115,80.9077776779951110,83.53132357084724240
3.866245478623486,84,-0.4221450004209624,2.20140089243116900
2.39,135,133.3786955350377390,136.00224142788987040
2.0566666666666666,180,251.4382607133836520,254.06180660623578340
1.7,291,542.6518548199702374,545.27540071282236880
1.0488888888888888,198,298.6620867847220172,301.28563267757414860
1.0,464,996.5252942833889696,999.14884017624110100
0.83,0,-220.8000000000000000,-218.17645410714786860
0.79,70,-37.1517875003508020,-34.52824160749867060
0.52,60,-63.3872464288721160,-60.76370053601998460
0.5,293,547.8989466056745002,550.52249249852663160
0.48,71,-34.5282416074986706,-31.90469571464653920
0.465,79,-13.5398744646816194,-10.91632857182948800
0.15,131,122.8845119636292134,125.50805785648134480
0.1,197,296.0385408918698858,298.66208678472201720
0.08613861386138613,83,-3.0456908932730938,-0.42214500042096240
0.057999999999999996,255,448.2042026772935070,450.82774857014563840
0.02666666666666667,80,-10.9163285718294880,-8.29278267897735660
0.0,155,185.8496133920803670,188.47315928493249840
0.0,427,899.4540962478601078,902.07764214071223920
0.0,77,-18.7869662503858822,-16.16342035753375080
0.0,184,261.9324442847921776,264.55599017764430900
0.0,57,-71.2578841074285102,-68.63433821457637880
0.0,389,799.7593523194791146,802.38289821233124600
0.0,236,398.3568307131030104,400.98037660595514180
0.0,235,395.7332848202508790,398.35683071310301040
0.0,153,180.6025216063761042,183.22606749922823560
0.0,142,151.7435167850026588,154.36706267785479020
0.0,162,204.2144346420452868,206.83798053489741820
0.0,175,238.3205312491229950,240.94407714197512640
0.0,163,206.8379805348974182,209.46152642774954960
0.0,140,146.4964249992983960,149.11997089215052740
0.0,59,-66.0107923217242474,-63.38724642887211600
0.0,81,-8.2927826789773566,-5.66923678612522520
0.0,82,-5.6692367861252252,-3.04569089327309380
0.0,273,495.4280287486318722,498.05157464148400360
0.0,211,332.7681833917997254,335.39172928465185680
