avg_trip_distance,bkt_passenger_count,val_start,val_end
6.003818915389515,3,3.974672515994487,5.2995633546593160
4.784001920930645,0,0E-15,1.3248908386648290
4.153770531685582,1,1.324890838664829,2.6497816773296580
3.9624489795918367,6,7.949345031988974,9.2742358706538030
2.9716486684035157,2,2.649781677329658,3.9746725159944870
2.898914087578401,4,5.299563354659316,6.6244541933241450
2.603181818181818,5,6.624454193324145,7.9493450319889740
