avg_tip_amount,bkt_passenger_count,val_start,val_end
3.9404081632653063,6,7.949345031988974,9.2742358706538030
2.438181818181818,5,6.624454193324145,7.9493450319889740
1.7688482665544687,1,1.324890838664829,2.6497816773296580
1.7562934383480917,0,0E-15,1.3248908386648290
1.7287850090070727,4,5.299563354659316,6.6244541933241450
1.7212164169911077,3,3.974672515994487,5.2995633546593160
1.6588848179895888,2,2.649781677329658,3.9746725159944870
